target_family,neighbor_family,co_memory_count,co_memory_share,neighbor_count_sum,avg_cosine,avg_distance,source_profile,dominant_axes,sehen_form_salience,sehen_memory_recall,hoeren_stimulation,kontakt_druck,feldaufnahme_druck,mcm_kohaerenz,mcm_spannung,mcm_asymmetrie,feldsignatur
dio_104t,dio_04tr,58,0.355828,107,0.853373,0.468403,btc:18;paxg:12;doge:11;xrp:9;sonstige:4;expansion:3;synth:1,sehen_form_salience:0.6201;mcm_kohaerenz:0.5080;hoeren_stimulation:0.2430;mcm_asymmetrie:-0.2199,0.620094,0.0,0.243032,0.0,0.128418,0.508005,0.128418,-0.219933,0.008566
dio_104t,dio_09yl,58,0.355828,133,0.732922,0.632936,paxg:18;btc:15;doge:9;xrp:8;sonstige:6;stress:2,hoeren_stimulation:0.6004;mcm_kohaerenz:0.4863;feldaufnahme_druck:0.2880;mcm_spannung:0.2880,0.157232,0.0,0.60045,0.0,0.288029,0.486268,0.288029,0.275944,0.007382
dio_104t,dio_1dis,58,0.355828,107,0.726635,0.796631,btc:18;paxg:13;xrp:9;doge:9;sonstige:4;sideways:3;expansion:1;stress:1,hoeren_stimulation:0.6280;mcm_kohaerenz:0.5208;mcm_asymmetrie:0.4936;sehen_form_salience:0.4869,0.486945,0.0,0.627975,0.0,0.273561,0.520786,0.273561,0.493579,0.00739
dio_104t,dio_1ett,58,0.355828,102,0.680893,0.731837,xrp:16;btc:15;doge:12;paxg:4;sonstige:4;expansion:3;stress:3;sideways:1,hoeren_stimulation:0.7321;mcm_kohaerenz:0.3842;feldaufnahme_druck:0.3350;mcm_spannung:0.3350,0.2959,0.0,0.732114,0.0,0.335048,0.384217,0.335048,0.037986,0.00668
dio_104t,dio_0a5r,57,0.349693,110,0.974166,0.208661,btc:21;sonstige:15;doge:10;xrp:7;stress:3;paxg:1,mcm_kohaerenz:0.7118;sehen_form_salience:0.3344;mcm_asymmetrie:-0.1513;hoeren_stimulation:0.0880,0.334403,0.0,0.087967,0.0,0.055445,0.711779,0.055445,-0.151328,0.01119
dio_104t,dio_0vm1,57,0.349693,117,0.973086,0.274217,doge:17;btc:16;paxg:10;xrp:7;sonstige:4;expansion:3,mcm_kohaerenz:0.7073;hoeren_stimulation:0.3451;sehen_form_salience:0.3424;feldaufnahme_druck:0.1606,0.342379,0.0,0.345146,0.0,0.160587,0.707293,0.160587,0.001827,0.010521
dio_104t,dio_1sgm,57,0.349693,117,0.876745,0.54519,btc:25;doge:13;paxg:7;sonstige:6;xrp:4;stress:2,mcm_kohaerenz:0.7306;hoeren_stimulation:0.4181;mcm_asymmetrie:0.3987;sehen_form_salience:0.3521,0.352143,0.0,0.418099,0.0,0.194091,0.73055,0.194091,0.398715,0.009946
dio_104t,dio_0pox,57,0.349693,127,0.853056,0.454482,btc:14;doge:13;paxg:11;xrp:8;sonstige:5;expansion:3;synth:1;sideways:1;stress:1,sehen_form_salience:0.6232;mcm_kohaerenz:0.5183;mcm_asymmetrie:-0.2271;hoeren_stimulation:0.1419,0.623225,0.0,0.141935,0.0,0.090042,0.518258,0.090042,-0.227109,0.008709
dio_104t,dio_0w7k,57,0.349693,125,0.836152,0.484507,paxg:14;xrp:14;doge:13;btc:7;sonstige:4;expansion:3;sideways:1;stress:1,mcm_kohaerenz:0.5082;hoeren_stimulation:0.4823;sehen_form_salience:0.3524;mcm_asymmetrie:-0.2399,0.352387,0.0,0.482295,0.0,0.219771,0.508222,0.219771,-0.239887,0.008437
dio_104t,dio_0ygv,57,0.349693,130,0.799028,0.773734,btc:22;xrp:11;doge:10;paxg:5;sonstige:4;sideways:3;expansion:2,mcm_kohaerenz:0.7247;hoeren_stimulation:0.5984;mcm_asymmetrie:0.5252;sehen_form_salience:0.3558,0.355828,0.0,0.5984,0.0,0.277903,0.724659,0.277903,0.52519,0.009573
dio_104t,dio_1d54,56,0.343558,175,0.937612,0.334375,btc:17;doge:14;paxg:11;sonstige:6;expansion:3;xrp:3;sideways:2,mcm_kohaerenz:0.7202;hoeren_stimulation:0.3404;mcm_asymmetrie:-0.2083;sehen_form_salience:0.1721,0.172123,0.0,0.340409,0.0,0.167919,0.720151,0.167919,-0.208312,0.011151
dio_104t,dio_00ta,56,0.343558,109,0.921,0.315363,btc:16;xrp:13;doge:10;paxg:10;sonstige:6;sideways:1,mcm_kohaerenz:0.6053;hoeren_stimulation:0.3988;feldaufnahme_druck:0.1958;mcm_spannung:0.1958,0.176714,0.0,0.398811,0.0,0.195771,0.605308,0.195771,0.036329,0.009406
dio_104t,dio_1v3j,56,0.343558,104,0.916877,0.474386,btc:15;doge:12;xrp:12;paxg:7;expansion:3;sonstige:3;sideways:2;synth:1;stress:1,mcm_kohaerenz:0.7572;sehen_form_salience:0.3777;mcm_asymmetrie:-0.3585;hoeren_stimulation:0.3534,0.377676,0.0,0.353437,0.0,0.163681,0.757207,0.163681,-0.358519,0.011482
dio_104t,dio_112r,56,0.343558,113,0.915075,0.371861,doge:15;btc:12;xrp:11;paxg:9;sonstige:4;expansion:3;sideways:2,mcm_kohaerenz:0.6168;sehen_form_salience:0.4921;mcm_asymmetrie:0.2353;hoeren_stimulation:0.2321,0.492101,0.0,0.23214,0.0,0.121837,0.616845,0.121837,0.23532,0.008855
dio_104t,dio_12k9,56,0.343558,123,0.910323,0.359051,btc:20;doge:13;paxg:7;xrp:6;sonstige:4;expansion:3;sideways:3,mcm_kohaerenz:0.6191;sehen_form_salience:0.4774;mcm_asymmetrie:0.2538;hoeren_stimulation:0.1372,0.477428,0.0,0.137153,0.0,0.082997,0.619054,0.082997,0.253824,0.00881
dio_104t,dio_1tko,55,0.337423,81,0.863405,0.62362,btc:18;doge:11;xrp:8;sonstige:6;paxg:5;expansion:3;sideways:3;synth:1,mcm_kohaerenz:0.7746;mcm_asymmetrie:0.4726;hoeren_stimulation:0.4232;sehen_form_salience:0.3874,0.387412,0.0,0.423169,0.0,0.195038,0.774641,0.195038,0.472582,0.010294
dio_104t,dio_0kvh,55,0.337423,92,0.831822,0.551256,btc:22;doge:13;xrp:9;paxg:6;sonstige:4;stress:1,mcm_kohaerenz:0.5204;sehen_form_salience:0.5068;hoeren_stimulation:0.5016;mcm_asymmetrie:-0.2344,0.506753,0.0,0.501628,0.0,0.223188,0.520383,0.223188,-0.234372,0.008447
dio_104t,dio_1232,55,0.337423,119,0.809178,0.420842,btc:20;paxg:12;doge:10;xrp:5;sonstige:4;expansion:3;sideways:1,sehen_form_salience:0.4813;mcm_kohaerenz:0.4058;mcm_asymmetrie:-0.2531;feldaufnahme_druck:0.0468,0.481263,0.0,0.036143,0.0,0.046819,0.405786,0.046819,-0.253099,0.007408
dio_104t,dio_1nfb,54,0.331288,89,0.926385,0.361824,btc:16;doge:13;xrp:13;paxg:5;sonstige:4;expansion:2;sideways:1,mcm_kohaerenz:0.6076;sehen_form_salience:0.4811;hoeren_stimulation:0.3429;feldaufnahme_druck:0.1617,0.481144,0.0,0.342917,0.0,0.161735,0.60763,0.161735,0.119334,0.009025
dio_104t,dio_1fyl,54,0.331288,128,0.86957,0.476037,sonstige:12;btc:11;paxg:10;doge:9;xrp:4;sideways:3;stress:3;expansion:2,mcm_kohaerenz:0.6444;hoeren_stimulation:0.4217;mcm_asymmetrie:0.3321;sehen_form_salience:0.2819,0.281879,0.0,0.42175,0.0,0.198208,0.644361,0.198208,0.332147,0.009164
dio_104t,dio_0q28,54,0.331288,111,0.851911,0.444589,btc:16;xrp:10;doge:9;paxg:9;sonstige:4;expansion:3;stress:2;sideways:1,mcm_kohaerenz:0.4973;sehen_form_salience:0.4751;hoeren_stimulation:0.3443;mcm_asymmetrie:0.2564,0.475097,0.0,0.344324,0.0,0.16689,0.497317,0.16689,0.256397,0.007707
dio_104t,dio_1nk6,54,0.331288,82,0.778037,0.476502,btc:19;doge:9;xrp:8;paxg:6;sonstige:6;expansion:2;sideways:2;stress:2,sehen_form_salience:0.6188;mcm_kohaerenz:0.3797;mcm_asymmetrie:-0.1046;feldaufnahme_druck:0.0485,0.618821,0.0,0.034991,0.0,0.048542,0.379729,0.048542,-0.10458,0.006941
dio_104t,dio_0xvx,54,0.331288,93,0.627947,1.060719,btc:20;doge:10;xrp:8;paxg:6;sonstige:4;expansion:3;sideways:3,hoeren_stimulation:0.8587;mcm_asymmetrie:0.6245;mcm_kohaerenz:0.5052;feldaufnahme_druck:0.3795,0.374595,0.0,0.858726,0.0,0.379533,0.505168,0.379533,0.624502,0.006913
dio_104t,dio_1bii,53,0.325153,78,0.958733,0.300275,btc:15;paxg:12;doge:8;xrp:7;sonstige:6;expansion:3;sideways:2,mcm_kohaerenz:0.7252;hoeren_stimulation:0.3344;sehen_form_salience:0.2542;feldaufnahme_druck:0.1595,0.254202,0.0,0.334371,0.0,0.15948,0.725192,0.15948,0.149463,0.010512
dio_104t,dio_0v6z,53,0.325153,85,0.890732,0.442988,btc:19;xrp:13;doge:7;paxg:4;sonstige:4;stress:3;expansion:2;sideways:1,mcm_kohaerenz:0.6355;sehen_form_salience:0.3838;hoeren_stimulation:0.3553;mcm_asymmetrie:-0.3425,0.383782,0.0,0.355257,0.0,0.166786,0.635452,0.166786,-0.342509,0.00999
dio_104t,dio_0dck,53,0.325153,86,0.821838,0.605065,paxg:17;doge:11;btc:11;xrp:4;sonstige:4;expansion:3;sideways:3,mcm_kohaerenz:0.5957;hoeren_stimulation:0.4744;sehen_form_salience:0.4629;mcm_asymmetrie:0.4023,0.462901,0.0,0.474418,0.0,0.212156,0.595748,0.212156,0.402281,0.008416
dio_104t,dio_12on,53,0.325153,90,0.728193,1.064521,btc:17;doge:12;xrp:9;paxg:4;sonstige:4;sideways:3;stress:3;expansion:1,hoeren_stimulation:0.7445;mcm_asymmetrie:0.7416;mcm_kohaerenz:0.7360;sehen_form_salience:0.4923,0.492265,0.0,0.744533,0.0,0.331522,0.736013,0.331522,0.741572,0.009081
dio_104t,dio_1dln,53,0.325153,104,0.708071,0.625093,btc:15;xrp:13;paxg:10;doge:10;sonstige:4;sideways:1,hoeren_stimulation:0.6184;mcm_kohaerenz:0.4091;feldaufnahme_druck:0.2939;mcm_spannung:0.2939,0.170725,0.0,0.618423,0.0,0.293893,0.409119,0.293893,0.156028,0.006853
dio_104t,dio_0s4z,52,0.319018,82,0.913913,0.492962,btc:14;paxg:11;xrp:10;sonstige:10;doge:5;expansion:1;sideways:1,mcm_kohaerenz:0.8267;mcm_asymmetrie:0.3879;sehen_form_salience:0.3332;hoeren_stimulation:0.2829,0.33316,0.0,0.282898,0.0,0.13556,0.826667,0.13556,0.387869,0.011213
dio_104t,dio_0imv,52,0.319018,220,0.867156,0.409423,doge:13;sonstige:11;paxg:9;xrp:9;btc:5;sideways:2;stress:2;synth:1,mcm_kohaerenz:0.6261;sehen_form_salience:0.3889;mcm_asymmetrie:0.3511;hoeren_stimulation:0.0402,0.388932,0.0,0.040247,0.0,0.038578,0.626063,0.038578,0.351134,0.008951
dio_104t,dio_02el,52,0.319018,100,0.83759,0.439369,btc:15;xrp:13;doge:7;paxg:6;sonstige:4;expansion:3;stress:3;sideways:1,sehen_form_salience:0.5233;mcm_kohaerenz:0.4187;hoeren_stimulation:0.3508;feldaufnahme_druck:0.1675,0.52331,0.0,0.35079,0.0,0.167528,0.4187,0.167528,-0.128635,0.00722
dio_104t,dio_1j70,52,0.319018,96,0.816422,0.551153,xrp:14;btc:13;doge:11;sonstige:6;paxg:4;expansion:3;sideways:1,mcm_kohaerenz:0.6215;mcm_asymmetrie:0.4869;sehen_form_salience:0.4761;hoeren_stimulation:0.1449,0.476081,0.0,0.144914,0.0,0.086603,0.621508,0.086603,0.486932,0.008411
dio_104t,dio_00ok,52,0.319018,100,0.81061,0.584041,btc:22;xrp:10;doge:9;paxg:6;sonstige:4;expansion:1,sehen_form_salience:0.7402;mcm_kohaerenz:0.5004;mcm_asymmetrie:-0.2481;hoeren_stimulation:0.2440,0.740211,0.0,0.243995,0.0,0.132469,0.500365,0.132469,-0.248135,0.008331
dio_104t,dio_0r7k,52,0.319018,104,0.763188,0.577357,btc:21;xrp:12;doge:11;paxg:4;sonstige:3;sideways:1,sehen_form_salience:0.7406;mcm_kohaerenz:0.3820;hoeren_stimulation:0.2308;feldaufnahme_druck:0.1291,0.740595,0.0,0.230778,0.0,0.129115,0.382037,0.129115,-0.120505,0.006912
dio_104t,dio_0q3j,52,0.319018,128,0.758382,0.566085,btc:19;doge:13;xrp:7;sonstige:4;expansion:3;stress:3;paxg:2;sideways:1,sehen_form_salience:0.7254;mcm_kohaerenz:0.3593;hoeren_stimulation:0.2434;feldaufnahme_druck:0.1332,0.725394,0.0,0.243444,0.0,0.133238,0.359303,0.133238,0.010025,0.00637
dio_104t,dio_19yo,52,0.319018,105,0.555372,0.91856,xrp:16;doge:10;btc:9;paxg:7;sonstige:4;expansion:3;sideways:2;stress:1,hoeren_stimulation:0.8557;feldaufnahme_druck:0.3729;mcm_spannung:0.3729;sehen_form_salience:0.3574,0.357371,0.0,0.855668,0.0,0.372911,0.247661,0.372911,0.108783,0.005002
dio_104t,dio_1hew,52,0.319018,81,0.537568,0.926286,btc:18;xrp:13;doge:9;paxg:5;sonstige:4;sideways:2;expansion:1,hoeren_stimulation:0.8596;feldaufnahme_druck:0.3829;mcm_spannung:0.3829;sehen_form_salience:0.2785,0.278543,0.0,0.859585,0.0,0.382864,0.247794,0.382864,0.146008,0.004961
dio_104t,dio_1ae9,51,0.312883,78,0.927119,0.340907,btc:14;doge:14;paxg:6;xrp:6;sonstige:4;expansion:3;sideways:3;stress:1,mcm_kohaerenz:0.6011;hoeren_stimulation:0.4174;sehen_form_salience:0.3497;feldaufnahme_druck:0.1930,0.3497,0.0,0.417375,0.0,0.192955,0.601066,0.192955,-0.022838,0.009307
dio_104t,dio_1hn4,51,0.312883,96,0.850566,0.368198,doge:14;btc:12;paxg:8;xrp:7;sonstige:7;expansion:3,sehen_form_salience:0.4973;mcm_kohaerenz:0.4156;mcm_asymmetrie:-0.1152;feldaufnahme_druck:0.0485,0.497317,0.0,0.03227,0.0,0.048498,0.415648,0.048498,-0.115198,0.007431
dio_104t,dio_0g0b,51,0.312883,94,0.618337,0.901301,btc:14;doge:12;xrp:12;paxg:4;sonstige:4;stress:3;sideways:2,hoeren_stimulation:0.7600;mcm_asymmetrie:0.4748;mcm_kohaerenz:0.3894;sehen_form_salience:0.3644,0.364409,0.0,0.760042,0.0,0.334687,0.389447,0.334687,0.474827,0.005933
dio_104t,dio_1id7,50,0.306748,79,0.915369,0.511688,btc:19;xrp:13;doge:9;sonstige:4;paxg:2;synth:1;sideways:1;stress:1,mcm_kohaerenz:0.7567;sehen_form_salience:0.4842;mcm_asymmetrie:-0.3533;hoeren_stimulation:0.3528,0.484212,0.0,0.352795,0.0,0.167241,0.756695,0.167241,-0.353276,0.011555
dio_104t,dio_1hbv,50,0.306748,82,0.825686,0.719115,btc:20;doge:13;xrp:5;paxg:4;sonstige:4;expansion:3;sideways:1,mcm_kohaerenz:0.7293;mcm_asymmetrie:0.5310;hoeren_stimulation:0.4865;sehen_form_salience:0.4720,0.471997,0.0,0.486523,0.0,0.217621,0.7293,0.217621,0.531,0.009572
dio_104t,dio_17j2,49,0.300613,151,0.971203,0.281433,btc:13;xrp:11;paxg:8;sonstige:6;doge:5;sideways:3;stress:3,mcm_kohaerenz:0.8243;hoeren_stimulation:0.2055;sehen_form_salience:0.1717;mcm_asymmetrie:0.1497,0.171725,0.0,0.205526,0.0,0.100673,0.824287,0.100673,0.149718,0.01184
dio_104t,dio_0lwq,49,0.300613,107,0.959419,0.220267,btc:14;sonstige:10;xrp:9;doge:9;paxg:4;stress:2;sideways:1,mcm_kohaerenz:0.5801;sehen_form_salience:0.4505;hoeren_stimulation:0.1565;feldaufnahme_druck:0.0880,0.450462,0.0,0.156469,0.0,0.088004,0.58009,0.088004,0.015463,0.009152
dio_104t,dio_1rja,49,0.300613,97,0.941795,0.312975,paxg:13;btc:11;doge:10;xrp:7;sonstige:6;sideways:2,mcm_kohaerenz:0.7157;hoeren_stimulation:0.3310;mcm_asymmetrie:0.1668;feldaufnahme_druck:0.1645,0.15732,0.0,0.33097,0.0,0.164525,0.715722,0.164525,0.166758,0.010522
dio_104t,dio_10bo,49,0.300613,90,0.858667,0.448617,btc:16;xrp:11;doge:10;sonstige:5;paxg:4;sideways:2;expansion:1,mcm_kohaerenz:0.5991;sehen_form_salience:0.4640;mcm_asymmetrie:0.3778;hoeren_stimulation:0.1377,0.463998,0.0,0.137653,0.0,0.082434,0.599056,0.082434,0.377761,0.008399
dio_104t,dio_0tct,49,0.300613,82,0.76242,0.573746,xrp:12;doge:11;btc:10;paxg:9;sonstige:4;expansion:3,sehen_form_salience:0.5128;mcm_kohaerenz:0.5023;mcm_asymmetrie:0.4318;hoeren_stimulation:0.1435,0.512787,0.0,0.143538,0.0,0.087324,0.502297,0.087324,0.431809,0.00714
dio_104t,dio_1wk2,49,0.300613,127,0.745807,0.576771,btc:12;doge:12;xrp:11;paxg:5;sonstige:4;sideways:3;expansion:2,sehen_form_salience:0.7427;mcm_kohaerenz:0.3741;hoeren_stimulation:0.1363;mcm_asymmetrie:0.1292,0.742718,0.0,0.136311,0.0,0.092064,0.374066,0.092064,0.129164,0.006301
dio_104t,dio_1rnf,48,0.294479,88,0.861415,0.441754,doge:15;paxg:15;xrp:8;btc:5;sonstige:5,mcm_kohaerenz:0.5964;hoeren_stimulation:0.4540;mcm_asymmetrie:-0.2329;feldaufnahme_druck:0.2212,0.163259,0.0,0.454009,0.0,0.221223,0.596375,0.221223,-0.232878,0.009676
dio_104t,dio_146w,48,0.294479,79,0.858212,0.371234,paxg:13;doge:9;btc:9;sonstige:8;xrp:7;sideways:1;stress:1,mcm_kohaerenz:0.4763;sehen_form_salience:0.4620;mcm_asymmetrie:0.2292;feldaufnahme_druck:0.0499,0.462,0.0,0.048617,0.0,0.049947,0.476282,0.049947,0.22921,0.007469
dio_104t,dio_0l2q,48,0.294479,79,0.857965,0.448909,btc:16;xrp:9;doge:8;paxg:5;expansion:3;stress:3;sonstige:3;sideways:1,sehen_form_salience:0.4920;mcm_kohaerenz:0.4853;hoeren_stimulation:0.4255;feldaufnahme_druck:0.1928,0.49199,0.0,0.425544,0.0,0.192751,0.485327,0.192751,-0.121451,0.008061
dio_104t,dio_1q4o,48,0.294479,71,0.85596,0.476009,xrp:18;btc:12;doge:9;expansion:3;paxg:3;sonstige:3,sehen_form_salience:0.6142;mcm_kohaerenz:0.4987;hoeren_stimulation:0.3364;feldaufnahme_druck:0.1641,0.614196,0.0,0.336428,0.0,0.164067,0.49865,0.164067,-0.142939,0.008096
dio_104t,dio_0nmc,48,0.294479,134,0.823151,0.415581,paxg:20;btc:14;sonstige:6;xrp:6;doge:2,mcm_kohaerenz:0.4222;hoeren_stimulation:0.4200;sehen_form_salience:0.2123;feldaufnahme_druck:0.2079,0.212334,0.0,0.420003,0.0,0.207923,0.422216,0.207923,0.154065,0.006989
dio_104t,dio_0vfj,48,0.294479,71,0.742512,0.675771,doge:14;btc:9;paxg:8;xrp:7;sonstige:4;expansion:3;sideways:3,hoeren_stimulation:0.6452;sehen_form_salience:0.5028;mcm_kohaerenz:0.4092;feldaufnahme_druck:0.2802,0.502836,0.0,0.645217,0.0,0.280175,0.409241,0.280175,-0.109521,0.007028
dio_104t,dio_1n5o,48,0.294479,79,0.704843,0.665089,paxg:13;btc:12;doge:7;xrp:6;sonstige:4;stress:3;expansion:2;sideways:1,hoeren_stimulation:0.6176;mcm_kohaerenz:0.3836;sehen_form_salience:0.3560;feldaufnahme_druck:0.2792,0.356045,0.0,0.617614,0.0,0.279202,0.383577,0.279202,0.254035,0.006303
dio_104t,dio_1t99,48,0.294479,98,0.549933,0.869232,btc:20;paxg:10;xrp:9;sonstige:4;expansion:2;sideways:2;stress:1,hoeren_stimulation:0.7498;mcm_asymmetrie:0.3579;feldaufnahme_druck:0.3396;mcm_spannung:0.3396,0.260386,0.0,0.749823,0.0,0.339628,0.272288,0.339628,0.357879,0.004875
dio_104t,dio_1c9k,47,0.288344,77,0.929771,0.402431,btc:18;doge:10;xrp:8;paxg:4;sonstige:4;expansion:2;sideways:1,mcm_kohaerenz:0.7277;sehen_form_salience:0.3488;hoeren_stimulation:0.3436;mcm_asymmetrie:0.2759,0.348793,0.0,0.343631,0.0,0.159684,0.727687,0.159684,0.275905,0.010213
dio_104t,dio_1r1r,47,0.288344,76,0.880317,0.439856,btc:12;doge:11;paxg:11;xrp:6;sonstige:4;sideways:2;stress:1,mcm_kohaerenz:0.6024;hoeren_stimulation:0.4145;sehen_form_salience:0.3457;mcm_asymmetrie:0.2750,0.345669,0.0,0.414518,0.0,0.192123,0.602433,0.192123,0.275013,0.008735
dio_104t,dio_045y,47,0.288344,81,0.875058,0.440394,xrp:12;btc:10;doge:9;sonstige:7;paxg:5;sideways:3;expansion:1,mcm_kohaerenz:0.6194;sehen_form_salience:0.4781;mcm_asymmetrie:-0.3735;hoeren_stimulation:0.1421,0.478096,0.0,0.142079,0.0,0.085259,0.619391,0.085259,-0.373498,0.01002
dio_104t,dio_1ff8,47,0.288344,80,0.79831,0.488646,doge:14;paxg:13;xrp:6;btc:6;expansion:3;sonstige:3;sideways:2,hoeren_stimulation:0.4968;mcm_kohaerenz:0.4070;sehen_form_salience:0.3495;feldaufnahme_druck:0.2263,0.349549,0.0,0.496794,0.0,0.226263,0.406988,0.226263,-0.126082,0.007099
dio_104t,dio_16wn,47,0.288344,79,0.786513,0.460226,btc:15;doge:10;xrp:9;paxg:5;sonstige:5;expansion:3,sehen_form_salience:0.6039;mcm_kohaerenz:0.3764;mcm_asymmetrie:0.0926;feldaufnahme_druck:0.0507,0.603893,0.0,0.037668,0.0,0.050664,0.376411,0.050664,0.092612,0.006578
dio_104t,dio_0fwz,47,0.288344,89,0.752446,0.573639,btc:17;xrp:9;sonstige:9;doge:6;paxg:3;expansion:1;sideways:1;stress:1,hoeren_stimulation:0.5229;mcm_kohaerenz:0.4154;sehen_form_salience:0.3407;mcm_asymmetrie:0.2752,0.340683,0.0,0.522863,0.0,0.242378,0.415386,0.242378,0.275217,0.006763
dio_104t,dio_0sz4,46,0.282209,81,0.925593,0.449161,doge:15;xrp:11;btc:8;sonstige:4;expansion:3;sideways:2;stress:2;paxg:1,mcm_kohaerenz:0.7311;hoeren_stimulation:0.4201;sehen_form_salience:0.3770;mcm_asymmetrie:-0.2582,0.376989,0.0,0.420072,0.0,0.19351,0.731105,0.19351,-0.258209,0.011229
dio_104t,dio_1pod,46,0.282209,84,0.794336,0.508997,xrp:15;paxg:10;doge:9;btc:4;expansion:3;sonstige:3;synth:1;sideways:1,sehen_form_salience:0.5991;mcm_kohaerenz:0.3792;hoeren_stimulation:0.3536;feldaufnahme_druck:0.1706,0.599124,0.0,0.353624,0.0,0.170559,0.379239,0.170559,-0.117156,0.006745
dio_104t,dio_0ofe,46,0.282209,88,0.747609,0.880895,btc:16;doge:10;xrp:7;paxg:4;sonstige:4;stress:3;expansion:1;sideways:1,mcm_kohaerenz:0.6444;hoeren_stimulation:0.6440;mcm_asymmetrie:0.6020;sehen_form_salience:0.4973,0.497278,0.0,0.644026,0.0,0.282396,0.644403,0.282396,0.602015,0.008405
dio_104t,dio_1p59,45,0.276074,73,0.938975,0.239739,btc:21;xrp:7;sonstige:7;doge:5;sideways:2;stress:2;paxg:1,mcm_kohaerenz:0.5450;hoeren_stimulation:0.2991;sehen_form_salience:0.1784;feldaufnahme_druck:0.1472,0.178399,0.0,0.299082,0.0,0.147186,0.544969,0.147186,0.11539,0.00867
dio_104t,dio_1mjk,45,0.276074,58,0.810324,0.436024,btc:18;doge:9;xrp:8;paxg:4;stress:3;sonstige:3,sehen_form_salience:0.6034;mcm_kohaerenz:0.3903;hoeren_stimulation:0.0690;feldaufnahme_druck:0.0592,0.603423,0.0,0.069019,0.0,0.059192,0.390274,0.059192,-0.017311,0.007051
dio_104t,dio_08uj,45,0.276074,91,0.758753,0.566387,paxg:14;btc:10;xrp:8;sonstige:5;doge:4;stress:3;expansion:1,hoeren_stimulation:0.5825;mcm_kohaerenz:0.4620;feldaufnahme_druck:0.2799;mcm_spannung:0.2799,0.166505,0.0,0.582534,0.0,0.279942,0.462026,0.279942,0.131146,0.007386
dio_104t,dio_0lqe,45,0.276074,77,0.756465,0.513057,btc:11;doge:10;xrp:8;paxg:8;sonstige:4;expansion:3;synth:1,sehen_form_salience:0.5222;mcm_kohaerenz:0.4029;mcm_asymmetrie:0.3635;hoeren_stimulation:0.1137,0.522201,0.0,0.113652,0.0,0.077587,0.402859,0.077587,0.363486,0.006148
dio_104t,dio_0bjw,45,0.276074,68,0.728015,0.527594,xrp:14;btc:8;doge:8;paxg:6;sonstige:4;expansion:3;stress:2,sehen_form_salience:0.6568;mcm_kohaerenz:0.2959;hoeren_stimulation:0.1189;feldaufnahme_druck:0.0839,0.656775,0.0,0.118934,0.0,0.083949,0.295856,0.083949,-0.006166,0.005681
dio_104t,dio_1tz3,45,0.276074,59,0.661634,0.971762,btc:11;xrp:11;doge:6;paxg:6;sonstige:4;stress:3;expansion:2;sideways:2,hoeren_stimulation:0.7847;mcm_asymmetrie:0.5896;mcm_kohaerenz:0.5282;sehen_form_salience:0.3774,0.377446,0.0,0.784731,0.0,0.349754,0.528172,0.349754,0.589649,0.007215
dio_104t,dio_1j51,45,0.276074,58,0.594447,0.986596,btc:22;doge:8;xrp:5;sonstige:4;expansion:3;stress:2;paxg:1,hoeren_stimulation:0.8818;sehen_form_salience:0.6061;feldaufnahme_druck:0.3639;mcm_spannung:0.3639,0.606058,0.0,0.881829,0.0,0.363891,0.273511,0.363891,-0.12123,0.005533
dio_104t,dio_183u,44,0.269939,122,0.890856,0.38014,btc:14;sonstige:7;xrp:7;doge:6;paxg:5;stress:3;synth:1;expansion:1,mcm_kohaerenz:0.6331;sehen_form_salience:0.3896;mcm_asymmetrie:-0.3458;hoeren_stimulation:0.0824,0.389647,0.0,0.082377,0.0,0.056471,0.633051,0.056471,-0.345751,0.010398
dio_104t,dio_0xai,44,0.269939,59,0.887882,0.400276,btc:11;doge:9;xrp:9;paxg:5;sonstige:5;stress:3;sideways:2,mcm_kohaerenz:0.5850;hoeren_stimulation:0.4616;sehen_form_salience:0.2456;feldaufnahme_druck:0.2200,0.245598,0.0,0.461614,0.0,0.219998,0.585026,0.219998,0.117358,0.008942
dio_104t,dio_0i49,44,0.269939,121,0.795814,0.438415,doge:11;btc:10;paxg:8;xrp:5;sonstige:4;expansion:3;sideways:3,sehen_form_salience:0.4944;mcm_kohaerenz:0.4018;mcm_asymmetrie:0.2520;feldaufnahme_druck:0.0487,0.494391,0.0,0.035855,0.0,0.048738,0.401782,0.048738,0.252022,0.006494
dio_104t,dio_12il,44,0.269939,82,0.780728,0.51316,doge:11;btc:11;xrp:9;paxg:8;sonstige:3;synth:1;expansion:1,sehen_form_salience:0.6097;mcm_kohaerenz:0.3777;hoeren_stimulation:0.2436;mcm_asymmetrie:-0.2388,0.609716,0.0,0.243649,0.0,0.133091,0.377745,0.133091,-0.238777,0.006845
dio_104t,dio_03al,44,0.269939,69,0.66696,0.62495,btc:17;xrp:8;doge:7;sonstige:4;expansion:3;paxg:3;synth:1;sideways:1,sehen_form_salience:0.7452;mcm_kohaerenz:0.2681;hoeren_stimulation:0.1166;mcm_asymmetrie:0.1008,0.745195,0.0,0.116627,0.0,0.089001,0.268084,0.089001,0.10077,0.005094
