memory,source_hint,family,present,count,symbol_count,dominant_axes,field_profile,sehen_form_salience,sehen_memory_recall,hoeren_stimulation,kontakt_druck,feldaufnahme_druck,mcm_kohaerenz,mcm_spannung,mcm_asymmetrie,feldsignatur
XRP_2025_FOLLOW_8000_9000,xrp,dio_104t,1,139,1,mcm_kohaerenz:0.6091;sehen_form_salience:0.2435;hoeren_stimulation:0.1455;feldaufnahme_druck:0.0793,inner_effect_stable:0.9884;inner_effect_carried_unrest:0.0116,0.243523,0.0,0.145528,0.0,0.079306,0.609114,0.079306,-0.004788,0.009633
BTC_2025_1H_SHIFT_4000_5000,btc,dio_104t,1,138,1,mcm_kohaerenz:0.6206;sehen_form_salience:0.2357;hoeren_stimulation:0.1427;feldaufnahme_druck:0.0771,inner_effect_stable:0.9834;inner_effect_carried_unrest:0.0166,0.23565,0.0,0.14267,0.0,0.077116,0.620622,0.077116,-0.009286,0.009779
adaptive_btc_2024_5m_0_to_1000,btc,dio_104t,1,137,1,mcm_kohaerenz:0.6073;sehen_form_salience:0.2396;hoeren_stimulation:0.1392;feldaufnahme_druck:0.0764,inner_effect_stable:0.7706;inner_effect_carried_unrest:0.2203;inner_effect_tipping:0.0080;inner_effect_strained:0.0010,0.23959,0.0,0.139245,0.0,0.0764,0.607303,0.0764,-0.006549,0.009615
BTC_2025_30M_SHIFT_11000_12000,btc,dio_104t,1,136,1,mcm_kohaerenz:0.6096;sehen_form_salience:0.2404;hoeren_stimulation:0.1443;feldaufnahme_druck:0.0787,inner_effect_stable:0.9869;inner_effect_carried_unrest:0.0131,0.240385,0.0,0.144332,0.0,0.078747,0.609624,0.078747,-0.007743,0.0096
PAXG_2024_FOLLOW_2000_3000,paxg,dio_104t,1,136,1,mcm_kohaerenz:0.5991;sehen_form_salience:0.2272;hoeren_stimulation:0.1439;feldaufnahme_druck:0.0808,inner_effect_stable:0.9985;inner_effect_carried_unrest:0.0015,0.227172,0.0,0.14386,0.0,0.08076,0.599135,0.08076,-0.006233,0.009539
BTC_2025_30M_SHIFT_10000_11000,btc,dio_104t,1,135,1,mcm_kohaerenz:0.6054;sehen_form_salience:0.2408;hoeren_stimulation:0.1398;feldaufnahme_druck:0.0769,inner_effect_stable:0.9874;inner_effect_carried_unrest:0.0126,0.240784,0.0,0.139795,0.0,0.076902,0.605394,0.076902,-0.007218,0.009541
DOGE_2025_FOLLOW_3000_4000,doge,dio_104t,1,134,1,mcm_kohaerenz:0.6167;sehen_form_salience:0.2375;hoeren_stimulation:0.1457;feldaufnahme_druck:0.0789,inner_effect_stable:0.9854;inner_effect_carried_unrest:0.0146,0.237528,0.0,0.14574,0.0,0.078943,0.616689,0.078943,-0.007826,0.009762
PAXG_2025_1H_FOLLOW_6000_7000,paxg,dio_104t,1,134,1,mcm_kohaerenz:0.6153;sehen_form_salience:0.2345;hoeren_stimulation:0.1459;feldaufnahme_druck:0.0788,inner_effect_stable:0.9809;inner_effect_carried_unrest:0.0191,0.234512,0.0,0.145924,0.0,0.078843,0.615342,0.078843,-0.007208,0.009722
PAXG_2025_1H_EARLY_1000_2000,paxg,dio_104t,1,132,1,mcm_kohaerenz:0.6115;sehen_form_salience:0.2340;hoeren_stimulation:0.1447;feldaufnahme_druck:0.0793,inner_effect_stable:0.9930;inner_effect_carried_unrest:0.0070,0.233967,0.0,0.144691,0.0,0.079308,0.611463,0.079308,-0.006323,0.009634
PAXG_2025_1H_FOLLOW_4000_5000,paxg,dio_104t,1,131,1,mcm_kohaerenz:0.6097;sehen_form_salience:0.2383;hoeren_stimulation:0.1428;feldaufnahme_druck:0.0783,inner_effect_stable:0.9904;inner_effect_carried_unrest:0.0096,0.238319,0.0,0.142761,0.0,0.078262,0.609695,0.078262,-0.003564,0.009547
BTC_2024_FOLLOW_0_1000,btc,dio_104t,1,130,1,mcm_kohaerenz:0.6146;sehen_form_salience:0.2349;hoeren_stimulation:0.1458;feldaufnahme_druck:0.0788,inner_effect_stable:0.9935;inner_effect_carried_unrest:0.0065,0.234922,0.0,0.145814,0.0,0.078815,0.614582,0.078815,-0.007518,0.009682
DOGE_2024_FOLLOW_0_1000,doge,dio_104t,1,130,1,mcm_kohaerenz:0.6132;sehen_form_salience:0.2368;hoeren_stimulation:0.1442;feldaufnahme_druck:0.0785,inner_effect_stable:0.9889;inner_effect_carried_unrest:0.0111,0.236847,0.0,0.144154,0.0,0.078454,0.61324,0.078454,-0.00929,0.009702
BTC_2025_FOLLOW_2000_3000,btc,dio_104t,1,129,1,mcm_kohaerenz:0.6083;sehen_form_salience:0.2401;hoeren_stimulation:0.1448;feldaufnahme_druck:0.0779,inner_effect_stable:0.9914;inner_effect_carried_unrest:0.0086,0.240123,0.0,0.144753,0.0,0.077927,0.608309,0.077927,-0.012245,0.00958
XRP_2025_FOLLOW_0_1000,xrp,dio_104t,1,129,1,mcm_kohaerenz:0.6105;sehen_form_salience:0.2361;hoeren_stimulation:0.1455;feldaufnahme_druck:0.0795,inner_effect_stable:0.9829;inner_effect_carried_unrest:0.0171,0.236082,0.0,0.145494,0.0,0.079467,0.610534,0.079467,-0.018055,0.009669
PAXG_2025_FOLLOW_0_1000,paxg,dio_104t,1,127,1,mcm_kohaerenz:0.6083;sehen_form_salience:0.2333;hoeren_stimulation:0.1414;feldaufnahme_druck:0.0785,inner_effect_stable:0.9920;inner_effect_carried_unrest:0.0080,0.233256,0.0,0.1414,0.0,0.07853,0.608256,0.07853,-0.011352,0.009628
XRP_2025_1H_3000_4000,xrp,dio_104t,1,127,1,mcm_kohaerenz:0.6065;sehen_form_salience:0.2382;hoeren_stimulation:0.1407;feldaufnahme_druck:0.0777,inner_effect_stable:0.9849;inner_effect_carried_unrest:0.0151,0.238242,0.0,0.140739,0.0,0.077675,0.606532,0.077675,-0.007545,0.009598
XRP_2025_FOLLOW_2000_3000,xrp,dio_104t,1,127,1,mcm_kohaerenz:0.6093;sehen_form_salience:0.2426;hoeren_stimulation:0.1423;feldaufnahme_druck:0.0779,inner_effect_stable:0.9889;inner_effect_carried_unrest:0.0111,0.24262,0.0,0.142293,0.0,0.077862,0.609293,0.077862,-0.003672,0.009606
BTC_2025_15M_ZONE_9000_10000,btc,dio_104t,1,126,1,mcm_kohaerenz:0.6149;sehen_form_salience:0.2402;hoeren_stimulation:0.1456;feldaufnahme_druck:0.0784,inner_effect_stable:0.9824;inner_effect_carried_unrest:0.0176,0.240183,0.0,0.145644,0.0,0.078361,0.614865,0.078361,-0.009863,0.009684
BTC_2025_15M_SHIFT_18000_19000,btc,dio_104t,1,125,1,mcm_kohaerenz:0.6138;sehen_form_salience:0.2348;hoeren_stimulation:0.1484;feldaufnahme_druck:0.0801,inner_effect_stable:0.9869;inner_effect_carried_unrest:0.0131,0.234832,0.0,0.148363,0.0,0.080078,0.613842,0.080078,-0.005118,0.009651
XRP_2024_FOLLOW_2000_3000,xrp,dio_104t,1,125,1,mcm_kohaerenz:0.6164;sehen_form_salience:0.2337;hoeren_stimulation:0.1441;feldaufnahme_druck:0.0782,inner_effect_stable:0.9794;inner_effect_carried_unrest:0.0206,0.23368,0.0,0.144135,0.0,0.078161,0.616387,0.078161,-0.006789,0.009756
BTC_2025_15M_SHIFT_16000_17000,btc,dio_104t,1,124,1,mcm_kohaerenz:0.6105;sehen_form_salience:0.2424;hoeren_stimulation:0.1442;feldaufnahme_druck:0.0787,inner_effect_stable:0.9874;inner_effect_carried_unrest:0.0126,0.242386,0.0,0.144193,0.0,0.07868,0.610459,0.07868,-0.010046,0.009598
BTC_2025_15M_ZONE_11000_12000,btc,dio_104t,1,124,1,mcm_kohaerenz:0.6098;sehen_form_salience:0.2379;hoeren_stimulation:0.1456;feldaufnahme_druck:0.0795,inner_effect_stable:0.9839;inner_effect_carried_unrest:0.0161,0.237924,0.0,0.145556,0.0,0.079453,0.609801,0.079453,-0.007012,0.009635
DOGE_2025_FOLLOW_0_1000,doge,dio_104t,1,124,1,mcm_kohaerenz:0.6146;sehen_form_salience:0.2501;hoeren_stimulation:0.1421;feldaufnahme_druck:0.0771,inner_effect_stable:0.9839;inner_effect_carried_unrest:0.0161,0.250051,0.0,0.142069,0.0,0.077136,0.614614,0.077136,0.00138,0.009706
BTC_2025_30M_SHIFT_9000_10000,btc,dio_104t,1,123,1,mcm_kohaerenz:0.6060;sehen_form_salience:0.2406;hoeren_stimulation:0.1425;feldaufnahme_druck:0.0783,inner_effect_stable:0.9864;inner_effect_carried_unrest:0.0136,0.240622,0.0,0.142505,0.0,0.078318,0.606021,0.078318,-0.003876,0.00953
DOGE_2025_FOLLOW_8000_9000,doge,dio_104t,1,123,1,mcm_kohaerenz:0.6133;sehen_form_salience:0.2407;hoeren_stimulation:0.1451;feldaufnahme_druck:0.0787,inner_effect_stable:0.9864;inner_effect_carried_unrest:0.0136,0.240675,0.0,0.145091,0.0,0.078702,0.613256,0.078702,-0.008884,0.009688
XRP_2025_FOLLOW_5000_6000,xrp,dio_104t,1,123,1,mcm_kohaerenz:0.6113;sehen_form_salience:0.2354;hoeren_stimulation:0.1462;feldaufnahme_druck:0.0794,inner_effect_stable:0.9819;inner_effect_carried_unrest:0.0181,0.235389,0.0,0.146187,0.0,0.079399,0.611293,0.079399,-0.010421,0.009649
BTC_2025_1H_SHIFT_6000_7000,btc,dio_104t,1,122,1,mcm_kohaerenz:0.6122;sehen_form_salience:0.2349;hoeren_stimulation:0.1418;feldaufnahme_druck:0.0776,inner_effect_stable:0.9819;inner_effect_carried_unrest:0.0181,0.234926,0.0,0.141759,0.0,0.077584,0.61218,0.077584,-0.010189,0.009651
PAXG_2025_1H_FOLLOW_5000_6000,paxg,dio_104t,1,122,1,mcm_kohaerenz:0.6074;sehen_form_salience:0.2418;hoeren_stimulation:0.1422;feldaufnahme_druck:0.0780,inner_effect_stable:0.9804;inner_effect_carried_unrest:0.0196,0.241766,0.0,0.142216,0.0,0.077953,0.60744,0.077953,-0.007669,0.009525
XRP_2025_FOLLOW_3000_4000,xrp,dio_104t,1,122,1,mcm_kohaerenz:0.6134;sehen_form_salience:0.2365;hoeren_stimulation:0.1469;feldaufnahme_druck:0.0799,inner_effect_stable:0.9894;inner_effect_carried_unrest:0.0106,0.236484,0.0,0.146872,0.0,0.079911,0.613446,0.079911,-0.008088,0.009714
adaptive_doge_2024_5m_0_to_1000,doge,dio_104t,1,121,1,mcm_kohaerenz:0.6119;sehen_form_salience:0.2440;hoeren_stimulation:0.1455;feldaufnahme_druck:0.0786,inner_effect_stable:0.7495;inner_effect_carried_unrest:0.2409;inner_effect_tipping:0.0091;inner_effect_strained:0.0005,0.243997,0.0,0.145517,0.0,0.078616,0.61193,0.078616,-0.010823,0.009642
BTC_2024_FOLLOW_1000_2000,btc,dio_104t,1,121,1,mcm_kohaerenz:0.6136;sehen_form_salience:0.2382;hoeren_stimulation:0.1442;feldaufnahme_druck:0.0783,inner_effect_stable:0.9894;inner_effect_carried_unrest:0.0106,0.238239,0.0,0.144202,0.0,0.078266,0.613566,0.078266,-0.009693,0.009665
DOGE_2024_FOLLOW_2000_3000,doge,dio_104t,1,121,1,mcm_kohaerenz:0.6086;sehen_form_salience:0.2447;hoeren_stimulation:0.1402;feldaufnahme_druck:0.0777,inner_effect_stable:0.9869;inner_effect_carried_unrest:0.0131,0.244662,0.0,0.140158,0.0,0.07766,0.608614,0.07766,-0.002183,0.009577
DOGE_2024_FOLLOW_3000_4000,doge,dio_104t,1,120,1,mcm_kohaerenz:0.6029;sehen_form_salience:0.2491;hoeren_stimulation:0.1431;feldaufnahme_druck:0.0790,inner_effect_stable:0.9819;inner_effect_carried_unrest:0.0181,0.24909,0.0,0.143091,0.0,0.079031,0.602864,0.079031,-0.006269,0.009473
PAXG_2024_1H_FOLLOW_6000_7000,paxg,dio_104t,1,120,1,mcm_kohaerenz:0.6075;sehen_form_salience:0.2347;hoeren_stimulation:0.1419;feldaufnahme_druck:0.0786,inner_effect_stable:0.9874;inner_effect_carried_unrest:0.0126,0.234691,0.0,0.141865,0.0,0.078607,0.607542,0.078607,-0.002864,0.009479
DOGE_2025_FOLLOW_1000_2000,doge,dio_104t,1,119,1,mcm_kohaerenz:0.6203;sehen_form_salience:0.2388;hoeren_stimulation:0.1413;feldaufnahme_druck:0.0764,inner_effect_stable:0.9839;inner_effect_carried_unrest:0.0161,0.238842,0.0,0.141289,0.0,0.076413,0.620288,0.076413,-0.004576,0.009798
BTC_2025_1H_SHIFT_5000_6000,btc,dio_104t,1,118,1,mcm_kohaerenz:0.6189;sehen_form_salience:0.2383;hoeren_stimulation:0.1455;feldaufnahme_druck:0.0785,inner_effect_stable:0.9809;inner_effect_carried_unrest:0.0191,0.238301,0.0,0.145486,0.0,0.078477,0.618886,0.078477,-0.012223,0.009689
XRP_2025_FOLLOW_1000_2000,xrp,dio_104t,1,118,1,mcm_kohaerenz:0.6128;sehen_form_salience:0.2330;hoeren_stimulation:0.1445;feldaufnahme_druck:0.0784,inner_effect_stable:0.9854;inner_effect_carried_unrest:0.0146,0.232997,0.0,0.144538,0.0,0.078422,0.612817,0.078422,-0.009338,0.009724
BTC_2025_15M_ZONE_8000_9000,btc,dio_104t,1,116,1,mcm_kohaerenz:0.6156;sehen_form_salience:0.2384;hoeren_stimulation:0.1421;feldaufnahme_druck:0.0773,inner_effect_stable:0.9834;inner_effect_carried_unrest:0.0166,0.238378,0.0,0.142123,0.0,0.07727,0.61558,0.07727,-0.010957,0.009771
BTC_2025_30M_ZONE_4000_5000,btc,dio_104t,1,116,1,mcm_kohaerenz:0.6104;sehen_form_salience:0.2426;hoeren_stimulation:0.1425;feldaufnahme_druck:0.0775,inner_effect_stable:0.9819;inner_effect_carried_unrest:0.0181,0.242635,0.0,0.142504,0.0,0.077523,0.610426,0.077523,-0.008851,0.00968
DOGE_2025_FOLLOW_2000_3000,doge,dio_104t,1,116,1,mcm_kohaerenz:0.6160;sehen_form_salience:0.2408;hoeren_stimulation:0.1468;feldaufnahme_druck:0.0791,inner_effect_stable:0.9839;inner_effect_carried_unrest:0.0161,0.240803,0.0,0.14685,0.0,0.07913,0.616039,0.07913,-0.00654,0.009688
DOGE_2025_FOLLOW_5000_6000,doge,dio_104t,1,114,1,mcm_kohaerenz:0.6148;sehen_form_salience:0.2505;hoeren_stimulation:0.1409;feldaufnahme_druck:0.0768,inner_effect_stable:0.9814;inner_effect_carried_unrest:0.0186,0.250527,0.0,0.140893,0.0,0.076828,0.614772,0.076828,0.000608,0.009703
BTC_2025_15M_SHIFT_17000_18000,btc,dio_104t,1,112,1,mcm_kohaerenz:0.6061;sehen_form_salience:0.2436;hoeren_stimulation:0.1371;feldaufnahme_druck:0.0767,inner_effect_stable:0.9849;inner_effect_carried_unrest:0.0151,0.243582,0.0,0.137103,0.0,0.076741,0.606063,0.076741,-0.011792,0.00955
BTC_2025_15M_ZONE_10000_11000,btc,dio_104t,1,112,1,mcm_kohaerenz:0.6097;sehen_form_salience:0.2330;hoeren_stimulation:0.1447;feldaufnahme_druck:0.0779,inner_effect_stable:0.9794;inner_effect_carried_unrest:0.0206,0.232958,0.0,0.14467,0.0,0.07791,0.609659,0.07791,-0.004575,0.009604
PAXG_2025_1H_EARLY_0_1000,paxg,dio_104t,1,112,1,mcm_kohaerenz:0.6093;sehen_form_salience:0.2344;hoeren_stimulation:0.1467;feldaufnahme_druck:0.0810,inner_effect_stable:0.9904;inner_effect_carried_unrest:0.0096,0.234386,0.0,0.146725,0.0,0.08097,0.609294,0.08097,-0.00706,0.009549
BTC_2025_FOLLOW_5000_6000,btc,dio_104t,1,111,1,mcm_kohaerenz:0.6073;sehen_form_salience:0.2443;hoeren_stimulation:0.1438;feldaufnahme_druck:0.0794,inner_effect_stable:0.9733;inner_effect_carried_unrest:0.0267,0.244268,0.0,0.143768,0.0,0.07943,0.607277,0.07943,-0.008091,0.00955
DOGE_2025_FOLLOW_7000_8000,doge,dio_104t,1,111,1,mcm_kohaerenz:0.6117;sehen_form_salience:0.2409;hoeren_stimulation:0.1487;feldaufnahme_druck:0.0797,inner_effect_stable:0.9829;inner_effect_carried_unrest:0.0171,0.240942,0.0,0.148657,0.0,0.079704,0.611659,0.079704,-0.008943,0.009627
PAXG_2024_1H_EARLY_1000_2000,paxg,dio_104t,1,111,1,mcm_kohaerenz:0.6144;sehen_form_salience:0.2311;hoeren_stimulation:0.1410;feldaufnahme_druck:0.0775,inner_effect_stable:0.9849;inner_effect_carried_unrest:0.0151,0.231093,0.0,0.140956,0.0,0.077511,0.614442,0.077511,-0.006774,0.009689
XRP_2025_FOLLOW_7000_8000,xrp,dio_104t,1,111,1,mcm_kohaerenz:0.6085;sehen_form_salience:0.2436;hoeren_stimulation:0.1427;feldaufnahme_druck:0.0781,inner_effect_stable:0.9794;inner_effect_carried_unrest:0.0206,0.243574,0.0,0.142735,0.0,0.078067,0.608457,0.078067,-0.003927,0.009592
BTC_2025_FOLLOW_6000_7000,btc,dio_104t,1,108,1,mcm_kohaerenz:0.6020;sehen_form_salience:0.2431;hoeren_stimulation:0.1462;feldaufnahme_druck:0.0800,inner_effect_stable:0.9764;inner_effect_carried_unrest:0.0236,0.243128,0.0,0.146194,0.0,0.080033,0.601972,0.080033,-0.011789,0.009457
XRP_2024_FOLLOW_0_1000,xrp,dio_104t,1,108,1,mcm_kohaerenz:0.6072;sehen_form_salience:0.2403;hoeren_stimulation:0.1430;feldaufnahme_druck:0.0781,inner_effect_stable:0.9859;inner_effect_carried_unrest:0.0141,0.240283,0.0,0.143012,0.0,0.078059,0.607201,0.078059,-0.001434,0.009608
PAXG_2024_FOLLOW_1000_2000,paxg,dio_104t,1,107,1,mcm_kohaerenz:0.6054;sehen_form_salience:0.2325;hoeren_stimulation:0.1443;feldaufnahme_druck:0.0804,inner_effect_stable:0.9985;inner_effect_carried_unrest:0.0015,0.232483,0.0,0.144254,0.0,0.080405,0.605431,0.080405,-0.008647,0.009534
DOGE_2024_FOLLOW_1000_2000,doge,dio_104t,1,106,1,mcm_kohaerenz:0.6160;sehen_form_salience:0.2409;hoeren_stimulation:0.1452;feldaufnahme_druck:0.0789,inner_effect_stable:0.9879;inner_effect_carried_unrest:0.0121,0.240896,0.0,0.145201,0.0,0.078938,0.616033,0.078938,-0.006591,0.009669
PAXG_2024_1H_FOLLOW_4000_5000,paxg,dio_104t,1,106,1,mcm_kohaerenz:0.6143;sehen_form_salience:0.2361;hoeren_stimulation:0.1435;feldaufnahme_druck:0.0782,inner_effect_stable:0.9839;inner_effect_carried_unrest:0.0161,0.236118,0.0,0.143483,0.0,0.078247,0.614284,0.078247,-0.007367,0.009648
PAXG_2024_FOLLOW_0_1000,paxg,dio_104t,1,106,1,mcm_kohaerenz:0.6005;sehen_form_salience:0.2261;hoeren_stimulation:0.1406;feldaufnahme_druck:0.0790,inner_effect_stable:0.9990;inner_effect_carried_unrest:0.0010,0.22611,0.0,0.14056,0.0,0.079041,0.600505,0.079041,0.000872,0.009361
DOGE_2025_FOLLOW_6000_7000,doge,dio_104t,1,102,1,mcm_kohaerenz:0.6133;sehen_form_salience:0.2460;hoeren_stimulation:0.1415;feldaufnahme_druck:0.0768,inner_effect_stable:0.9794;inner_effect_carried_unrest:0.0206,0.24596,0.0,0.141456,0.0,0.076779,0.613275,0.076779,-0.009876,0.009661
adaptive_xrp_2024_5m_0_to_1000,xrp,dio_104t,1,101,1,mcm_kohaerenz:0.6078;sehen_form_salience:0.2417;hoeren_stimulation:0.1487;feldaufnahme_druck:0.0806,inner_effect_stable:0.7284;inner_effect_carried_unrest:0.2570;inner_effect_tipping:0.0136;inner_effect_strained:0.0010,0.241704,0.0,0.148655,0.0,0.080557,0.607773,0.080557,-0.007255,0.0096
BTC_2025_FOLLOW_3000_4000,btc,dio_104t,1,101,1,mcm_kohaerenz:0.6138;sehen_form_salience:0.2340;hoeren_stimulation:0.1457;feldaufnahme_druck:0.0784,inner_effect_stable:0.9889;inner_effect_carried_unrest:0.0111,0.23403,0.0,0.145708,0.0,0.078432,0.613812,0.078432,-0.00854,0.009654
BTC_2025_FOLLOW_7000_8000,btc,dio_104t,1,101,1,mcm_kohaerenz:0.6081;sehen_form_salience:0.2422;hoeren_stimulation:0.1456;feldaufnahme_druck:0.0785,inner_effect_stable:0.9854;inner_effect_carried_unrest:0.0146,0.242218,0.0,0.145612,0.0,0.07848,0.608052,0.07848,-0.015145,0.009582
XRP_2024_FOLLOW_1000_2000,xrp,dio_104t,1,97,1,mcm_kohaerenz:0.6121;sehen_form_salience:0.2360;hoeren_stimulation:0.1429;feldaufnahme_druck:0.0777,inner_effect_stable:0.9809;inner_effect_carried_unrest:0.0191,0.235975,0.0,0.142914,0.0,0.077698,0.612092,0.077698,-0.0083,0.009708
PAXG_2024_1H_EARLY_0_1000,paxg,dio_104t,1,95,1,mcm_kohaerenz:0.6032;sehen_form_salience:0.2396;hoeren_stimulation:0.1421;feldaufnahme_druck:0.0788,inner_effect_stable:0.9874;inner_effect_carried_unrest:0.0126,0.239576,0.0,0.142133,0.0,0.078794,0.603165,0.078794,0.000245,0.009426
BTC_2025_FOLLOW_8000_9000,btc,dio_104t,1,88,1,mcm_kohaerenz:0.6085;sehen_form_salience:0.2389;hoeren_stimulation:0.1451;feldaufnahme_druck:0.0790,inner_effect_stable:0.9854;inner_effect_carried_unrest:0.0146,0.23889,0.0,0.14511,0.0,0.07895,0.608506,0.07895,-0.004503,0.009517
XRP_2025_FOLLOW_6000_7000,xrp,dio_104t,1,82,1,mcm_kohaerenz:0.6073;sehen_form_salience:0.2456;hoeren_stimulation:0.1485;feldaufnahme_druck:0.0801,inner_effect_stable:0.9728;inner_effect_carried_unrest:0.0272,0.24562,0.0,0.148487,0.0,0.080085,0.607312,0.080085,-0.006481,0.00954
SYN_RANDROLLEN_INTERWOVEN_TO_LONG,sonstige,dio_104t,1,44,1,mcm_kohaerenz:0.6462;sehen_form_salience:0.2064;hoeren_stimulation:0.1366;feldaufnahme_druck:0.0692,inner_effect_stable:1.0000,0.206407,0.0,0.136551,0.0,0.069159,0.646169,0.069159,0.0236,0.010336
SYN_RANDROLLEN_INTERWOVEN_TO_LONG_SENS,sonstige,dio_104t,1,44,1,mcm_kohaerenz:0.6462;sehen_form_salience:0.2064;hoeren_stimulation:0.1366;feldaufnahme_druck:0.0692,inner_effect_stable:1.0000,0.206407,0.0,0.136551,0.0,0.069159,0.646169,0.069159,0.0236,0.010336
SYN1787_BASE_TO_SHUFFLE,sonstige,dio_104t,1,30,1,mcm_kohaerenz:0.6287;sehen_form_salience:0.2173;hoeren_stimulation:0.1517;feldaufnahme_druck:0.0800,inner_effect_stable:1.0000,0.217294,0.0,0.151721,0.0,0.080012,0.628682,0.080012,-1.1e-05,0.009979
SYN1787_BASE_TO_SHUFFLE_WIDEPARAM,sonstige,dio_104t,1,30,1,mcm_kohaerenz:0.6287;sehen_form_salience:0.2173;hoeren_stimulation:0.1517;feldaufnahme_druck:0.0800,inner_effect_stable:1.0000,0.217294,0.0,0.151721,0.0,0.080012,0.628682,0.080012,-1.1e-05,0.009979
SYN_RANDROLLEN_MOSAIC_TO_LONG,sonstige,dio_104t,1,30,1,mcm_kohaerenz:0.6486;sehen_form_salience:0.2052;hoeren_stimulation:0.1345;feldaufnahme_druck:0.0680,inner_effect_stable:1.0000,0.20522,0.0,0.134538,0.0,0.068012,0.648567,0.068012,0.021517,0.010389
SYN_RANDROLLEN_BRIDGE_TO_SHIFT,sonstige,dio_104t,1,19,1,mcm_kohaerenz:0.6321;sehen_form_salience:0.2144;hoeren_stimulation:0.1447;feldaufnahme_druck:0.0747,inner_effect_stable:1.0000,0.214384,0.0,0.144655,0.0,0.074714,0.632059,0.074714,0.039541,0.010135
SYN_RANDROLLEN_BRIDGE_TO_SHIFT_SENS,sonstige,dio_104t,1,19,1,mcm_kohaerenz:0.6321;sehen_form_salience:0.2144;hoeren_stimulation:0.1447;feldaufnahme_druck:0.0747,inner_effect_stable:1.0000,0.214384,0.0,0.144655,0.0,0.074714,0.632059,0.074714,0.039541,0.010135
SYN_BRUCH_RAND_FOLLOW_0_1000,sonstige,dio_104t,1,14,1,mcm_kohaerenz:0.6444;sehen_form_salience:0.2557;hoeren_stimulation:0.1346;feldaufnahme_druck:0.0724,inner_effect_stable:0.9995;inner_effect_carried_unrest:0.0005,0.255744,0.0,0.134591,0.0,0.072364,0.644353,0.072364,-0.041596,0.010413
SYN_BRUCH_RAND_FOLLOW_1000_2000,sonstige,dio_104t,1,14,1,mcm_kohaerenz:0.6444;sehen_form_salience:0.2557;hoeren_stimulation:0.1346;feldaufnahme_druck:0.0724,inner_effect_stable:1.0000,0.255744,0.0,0.134591,0.0,0.072364,0.644353,0.072364,-0.041596,0.010413
axis_synth_rand_kipp_0_to_2000,synth,dio_104t,1,10,1,mcm_kohaerenz:0.5768;sehen_form_salience:0.2628;hoeren_stimulation:0.1435;feldaufnahme_druck:0.0830,inner_effect_stable:0.7482;inner_effect_carried_unrest:0.2355;inner_effect_tipping:0.0160;inner_effect_strained:0.0003,0.262807,0.0,0.143457,0.0,0.082998,0.576841,0.082998,-0.035008,0.008841
SYN_RANDROLLEN_SHIFT_TO_MOSAIC,sonstige,dio_104t,1,7,1,mcm_kohaerenz:0.6393;sehen_form_salience:0.2006;hoeren_stimulation:0.1299;feldaufnahme_druck:0.0659,inner_effect_stable:1.0000,0.200605,0.0,0.129946,0.0,0.065877,0.63933,0.065877,0.034867,0.01031
SYN_RANDROLLEN_SHIFT_TO_MOSAIC_SENS,sonstige,dio_104t,1,7,1,mcm_kohaerenz:0.6393;sehen_form_salience:0.2006;hoeren_stimulation:0.1299;feldaufnahme_druck:0.0659,inner_effect_stable:1.0000,0.200605,0.0,0.129946,0.0,0.065877,0.63933,0.065877,0.034867,0.01031
SYN1764_C_1000_2000,sonstige,dio_104t,1,3,1,mcm_kohaerenz:0.5879;sehen_form_salience:0.3001;hoeren_stimulation:0.1438;feldaufnahme_druck:0.0760,inner_effect_stable:1.0000,0.300144,0.0,0.143765,0.0,0.075971,0.587857,0.075971,-0.051545,0.009813
SYN1764_C_2000_3000,sonstige,dio_104t,1,3,1,mcm_kohaerenz:0.5879;sehen_form_salience:0.3001;hoeren_stimulation:0.1438;feldaufnahme_druck:0.0760,inner_effect_stable:1.0000,0.300144,0.0,0.143765,0.0,0.075971,0.587857,0.075971,-0.051545,0.009813
SYN1766_B_1500_3000,sonstige,dio_104t,1,2,1,mcm_kohaerenz:0.6334;sehen_form_salience:0.2627;hoeren_stimulation:0.1269;feldaufnahme_druck:0.0677,inner_effect_stable:1.0000,0.262689,0.0,0.126852,0.0,0.067663,0.633436,0.067663,-0.02423,0.010315
SYN1766_C_1500_3000,sonstige,dio_104t,1,2,1,mcm_kohaerenz:0.6671;sehen_form_salience:0.2136;hoeren_stimulation:0.1673;feldaufnahme_druck:0.0851,inner_effect_stable:1.0000,0.213644,0.0,0.167336,0.0,0.085105,0.667064,0.085105,0.035131,0.010873
SYN1764_A_3000_4000,sonstige,dio_104t,1,1,1,mcm_kohaerenz:0.6855;sehen_form_salience:0.2819;hoeren_stimulation:0.1185;feldaufnahme_druck:0.0654,inner_effect_stable:0.9995;inner_effect_carried_unrest:0.0005,0.281882,0.0,0.118548,0.0,0.065358,0.685484,0.065358,1.4e-05,0.010677
SYN1766_B_1000_2000,sonstige,dio_104t,1,1,1,mcm_kohaerenz:0.6474;sehen_form_salience:0.2457;hoeren_stimulation:0.1269;feldaufnahme_druck:0.0668,inner_effect_stable:1.0000,0.245701,0.0,0.126852,0.0,0.066833,0.647433,0.066833,-0.041449,0.010756
