phase_key,phase_class,window_reading,world,data_file,current_start_tick,current_end_tick,center_tick,current_intake,current_loudness,current_sharpness,current_rekopplung,current_strain,delta_next_rekopplung,delta_next_strain,raw_rows,raw_return,range_ratio,body_ratio,direction_consistency,expansion_ratio,break_ratio,movement_class
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,5135,5135,5135,0.529707,0.927474,0.619576,0.568071,0.311998,0.098218,-0.12355,71,-0.00450694,0.02668109,0.00161488,0.0,4.69366853,0.59217877,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,4626,4626,4626,0.404728,0.724156,0.438342,0.558399,0.311119,0.117657,-0.135179,71,0.00931677,0.03189202,0.00213152,0.0,2.35173502,0.49960568,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,386,387,386,0.414986,0.724822,0.344077,0.559566,0.31098,0.065321,-0.086912,71,-0.00084926,0.03524416,0.00220687,0.15151515,6.47595357,0.6119403,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1512,1512,1512,0.501332,0.856073,0.728473,0.565965,0.310846,0.109656,-0.135861,71,0.08061065,0.11915314,0.00421117,0.2,3.63701388,0.42327285,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,59,60,60,0.439866,0.78587,0.568589,0.560666,0.310376,0.090698,-0.120872,71,0.0031338,0.1161087,0.00502194,0.05714286,6.28780097,0.47034952,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,9378,9378,9378,0.510822,0.896984,0.564238,0.578276,0.310228,0.1085,-0.139109,71,-0.00316706,0.01444972,0.00118765,0.07246377,3.73684211,0.56052632,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,5263,5263,5263,0.56096,0.965187,0.610744,0.561834,0.310074,0.095882,-0.11747,71,0.00164324,0.01168523,0.00081262,0.07692308,4.3248731,0.53468697,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,KAS_5M_2K,kontrolliert_kas_2024_5m_test1_2000_KASUSDT.csv,1158,1158,1158,0.440104,0.779266,0.42537,0.559465,0.309791,0.122211,-0.152088,71,-0.02955244,0.06329006,0.00395059,0.02857143,4.00193337,0.48839976,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,1010,1010,1010,0.459408,0.815092,0.640511,0.560968,0.30974,0.108672,-0.147359,71,0.00114012,0.01402349,0.00140829,0.04347826,3.72966047,0.56181935,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->rekopplungsnaehe,weltgebundene_feldphase,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,4507,4507,4507,0.45704,0.798026,0.649477,0.561866,0.309485,0.124989,-0.127856,71,0.00179986,0.02039837,0.0013182,0.04347826,3.08276798,0.52917232,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SOL_1H_2K,kontrolliert_sol_2024_1h_test1_2000_SOLUSDT.csv,874,874,874,0.512536,0.89152,0.502769,0.560386,0.309271,0.091687,-0.112361,71,0.02226384,0.06054931,0.00483111,0.04347826,2.92661189,0.45912826,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,9086,9086,9086,0.520952,0.91397,0.617364,0.567523,0.308989,0.050758,-0.07269,71,-0.02668681,0.04733132,0.00197864,0.12121212,3.00963391,0.53757225,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,97,97,97,0.441822,0.777493,0.633974,0.563228,0.308846,0.099577,-0.133312,71,0.02062591,0.06379105,0.00405108,0.14285714,4.42183732,0.41793653,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->rekopplungsnaehe,weltgebundene_feldphase,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,1111,1111,1111,0.487529,0.841871,0.715601,0.568915,0.308625,0.133578,-0.134621,71,0.00788616,0.02400137,0.00132321,0.2,3.61738262,0.54745255,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,4974,4974,4974,0.458116,0.804862,0.697405,0.564163,0.308499,0.05812,-0.082534,71,-0.03715415,0.056917,0.00270556,0.2173913,3.53081081,0.52540541,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,1014,1014,1014,0.454071,0.792954,0.629064,0.562794,0.308247,0.110148,-0.148151,71,-0.05068729,0.0532646,0.00145201,0.23809524,5.83925234,0.44859813,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,KAS_5M_2K,kontrolliert_kas_2024_5m_test1_2000_KASUSDT.csv,684,684,684,0.501385,0.865781,0.647237,0.567024,0.307775,0.081778,-0.109185,71,-0.03153499,0.04270008,0.00202991,0.05714286,5.24234069,0.51807598,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,2019,2019,2019,0.415552,0.736928,0.490801,0.561707,0.307443,0.132441,-0.161511,71,0.000978,0.01760391,0.00111574,0.03333333,2.83128834,0.49693252,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,1109,1109,1109,0.486445,0.864118,0.481914,0.567292,0.307409,0.070187,-0.1106,71,0.0,0.0378208,0.00182636,0.01639344,4.51170569,0.48160535,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,938,938,938,0.48473,0.845264,0.666815,0.569097,0.307303,0.100087,-0.132759,71,0.09479354,0.12236113,0.0034752,0.11428571,3.4550543,0.48527841,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,1993,1993,1993,0.417464,0.742626,0.530883,0.562243,0.307103,0.120183,-0.151597,71,-0.02451532,0.03902439,0.00188146,0.0,3.55344995,0.51895044,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,378,378,378,0.506445,0.89431,0.526743,0.567841,0.306946,0.081588,-0.116315,71,0.00290416,0.01871571,0.0011756,0.07462687,5.00997862,0.5531005,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,840,840,840,0.380643,0.668792,0.317604,0.561149,0.306916,0.109263,-0.145043,71,0.01874562,0.03591451,0.00185063,0.03030303,2.26917614,0.53267045,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,1283,1283,1283,0.440212,0.776143,0.631602,0.564894,0.306569,0.110676,-0.131238,71,0.00127004,0.02036725,0.00113053,0.08571429,3.86777555,0.45793083,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,5694,5694,5694,0.470709,0.826019,0.697341,0.571634,0.306377,0.095184,-0.113985,71,-0.01627034,0.02628285,0.00176277,0.04615385,2.34201389,0.52083333,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SOL_1H_2K,kontrolliert_sol_2024_1h_test1_2000_SOLUSDT.csv,1623,1623,1623,0.387642,0.697315,0.38911,0.562686,0.306279,0.115809,-0.135214,71,0.04232542,0.11775966,0.0083179,0.04347826,3.78488173,0.47594561,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,5705,5705,5705,0.4779,0.83964,0.617245,0.603305,0.306279,0.075224,-0.117868,71,0.06113702,0.08117988,0.00269866,0.11764706,4.93979813,0.54794521,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->rekopplungsnaehe,weltgebundene_feldphase,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,8424,8424,8424,0.488943,0.845096,0.714676,0.566673,0.306268,0.128613,-0.132285,71,-0.01116279,0.01376744,0.00059745,0.17460317,4.9143898,0.41530055,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,PAXG_5M_10K,kontrolliert_paxg_2024_5m_10k_PAXGUSDT.csv,413,413,413,0.484826,0.842298,0.614618,0.563678,0.306263,0.091454,-0.11636,71,-0.00244738,0.020558,0.00073766,0.07407407,9.72962963,0.3962963,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,424,424,424,0.424017,0.751302,0.453098,0.562807,0.305866,0.116403,-0.146681,71,-0.02865341,0.06184508,0.00335463,0.05714286,3.20780629,0.47419015,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,568,568,568,0.563961,0.96644,0.667647,0.565767,0.30562,0.093571,-0.110251,71,0.00646552,0.03405172,0.00197912,0.03030303,3.02587519,0.49619482,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,151,151,151,0.486686,0.833297,0.724827,0.570259,0.305478,0.123988,-0.137372,71,0.0135918,0.01570856,0.00079712,0.17647059,2.22389791,0.58932715,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,1964,1964,1964,0.230193,0.366967,0.220239,0.554792,0.305328,0.106863,-0.119242,71,-0.01002475,0.05705446,0.00245259,0.01449275,2.95423024,0.48786408,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,8871,8871,8871,0.456648,0.816795,0.373212,0.577384,0.305325,0.092291,-0.128345,71,-0.02098039,0.02941176,0.00171776,0.04761905,3.48173077,0.59807692,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,1402,1403,1402,0.406608,0.714639,0.439743,0.566954,0.304307,0.107424,-0.130939,71,0.01283426,0.02160183,0.00128883,0.05714286,5.59441413,0.53477934,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,2547,2547,2547,0.264866,0.450873,0.294978,0.557446,0.304266,0.090211,-0.113953,71,-0.00880196,0.02347188,0.00178381,0.07936508,2.25795053,0.45759717,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,8335,8335,8335,0.479157,0.84263,0.364279,0.576143,0.304192,0.089507,-0.119511,71,0.0,0.0124744,0.00089421,0.02941176,5.26812816,0.57504216,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,618,618,618,0.402131,0.72112,0.485372,0.564709,0.303427,0.10574,-0.12663,71,0.00619266,0.05286697,0.00290897,0.07246377,2.56986532,0.50533109,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,1128,1129,1128,0.447774,0.785099,0.685449,0.570239,0.303085,0.097289,-0.126077,71,-0.0235393,0.04960067,0.00265824,0.01492537,2.46242775,0.51907514,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,KAS_5M_2K,kontrolliert_kas_2024_5m_test1_2000_KASUSDT.csv,803,803,803,0.429737,0.75743,0.653567,0.567009,0.302933,0.09823,-0.122794,71,0.02364503,0.08076287,0.00393193,0.14285714,2.97785108,0.45067546,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,PAXG_5M_10K,kontrolliert_paxg_2024_5m_10k_PAXGUSDT.csv,9841,9841,9841,0.520923,0.88291,0.717188,0.569642,0.302927,0.086458,-0.094674,71,0.0,0.00198216,0.00018147,0.08333333,6.26470588,0.76470588,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,2510,2510,2510,0.524635,0.931573,0.398066,0.566997,0.30284,0.092579,-0.128885,71,0.01427661,0.08910134,0.00367328,0.08571429,5.96413403,0.48277489,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1409,1409,1409,0.419562,0.752273,0.237273,0.566213,0.302667,0.127802,-0.143104,71,0.09630611,0.14988823,0.00639539,0.0,6.34343096,0.42664538,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,6109,6109,6109,0.474185,0.818199,0.712173,0.572378,0.30252,0.093605,-0.122976,71,0.01868733,0.04968095,0.00229178,0.09090909,3.27692308,0.4993007,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1778,1778,1778,0.479218,0.858103,0.481063,0.570127,0.302499,0.088979,-0.118882,71,-0.0595649,0.11328055,0.00626883,0.05714286,4.10362263,0.49524654,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,8350,8350,8350,0.419813,0.738716,0.418303,0.565247,0.302458,0.071013,-0.0951,71,0.00048751,0.01694089,0.00099733,0.11764706,3.88082437,0.52060932,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,4247,4247,4247,0.466203,0.814602,0.707083,0.575243,0.302414,0.07526,-0.097181,71,0.01367461,0.02314165,0.00100992,0.3125,3.3490566,0.55121294,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,827,827,827,0.502132,0.883622,0.517529,0.56967,0.302326,0.074541,-0.097881,71,-0.01752886,0.02479692,0.00162583,0.01538462,2.21011673,0.52529183,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,1908,1908,1908,0.419533,0.7461,0.582609,0.567463,0.302306,0.097808,-0.131553,71,-0.00343811,0.00933202,0.00108608,0.03225806,2.0141844,0.55673759,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,5826,5826,5826,0.481673,0.856933,0.509427,0.571204,0.30226,0.086758,-0.116665,71,-0.03946188,0.06188341,0.00216952,0.17647059,2.88908894,0.49477854,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,213,214,214,0.38514,0.66422,0.394061,0.564307,0.301973,0.089073,-0.118261,71,0.05847492,0.09795736,0.00625001,0.08571429,5.56919491,0.47212086,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,518,518,518,0.484941,0.846941,0.617768,0.571824,0.301957,0.090147,-0.13269,71,0.00480461,0.01265215,0.00101957,0.01449275,3.1430193,0.51305335,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,4812,4812,4812,0.501687,0.88189,0.468228,0.569975,0.30183,0.080072,-0.09918,71,0.00404289,0.01828089,0.00087146,0.03030303,4.0825,0.44,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,2991,2991,2991,0.549442,0.966368,0.559613,0.57827,0.301402,0.091572,-0.126705,71,0.032972,0.04742547,0.00139318,0.01754386,5.11711712,0.49324324,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,2465,2466,2466,0.382489,0.672929,0.483832,0.583,0.30129,0.091423,-0.135556,71,-0.00545207,0.01953657,0.00102386,0.05084746,5.49535604,0.49535604,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SOL_1H_2K,kontrolliert_sol_2024_1h_test1_2000_SOLUSDT.csv,228,228,228,0.46753,0.826175,0.507639,0.57424,0.301199,0.091274,-0.129722,71,0.02472415,0.15978749,0.01215343,0.02857143,3.66293061,0.46404044,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,rekopplung_bricht_in_last,KAS_5M_2K,kontrolliert_kas_2024_5m_test1_2000_KASUSDT.csv,720,722,721,0.401034,0.707206,0.564184,0.567611,0.301166,0.025099,-0.055867,71,-0.1385399,0.36018676,0.0095471,0.11428571,10.78062657,0.58999557,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->rekopplungsnaehe,weltgebundene_feldphase,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,1136,1136,1136,0.391507,0.697149,0.496179,0.566798,0.301061,0.138582,-0.181033,71,-0.00851499,0.02724796,0.00120649,0.13043478,3.5745311,0.49654492,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,4106,4106,4106,0.469908,0.819351,0.549629,0.565606,0.301048,0.069848,-0.092775,71,-0.01414451,0.02300613,0.0010633,0.26153846,3.14004914,0.54422604,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,3698,3698,3698,0.52656,0.918536,0.456381,0.567459,0.300991,0.11267,-0.130075,71,-0.00810811,0.03125734,0.00195131,0.0,3.22055764,0.4906367,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,2783,2786,2784,0.303084,0.507787,0.322932,0.56309,0.30051,0.113005,-0.12793,71,0.03668233,0.05457174,0.00219641,0.02941176,9.018574,0.51707609,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,6645,6645,6645,0.450608,0.786122,0.610121,0.56875,0.300397,0.117545,-0.151202,71,-0.0160312,0.0355286,0.00161716,0.06451613,3.88557214,0.43946932,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_1H_2K,kontrolliert_btc_2024_1h_test1_2000_BTCUSDT.csv,1064,1064,1064,0.45566,0.797743,0.700973,0.576063,0.300126,0.073842,-0.105926,71,0.04938159,0.09116668,0.00422777,0.22857143,3.07317311,0.51430732,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->rekopplungsnaehe,weltgebundene_feldphase,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,7622,7622,7622,0.426806,0.740707,0.35825,0.566364,0.300111,0.137396,-0.14213,71,-0.00646577,0.01951276,0.00157416,0.01492537,2.27339901,0.47684729,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,66,66,66,0.500009,0.873427,0.538499,0.570905,0.299878,0.090915,-0.125171,71,0.01709776,0.03024989,0.00149428,0.04761905,3.62244898,0.49387755,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,XRP_5M_10K,kontrolliert_xrp_2024_5m_10k_XRPUSDT.csv,359,359,359,0.459431,0.797535,0.707975,0.567581,0.299813,0.098128,-0.131826,71,-0.00173584,0.01120404,0.000709,0.0,3.76515152,0.48333333,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,BTC_5M_2K,kontrolliert_btc_2024_5m_test1_2000_BTCUSDT.csv,668,668,668,0.445584,0.775969,0.656954,0.570632,0.299304,0.102114,-0.133031,71,0.00342221,0.01238112,0.00087169,0.02857143,3.37086828,0.63970709,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,POS_EXPANSION_10K,kontrolliert_2023_positive_expansion_10k_5m_SOLUSDT.csv,7497,7497,7497,0.468965,0.821788,0.658963,0.57594,0.299288,0.091861,-0.116155,71,0.06338616,0.06588824,0.00205179,0.33333333,4.16533333,0.46577778,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,NEG_STRESS_10K,kontrolliert_2023_negative_stress_10k_5m_SOLUSDT.csv,2509,2510,2510,0.326778,0.570391,0.424324,0.565246,0.29911,0.087809,-0.117032,71,-0.03303445,0.05993393,0.00263212,0.03125,3.7917223,0.52870494,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SOL_1H_2K,kontrolliert_sol_2024_1h_test1_2000_SOLUSDT.csv,1550,1550,1550,0.474511,0.832657,0.608374,0.573992,0.299062,0.085319,-0.10642,71,0.03418344,0.28975265,0.01300907,0.2,8.27314157,0.50271762,bewegungsbruch
zentrum_stabil->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,PAXG_5M_10K,kontrolliert_paxg_2024_5m_10k_PAXGUSDT.csv,4072,4072,4072,0.408686,0.73749,0.536104,0.568981,0.299015,0.081917,-0.105941,71,0.00543478,0.01185771,0.00048015,0.23076923,6.45454545,0.52272727,bewegungsbruch
offene_variante->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,SIDEWAYS_10K,kontrolliert_2026_sideways_10k_5m_SOLUSDT.csv,1862,1862,1862,0.503233,0.901962,0.408277,0.57104,0.298961,0.062514,-0.093624,71,-0.03193277,0.04933974,0.00188357,0.10144928,2.30840687,0.51741756,bewegungsbruch
rekopplungsnaehe->spannungsrand_kippnaehe->offene_variante,grenzphase_mit_entlastung,lastkontakt_entlastet,DOGE_5M_10K,kontrolliert_doge_2024_5m_10k_DOGEUSDT.csv,219,219,219,0.462781,0.800551,0.724372,0.576244,0.298875,0.09748,-0.127115,71,0.00692764,0.01550473,0.00100205,0.01449275,2.84,0.5626087,bewegungsbruch
