world,source,start_tick,end_tick,passive_role_near,rekopplung_level,carry_level,strain_level,sensory_level,visual_gap_level,hearing_gap_level,sensory_delta,rekopplung_delta,strain_delta_next,rekopplung_delta_next,preview_carry_next,preview,family,effect_class,passive_only,influences_action,raw_form,drift_pct,abs_drift_pct,avg_abs_return_pct,avg_range_pct,max_range_pct,volume_change_pct,direction_change_ratio,direction_persistence,sehen_form_stability,sehen_form_change,hoeren_energy_tone,hoeren_energy_shift,perception_adapted_field_intake_pressure,mcm_feldwirkung_mcm_tension,tonale_unterform,visuelle_unterform,bewegungs_unterform,feldkontakt_unterform,mischlinien_signature,is_reference_target,signature_seen_in_reference,signature_strong_in_reference,reference_signature_count,reference_families,reference_previews,same_family_as_reference,same_preview_as_reference,semantic_binding
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2201,2300,brueckennaehe,mid,mid,mid,mid,mid,low,0.006663,0.005713,0.002465,4.3e-05,1,dio_mcm_episode_0e7qvj1,dio_1kpz,stabil,1,0,laute_oder_druckvolle_rohwelt,2.940431,2.940431,0.128349,0.28595,0.933518,53.034705,0.44898,0.55102,0.081396,0.000079,-0.007414,-0.005258,0.103541,0.103541,mittlerer_ton+ruhiger_ton,stabile_form,weite_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,mittlerer_ton+ruhiger_ton|stabile_form|weite_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung,0,1,0,1,dio_104t,dio_mcm_episode_0e7qvj1,0,1,preview
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3501,3600,brueckennaehe,mid,mid,low,high,low,mid,0.016206,0.012905,-0.003181,0.004975,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0,gemischte_rohwelt,0.0,0.0,0.08739,0.186661,0.752445,-32.270666,0.459184,0.540816,0.010718,0.000125,-0.007348,0.007145,0.106307,0.106307,mittlerer_ton+starker_tonwechsel,stabile_form,weite_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,mittlerer_ton+starker_tonwechsel|stabile_form|weite_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung,0,1,0,1,dio_104t,dio_mcm_episode_0ykar6i,1,0,family
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3701,3800,zentrumsnaehe,high,high,low,mid,mid,low,-0.004265,-0.002268,0.010027,-0.015345,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0,wechselhafte_rohwelt,-0.370782,0.370782,0.085002,0.180677,0.592154,-60.507314,0.530612,0.469388,-0.013142,-0.004248,-0.013630,-0.001198,0.098721,0.098721,leise+ruhiger_ton,bewegte_form,weite_range+viel_wechsel+geringe_persistenz,mittlere_aufnahme+mittlere_feldspannung,leise+ruhiger_ton|bewegte_form|weite_range+viel_wechsel+geringe_persistenz|mittlere_aufnahme+mittlere_feldspannung,0,1,0,1,dio_104t,dio_mcm_episode_0b7nep9,1,1,family_and_preview
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4001,4100,mischrolle_brueckennaehe_zentrumsnaehe,high,mid,low,high,mid,low,0.016765,0.007954,0.002595,0.000342,1,dio_mcm_episode_0b7nep9,dio_0l7p,stabil,1,0,laute_oder_druckvolle_rohwelt,0.718444,0.718444,0.116836,0.249851,0.760883,-75.085339,0.387755,0.612245,0.097885,0.000325,-0.013286,0.002093,0.090359,0.090359,leise+bewegter_ton,stabile_form,weite_range+mittlerer_wechsel+mittlere_persistenz,mittlere_aufnahme+mittlere_feldspannung,leise+bewegter_ton|stabile_form|weite_range+mittlerer_wechsel+mittlere_persistenz|mittlere_aufnahme+mittlere_feldspannung,0,1,1,2,dio_0m9z|dio_104t,dio_mcm_episode_0e7qvj1|dio_mcm_episode_0ykar6i,0,0,none
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4301,4400,mischrolle_brueckennaehe_zentrumsnaehe,high,mid,low,high,low,mid,0.001046,-0.001843,0.01039,-0.008127,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0,wechselhafte_rohwelt,-0.074497,0.074497,0.080504,0.183315,0.456002,24.395702,0.520408,0.479592,0.024219,0.000718,-0.016955,0.001628,0.107798,0.107798,leise+bewegter_ton,stabile_form,weite_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,leise+bewegter_ton|stabile_form|weite_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung,0,1,0,1,dio_0m9z,dio_mcm_episode_14coypf,0,0,none
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4601,4700,zentrumsnaehe,high,mid,low,high,low,mid,0.006476,-0.0023,0.001349,-0.001496,0,dio_mcm_episode_0b7nep9,dio_0l7p,stabil,1,0,gemischte_rohwelt,-0.883111,0.883111,0.06893,0.150078,0.704922,-57.516414,0.387755,0.612245,0.045652,0.000094,-0.008537,0.000305,0.104419,0.104419,mittlerer_ton+bewegter_ton,stabile_form,mittlere_range+mittlerer_wechsel+mittlere_persistenz,starke_aufnahme+hohe_feldspannung,mittlerer_ton+bewegter_ton|stabile_form|mittlere_range+mittlerer_wechsel+mittlere_persistenz|starke_aufnahme+hohe_feldspannung,0,1,0,1,dio_0l7p,dio_mcm_episode_14coypf,1,0,family
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5201,5300,brueckennaehe,mid,mid,mid,high,low,high,0.023064,0.009795,0.002004,-0.005177,0,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0,gemischte_rohwelt,0.904393,0.904393,0.087463,0.182994,0.63744,36.832564,0.479592,0.520408,0.100801,0.003809,-0.012211,-0.000947,0.114507,0.114507,leise+ruhiger_ton,stabile_form,weite_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,leise+ruhiger_ton|stabile_form|weite_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung,0,1,1,2,dio_104t|dio_155c,dio_mcm_episode_0e7qvj1,1,0,family
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5401,5500,mischrolle_brueckennaehe_entlastungsnaehe,mid,mid,mid,mid,mid,mid,0.007367,0.005439,-0.001077,-0.000256,0,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0,gemischte_rohwelt,2.129317,2.129317,0.106402,0.20721,0.488935,-70.32804,0.408163,0.591837,0.061643,0.000591,-0.015059,-0.000603,0.108309,0.108309,leise+bewegter_ton,stabile_form,weite_range+mittlerer_wechsel+mittlere_persistenz,starke_aufnahme+hohe_feldspannung,leise+bewegter_ton|stabile_form|weite_range+mittlerer_wechsel+mittlere_persistenz|starke_aufnahme+hohe_feldspannung,0,1,0,1,dio_104t,dio_mcm_episode_14coypf,1,0,family
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6301,6400,brueckennaehe,mid,mid,mid,mid,high,low,0.015003,0.019315,0.006356,-0.012385,0,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0,laute_oder_druckvolle_rohwelt,-0.966479,0.966479,0.141271,0.292194,0.801578,-86.000404,0.5,0.5,0.022751,0.004533,-0.015054,-0.005637,0.101764,0.101764,leise+ruhiger_ton,stabile_form,weite_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,leise+ruhiger_ton|stabile_form|weite_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung,0,1,1,2,dio_104t|dio_155c,dio_mcm_episode_0e7qvj1,1,0,family
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6701,6800,brueckennaehe,mid,high,mid,mid,mid,low,0.003545,0.004951,-0.005233,0.002781,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,laute_oder_druckvolle_rohwelt,-0.075614,0.075614,0.146194,0.308743,0.777527,-58.260337,0.479592,0.520408,0.055227,-0.005677,-0.003439,-0.007054,0.100581,0.100581,mittlerer_ton+ruhiger_ton,stabile_form,weite_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,mittlerer_ton+ruhiger_ton|stabile_form|weite_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung,0,1,0,1,dio_104t,dio_mcm_episode_0e7qvj1,1,1,family_and_preview
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7301,7400,zentrumsnaehe,high,high,low,high,mid,low,-0.007819,-0.001509,-0.000155,0.002308,0,dio_mcm_episode_18l3thm,dio_104t,stabil,1,0,laute_oder_druckvolle_rohwelt,2.302968,2.302968,0.110871,0.213083,0.555065,218.969392,0.469388,0.530612,0.037104,0.001145,0.009205,0.005298,0.099903,0.099903,laut+starker_tonwechsel,stabile_form,weite_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,laut+starker_tonwechsel|stabile_form|weite_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung,0,1,0,1,dio_104t,dio_mcm_episode_0e7qvj1,1,0,family
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7801,7900,brueckennaehe,high,high,mid,mid,low,high,0.001543,0.002423,0.0043,-0.003084,1,dio_mcm_episode_14coypf,dio_104t,stabil,1,0,wechselhafte_rohwelt,0.161511,0.161511,0.097164,0.170127,0.482853,35.836367,0.530612,0.469388,0.045705,-0.000010,-0.000537,0.004752,0.109314,0.109314,laut+starker_tonwechsel,stabile_form,weite_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,laut+starker_tonwechsel|stabile_form|weite_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung,0,1,0,1,dio_104t,dio_mcm_episode_0e7qvj1,1,0,family
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9401,9500,zentrumsnaehe,high,high,low,high,low,low,-0.001001,0.00045,0.001737,-0.00444,0,dio_mcm_episode_1jwnjz4,dio_104t,stabil,1,0,wechselhafte_rohwelt,0.189609,0.189609,0.06903,0.123931,0.290624,37.858152,0.520408,0.479592,0.023276,0.000877,-0.020458,-0.004157,0.100000,0.100000,leise+ruhiger_ton,stabile_form,mittlere_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,leise+ruhiger_ton|stabile_form|mittlere_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung,0,1,0,1,dio_0l7p,dio_mcm_episode_1jwnjz4,0,1,preview
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9901,9994,zentrumsnaehe,high,high,low,high,low,high,0.000116,-0.002985,0.0,0.0,0,dio_mcm_episode_14coypf,dio_0l7p,stabil,1,0,gemischte_rohwelt,1.56628,1.56628,0.06683,0.12071,0.689309,390.586883,0.391304,0.608696,0.100911,-0.001420,0.003580,0.007084,0.112991,0.112991,laut+starker_tonwechsel,stabile_form,mittlere_range+mittlerer_wechsel+mittlere_persistenz,starke_aufnahme+hohe_feldspannung,laut+starker_tonwechsel|stabile_form|mittlere_range+mittlerer_wechsel+mittlere_persistenz|starke_aufnahme+hohe_feldspannung,0,1,0,1,dio_0l7p,dio_mcm_episode_0ykar6i,1,0,family
