world,family,baseline_role,observed_role,role_state,tick,timestamp_ms,passive_mcm_effect_class,hoeren_energy_tone,hoeren_energy_shift,sehen_form_stability,sehen_form_change,rezeptor_field_intake_pressure,perception_auditory_loudness,mcm_feldwirkung_mcm_tension,mcm_feldwirkung_mcm_coherence,mcm_rekopplung_quality,mcm_carry_quality,mcm_strain_quality,raw_window_rows,raw_return,raw_range_ratio,raw_body_ratio,raw_volume_to_world,raw_direction_consistency
expansion 2023 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,570,1696707000000,stabil,-0.143744,0.102967,-0.240521,0.297113,0.076866,0.126618,0.076866,0.542748,0.707299,0.547173,0.149436,13,-0.00387597,0.00732127,0.00106009,0.60627301,0.090909
expansion 2023 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,575,1696708500000,stabil,-0.263902,-0.274587,0.14924,0.08717,0.128095,0.26839,0.128095,0.712943,0.70429,0.525689,0.144947,13,0.00345871,0.00691742,0.00079816,0.66858803,0.272727
expansion 2023 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,576,1696708800000,stabil,0.173726,0.26322,4.3e-05,0.13057,0.099744,0.211314,0.099744,0.687324,0.711008,0.529721,0.132455,13,0.0012959,0.00691145,0.0008307,0.60265103,0.272727
expansion 2023 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,581,1696710300000,stabil,-0.368743,-0.300437,-0.349623,-0.256022,0.168069,0.340055,0.168069,0.540386,0.691083,0.516634,0.166326,13,0.00519031,0.00692042,0.00073197,0.47079994,0.4
expansion 2023 5m 1k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,594,1696714200000,stabil,0.109271,0.0,-0.13297,0.295602,0.044139,0.063377,0.044139,0.585465,0.717902,0.542467,0.121032,13,0.00344382,0.00430478,0.00076161,0.21853067,0.090909
expansion 2023 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,605,1696717500000,stabil,-0.337292,-0.475123,-0.141989,0.150755,0.185713,0.395181,0.185713,0.540188,0.68664,0.51381,0.174861,13,-0.00042918,0.00429185,0.00075933,0.23228409,0.2
expansion 2023 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,609,1696718700000,stabil,0.254157,0.170539,-0.349549,-8.4e-05,0.117087,0.219038,0.117087,0.587785,0.703742,0.522922,0.144392,13,-0.00257069,0.00428449,0.00079098,0.17257098,0.0
expansion 2023 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,658,1696733400000,stabil,-0.233119,-0.379949,0.287456,0.232919,0.136729,0.294788,0.136729,0.76232,0.69725,0.525453,0.157177,13,0.00941378,0.01069748,0.00134953,1.78232037,0.272727
expansion 2023 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,666,1696735800000,tragend_unruhig,-0.407747,-0.331439,0.001173,-0.128663,0.175024,0.375698,0.175024,0.553447,0.678775,0.510206,0.186376,13,0.00298507,0.0098081,0.00121371,0.98057156,0.090909
expansion 2023 5m 1k,dio_1uof,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,675,1696738500000,stabil,-0.052275,0.0,-0.090189,0.253008,0.029896,0.030319,0.029896,0.554636,0.701501,0.513116,0.130307,13,-0.00509554,0.00721868,0.00114323,0.4449073,0.454545
expansion 2023 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,676,1696738800000,stabil,-0.124002,-0.0,0.051533,0.107095,0.044643,0.071921,0.044643,0.626943,0.718672,0.546552,0.126032,13,-0.00678541,0.00763359,0.00110915,0.42667515,0.454545
expansion 2023 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,677,1696739100000,stabil,-0.17689,0.0,-0.060782,-0.273213,0.058407,0.102596,0.058407,0.616039,0.723597,0.553724,0.121935,13,-0.00721868,0.00764331,0.00111057,0.3889572,0.454545
expansion 2023 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,684,1696741200000,stabil,0.034581,0.133972,0.247502,-0.04342,0.044264,0.076325,0.044264,0.662106,0.728291,0.559108,0.118875,13,-0.00511073,0.0072402,0.00108112,0.388902,0.272727
expansion 2023 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,688,1696742400000,stabil,-0.329174,-0.315206,-0.224638,0.064862,0.160797,0.323307,0.160797,0.529307,0.6958,0.5228,0.164505,13,-0.00384123,0.00810926,0.00088644,0.6507676,0.2
expansion 2023 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,689,1696742700000,stabil,0.140901,0.453799,-0.224497,-0.192519,0.130879,0.272318,0.130879,0.572955,0.692369,0.517301,0.160412,13,-0.00213493,0.00683177,0.00091966,0.65934485,0.0
expansion 2023 5m 1k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,694,1696744200000,stabil,-0.145214,0.0,0.289059,0.10784,0.048986,0.084224,0.048986,0.686881,0.724311,0.54962,0.117004,13,0.00256739,0.00855798,0.0008558,0.53628345,0.333333
expansion 2023 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,701,1696746300000,stabil,0.145589,0.153771,-0.200023,-0.370218,0.084004,0.149025,0.084004,0.548485,0.70314,0.544463,0.157129,13,-0.00171306,0.00685225,0.00092242,0.3467361,0.0
expansion 2023 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,710,1696749000000,stabil,-0.390725,-0.31013,-0.349324,-0.000252,0.183595,0.356875,0.183595,0.480166,0.696118,0.521582,0.165844,13,-0.00128315,0.00855432,0.00121735,0.59795957,0.0
expansion 2023 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,760,1696764000000,stabil,0.063567,0.099668,0.099404,-0.214723,0.047619,0.07873,0.047619,0.610078,0.723733,0.556649,0.125819,13,-0.003432,0.00686401,0.001617,0.77732355,0.0
expansion 2023 5m 1k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,768,1696766400000,stabil,0.018876,0.128453,-0.141056,0.021678,0.041402,0.064898,0.041402,0.634688,0.726301,0.551611,0.1141,13,0.00388266,0.0064711,0.00126103,0.45173953,0.166667
expansion 2023 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,771,1696767300000,stabil,0.021614,-0.291313,-0.284738,0.296133,0.081326,0.134887,0.081326,0.499059,0.70373,0.543254,0.154897,13,0.00430849,0.00732443,0.00112684,0.42297185,0.5
expansion 2023 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,774,1696768200000,stabil,-0.261817,-0.085899,0.11424,-0.022268,0.094047,0.187931,0.094047,0.625688,0.700948,0.5293,0.149783,13,-0.00086207,0.00732759,0.00135942,0.434912,0.166667
expansion 2023 5m 1k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,788,1696772400000,stabil,-0.040562,0.203774,-0.089491,0.254806,0.060952,0.109111,0.060952,0.622795,0.721544,0.550281,0.122062,13,0.0069025,0.01553063,0.00189155,1.02441855,0.2
expansion 2023 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,791,1696773300000,stabil,-0.243301,-0.434151,-0.349101,-0.000445,0.166632,0.323458,0.166632,0.47179,0.701118,0.527035,0.158447,13,0.0043122,0.01034929,0.00149269,0.72557812,0.2
expansion 2023 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,808,1696778400000,stabil,0.00419,-0.185699,-0.124414,-0.129525,0.050113,0.080424,0.050113,0.609719,0.727656,0.560805,0.120694,13,0.0012826,0.006413,0.00121683,0.53331425,0.0
expansion 2023 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,813,1696779900000,tragend_unruhig,-0.130246,-0.568858,0.000124,-0.129372,0.143912,0.314463,0.143912,0.535641,0.689617,0.524662,0.173804,13,0.00170867,0.01025203,0.00157724,0.78512828,0.0
expansion 2023 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,817,1696781100000,tragend_unruhig,0.208725,-0.088341,0.078602,-0.40625,0.087113,0.158164,0.087113,0.546348,0.691665,0.537814,0.171745,13,0.00599572,0.01027837,0.00148246,0.73955872,0.272727
expansion 2023 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,818,1696781400000,tragend_unruhig,0.150539,0.073676,-0.309607,-0.441791,0.079688,0.118257,0.079688,0.529064,0.727738,0.533462,0.163719,13,0.00514359,0.01028718,0.00154967,0.72171134,0.090909
expansion 2023 5m 1k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,822,1696782600000,stabil,-0.080978,0.085899,-0.191686,0.253265,0.055712,0.083045,0.055712,0.577259,0.71898,0.549668,0.126429,13,-0.0004268,0.00682885,0.00174004,0.7421426,0.333333
expansion 2023 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,830,1696785000000,stabil,-0.174644,-0.217879,0.098975,-0.043429,0.093616,0.192803,0.093616,0.736756,0.718654,0.543454,0.127175,13,-0.00383142,0.00681141,0.00124439,0.56306612,0.272727
expansion 2023 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,839,1696787700000,stabil,-0.064937,-0.146556,-0.225132,-0.064853,0.059621,0.099217,0.059621,0.609013,0.724527,0.556476,0.126959,13,-0.00384944,0.00855432,0.00085543,0.89031215,0.272727
expansion 2023 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,844,1696789200000,stabil,0.089532,-0.35574,0.288047,0.234379,0.099699,0.201339,0.099699,0.731821,0.706349,0.53802,0.145589,13,-0.00256301,0.00683469,0.00078862,0.95381584,0.090909
expansion 2023 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,845,1696789500000,stabil,-0.106041,0.118669,-0.240299,0.295083,0.070548,0.111345,0.070548,0.534181,0.708277,0.552349,0.153342,13,-0.00042753,0.00684053,0.00082218,0.95621448,0.090909
expansion 2023 5m 1k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,850,1696791000000,stabil,0.121973,-0.0,0.202692,0.150555,0.042466,0.070744,0.042466,0.682402,0.733033,0.563177,0.111091,13,0.00300172,0.0077187,0.00095659,0.94059455,0.636364
expansion 2023 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,859,1696793700000,stabil,0.3663,0.118669,0.390853,-0.294683,0.12558,0.262295,0.12558,0.702792,0.701378,0.534039,0.155404,13,-0.0034188,0.00641026,0.00098619,0.38948156,0.0
expansion 2023 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,862,1696794600000,stabil,-0.322458,-0.133972,-0.090458,-0.000233,0.115893,0.243294,0.115893,0.689298,0.716077,0.54673,0.13772,13,-0.0051304,0.006413,0.00072352,0.3503125,0.333333
expansion 2023 5m 1k,dio_0tay,kohaerente_bruecke,gemischte_nachbarschaft,gekippt,863,1696794900000,stabil,-0.227051,0.0,0.149718,0.086613,0.06735,0.131689,0.06735,0.709208,0.708906,0.517014,0.127593,13,-0.00470085,0.00641026,0.00075608,0.34270026,0.333333
expansion 2023 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,878,1696799400000,tragend_unruhig,0.085532,0.225677,-0.191817,-0.38862,0.083158,0.144393,0.083158,0.55547,0.697898,0.545397,0.168013,13,0.00128535,0.00599829,0.00082394,0.39026744,0.111111
expansion 2023 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,880,1696800000000,stabil,-0.280155,-0.123368,0.202259,0.021457,0.102845,0.214305,0.102845,0.760558,0.721373,0.555012,0.135296,13,0.0004279,0.00556269,0.00105329,0.38822363,0.0
expansion 2023 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,883,1696800900000,stabil,-0.114861,-0.453799,0.472026,0.107703,0.12377,0.257215,0.12377,0.7581,0.722176,0.556571,0.136765,13,-0.0029889,0.00725875,0.00098535,0.3903667,0.555556
expansion 2023 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,887,1696802100000,stabil,-0.327038,-0.315206,-0.266769,-0.043531,0.161594,0.322069,0.161594,0.550174,0.703632,0.533499,0.157731,13,-0.00512164,0.00938967,0.00128041,0.47549453,0.333333
expansion 2023 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,899,1696805700000,stabil,-0.189609,-0.434151,0.202134,0.193425,0.135806,0.292317,0.135806,0.710056,0.706279,0.545823,0.159342,13,-0.00386266,0.00772532,0.00082535,0.45917332,0.2
expansion 2023 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,900,1696806000000,stabil,0.271945,0.315206,0.149089,0.086761,0.138479,0.290115,0.138479,0.624732,0.69563,0.522521,0.160572,13,-0.00429185,0.00686695,0.00082535,0.42293978,0.2
expansion 2023 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,905,1696807500000,stabil,-0.340156,-0.118669,0.288447,0.065055,0.117519,0.247131,0.117519,0.764214,0.719867,0.558609,0.141703,13,-0.00214777,0.00558419,0.00102432,0.40973124,0.090909
expansion 2023 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,909,1696808700000,stabil,-0.314384,-0.434151,-0.306224,-0.108763,0.180489,0.364686,0.180489,0.477293,0.693966,0.524876,0.170455,13,-0.00429738,0.00515685,0.00082642,0.47480386,0.333333
expansion 2023 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,913,1696809900000,stabil,0.045529,-0.170539,-0.133363,-0.130162,0.05535,0.098034,0.05535,0.625768,0.725554,0.559138,0.125298,13,-0.00043085,0.00732443,0.00092798,0.69817137,0.333333
expansion 2023 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,924,1696813200000,stabil,0.18735,0.243038,0.608863,-0.194484,0.103221,0.210739,0.103221,0.717218,0.714188,0.555476,0.149733,13,-0.00172786,0.00734341,0.00119621,0.48103837,0.2
expansion 2023 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,929,1696814700000,tragend_unruhig,0.11885,0.191361,-0.330055,-0.498046,0.09277,0.149305,0.09277,0.498389,0.693391,0.540394,0.172697,13,0.0043122,0.00905563,0.00152586,0.70087881,0.0
expansion 2023 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,938,1696817400000,stabil,-0.16248,0.0,-0.307314,0.428002,0.069076,0.094239,0.069076,0.523077,0.708879,0.553916,0.150932,13,0.00648228,0.00864304,0.00129646,0.68631865,0.0
expansion 2023 5m 1k,dio_1uof,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,941,1696818300000,stabil,-0.010965,-0.118669,-0.191493,-0.334685,0.047452,0.056201,0.047452,0.489221,0.721499,0.499164,0.143072,13,0.00042992,0.0038693,0.00092599,0.57754129,0.4
expansion 2023 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,955,1696822500000,stabil,-0.158466,-0.66887,0.149717,-0.087002,0.176049,0.372835,0.176049,0.50135,0.719552,0.513293,0.174378,13,0.00129088,0.00430293,0.00066199,0.44023684,0.0
expansion 2023 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,971,1696827300000,stabil,-0.343208,0.0,0.149037,0.171926,0.097499,0.19906,0.097499,0.708882,0.711821,0.553938,0.152792,13,0.00172043,0.0055914,0.0008933,0.35158424,0.090909
expansion 2023 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,986,1696831800000,stabil,0.169351,0.331439,0.084482,0.151394,0.110774,0.237428,0.110774,0.650157,0.703892,0.533192,0.149172,13,-0.00171969,0.00515907,0.00052914,0.32399355,0.111111
expansion 2023 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,989,1696832700000,stabil,-0.252642,-0.41601,-0.292083,-0.065467,0.161572,0.321257,0.161572,0.512364,0.704457,0.535541,0.157593,13,-0.00086022,0.00387097,0.00052936,0.41503127,0.111111
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,5,1770227100000000,tragend_unruhig,-0.319407,-0.361693,-0.226072,-0.064133,0.16226,0.337167,0.16226,0.513518,0.635647,0.414076,0.203609,11,-0.01187493,0.01971892,0.0046747,1.88305874,0.0
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,10,1770228600000000,tragend_unruhig,0.181555,-0.08872,-0.278258,0.334389,0.087301,0.142564,0.087301,0.545246,0.646619,0.430449,0.185338,13,0.01736264,0.02978022,0.00482671,1.75469045,0.166667
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,25,1770233100000000,stabil,-0.297164,-0.165815,0.062437,-0.182976,0.114477,0.241997,0.114477,0.737405,0.670225,0.448391,0.159606,13,0.01934299,0.02712341,0.00276803,1.14328928,0.166667
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,26,1770233400000000,stabil,-0.157939,0.087261,-0.197723,0.319164,0.075794,0.128254,0.075794,0.551556,0.681812,0.485519,0.147317,13,0.02032432,0.02648649,0.00277755,1.24302157,0.333333
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,33,1770235500000000,stabil,-0.103464,0.019438,0.217952,-0.130079,0.041674,0.068173,0.041674,0.672035,0.685709,0.462537,0.133678,13,0.00085708,0.01799871,0.00254652,0.92085555,0.0
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,36,1770236400000000,stabil,-0.141995,-0.025208,-0.226306,-0.24899,0.061431,0.092944,0.061431,0.56887,0.703006,0.502595,0.118956,13,-0.00871691,0.01785904,0.0021179,0.91591469,0.0
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,39,1770237300000000,stabil,-0.251784,-0.194335,0.235475,0.184675,0.110519,0.227655,0.110519,0.739636,0.690343,0.493735,0.142133,13,-0.01451579,0.01843611,0.00205389,0.74290646,0.272727
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,40,1770237600000000,stabil,-0.155923,-0.0,0.179977,-0.0846,0.051094,0.090435,0.051094,0.675635,0.718452,0.525486,0.109242,13,-0.0171222,0.01999362,0.00226605,0.84475783,0.272727
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,68,1770246000000000,stabil,0.067959,-0.088147,0.01925,-0.082347,0.046244,0.076438,0.046244,0.633077,0.715134,0.529642,0.119488,13,-0.00119254,0.02862099,0.00383615,1.1095518,0.090909
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,72,1770247200000000,stabil,-0.137796,-0.509686,0.656556,0.111189,0.13826,0.29399,0.13826,0.66108,0.647164,0.428041,0.190325,13,0.01470104,0.02940208,0.00302966,1.00873402,0.090909
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,81,1770249900000000,stabil,0.200233,0.377898,0.120329,0.192571,0.127049,0.274852,0.127049,0.634337,0.680627,0.482135,0.153475,13,-0.00531857,0.01443612,0.00290559,0.71550822,0.166667
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,82,1770250200000000,stabil,0.153649,0.02945,0.173076,-0.088051,0.055408,0.101485,0.055408,0.678325,0.71582,0.534211,0.123814,13,-0.00648859,0.01697848,0.00279509,0.68663928,0.166667
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,93,1770253500000000,stabil,0.327312,0.048347,-0.190976,0.249731,0.107057,0.210147,0.107057,0.637192,0.696737,0.504667,0.13904,13,0.00151172,0.02559119,0.00426935,0.72507576,0.5
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,119,1770261300000000,stabil,-0.031279,-0.131462,-0.272009,-0.051372,0.052168,0.073356,0.052168,0.591845,0.717714,0.53756,0.123065,13,-0.01631198,0.02571027,0.00306629,1.02312348,0.333333
sideways 2026 5m 2k,dio_1uof,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,138,1770267000000000,tragend_unruhig,-0.027616,0.057868,-0.259433,-0.412508,0.046972,0.040322,0.046972,0.472518,0.651302,0.432644,0.178168,13,0.00662837,0.01767565,0.0036626,1.02662539,0.0
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,176,1770278400000000,tragend_unruhig,0.105585,-0.298077,-0.235766,0.429374,0.102434,0.186431,0.102434,0.533731,0.667481,0.481336,0.174141,13,0.00482033,0.01752848,0.00236803,0.62691151,0.090909
sideways 2026 5m 2k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,177,1770278700000000,stabil,0.097985,0.07517,-0.256084,0.242779,0.060989,0.088402,0.060989,0.571155,0.672722,0.450942,0.149257,13,0.00765362,0.02285152,0.00259046,0.68049397,0.272727
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,178,1770279000000000,stabil,-0.295105,-0.354693,-0.327871,-0.143914,0.159769,0.320132,0.159769,0.522045,0.675208,0.471375,0.159851,13,0.00853859,0.02287904,0.00252621,0.72712971,0.272727
sideways 2026 5m 2k,dio_0tay,kohaerente_bruecke,kohaerente_bruecke,stabil,194,1770283800000000,stabil,-0.055141,0.341277,0.325765,-0.157054,0.084267,0.175318,0.084267,0.698932,0.66788,0.444985,0.162275,13,0.00652884,0.01838955,0.00186658,0.90301602,0.0
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,197,1770284700000000,stabil,-0.111928,-0.331918,0.468134,0.091986,0.097993,0.204324,0.097993,0.808344,0.708261,0.514691,0.126864,13,-0.00829741,0.01842672,0.00169098,0.74386271,0.333333
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,201,1770285900000000,stabil,0.287189,-0.206648,0.048,-0.165495,0.11967,0.253362,0.11967,0.723481,0.69779,0.512,0.144131,13,-0.00603513,0.01239358,0.00209737,0.66004999,0.454545
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,226,1770293400000000,stabil,-0.27108,-0.479552,-0.290155,-0.179683,0.172612,0.358638,0.172612,0.486483,0.669407,0.474313,0.17326,13,0.00369914,0.02398834,0.00502703,1.50295858,0.166667
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,232,1770295200000000,tragend_unruhig,-0.156984,0.073548,-0.075753,-0.351352,0.071483,0.121941,0.071483,0.549219,0.680143,0.49934,0.16038,13,-0.00894336,0.02186154,0.00349921,1.34067751,0.0
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,233,1770295500000000,stabil,-0.336636,-0.206201,0.13939,0.124279,0.134464,0.281853,0.134464,0.718679,0.696649,0.514934,0.153177,13,-0.00944549,0.01689077,0.0035474,1.33645465,0.0
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,251,1770300900000000,tragend_unruhig,-0.228552,-0.036435,-0.011752,-0.313414,0.083617,0.147863,0.083617,0.510102,0.678508,0.502101,0.166098,13,0.02092523,0.03653433,0.00440256,1.35866544,0.166667
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,274,1770307800000000,stabil,0.216903,0.297132,0.621208,-0.045391,0.119264,0.250599,0.119264,0.721183,0.696324,0.519365,0.155787,13,0.01623299,0.02936262,0.00547221,3.21071221,0.454545
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,275,1770308100000000,tragend_unruhig,0.152619,-0.058374,-0.199108,0.490973,0.073963,0.113036,0.073963,0.515313,0.68577,0.512819,0.160484,13,-0.00797748,0.02885969,0.00458434,2.90474778,0.636364
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,297,1770314700000000,stabil,-0.238354,-0.297192,0.134632,0.213188,0.123964,0.263066,0.123964,0.723255,0.697146,0.524538,0.15694,13,-0.03038576,0.03905045,0.00396257,2.16770989,0.0
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,311,1770318900000000,stabil,-0.144054,-0.033401,-0.298412,0.295708,0.067994,0.09758,0.067994,0.553362,0.697435,0.522954,0.149058,13,0.0056414,0.02526367,0.00399049,1.29421732,0.0
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,337,1770326700000000,stabil,-0.033758,-0.278872,-0.342495,0.26155,0.085721,0.136706,0.085721,0.463166,0.695886,0.521404,0.151824,13,0.00317622,0.04243425,0.00792588,2.69218866,0.333333
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,344,1770328800000000,stabil,-0.069443,-0.147349,-0.27867,0.293287,0.068235,0.102164,0.068235,0.545316,0.702005,0.530697,0.145415,13,-0.00037538,0.04066567,0.00562101,2.37372556,0.333333
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,405,1770347100000000,stabil,-0.121551,0.082086,0.143736,-0.025877,0.055546,0.104975,0.055546,0.681107,0.72027,0.542863,0.123024,13,-0.00685552,0.02729272,0.00423868,2.1360892,0.0
sideways 2026 5m 2k,dio_1uof,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,414,1770349800000000,stabil,0.020065,0.028958,0.138,0.328977,0.029954,0.0238,0.029954,0.549468,0.68932,0.49132,0.136252,13,0.01087526,0.02135744,0.00398121,1.44827281,0.166667
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,451,1770360900000000,stabil,-0.124135,-0.020917,-0.070624,-0.200931,0.049082,0.080783,0.049082,0.593386,0.721854,0.54635,0.119052,13,-0.01478445,0.02559324,0.00310598,1.31603106,0.5
sideways 2026 5m 2k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,457,1770362700000000,stabil,-0.13502,-0.020692,0.061776,0.045976,0.052323,0.087002,0.052323,0.589047,0.700892,0.500515,0.120188,13,-0.00113193,0.02326751,0.00332808,1.33804221,0.166667
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,475,1770368100000000,stabil,-0.123528,0.055675,-0.166222,-0.140452,0.056968,0.09503,0.056968,0.588472,0.718062,0.544629,0.127105,13,0.01048112,0.01793156,0.0029724,1.2272699,0.333333
sideways 2026 5m 2k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,478,1770369000000000,stabil,0.127352,0.066422,-0.1633,0.196653,0.060098,0.101761,0.060098,0.622241,0.706768,0.512923,0.120841,13,0.02258597,0.03057988,0.00326003,1.15597428,0.5
