world,family,baseline_role,observed_role,role_state,tick,timestamp_ms,passive_mcm_effect_class,hoeren_energy_tone,hoeren_energy_shift,sehen_form_stability,sehen_form_change,rezeptor_field_intake_pressure,perception_auditory_loudness,mcm_feldwirkung_mcm_tension,mcm_feldwirkung_mcm_coherence,mcm_rekopplung_quality,mcm_carry_quality,mcm_strain_quality,raw_window_rows,raw_return,raw_range_ratio,raw_body_ratio,raw_volume_to_world,raw_direction_consistency
positive recovery 2025 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,912,1750963200000000,tragend_unruhig,-0.240099,-0.009827,-0.135715,0.414978,0.0818,0.143385,0.0818,0.547032,0.694627,0.535455,0.164689,13,-0.0040138,0.01133723,0.00138668,0.77853101,0.166667
positive recovery 2025 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,913,1750963500000000,stabil,-0.133656,0.082653,-0.086326,-0.169129,0.062135,0.112235,0.062135,0.576139,0.718985,0.549144,0.127822,13,-0.00358826,0.01132766,0.0014234,0.75136942,0.166667
positive recovery 2025 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,916,1750964400000000,stabil,0.107045,0.344695,-0.27784,0.064735,0.105865,0.206858,0.105865,0.589433,0.71553,0.545689,0.137835,13,7.049e-05,0.00965673,0.00151818,0.74918636,0.0
positive recovery 2025 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,921,1750965900000000,tragend_unruhig,-0.206074,-0.070693,-0.073351,-0.323037,0.081256,0.149214,0.081256,0.550717,0.699017,0.540418,0.161207,13,0.008,0.01026549,0.00133424,0.6059271,0.333333
positive recovery 2025 5m 1k,dio_1kpz,stabilisierende_rueckbindung,uebergang_oeffnung,gekippt,922,1750966200000000,stabil,-0.029726,0.167452,-0.039971,0.131121,0.05177,0.087571,0.05177,0.627531,0.72541,0.554636,0.118208,13,0.00551198,0.01017596,0.00123938,0.57787099,0.166667
positive recovery 2025 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,933,1750969500000000,stabil,-0.261784,-0.092434,0.034656,0.136137,0.092482,0.190657,0.092482,0.721841,0.713224,0.551241,0.146491,13,0.00301585,0.01367653,0.0019746,1.05075038,0.166667
positive recovery 2025 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,935,1750970100000000,stabil,0.040159,-0.42342,0.427817,0.095518,0.098189,0.201128,0.098189,0.630724,0.708465,0.544508,0.14934,13,0.00245994,0.01370537,0.00203823,1.1271129,0.166667
positive recovery 2025 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,952,1750975200000000,stabil,0.137251,0.301605,-0.069742,0.010535,0.098553,0.20628,0.098553,0.675064,0.720793,0.555627,0.134572,13,-0.0070922,0.01652482,0.00228587,1.39181706,0.166667
positive recovery 2025 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,953,1750975500000000,stabil,-0.034807,-0.226371,-0.106939,-0.119446,0.061149,0.115264,0.061149,0.635683,0.726097,0.556179,0.120946,13,-0.01160733,0.01472149,0.00231384,1.4416513,0.166667
positive recovery 2025 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,958,1750977000000000,stabil,0.098923,0.226129,-0.235533,-0.299953,0.086598,0.152349,0.086598,0.517986,0.702748,0.541762,0.157947,13,-0.00933447,0.01403734,0.0014854,1.01802379,0.5
positive recovery 2025 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,961,1750977900000000,stabil,-0.28154,-0.271142,0.436975,0.223707,0.131008,0.277173,0.131008,0.808851,0.707059,0.548674,0.15872,13,-0.01218209,0.01253829,0.00147961,1.03520997,0.666667
positive recovery 2025 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,975,1750982100000000,stabil,-0.247348,-0.47741,-0.287543,-0.035896,0.172711,0.343974,0.172711,0.480313,0.702798,0.534456,0.161825,13,0.00143978,0.00417537,0.00107984,0.66129765,0.090909
positive recovery 2025 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,988,1750986000000000,stabil,-0.37991,-0.129282,0.367374,0.180957,0.129591,0.274646,0.129591,0.78778,0.708754,0.549853,0.156853,13,0.00107828,0.01732442,0.0021068,2.14715312,0.166667
negative stress 2024 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,9,1722069900000,stabil,0.182644,0.125151,-0.257359,-0.29635,0.090518,0.158497,0.090518,0.538533,0.653747,0.433903,0.176075,13,0.00235634,0.00840786,0.00171782,0.89522109,0.0
negative stress 2024 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,15,1722071700000,stabil,-0.094219,0.131669,-0.129794,-0.181093,0.061697,0.109948,0.061697,0.578673,0.669828,0.447927,0.153276,13,0.00220525,0.00785284,0.00178323,0.59869812,0.090909
negative stress 2024 5m 1k,dio_1uof,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,26,1722075000000,stabil,-0.094523,0.0,-0.323881,0.365734,0.052424,0.054823,0.052424,0.522921,0.663831,0.443813,0.160652,13,-0.00579151,0.00734663,0.00120863,0.5763293,0.272727
negative stress 2024 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,33,1722077100000,stabil,-0.212774,-0.174019,-0.006908,-0.055646,0.093518,0.196496,0.093518,0.714722,0.673313,0.451097,0.153449,13,-0.00612969,0.01091515,0.00113329,0.59069427,0.5
negative stress 2024 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,53,1722083100000,stabil,-0.272821,-0.208145,-0.012239,-0.015882,0.115777,0.245657,0.115777,0.719063,0.695527,0.495963,0.134529,13,0.00648999,0.01146566,0.00179307,0.66700774,0.166667
negative stress 2024 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,55,1722083700000,stabil,0.100687,0.021587,-0.137256,-0.106163,0.044376,0.067465,0.044376,0.57837,0.702025,0.501292,0.119174,13,0.00382956,0.00782093,0.00162642,0.67523852,0.0
negative stress 2024 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,61,1722085500000,stabil,0.151931,0.372436,-0.048139,0.155926,0.113572,0.244543,0.113572,0.608048,0.65766,0.43445,0.174722,13,0.00564668,0.00677602,0.00152233,0.99326844,0.272727
negative stress 2024 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,71,1722088500000,tragend_unruhig,-0.024884,0.168134,-0.251667,-0.478177,0.063721,0.085049,0.063721,0.508835,0.677288,0.482155,0.151699,13,-0.00134113,0.01362588,0.00161761,2.07108701,0.090909
negative stress 2024 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,75,1722089700000,stabil,-0.007569,0.199812,0.190257,0.049844,0.05301,0.088311,0.05301,0.570714,0.702008,0.509713,0.125839,13,-0.00833244,0.01821387,0.00189822,1.87614593,0.166667
negative stress 2024 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,82,1722091800000,stabil,0.023817,-0.126195,0.313369,-0.051892,0.043415,0.066816,0.043415,0.669253,0.723996,0.534751,0.10209,13,-0.01596657,0.01912773,0.00227505,1.68836147,0.333333
negative stress 2024 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,95,1722095700000,stabil,-0.392314,-0.305867,-0.339623,-0.083737,0.180309,0.356006,0.180309,0.502888,0.647081,0.420874,0.188579,13,-0.0086573,0.01257759,0.00234128,1.69665827,0.272727
negative stress 2024 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,115,1722101700000,stabil,-0.120451,0.058167,-0.244925,0.238078,0.063569,0.094292,0.063569,0.53965,0.688479,0.497207,0.144477,13,-0.00176008,0.01210054,0.00202663,0.83070901,0.090909
negative stress 2024 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,126,1722105000000,tragend_unruhig,0.009049,0.374941,-0.330738,-0.539892,0.097898,0.162724,0.097898,0.455272,0.672735,0.489856,0.16941,13,-0.0032455,0.01424721,0.00222573,1.22919715,0.0
negative stress 2024 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,132,1722106800000,stabil,0.420503,0.121248,0.679123,-0.213659,0.140099,0.294816,0.140099,0.750419,0.684411,0.495822,0.158191,13,-0.01039217,0.01897938,0.00211209,1.38335369,0.166667
negative stress 2024 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,162,1722115800000,stabil,-0.201552,0.223501,-0.194338,0.103113,0.106931,0.210771,0.106931,0.646809,0.688629,0.488027,0.142831,13,0.0171763,0.02603796,0.00270983,2.63450572,0.5
negative stress 2024 5m 1k,dio_1uof,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,167,1722117300000,stabil,-0.070066,-0.040999,-0.132509,0.316832,0.045346,0.057858,0.045346,0.532248,0.684624,0.489055,0.140579,13,0.00810154,0.01085606,0.00169509,1.21128857,0.454545
negative stress 2024 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,180,1722121200000,stabil,0.053066,0.15714,0.639469,-0.178526,0.056587,0.096777,0.056587,0.683672,0.718874,0.535726,0.11568,13,-0.00776855,0.01403697,0.00173917,0.78405746,0.333333
negative stress 2024 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,184,1722122400000,stabil,-0.346803,-0.203012,0.152578,0.062102,0.136272,0.286411,0.136272,0.735651,0.697036,0.509964,0.14565,13,-0.00943852,0.0132461,0.00146445,0.685082,0.5
negative stress 2024 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,186,1722123000000,stabil,-0.210724,-0.502723,-0.199975,-0.168092,0.157976,0.333364,0.157976,0.510755,0.670618,0.469351,0.16427,13,-0.01155479,0.01332832,0.00163297,0.82304351,0.5
negative stress 2024 5m 1k,dio_1uof,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,188,1722123600000,stabil,-0.029393,0.043306,-0.185795,-0.318815,0.037563,0.035236,0.037563,0.536426,0.693775,0.504344,0.13517,13,-0.01236768,0.01609419,0.00177393,1.07456441,0.333333
negative stress 2024 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,215,1722131700000,stabil,-0.082075,-0.105695,-0.279555,-0.173715,0.062017,0.091995,0.062017,0.580036,0.712444,0.530885,0.125892,13,-5.388e-05,0.00738147,0.00162881,0.54649638,0.0
negative stress 2024 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,216,1722132000000,stabil,-0.292587,-0.211975,0.058159,0.237111,0.122459,0.25873,0.122459,0.711175,0.689471,0.510413,0.15841,13,-0.00472559,0.00950489,0.00147468,0.57831204,0.0
negative stress 2024 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,244,1722140400000,stabil,0.231438,-0.256888,0.10816,-0.114443,0.115804,0.242127,0.115804,0.721776,0.7023,0.524584,0.144508,13,-0.00936451,0.01147559,0.00140322,0.38578463,0.5
negative stress 2024 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,250,1722142200000,stabil,0.090956,-0.453507,0.219918,0.102986,0.113808,0.243228,0.113808,0.723335,0.709086,0.532062,0.137185,13,-0.01515316,0.01959086,0.00179007,0.86931881,0.5
negative stress 2024 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,252,1722142800000,stabil,0.356044,-0.107848,0.708344,0.014352,0.122352,0.251801,0.122352,0.787804,0.709936,0.539813,0.143218,13,-0.00533595,0.01508222,0.00175492,0.93832471,0.333333
negative stress 2024 5m 1k,dio_1kpz,stabilisierende_rueckbindung,gemischte_nachbarschaft,gekippt,278,1722150600000,stabil,-0.107514,-0.110418,0.064265,0.130296,0.060711,0.108734,0.060711,0.595165,0.67239,0.447459,0.153745,13,0.00434114,0.00615452,0.00129346,0.37731981,0.5
negative stress 2024 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,280,1722151200000,stabil,-0.313727,-0.371736,-0.038415,-0.03191,0.160763,0.338091,0.160763,0.540715,0.674358,0.478783,0.167097,13,0.00818412,0.01032627,0.00144078,0.4082423,0.5
negative stress 2024 5m 1k,dio_1kpz,stabilisierende_rueckbindung,gemischte_nachbarschaft,gekippt,281,1722151500000,stabil,-0.032958,0.158075,-0.142845,0.027025,0.049626,0.085507,0.049626,0.634672,0.711499,0.506683,0.111997,13,0.00971673,0.01268116,0.00156245,0.43967948,0.666667
negative stress 2024 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,289,1722153900000,tragend_unruhig,-0.302932,-0.385976,-0.329211,0.280145,0.164221,0.33781,0.164221,0.544186,0.671987,0.485698,0.175243,13,0.00871758,0.01244586,0.00186414,0.57411968,0.333333
negative stress 2024 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,296,1722156000000,tragend_unruhig,0.005957,-0.324812,-0.156068,0.368376,0.079991,0.139876,0.079991,0.548241,0.686566,0.508022,0.156728,13,0.00513212,0.00895392,0.0018353,0.60777295,0.333333
negative stress 2024 5m 1k,dio_0tay,kohaerente_bruecke,uebergang_oeffnung,gekippt,305,1722158700000,stabil,-0.011024,0.318197,0.427163,-0.203455,0.070195,0.140037,0.070195,0.707853,0.674071,0.449408,0.155209,13,0.00212441,0.00620983,0.00126543,0.46540235,0.090909
negative stress 2024 5m 1k,dio_1kpz,stabilisierende_rueckbindung,gemischte_nachbarschaft,gekippt,309,1722159900000,stabil,0.00764,0.158478,-0.289464,0.037854,0.05143,0.070992,0.05143,0.580011,0.710984,0.514428,0.120376,13,-0.00124932,0.0050516,0.00110726,0.35611162,0.090909
negative stress 2024 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,312,1722160800000,stabil,0.161308,0.258646,-0.170173,0.107306,0.099572,0.20219,0.099572,0.637988,0.701218,0.504064,0.131266,13,0.0016307,0.00581617,0.00128365,0.39167302,0.166667
negative stress 2024 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,314,1722161400000,stabil,-0.305446,-0.385891,-0.276075,0.164555,0.166216,0.339233,0.166216,0.534739,0.679842,0.49572,0.171016,13,-0.00065136,0.00580796,0.00095616,0.39660724,0.0
negative stress 2024 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,318,1722162600000,stabil,0.190252,0.271159,-0.089534,-0.175232,0.1065,0.224233,0.1065,0.649071,0.695575,0.507493,0.142774,13,0.00293526,0.00755558,0.00088225,0.38200454,0.166667
negative stress 2024 5m 1k,dio_1kpz,stabilisierende_rueckbindung,gemischte_nachbarschaft,gekippt,322,1722163800000,stabil,0.144333,0.020372,-0.051864,0.142407,0.05121,0.09227,0.05121,0.656465,0.717032,0.527386,0.117834,13,0.00609159,0.00696182,0.00084094,0.39454878,0.166667
negative stress 2024 5m 1k,dio_1kpz,stabilisierende_rueckbindung,gemischte_nachbarschaft,gekippt,350,1722172200000,stabil,0.011198,0.155175,-0.218238,0.112673,0.048655,0.071669,0.048655,0.591142,0.716588,0.531338,0.121429,13,-0.00198636,0.00767703,0.00106545,0.8837052,0.166667
negative stress 2024 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,353,1722173100000,tragend_unruhig,-0.258455,-0.492053,-0.179452,0.175672,0.170201,0.356567,0.170201,0.49566,0.676219,0.495148,0.178043,13,0.00274253,0.00768983,0.00119132,0.82593557,0.333333
negative stress 2024 5m 1k,dio_0tay,kohaerente_bruecke,uebergang_oeffnung,gekippt,359,1722174900000,stabil,-0.296455,0.0,0.291434,-0.164721,0.086291,0.171944,0.086291,0.730524,0.688366,0.488639,0.147227,13,-0.00409218,0.00920741,0.00142067,1.09395243,0.166667
negative stress 2024 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,360,1722175200000,stabil,0.209556,0.357018,-0.169099,-0.220074,0.128598,0.27149,0.128598,0.613887,0.686105,0.504591,0.161175,13,-0.00521982,0.00957865,0.00141569,0.9533624,0.333333
negative stress 2024 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,368,1722177600000,stabil,-0.177927,-0.079743,-0.318205,0.324901,0.084598,0.13669,0.084598,0.543475,0.693445,0.514664,0.151328,13,-0.01111648,0.01170721,0.00161108,1.04709081,0.333333
negative stress 2024 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,379,1722180900000,stabil,0.086098,-0.085933,0.037027,-0.253894,0.051473,0.086029,0.051473,0.634708,0.719341,0.541356,0.118612,13,-0.00351808,0.00741502,0.00126151,0.70409443,0.090909
negative stress 2024 5m 1k,dio_1uof,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,380,1722181200000,stabil,-0.043596,-0.047117,-0.239017,0.285172,0.04373,0.045075,0.04373,0.537778,0.695841,0.510775,0.137814,13,-0.00070438,0.00742306,0.00130873,0.68903017,0.272727
negative stress 2024 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,382,1722181800000,stabil,-0.043958,-0.133859,-0.198902,-0.27882,0.055731,0.081716,0.055731,0.585238,0.721337,0.546069,0.117551,13,0.00130152,0.00629067,0.00134741,0.53141866,0.090909
negative stress 2024 5m 1k,dio_1uof,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,416,1722192000000,stabil,-0.065553,0.04046,-0.234495,-0.259288,0.047137,0.055014,0.047137,0.546487,0.699942,0.518476,0.136816,13,0.00957823,0.01093878,0.00155311,0.61132642,0.166667
negative stress 2024 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,417,1722192300000,stabil,-0.125124,-0.039935,0.050029,-0.097916,0.05081,0.089345,0.05081,0.653753,0.72537,0.552053,0.118161,13,0.00985839,0.01111111,0.00152505,0.63469618,0.0
negative stress 2024 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,427,1722195300000,stabil,0.367377,-0.015616,0.082369,-0.179079,0.106097,0.219638,0.106097,0.691103,0.70171,0.532862,0.154661,13,-0.00113422,0.00675128,0.00122562,0.38182968,0.166667
negative stress 2024 5m 1k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,432,1722196800000,stabil,0.336579,0.174463,-0.076107,0.051126,0.128082,0.26849,0.128082,0.679935,0.703234,0.521275,0.142806,13,-0.00313226,0.00594049,0.00112994,0.26952149,0.166667
negative stress 2024 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,434,1722197400000,stabil,-0.135208,-0.083864,0.057872,0.106605,0.061445,0.113644,0.061445,0.674493,0.719167,0.549502,0.129046,13,0.00086594,0.00503328,0.00106994,0.26423663,0.5
negative stress 2024 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,446,1722201000000,stabil,0.376484,-0.032893,0.240199,-0.011569,0.11081,0.232176,0.11081,0.732641,0.70473,0.537711,0.153392,13,0.00097503,0.01002113,0.00170005,0.41012958,0.0
negative stress 2024 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,454,1722203400000,tragend_unruhig,0.031819,0.35168,-0.304069,-0.531294,0.098538,0.166161,0.098538,0.472439,0.674444,0.502764,0.177363,13,-0.00569507,0.0096545,0.00204438,0.40532792,0.0
negative stress 2024 5m 1k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,502,1722217800000,stabil,-0.288534,-0.112632,0.220502,0.149512,0.106006,0.214655,0.106006,0.698364,0.707876,0.54252,0.148367,13,0.00185943,0.01216597,0.00191255,1.17298151,0.0
negative stress 2024 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,503,1722218100000,stabil,-0.060784,0.17463,0.221253,-0.205821,0.061107,0.108599,0.061107,0.607501,0.720181,0.550857,0.126855,13,0.00767263,0.01140239,0.00190586,1.16489703,0.0
negative stress 2024 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,518,1722222600000,tragend_unruhig,-0.138749,-0.066147,-0.148532,-0.260405,0.066991,0.108256,0.066991,0.51222,0.690733,0.519147,0.156862,13,0.01347581,0.02026636,0.00189099,2.63076643,0.333333
negative stress 2024 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,524,1722224400000,stabil,0.072303,0.131097,0.146402,-0.297264,0.056499,0.096997,0.056499,0.606353,0.720303,0.553081,0.127674,13,-0.00388199,0.00879917,0.00153687,1.35583368,0.0
negative stress 2024 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,537,1722228300000,stabil,-0.261484,-0.414621,-0.317446,0.110586,0.162859,0.325801,0.162859,0.513943,0.687389,0.506707,0.165186,13,0.00327358,0.01075604,0.00153087,0.95101276,0.333333
negative stress 2024 5m 1k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,547,1722231300000,stabil,-0.139831,-0.59694,0.000595,-0.189711,0.151979,0.331817,0.151979,0.532136,0.688128,0.512832,0.164825,13,-0.00041324,0.00526887,0.00090596,0.86653196,0.166667
negative stress 2024 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,548,1722231600000,stabil,0.055823,0.253156,-0.202149,-0.305628,0.079771,0.138703,0.079771,0.559307,0.696889,0.525619,0.153279,13,-0.00211875,0.00501266,0.00102956,0.84956775,0.166667
negative stress 2024 5m 1k,dio_1kpz,stabilisierende_rueckbindung,gemischte_nachbarschaft,gekippt,549,1722231900000,stabil,0.073098,0.108162,-0.175911,0.029562,0.053327,0.087825,0.053327,0.630933,0.718997,0.536743,0.12133,13,-0.00222729,0.00694085,0.00103993,0.88715566,0.0
negative stress 2024 5m 1k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,555,1722233700000,tragend_unruhig,0.149184,-0.149562,-0.230253,0.474246,0.08882,0.149343,0.08882,0.545487,0.691708,0.524591,0.160262,13,-0.00289182,0.00681642,0.00155713,1.00432716,0.166667
negative stress 2024 5m 1k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,566,1722237000000,stabil,-0.107193,-0.112769,-0.011029,-0.102499,0.058521,0.109535,0.058521,0.678537,0.727591,0.55955,0.121211,13,-0.00253991,0.01969728,0.00163878,1.91334474,0.272727
negative stress 2024 5m 1k,dio_1uof,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,587,1722243300000,stabil,0.007424,0.102197,-0.260061,-0.288445,0.044728,0.047228,0.044728,0.541403,0.703627,0.524496,0.134289,13,-0.00026058,0.00495101,0.00082985,0.56377277,0.272727
