row_type,asset_family_pairs,drift_sources,quality_transitions,asset_drift_sources,window_readings,mean_window_field_edge,drift_source,count,share,asset,family,baseline_attachment_quality,followup_attachment_quality,repro_state,attachment_profile,mean_field_edge_score
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,SOL,dio_07uk,offen_gemischt,kernnah,anschlussqualitaet_driftet_offen,kernnah:1,0.046471
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,SOL,dio_0dd2,offen_gemischt,kernnah,anschlussqualitaet_driftet_offen,kernnah:1,0.057207
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,SOL,dio_0kx9,offen_gemischt,kernnah,anschlussqualitaet_driftet_offen,kernnah:1,0.046471
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,SOL,dio_0nlj,offen_gemischt,kernnah,anschlussqualitaet_driftet_offen,kernnah:1,0.046471
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,SOL,dio_0z9t,offen_gemischt,kernnah,anschlussqualitaet_driftet_offen,kernnah:1,0.057207
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,SOL,dio_10dv,offen_gemischt,kernnah,anschlussqualitaet_driftet_offen,kernnah:1,0.057207
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,SOL,dio_12fw,offen_gemischt,kernnah,anschlussqualitaet_driftet_offen,kernnah:1,0.046471
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,SOL,dio_17db,offen_gemischt,kernnah,anschlussqualitaet_driftet_offen,kernnah:1,0.046471
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,SOL,dio_1cic,offen_gemischt,kernnah,anschlussqualitaet_driftet_offen,kernnah:1,0.046471
drift_detail,,,,,,,neue_familienlage,,,SOL,dio_1fll,neu_ohne_baseline,kernnah,neu_ohne_baseline,kernnah:1,0.057207
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,SOL,dio_1jc2,offen_gemischt,kernnah,anschlussqualitaet_driftet_offen,kernnah:1,0.046471
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,SOL,dio_1r55,offen_gemischt,kernnah,anschlussqualitaet_driftet_offen,kernnah:1,0.057207
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,SOL,dio_1u5i,offen_gemischt,kernnah,anschlussqualitaet_driftet_offen,kernnah:1,0.046471
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_00ja,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_00ly,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_06er,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_06s7,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_09bn,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_0dd2,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_0g2r,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_0h9h,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_0l7p,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_0m9z,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_0nlj,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_0obq,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_0oc3,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_0pz6,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_0tay,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_104t,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_10dv,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_1492,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_14wj,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_155c,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_169a,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_17ct,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_19pg,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_1ewh,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_1gp2,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_1kpz,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_1lsu,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_1q85,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,kern_ohne_feldzeit_wird_nullnah,,,XRP,dio_1u5i,kernnah_ohne_feldzeit,nullnah,anschlussqualitaet_driftet,nullnah:1; kernnah_ohne_feldzeit:1,-0.018037
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_03uk,offen_gemischt,kernnah_ohne_feldzeit,anschlussqualitaet_driftet_offen,kernnah_ohne_feldzeit:1,0.007605
drift_detail,,,,,,,kern_ohne_feldzeit_wird_nullnah,,,XRP,dio_04uf,kernnah_ohne_feldzeit,nullnah,anschlussqualitaet_driftet,nullnah:1,-0.043678
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_05yg,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1,-0.043678
drift_detail,,,,,,,reproduktion,,,XRP,dio_06jk,kernnah_ohne_feldzeit,kernnah_ohne_feldzeit,anschlussqualitaet_reproduziert,kernnah_ohne_feldzeit:1,0.007605
drift_detail,,,,,,,neue_familienlage,,,XRP,dio_07uk,neu_ohne_baseline,nullnah,neu_ohne_baseline,nullnah:1,-0.043678
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_0jkk,offen_gemischt,nullnah,anschlussqualitaet_driftet_offen,nullnah:1,-0.043678
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_0z9t,offen_gemischt,kernnah_ohne_feldzeit,anschlussqualitaet_driftet_offen,kernnah_ohne_feldzeit:1,0.007605
drift_detail,,,,,,,neue_familienlage,,,XRP,dio_12fw,neu_ohne_baseline,nullnah,neu_ohne_baseline,nullnah:1,-0.043678
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_17db,offen_gemischt,kernnah_ohne_feldzeit,anschlussqualitaet_driftet_offen,kernnah_ohne_feldzeit:1,0.007605
drift_detail,,,,,,,neue_familienlage,,,XRP,dio_1cic,neu_ohne_baseline,nullnah,neu_ohne_baseline,nullnah:1,-0.043678
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_1fll,offen_gemischt,kernnah_ohne_feldzeit,anschlussqualitaet_driftet_offen,kernnah_ohne_feldzeit:1,0.007605
drift_detail,,,,,,,baseline_offen_wird_spezifisch,,,XRP,dio_1r55,offen_gemischt,kernnah_ohne_feldzeit,anschlussqualitaet_driftet_offen,kernnah_ohne_feldzeit:1,0.007605
drift_detail,,,,,,,reproduktion,,,XRP,dio_1tiu,kernnah_ohne_feldzeit,kernnah_ohne_feldzeit,anschlussqualitaet_reproduziert,kernnah_ohne_feldzeit:1,0.007605
drift_detail,,,,,,,neue_familienlage,,,XRP,dio_1v2w,neu_ohne_baseline,nullnah,neu_ohne_baseline,nullnah:1,-0.043678
