preview_symbol,old_role,new_role,old_count,new_count,count_delta,old_world_count,new_world_count,world_count_delta,top_world,top_worlds,milieu_counts,grundrolle_score,uebergangsrolle_score,milieurolle_score,nebenrolle_score
dio_mcm_episode_0n6m7si,nebenrolle,nebenrolle,83,92,9,17,18,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:18;FOLLOW_EQ10K_KAS_2024_5M:9;REAL_TIME_2023_SOL_ALTSEQ_A:8;FOLLOW_EQ10K_DOGE_2024_5M:7;PAXG_1846_A:7;FOLLOW_EQ10K_PAXG_2024_5M:6;REAL_FOLLOW_PAXG_6000:6;BTC_LONG_2024_5M_QUIET:5;FOLLOW_XRP_2024_5M_2000:5;QUIET_NEAR_PAXG2025_1H:4,xrp:23;paxg:19;sol:14;quiet:10;doge:10;other:9;btc:4;stress:3,0.364979,0.126389,0.100217,0.38899
dio_mcm_episode_16hqn22,breite_grundrolle,breite_grundrolle,75,84,9,24,25,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:14;FOLLOW_EQ10K_DOGE_2024_5M:11;FOLLOW_EQ10K_KAS_2024_5M:9;FOLLOW_XRP_2024_5M_2000:7;REAL_FOLLOW_SOL_6000:5;REAL_TIME_2023_SOL_ALTSEQ_A:4;REAL_TIME_2024_XRP:4;SOL_10K_A:4;FOLLOW_EQ10K_PAXG_2024_5M:3;REAL_FOLLOW_PAXG_6000:3,xrp:26;doge:13;sol:13;quiet:10;other:9;paxg:8;btc:5,0.40637,0.104764,0.118477,0.362235
dio_mcm_episode_16rq8r1,nebenrolle,nebenrolle,44,53,9,14,15,1,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M:13;FOLLOW_EQ10K_XRP_2024_5M:11;FOLLOW_EQ10K_KAS_2024_5M:9;FOLLOW_EQ10K_PAXG_2024_5M:7;FOLLOW_XRP_2024_5M_2000:2;REAL_TIME_2024_XRP:2;BTC_FIELD_QUIET_04:1;BTC_LONG_2024_5M_QUIET:1;BTC_STRESS_2024_5M:1;BTC_STRESS_2025_5M:1,xrp:16;doge:15;other:9;paxg:8;quiet:2;stress:2;sol:1,0.280205,0.100935,0.107764,0.446323
dio_mcm_episode_0whyn34,nebenrolle,nebenrolle,42,51,9,21,22,1,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M:9;FOLLOW_EQ10K_DOGE_2024_5M:7;FOLLOW_DOGE_2024_5M_2000:3;FOLLOW_EQ10K_XRP_2024_5M:3;QUIET_NEAR_PAXG2025_1H:3;REAL_FOLLOW_DOGE_6000:3;REAL_FOLLOW_SOL_6000:3;SOL_10K_A:3;FOLLOW_EQ10K_PAXG_2024_5M:2;REAL_TIME_2024_BTC_5M:2,doge:13;other:10;xrp:8;sol:7;quiet:5;paxg:4;btc:3;stress:1,0.340469,0.104985,0.087464,0.41036
dio_mcm_episode_01h2hhh,nebenrolle,nebenrolle,19,28,9,7,8,1,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M:9;FOLLOW_EQ10K_DOGE_2024_5M:4;FOLLOW_EQ10K_XRP_2024_5M:4;BTC_LONG_2024_5M_QUIET:3;REAL_TIME_2024_SOL_ALTSEQ_A:3;FOLLOW_EQ10K_PAXG_2024_5M:2;PAXG_1846_A:2;REAL_FOLLOW_XRP_6000:1,other:9;xrp:5;doge:4;paxg:4;quiet:3;sol:3,0.187644,0.051703,0.100939,0.554837
dio_mcm_episode_094f7up,nebenrolle,nebenrolle,72,80,8,14,15,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:25;FOLLOW_EQ10K_KAS_2024_5M:8;FOLLOW_EQ10K_PAXG_2024_5M:7;QUIET_NEAR_PAXG2025_1H:6;FOLLOW_XRP_2024_5M_2000:5;REAL_FOLLOW_PAXG_6000:5;FOLLOW_EQ10K_DOGE_2024_5M:4;REAL_TIME_2023_SOL_ALTSEQ_A:4;BTC_FIELD_QUIET_05:3;REAL_FOLLOW_SOL_6000:3,xrp:30;paxg:13;sol:13;quiet:9;other:8;doge:4;stress:2;btc:1,0.3006,0.09968,0.147745,0.417266
dio_mcm_episode_0vidg3n,nebenrolle,nebenrolle,35,43,8,9,10,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:12;FOLLOW_EQ10K_KAS_2024_5M:8;FOLLOW_EQ10K_PAXG_2024_5M:6;BTC_LONG_2024_5M_QUIET:3;FOLLOW_XRP_2024_5M_2000:3;REAL_FOLLOW_BTC_6000:3;REAL_FOLLOW_XRP_6000:3;REAL_TIME_2024_XRP:3;PAXG_1846_A:1;REAL_TIME_2024_SOL_ALTSEQ_A:1,xrp:21;other:8;paxg:7;quiet:3;btc:3;sol:1,0.21668,0.053657,0.170285,0.502026
dio_mcm_episode_0s2q227,nebenrolle,nebenrolle,25,32,7,10,11,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:11;FOLLOW_EQ10K_KAS_2024_5M:7;FOLLOW_DOGE_2024_5M_2000:3;FOLLOW_EQ10K_DOGE_2024_5M:2;REAL_FOLLOW_SOL_6000:2;REAL_TIME_2024_BTC_5M:2;BTC_10K_A:1;FOLLOW_XRP_2024_5M_2000:1;QUIET_NEAR_PAXG2024_1H:1;REAL_FOLLOW_XRP_6000:1,xrp:13;other:7;doge:5;btc:3;sol:3;quiet:1,0.211368,0.055963,0.129598,0.513253
dio_mcm_episode_0izppf1,nebenrolle,nebenrolle,77,83,6,21,22,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:13;REAL_FOLLOW_SOL_6000:11;FOLLOW_EQ10K_DOGE_2024_5M:7;SOL_10K_A:7;FOLLOW_EQ10K_KAS_2024_5M:6;FOLLOW_XRP_2024_5M_2000:5;REAL_FOLLOW_DOGE_6000:5;REAL_TIME_2024_XRP:5;BTC_FIELD_QUIET_04:3;BTC_STRESS_2025_5M:3,xrp:27;sol:21;doge:15;other:6;quiet:5;stress:5;btc:2;shift:1;paxg:1,0.358848,0.159286,0.125446,0.37599
dio_mcm_episode_0a6jsal,nebenrolle,nebenrolle,26,32,6,8,9,1,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M:7;FOLLOW_EQ10K_KAS_2024_5M:6;FOLLOW_EQ10K_XRP_2024_5M:6;FOLLOW_EQ10K_DOGE_2024_5M:4;BTC_FIELD_QUIET_02:2;FOLLOW_XRP_2024_5M_2000:2;REAL_FOLLOW_PAXG_6000:2;REAL_TIME_2024_XRP:2;DOGE_1H_B:1,xrp:10;paxg:9;other:6;doge:5;quiet:2,0.211866,0.055491,0.101189,0.533518
dio_mcm_episode_0wyfujk,nebenrolle,nebenrolle,24,30,6,9,10,1,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M:6;FOLLOW_EQ10K_PAXG_2024_5M:6;FOLLOW_EQ10K_XRP_2024_5M:6;BTC_STRESS_2024_5M:2;FOLLOW_EQ10K_DOGE_2024_5M:2;FOLLOW_XRP_2024_5M_2000:2;REAL_FOLLOW_PAXG_6000:2;REAL_TIME_2024_XRP:2;BTC_FIELD_QUIET_02:1;FOLLOW_DOGE_2024_5M_2000:1,xrp:10;paxg:8;other:6;doge:3;stress:2;quiet:1,0.212269,0.092819,0.105102,0.527433
dio_mcm_episode_16bqw8k,breite_grundrolle,breite_grundrolle,107,112,5,28,29,1,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M:14;FOLLOW_EQ10K_XRP_2024_5M:11;FOLLOW_EQ10K_PAXG_2024_5M:7;FOLLOW_XRP_2024_5M_2000:7;REAL_TIME_2023_SOL_ALTSEQ_A:7;REAL_TIME_2024_XRP:7;BTC_STRESS_2025_5M:5;FOLLOW_DOGE_2024_5M_2000:5;FOLLOW_EQ10K_KAS_2024_5M:5;REAL_FOLLOW_DOGE_6000:5,xrp:31;doge:26;sol:15;paxg:10;quiet:8;btc:7;other:7;stress:6;shift:2,0.445719,0.195385,0.111489,0.326943
dio_mcm_episode_0xg0gjh,breite_grundrolle,breite_grundrolle,65,70,5,27,28,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:10;FOLLOW_EQ10K_KAS_2024_5M:5;FOLLOW_EQ10K_PAXG_2024_5M:4;REAL_FOLLOW_SOL_6000:4;REAL_TIME_2023_SOL_ALTSEQ_A:4;REAL_TIME_2024_BTC_5M:4;FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_XRP_2024_5M_2000:3;SOL_10K_A:3;BTC_10K_A:2,xrp:17;sol:13;btc:11;doge:9;paxg:9;other:5;quiet:3;shift:2;stress:1,0.396353,0.144543,0.088328,0.363657
dio_mcm_episode_08op00s,nebenrolle,nebenrolle,50,55,5,16,17,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:10;FOLLOW_EQ10K_PAXG_2024_5M:8;FOLLOW_EQ10K_KAS_2024_5M:5;FOLLOW_XRP_2024_5M_2000:5;QUIET_NEAR_PAXG2025_1H:4;BTC_10K_A:3;BTC_FIELD_QUIET_05:3;BTC_STRESS_2025_5M:3;REAL_TIME_2023_SOL_ALTSEQ_A:3;REAL_FOLLOW_BTC_6000:2,xrp:18;paxg:11;quiet:8;btc:5;other:5;sol:5;stress:3,0.317477,0.127924,0.116784,0.431069
dio_mcm_episode_0ws9wvs,nebenrolle,nebenrolle,33,38,5,10,11,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:12;FOLLOW_EQ10K_DOGE_2024_5M:8;FOLLOW_EQ10K_KAS_2024_5M:5;SOL_10K_A:3;FOLLOW_EQ10K_PAXG_2024_5M:2;FOLLOW_XRP_2024_5M_2000:2;REAL_TIME_2023_SOL_ALTSEQ_A:2;FOLLOW_PAXG_2024_5M_2000:1;PAXG_1846_A:1;REAL_TIME_2024_PAXG:1,xrp:15;doge:8;other:5;paxg:5;sol:5,0.233595,0.06348,0.132169,0.501125
dio_mcm_episode_0usdsrp,nebenrolle,nebenrolle,29,34,5,20,21,1,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M:5;FOLLOW_EQ10K_XRP_2024_5M:3;REAL_FOLLOW_BTC_6000:3;DOGE_1H_B:2;FOLLOW_DOGE_2024_5M_2000:2;FOLLOW_EQ10K_DOGE_2024_5M:2;REAL_FOLLOW_DOGE_6000:2;REAL_FOLLOW_XRP_6000:2;BTC_10K_A:1;BTC_LONG_2025_5M_QUIET:1,doge:9;xrp:7;other:6;btc:5;quiet:2;stress:2;sol:2;paxg:1,0.301262,0.123054,0.081761,0.443672
dio_mcm_episode_0xsyn4p,nebenrolle,nebenrolle,18,23,5,11,12,1,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M:5;SOL_10K_A:3;BTC_10K_A:2;FOLLOW_DOGE_2024_5M_2000:2;FOLLOW_EQ10K_DOGE_2024_5M:2;FOLLOW_EQ10K_XRP_2024_5M:2;REAL_FOLLOW_SOL_6000:2;BTC_1H_A:1;FOLLOW_EQ10K_PAXG_2024_5M:1;REAL_FOLLOW_DOGE_6000:1,sol:6;doge:5;other:5;btc:4;xrp:2;paxg:1,0.216876,0.056771,0.0748,0.527772
dio_mcm_episode_1y7uo9c,nebenrolle,nebenrolle,45,49,4,20,21,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:8;FOLLOW_EQ10K_DOGE_2024_5M:7;FOLLOW_EQ10K_KAS_2024_5M:4;REAL_FOLLOW_DOGE_6000:4;BTC_SHIFT_2025_15M_16000_17000:3;REAL_FOLLOW_BTC_6000:3;REAL_TIME_2023_SOL_ALTSEQ_A:3;REAL_TIME_2024_BTC_5M:3;XRP_1H_A:2;BTC_10K_A:1,xrp:13;doge:12;btc:9;sol:5;shift:4;other:4;stress:1;quiet:1,0.324915,0.171618,0.090439,0.417881
dio_mcm_episode_08621v5,nebenrolle,nebenrolle,25,29,4,13,14,1,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M:4;FOLLOW_EQ10K_KAS_2024_5M:4;FOLLOW_KAS_2024_5M_2000:3;SOL_10K_A:3;BTC_FIELD_QUIET_05:2;FOLLOW_EQ10K_XRP_2024_5M:2;FOLLOW_XRP_2024_5M_2000:2;REAL_FOLLOW_SOL_6000:2;REAL_TIME_2024_XRP:2;BTC_FIELD_QUIET_02:1,other:7;xrp:6;sol:6;quiet:5;doge:4;paxg:1,0.256472,0.065548,0.073465,0.495845
dio_mcm_episode_0imu3z8,nebenrolle,nebenrolle,19,23,4,11,12,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:6;FOLLOW_EQ10K_KAS_2024_5M:4;FOLLOW_EQ10K_DOGE_2024_5M:2;PAXG_1846_A:2;REAL_FOLLOW_XRP_6000:2;BTC_10K_A:1;FOLLOW_DOGE_2024_5M_2000:1;FOLLOW_EQ10K_PAXG_2024_5M:1;FOLLOW_XRP_2024_5M_2000:1;QUIET_NEAR_PAXG2025_1H:1,xrp:9;other:4;paxg:4;doge:3;btc:1;quiet:1;sol:1,0.203264,0.051749,0.1122,0.527772
dio_mcm_episode_16yidit,nebenrolle,nebenrolle,17,21,4,13,14,1,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M:4;FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_DOGE_2024_5M_2000:2;QUIET_NEAR_PAXG2024_1H:2;BTC_1H_C:1;BTC_FIELD_QUIET_05:1;BTC_SHIFT_2025_1H_4000_5000:1;DOGE_1H_A:1;FOLLOW_XRP_2024_5M_2000:1;QUIET_NEAR_PAXG2025_1H:1,doge:7;quiet:4;other:4;xrp:3;btc:1;shift:1;sol:1,0.219318,0.084092,0.091726,0.518625
dio_mcm_episode_0ww122h,nebenrolle,nebenrolle,15,19,4,13,14,1,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M:4;BTC_10K_A:2;FOLLOW_EQ10K_XRP_2024_5M:2;BTC_FIELD_QUIET_03:1;BTC_LONG_2024_5M_QUIET:1;BTC_SHIFT_2025_15M_16000_17000:1;BTC_SHIFT_2025_1H_4000_5000:1;BTC_SHIFT_2025_30M_10000_11000:1;BTC_STRESS_2024_5M:1;DOGE_1H_B:1,other:4;shift:3;doge:3;btc:2;quiet:2;xrp:2;sol:2;stress:1,0.221582,0.181935,0.056028,0.525688
dio_mcm_episode_0x60uui,nebenrolle,nebenrolle,46,49,3,23,24,1,FOLLOW_XRP_2024_5M_2000,FOLLOW_XRP_2024_5M_2000:6;FOLLOW_EQ10K_XRP_2024_5M:5;FOLLOW_EQ10K_DOGE_2024_5M:4;FOLLOW_EQ10K_KAS_2024_5M:3;REAL_TIME_2024_XRP:3;BTC_FIELD_QUIET_05:2;BTC_STRESS_2024_5M:2;FOLLOW_DOGE_2024_5M_2000:2;PAXG_1846_A:2;REAL_FOLLOW_DOGE_6000:2,xrp:16;doge:8;quiet:6;paxg:6;sol:5;other:3;btc:2;stress:2;shift:1,0.345143,0.141587,0.11014,0.404396
dio_mcm_episode_1ole1yf,nebenrolle,nebenrolle,31,34,3,15,16,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:5;BTC_1H_A:3;BTC_1H_C:3;BTC_SHIFT_2025_1H_4000_5000:3;FOLLOW_EQ10K_KAS_2024_5M:3;REAL_FOLLOW_XRP_6000:3;BTC_FIELD_QUIET_05:2;FOLLOW_EQ10K_DOGE_2024_5M:2;REAL_FOLLOW_DOGE_6000:2;REAL_FOLLOW_SOL_6000:2,xrp:9;btc:6;shift:5;doge:5;quiet:3;other:3;sol:2;paxg:1,0.27832,0.178827,0.083511,0.471135
dio_mcm_episode_0zm713b,nebenrolle,nebenrolle,21,24,3,13,14,1,REAL_FOLLOW_XRP_6000,REAL_FOLLOW_XRP_6000:4;FOLLOW_EQ10K_KAS_2024_5M:3;FOLLOW_EQ10K_XRP_2024_5M:3;REAL_FOLLOW_DOGE_6000:3;REAL_TIME_2023_SOL_ALTSEQ_A:2;BTC_1H_B:1;BTC_FIELD_QUIET_03:1;BTC_SHIFT_2025_15M_16000_17000:1;BTC_STRESS_2024_5M:1;FOLLOW_EQ10K_DOGE_2024_5M:1,xrp:7;doge:4;other:3;sol:3;btc:2;paxg:2;quiet:1;shift:1;stress:1,0.234541,0.11202,0.083781,0.509201
dio_mcm_episode_12a9dhw,nebenrolle,nebenrolle,21,24,3,11,12,1,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M:5;FOLLOW_EQ10K_XRP_2024_5M:5;FOLLOW_EQ10K_KAS_2024_5M:3;FOLLOW_PAXG_2024_5M_2000:2;REAL_TIME_2024_PAXG:2;BTC_1H_C:1;BTC_SHIFT_2025_1H_4000_5000:1;BTC_SHIFT_2025_30M_10000_11000:1;FOLLOW_DOGE_2024_5M_2000:1;REAL_FOLLOW_SOL_6000:1,doge:6;xrp:6;paxg:4;other:3;shift:2;sol:2;btc:1,0.21979,0.106638,0.072656,0.524768
dio_mcm_episode_1f9nms9,nebenrolle,nebenrolle,19,22,3,11,12,1,BTC_10K_A,BTC_10K_A:3;FOLLOW_EQ10K_KAS_2024_5M:3;BTC_FIELD_QUIET_03:2;BTC_STRESS_2024_5M:2;FOLLOW_DOGE_2024_5M_2000:2;FOLLOW_EQ10K_XRP_2024_5M:2;FOLLOW_XRP_2024_5M_2000:2;REAL_TIME_2024_XRP:2;BTC_LONG_2024_5M_QUIET:1;DOGE_1H_B:1,xrp:6;quiet:4;doge:4;btc:3;other:3;stress:2,0.225195,0.110773,0.077091,0.530909
dio_mcm_episode_08q1993,nebenrolle,nebenrolle,33,35,2,9,10,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:12;FOLLOW_EQ10K_DOGE_2024_5M:9;REAL_FOLLOW_XRP_6000:3;FOLLOW_EQ10K_KAS_2024_5M:2;FOLLOW_XRP_2024_5M_2000:2;REAL_FOLLOW_SOL_6000:2;REAL_TIME_2024_XRP:2;BTC_STRESS_2025_5M:1;FOLLOW_DOGE_2024_5M_2000:1;REAL_FOLLOW_PAXG_6000:1,xrp:19;doge:10;other:2;sol:2;stress:1;paxg:1,0.186067,0.061237,0.178923,0.516554
dio_mcm_episode_0wgvtdq,nebenrolle,nebenrolle,32,34,2,11,12,1,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M:7;FOLLOW_EQ10K_XRP_2024_5M:7;REAL_FOLLOW_SOL_6000:5;FOLLOW_EQ10K_KAS_2024_5M:2;QUIET_NEAR_PAXG2024_1H:2;REAL_FOLLOW_DOGE_6000:2;REAL_FOLLOW_XRP_6000:2;REAL_TIME_2023_SOL_ALTSEQ_A:2;REAL_TIME_2024_BTC_5M:2;FOLLOW_XRP_2024_5M_2000:1,xrp:11;doge:9;sol:8;other:2;quiet:2;btc:2,0.236404,0.05965,0.104331,0.500187
dio_mcm_episode_12fuh1y,nebenrolle,nebenrolle,27,29,2,17,18,1,SOL_10K_A,SOL_10K_A:3;BTC_FIELD_QUIET_02:2;BTC_LONG_2024_5M_QUIET:2;BTC_STRESS_2025_5M:2;FOLLOW_DOGE_2024_5M_2000:2;FOLLOW_EQ10K_KAS_2024_5M:2;FOLLOW_EQ10K_XRP_2024_5M:2;PAXG_1846_A:2;QUIET_NEAR_PAXG2025_1H:2;REAL_FOLLOW_PAXG_6000:2,quiet:8;paxg:7;xrp:3;sol:3;btc:2;stress:2;doge:2;other:2,0.280341,0.120315,0.08235,0.470466
dio_mcm_episode_0uie72q,nebenrolle,nebenrolle,23,25,2,15,16,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:5;BTC_STRESS_2025_5M:2;FOLLOW_DOGE_2024_5M_2000:2;FOLLOW_EQ10K_DOGE_2024_5M:2;FOLLOW_EQ10K_KAS_2024_5M:2;SOL_10K_A:2;BTC_1H_C:1;BTC_FIELD_QUIET_04:1;BTC_SHIFT_2025_15M_16000_17000:1;BTC_SHIFT_2025_1H_4000_5000:1,xrp:8;doge:5;sol:4;shift:2;stress:2;other:2;btc:1;quiet:1,0.243784,0.169325,0.092152,0.492835
dio_mcm_episode_0v3gsdo,nebenrolle,nebenrolle,22,24,2,15,16,1,REAL_TIME_2023_SOL_ALTSEQ_A,REAL_TIME_2023_SOL_ALTSEQ_A:3;BTC_STRESS_2025_5M:2;FOLLOW_EQ10K_DOGE_2024_5M:2;FOLLOW_EQ10K_KAS_2024_5M:2;FOLLOW_EQ10K_XRP_2024_5M:2;REAL_FOLLOW_XRP_6000:2;REAL_TIME_2024_BTC_5M:2;BTC_10K_A:1;BTC_FIELD_QUIET_02:1;FOLLOW_XRP_2024_5M_2000:1,xrp:6;sol:5;btc:4;quiet:2;stress:2;doge:2;other:2;paxg:1,0.253721,0.11935,0.071081,0.495716
dio_mcm_episode_0vnrnvb,nebenrolle,nebenrolle,22,24,2,14,15,1,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M:4;FOLLOW_EQ10K_XRP_2024_5M:3;REAL_FOLLOW_XRP_6000:3;FOLLOW_EQ10K_DOGE_2024_5M:2;FOLLOW_EQ10K_KAS_2024_5M:2;BTC_10K_A:1;BTC_1H_A:1;BTC_LONG_2025_5M_QUIET:1;DOGE_1H_B:1;FOLLOW_DOGE_2024_5M_2000:1,xrp:6;stress:4;doge:4;quiet:3;btc:2;other:2;sol:2;paxg:1,0.245694,0.171295,0.071434,0.502233
dio_mcm_episode_0f9q533,nebenrolle,nebenrolle,17,19,2,7,8,1,FOLLOW_DOGE_2024_5M_2000,FOLLOW_DOGE_2024_5M_2000:3;FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_PAXG_2024_5M_2000:3;REAL_TIME_2024_PAXG:3;FOLLOW_EQ10K_KAS_2024_5M:2;FOLLOW_EQ10K_PAXG_2024_5M:2;REAL_FOLLOW_SOL_6000:2;BTC_10K_A:1,paxg:8;doge:6;other:2;sol:2;btc:1,0.165589,0.040436,0.116838,0.582203
dio_mcm_episode_0wo0tz1,breite_grundrolle,breite_grundrolle,4718,4719,1,28,29,1,BTC_FIELD_QUIET_03,BTC_FIELD_QUIET_03:442;BTC_STRESS_2025_5M:419;BTC_STRESS_2024_5M:401;XRP_1H_A:330;FOLLOW_PAXG_2024_5M_2000:327;REAL_TIME_2024_PAXG:327;BTC_10K_A:313;BTC_LONG_2024_5M_QUIET:289;REAL_FOLLOW_DOGE_6000:245;BTC_SHIFT_2025_15M_16000_17000:221,stress:820;quiet:783;paxg:777;btc:692;doge:690;xrp:510;shift:439;sol:7;other:1,0.806388,0.767824,0.125483,0.062941
dio_mcm_episode_1c8zokt,nebenrolle,nebenrolle,99,100,1,8,9,1,REAL_FOLLOW_DOGE_6000,REAL_FOLLOW_DOGE_6000:33;REAL_FOLLOW_XRP_6000:23;REAL_FOLLOW_SOL_6000:20;FOLLOW_EQ10K_XRP_2024_5M:12;FOLLOW_EQ10K_DOGE_2024_5M:7;FOLLOW_DOGE_2024_5M_2000:2;BTC_10K_A:1;FOLLOW_EQ10K_KAS_2024_5M:1;SOL_10K_A:1,doge:42;xrp:35;sol:21;btc:1;other:1,0.236515,0.056706,0.18071,0.453105
dio_mcm_episode_0tnueiv,nebenrolle,nebenrolle,46,47,1,17,18,1,DOGE_1H_B,DOGE_1H_B:8;PAXG_1846_A:6;FOLLOW_EQ10K_PAXG_2024_5M:5;REAL_FOLLOW_PAXG_6000:4;DOGE_1H_A:3;QUIET_NEAR_BTC_FIELD_01:3;REAL_FOLLOW_BTC_6000:3;BTC_1H_A:2;BTC_STRESS_2024_5M:2;SOL_10K_A:2,paxg:16;doge:13;btc:5;quiet:4;xrp:4;stress:2;sol:2;other:1,0.297612,0.108142,0.116196,0.436389
dio_mcm_episode_0he6atw,nebenrolle,nebenrolle,32,33,1,12,13,1,BTC_LONG_2024_5M_QUIET,BTC_LONG_2024_5M_QUIET:7;FOLLOW_EQ10K_DOGE_2024_5M:5;DOGE_1H_B:4;PAXG_1846_A:4;DOGE_1H_A:3;REAL_FOLLOW_BTC_6000:3;FOLLOW_DOGE_2024_5M_2000:1;FOLLOW_EQ10K_KAS_2024_5M:1;FOLLOW_EQ10K_PAXG_2024_5M:1;PAXG_1H_A:1,doge:14;quiet:7;paxg:7;btc:3;other:1;sol:1,0.232933,0.056901,0.134832,0.494211
dio_mcm_episode_09ugoh7,nebenrolle,nebenrolle,28,29,1,11,12,1,SOL_10K_A,SOL_10K_A:6;BTC_10K_A:3;BTC_FIELD_QUIET_02:3;BTC_STRESS_2025_5M:3;REAL_FOLLOW_SOL_6000:3;BTC_LONG_2025_5M_QUIET:2;FOLLOW_EQ10K_DOGE_2024_5M:2;FOLLOW_KAS_2024_5M_2000:2;QUIET_NEAR_BTC_1869:2;FOLLOW_EQ10K_KAS_2024_5M:1,sol:9;quiet:7;btc:3;stress:3;other:3;doge:2;xrp:2,0.231689,0.124998,0.095565,0.511413
dio_mcm_episode_1foqdcq,nebenrolle,nebenrolle,24,25,1,15,16,1,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M:5;FOLLOW_DOGE_2024_5M_2000:2;FOLLOW_EQ10K_PAXG_2024_5M:2;REAL_FOLLOW_BTC_6000:2;REAL_TIME_2024_SOL_ALTSEQ_A:2;SOL_10K_A:2;BTC_LONG_2024_5M_QUIET:1;DOGE_1H_B:1;FOLLOW_EQ10K_KAS_2024_5M:1;FOLLOW_PAXG_2024_5M_2000:1,xrp:7;paxg:5;sol:5;doge:3;quiet:2;btc:2;other:1,0.248376,0.064207,0.080633,0.492835
dio_mcm_episode_1200bb0,nebenrolle,nebenrolle,20,21,1,17,18,1,REAL_FOLLOW_SOL_6000,REAL_FOLLOW_SOL_6000:3;REAL_TIME_2023_SOL_ALTSEQ_A:2;BTC_1H_A:1;BTC_1H_B:1;BTC_1H_C:1;BTC_LONG_2024_5M_QUIET:1;BTC_SHIFT_2025_15M_16000_17000:1;BTC_SHIFT_2025_1H_4000_5000:1;DOGE_1H_A:1;FOLLOW_EQ10K_KAS_2024_5M:1,sol:7;btc:3;shift:2;doge:2;other:2;xrp:2;paxg:2;quiet:1,0.250079,0.126278,0.089969,0.493245
dio_mcm_episode_1qmlwcr,nebenrolle,nebenrolle,19,20,1,11,12,1,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M:4;FOLLOW_EQ10K_XRP_2024_5M:3;REAL_FOLLOW_XRP_6000:3;PAXG_1846_A:2;BTC_10K_A:1;BTC_FIELD_QUIET_02:1;BTC_LONG_2024_5M_QUIET:1;BTC_STRESS_2025_5M:1;FOLLOW_DOGE_2024_5M_2000:1;FOLLOW_EQ10K_KAS_2024_5M:1,paxg:6;xrp:6;quiet:3;btc:1;stress:1;doge:1;other:1;sol:1,0.198322,0.077215,0.082186,0.537635
