preview_symbol,old_role,new_role,old_count,new_count,count_delta,old_world_count,new_world_count,world_count_delta,top_world,top_world_share,top_worlds,milieu_counts,grundrolle_score,uebergangsrolle_score,milieurolle_score,nebenrolle_score
dio_mcm_episode_0vidg3n,nebenrolle,nebenrolle,17,35,18,7,9,2,FOLLOW_EQ10K_XRP_2024_5M,0.342857,FOLLOW_EQ10K_XRP_2024_5M:12;FOLLOW_EQ10K_PAXG_2024_5M:6;BTC_LONG_2024_5M_QUIET:3;FOLLOW_XRP_2024_5M_2000:3;REAL_FOLLOW_BTC_6000:3;REAL_FOLLOW_XRP_6000:3;REAL_TIME_2024_XRP:3;PAXG_1846_A:1;REAL_TIME_2024_SOL_ALTSEQ_A:1,xrp:21;paxg:7;quiet:3;btc:3;sol:1,0.181631,0.043759,0.199306,0.527194
dio_mcm_episode_1xppyx0,neu,nebenrolle,0,17,17,0,11,11,FOLLOW_EQ10K_XRP_2024_5M,0.235294,FOLLOW_EQ10K_XRP_2024_5M:4;FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_DOGE_2024_5M_2000:2;BTC_SHIFT_2025_15M_16000_17000:1;BTC_STRESS_2025_5M:1;FOLLOW_EQ10K_PAXG_2024_5M:1;QUIET_NEAR_PAXG2024_1H:1;REAL_FOLLOW_BTC_6000:1;REAL_FOLLOW_SOL_6000:1;REAL_TIME_2024_BTC_5M:1,doge:5;xrp:4;btc:2;sol:2;shift:1;stress:1;paxg:1;quiet:1,0.184516,0.107958,0.076703,0.557892
dio_mcm_episode_1o136gs,neu,nebenrolle,0,17,17,0,8,8,FOLLOW_EQ10K_DOGE_2024_5M,0.176471,FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_EQ10K_XRP_2024_5M:3;BTC_1H_A:2;BTC_SHIFT_2025_15M_16000_17000:2;BTC_STRESS_2024_5M:2;REAL_FOLLOW_DOGE_6000:2;REAL_TIME_2024_BTC_5M:2;REAL_TIME_2023_SOL_ALTSEQ_A:1,doge:5;btc:4;xrp:3;shift:2;stress:2;sol:1,0.167051,0.147405,0.078532,0.590052
dio_mcm_episode_0f9q533,neu,nebenrolle,0,17,17,0,7,7,FOLLOW_DOGE_2024_5M_2000,0.176471,FOLLOW_DOGE_2024_5M_2000:3;FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_PAXG_2024_5M_2000:3;REAL_TIME_2024_PAXG:3;FOLLOW_EQ10K_PAXG_2024_5M:2;REAL_FOLLOW_SOL_6000:2;BTC_10K_A:1,paxg:8;doge:6;sol:2;btc:1,0.146259,0.03553,0.126878,0.603537
dio_mcm_episode_0xg0gjh,nebenrolle,breite_grundrolle,48,65,17,24,27,3,FOLLOW_EQ10K_XRP_2024_5M,0.153846,FOLLOW_EQ10K_XRP_2024_5M:10;FOLLOW_EQ10K_PAXG_2024_5M:4;REAL_FOLLOW_SOL_6000:4;REAL_TIME_2023_SOL_ALTSEQ_A:4;REAL_TIME_2024_BTC_5M:4;FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_XRP_2024_5M_2000:3;SOL_10K_A:3;BTC_10K_A:2;BTC_1H_A:2,xrp:17;sol:13;btc:11;doge:9;paxg:9;quiet:3;shift:2;stress:1,0.38134,0.142783,0.093737,0.372559
dio_mcm_episode_1fypz1p,neu,nebenrolle,0,15,15,0,12,12,FOLLOW_EQ10K_PAXG_2024_5M,0.2,FOLLOW_EQ10K_PAXG_2024_5M:3;FOLLOW_EQ10K_XRP_2024_5M:2;BTC_10K_A:1;BTC_LONG_2024_5M_QUIET:1;BTC_STRESS_2025_5M:1;FOLLOW_EQ10K_DOGE_2024_5M:1;FOLLOW_XRP_2024_5M_2000:1;PAXG_1846_A:1;QUIET_NEAR_BTC_FIELD_01:1;REAL_FOLLOW_BTC_6000:1,xrp:5;paxg:4;btc:2;quiet:2;stress:1;doge:1,0.185541,0.081294,0.082548,0.557938
dio_mcm_episode_1xngm0j,neu,nebenrolle,0,15,15,0,9,9,FOLLOW_EQ10K_DOGE_2024_5M,0.333333,FOLLOW_EQ10K_DOGE_2024_5M:5;FOLLOW_XRP_2024_5M_2000:2;REAL_TIME_2024_XRP:2;BTC_STRESS_2024_5M:1;FOLLOW_EQ10K_XRP_2024_5M:1;REAL_FOLLOW_DOGE_6000:1;REAL_FOLLOW_XRP_6000:1;REAL_TIME_2023_SOL_ALTSEQ_A:1;REAL_TIME_2024_SOL_ALTSEQ_A:1,doge:6;xrp:6;sol:2;stress:1,0.151327,0.069566,0.101205,0.58699
dio_mcm_episode_19ljsne,neu,nebenrolle,0,15,15,0,8,8,FOLLOW_EQ10K_DOGE_2024_5M,0.266667,FOLLOW_EQ10K_DOGE_2024_5M:4;FOLLOW_EQ10K_XRP_2024_5M:4;REAL_FOLLOW_SOL_6000:2;BTC_10K_A:1;BTC_STRESS_2024_5M:1;FOLLOW_EQ10K_PAXG_2024_5M:1;FOLLOW_XRP_2024_5M_2000:1;REAL_TIME_2024_XRP:1,xrp:6;doge:4;sol:2;btc:1;stress:1;paxg:1,0.14706,0.065868,0.102085,0.598885
dio_mcm_episode_1y7uo9c,nebenrolle,nebenrolle,30,45,15,18,20,2,FOLLOW_EQ10K_XRP_2024_5M,0.177778,FOLLOW_EQ10K_XRP_2024_5M:8;FOLLOW_EQ10K_DOGE_2024_5M:7;REAL_FOLLOW_DOGE_6000:4;BTC_SHIFT_2025_15M_16000_17000:3;REAL_FOLLOW_BTC_6000:3;REAL_TIME_2023_SOL_ALTSEQ_A:3;REAL_TIME_2024_BTC_5M:3;XRP_1H_A:2;BTC_10K_A:1;BTC_1H_A:1,xrp:13;doge:12;btc:9;sol:5;shift:4;stress:1;quiet:1,0.308096,0.171529,0.096693,0.428818
dio_mcm_episode_0wgvtdq,nebenrolle,nebenrolle,18,32,14,9,11,2,FOLLOW_EQ10K_DOGE_2024_5M,0.21875,FOLLOW_EQ10K_DOGE_2024_5M:7;FOLLOW_EQ10K_XRP_2024_5M:7;REAL_FOLLOW_SOL_6000:5;QUIET_NEAR_PAXG2024_1H:2;REAL_FOLLOW_DOGE_6000:2;REAL_FOLLOW_XRP_6000:2;REAL_TIME_2023_SOL_ALTSEQ_A:2;REAL_TIME_2024_BTC_5M:2;FOLLOW_XRP_2024_5M_2000:1;REAL_TIME_2024_XRP:1,xrp:11;doge:9;sol:8;quiet:2;btc:2,0.224604,0.057304,0.10966,0.513253
dio_mcm_episode_1xol2nw,neu,nebenrolle,0,13,13,0,9,9,FOLLOW_EQ10K_DOGE_2024_5M,0.230769,FOLLOW_EQ10K_DOGE_2024_5M:3;BTC_FIELD_QUIET_03:2;REAL_FOLLOW_PAXG_6000:2;BTC_10K_A:1;FOLLOW_EQ10K_XRP_2024_5M:1;FOLLOW_XRP_2024_5M_2000:1;QUIET_NEAR_PAXG2024_1H:1;REAL_FOLLOW_DOGE_6000:1;REAL_TIME_2023_SOL_ALTSEQ_A:1,doge:4;quiet:3;xrp:2;paxg:2;btc:1;sol:1,0.156309,0.041179,0.073736,0.597089
dio_mcm_episode_1ymlx26,neu,nebenrolle,0,13,13,0,9,9,FOLLOW_PAXG_2024_5M_2000,0.230769,FOLLOW_PAXG_2024_5M_2000:3;REAL_TIME_2024_PAXG:3;BTC_10K_A:1;FOLLOW_EQ10K_DOGE_2024_5M:1;FOLLOW_EQ10K_XRP_2024_5M:1;REAL_FOLLOW_DOGE_6000:1;REAL_FOLLOW_PAXG_6000:1;REAL_FOLLOW_SOL_6000:1;SOL_10K_A:1,paxg:7;doge:2;sol:2;btc:1;xrp:1,0.145348,0.035759,0.129039,0.597089
dio_mcm_episode_0f95qzt,neu,nebenrolle,0,13,13,0,8,8,REAL_FOLLOW_SOL_6000,0.230769,REAL_FOLLOW_SOL_6000:3;FOLLOW_EQ10K_DOGE_2024_5M:2;REAL_FOLLOW_BTC_6000:2;REAL_FOLLOW_XRP_6000:2;BTC_10K_A:1;FOLLOW_EQ10K_PAXG_2024_5M:1;REAL_FOLLOW_DOGE_6000:1;SOL_10K_A:1,sol:4;btc:3;doge:3;xrp:2;paxg:1,0.149148,0.039574,0.074377,0.608984
dio_mcm_episode_0s2q227,nebenrolle,nebenrolle,12,25,13,8,10,2,FOLLOW_EQ10K_XRP_2024_5M,0.44,FOLLOW_EQ10K_XRP_2024_5M:11;FOLLOW_DOGE_2024_5M_2000:3;FOLLOW_EQ10K_DOGE_2024_5M:2;REAL_FOLLOW_SOL_6000:2;REAL_TIME_2024_BTC_5M:2;BTC_10K_A:1;FOLLOW_XRP_2024_5M_2000:1;QUIET_NEAR_PAXG2024_1H:1;REAL_FOLLOW_XRP_6000:1;REAL_TIME_2023_SOL_ALTSEQ_A:1,xrp:13;doge:5;btc:3;sol:3;quiet:1,0.175633,0.046871,0.155169,0.5403
dio_mcm_episode_1rzvh02,nebenrolle,nebenrolle,114,127,13,8,9,1,BTC_STRESS_2025_5M,0.354331,BTC_STRESS_2025_5M:45;BTC_10K_A:20;SOL_10K_A:14;FOLLOW_EQ10K_PAXG_2024_5M:13;FOLLOW_XRP_2024_5M_2000:11;REAL_TIME_2024_XRP:11;BTC_LONG_2025_5M_QUIET:5;QUIET_NEAR_BTC_1869:5;BTC_FIELD_QUIET_02:3,stress:45;xrp:22;btc:20;sol:14;quiet:13;paxg:13,0.281365,0.333445,0.160368,0.436237
dio_mcm_episode_0whyn34,nebenrolle,nebenrolle,30,42,12,18,21,3,FOLLOW_EQ10K_DOGE_2024_5M,0.166667,FOLLOW_EQ10K_DOGE_2024_5M:7;FOLLOW_DOGE_2024_5M_2000:3;FOLLOW_EQ10K_XRP_2024_5M:3;QUIET_NEAR_PAXG2025_1H:3;REAL_FOLLOW_DOGE_6000:3;REAL_FOLLOW_SOL_6000:3;SOL_10K_A:3;FOLLOW_EQ10K_PAXG_2024_5M:2;REAL_TIME_2024_BTC_5M:2;XRP_1H_A:2,doge:13;xrp:8;sol:7;quiet:5;paxg:4;btc:3;stress:1;other:1,0.312772,0.098428,0.101333,0.42876
dio_mcm_episode_1ttt3xj,neu,nebenrolle,0,10,10,0,10,10,BTC_FIELD_QUIET_05,0.1,BTC_FIELD_QUIET_05:1;BTC_LONG_2024_5M_QUIET:1;BTC_SHIFT_2025_15M_16000_17000:1;BTC_STRESS_2025_5M:1;FOLLOW_EQ10K_DOGE_2024_5M:1;FOLLOW_EQ10K_PAXG_2024_5M:1;FOLLOW_PAXG_2024_5M_2000:1;PAXG_1H_A:1;REAL_TIME_2023_SOL_ALTSEQ_A:1;REAL_TIME_2024_PAXG:1,paxg:4;quiet:2;shift:1;stress:1;doge:1;sol:1,0.151313,0.117025,0.085384,0.604965
dio_mcm_episode_1xlv7yw,nebenrolle,nebenrolle,18,28,10,8,11,3,FOLLOW_EQ10K_PAXG_2024_5M,0.214286,FOLLOW_EQ10K_PAXG_2024_5M:6;BTC_LONG_2024_5M_QUIET:3;FOLLOW_EQ10K_XRP_2024_5M:3;FOLLOW_XRP_2024_5M_2000:3;REAL_FOLLOW_XRP_6000:3;REAL_TIME_2024_XRP:3;PAXG_1846_A:2;REAL_FOLLOW_BTC_6000:2;BTC_STRESS_2025_5M:1;FOLLOW_EQ10K_DOGE_2024_5M:1,xrp:12;paxg:8;quiet:3;btc:2;stress:1;doge:1;sol:1,0.202747,0.069885,0.131451,0.522677
dio_mcm_episode_12a9dhw,nebenrolle,nebenrolle,11,21,10,9,11,2,FOLLOW_EQ10K_DOGE_2024_5M,0.238095,FOLLOW_EQ10K_DOGE_2024_5M:5;FOLLOW_EQ10K_XRP_2024_5M:5;FOLLOW_PAXG_2024_5M_2000:2;REAL_TIME_2024_PAXG:2;BTC_1H_C:1;BTC_SHIFT_2025_1H_4000_5000:1;BTC_SHIFT_2025_30M_10000_11000:1;FOLLOW_DOGE_2024_5M_2000:1;REAL_FOLLOW_SOL_6000:1;REAL_TIME_2024_SOL_ALTSEQ_A:1,doge:6;xrp:6;paxg:4;shift:2;sol:2;btc:1,0.198889,0.104117,0.080068,0.542979
dio_mcm_episode_1xdh0bk,nebenrolle,nebenrolle,15,24,9,9,12,3,FOLLOW_EQ10K_DOGE_2024_5M,0.208333,FOLLOW_EQ10K_DOGE_2024_5M:5;FOLLOW_EQ10K_XRP_2024_5M:3;QUIET_NEAR_PAXG2024_1H:3;BTC_STRESS_2024_5M:2;REAL_FOLLOW_SOL_6000:2;REAL_FOLLOW_XRP_6000:2;REAL_TIME_2024_SOL_ALTSEQ_A:2;FOLLOW_EQ10K_PAXG_2024_5M:1;FOLLOW_XRP_2024_5M_2000:1;REAL_FOLLOW_DOGE_6000:1,xrp:8;doge:6;sol:4;quiet:3;stress:2;paxg:1,0.216622,0.105085,0.096875,0.524768
dio_mcm_episode_0x60uui,nebenrolle,nebenrolle,37,46,9,21,23,2,FOLLOW_XRP_2024_5M_2000,0.130435,FOLLOW_XRP_2024_5M_2000:6;FOLLOW_EQ10K_XRP_2024_5M:5;FOLLOW_EQ10K_DOGE_2024_5M:4;REAL_TIME_2024_XRP:3;BTC_FIELD_QUIET_05:2;BTC_STRESS_2024_5M:2;FOLLOW_DOGE_2024_5M_2000:2;PAXG_1846_A:2;REAL_FOLLOW_DOGE_6000:2;REAL_FOLLOW_PAXG_6000:2,xrp:16;doge:8;quiet:6;paxg:6;sol:5;btc:2;stress:2;shift:1,0.332383,0.140249,0.115809,0.413153
dio_mcm_episode_1iwpq62,nebenrolle,nebenrolle,69,78,9,13,14,1,BTC_STRESS_2024_5M,0.115385,BTC_STRESS_2024_5M:9;FOLLOW_EQ10K_XRP_2024_5M:9;BTC_FIELD_QUIET_04:8;FOLLOW_XRP_2024_5M_2000:8;REAL_TIME_2024_XRP:8;BTC_FIELD_QUIET_05:7;FOLLOW_PAXG_2024_5M_2000:7;REAL_TIME_2024_PAXG:7;BTC_STRESS_2025_5M:6;REAL_FOLLOW_PAXG_6000:4,xrp:25;quiet:18;paxg:18;stress:15;btc:2,0.327104,0.247508,0.126212,0.42602
dio_mcm_episode_0nu3wih,breite_grundrolle,breite_grundrolle,2911,2919,8,19,20,1,QUIET_NEAR_PAXG2025_1H,0.239466,QUIET_NEAR_PAXG2025_1H:699;FOLLOW_KAS_2024_5M_2000:449;QUIET_NEAR_BTC_FIELD_01:432;SOL_10K_A:406;REAL_TIME_2024_SOL_ALTSEQ_A:219;XRP_1H_A:161;BTC_SHIFT_2025_30M_10000_11000:155;BTC_1H_B:88;BTC_STRESS_2024_5M:67;DOGE_1H_B:64,quiet:1213;sol:649;other:449;xrp:169;shift:155;doge:118;btc:96;stress:70,0.606222,0.286124,0.291539,0.134364
dio_mcm_episode_08621v5,nebenrolle,nebenrolle,18,25,7,10,13,3,FOLLOW_EQ10K_DOGE_2024_5M,0.16,FOLLOW_EQ10K_DOGE_2024_5M:4;FOLLOW_KAS_2024_5M_2000:3;SOL_10K_A:3;BTC_FIELD_QUIET_05:2;FOLLOW_EQ10K_XRP_2024_5M:2;FOLLOW_XRP_2024_5M_2000:2;REAL_FOLLOW_SOL_6000:2;REAL_TIME_2024_XRP:2;BTC_FIELD_QUIET_02:1;BTC_LONG_2025_5M_QUIET:1,xrp:6;sol:6;quiet:5;doge:4;other:3;paxg:1,0.236037,0.060748,0.07022,0.513804
dio_mcm_episode_1ole1yf,nebenrolle,nebenrolle,24,31,7,13,15,2,FOLLOW_EQ10K_XRP_2024_5M,0.16129,FOLLOW_EQ10K_XRP_2024_5M:5;BTC_1H_A:3;BTC_1H_C:3;BTC_SHIFT_2025_1H_4000_5000:3;REAL_FOLLOW_XRP_6000:3;BTC_FIELD_QUIET_05:2;FOLLOW_EQ10K_DOGE_2024_5M:2;REAL_FOLLOW_DOGE_6000:2;REAL_FOLLOW_SOL_6000:2;BTC_FIELD_QUIET_03:1,xrp:9;btc:6;shift:5;doge:5;quiet:3;sol:2;paxg:1,0.261922,0.179361,0.089637,0.484171
dio_mcm_episode_1foqdcq,nebenrolle,nebenrolle,17,24,7,13,15,2,FOLLOW_EQ10K_XRP_2024_5M,0.208333,FOLLOW_EQ10K_XRP_2024_5M:5;FOLLOW_DOGE_2024_5M_2000:2;FOLLOW_EQ10K_PAXG_2024_5M:2;REAL_FOLLOW_BTC_6000:2;REAL_TIME_2024_SOL_ALTSEQ_A:2;SOL_10K_A:2;BTC_LONG_2024_5M_QUIET:1;DOGE_1H_B:1;FOLLOW_PAXG_2024_5M_2000:1;FOLLOW_XRP_2024_5M_2000:1,xrp:7;paxg:5;sol:5;doge:3;quiet:2;btc:2,0.241923,0.063465,0.08334,0.502233
dio_mcm_episode_0uie72q,nebenrolle,nebenrolle,16,23,7,13,15,2,FOLLOW_EQ10K_XRP_2024_5M,0.217391,FOLLOW_EQ10K_XRP_2024_5M:5;BTC_STRESS_2025_5M:2;FOLLOW_DOGE_2024_5M_2000:2;FOLLOW_EQ10K_DOGE_2024_5M:2;SOL_10K_A:2;BTC_1H_C:1;BTC_FIELD_QUIET_04:1;BTC_SHIFT_2025_15M_16000_17000:1;BTC_SHIFT_2025_1H_4000_5000:1;DOGE_1H_B:1,xrp:8;doge:5;sol:4;shift:2;stress:2;btc:1;quiet:1,0.228732,0.16915,0.098056,0.505237
dio_mcm_episode_1qmlwcr,nebenrolle,nebenrolle,12,19,7,9,11,2,FOLLOW_EQ10K_PAXG_2024_5M,0.210526,FOLLOW_EQ10K_PAXG_2024_5M:4;FOLLOW_EQ10K_XRP_2024_5M:3;REAL_FOLLOW_XRP_6000:3;PAXG_1846_A:2;BTC_10K_A:1;BTC_FIELD_QUIET_02:1;BTC_LONG_2024_5M_QUIET:1;BTC_STRESS_2025_5M:1;FOLLOW_DOGE_2024_5M_2000:1;QUIET_NEAR_PAXG2025_1H:1,paxg:6;xrp:6;quiet:3;btc:1;stress:1;doge:1;sol:1,0.187136,0.074525,0.085587,0.550042
dio_mcm_episode_13yo8ly,nebenrolle,nebenrolle,23,29,6,10,13,3,BTC_1H_A,0.103448,BTC_1H_A:3;BTC_FIELD_QUIET_02:3;FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_KAS_2024_5M_2000:3;REAL_FOLLOW_SOL_6000:3;SOL_10K_A:3;BTC_FIELD_QUIET_05:2;BTC_STRESS_2025_5M:2;FOLLOW_EQ10K_PAXG_2024_5M:2;XRP_1H_A:2,sol:6;quiet:5;xrp:5;btc:3;doge:3;other:3;stress:2;paxg:2,0.255648,0.110009,0.063325,0.50333
dio_mcm_episode_17i3weh,nebenrolle,nebenrolle,19,25,6,7,10,3,BTC_LONG_2024_5M_QUIET,0.28,BTC_LONG_2024_5M_QUIET:7;SOL_10K_A:5;FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_EQ10K_PAXG_2024_5M:2;PAXG_1846_A:2;REAL_FOLLOW_BTC_6000:2;DOGE_1H_A:1;FOLLOW_DOGE_2024_5M_2000:1;FOLLOW_EQ10K_XRP_2024_5M:1;REAL_FOLLOW_PAXG_6000:1,quiet:7;doge:5;paxg:5;sol:5;btc:2;xrp:1,0.200511,0.05355,0.083553,0.5403
dio_mcm_episode_0tnueiv,nebenrolle,nebenrolle,40,46,6,15,17,2,DOGE_1H_B,0.173913,DOGE_1H_B:8;PAXG_1846_A:6;FOLLOW_EQ10K_PAXG_2024_5M:5;REAL_FOLLOW_PAXG_6000:4;DOGE_1H_A:3;QUIET_NEAR_BTC_FIELD_01:3;REAL_FOLLOW_BTC_6000:3;BTC_1H_A:2;BTC_STRESS_2024_5M:2;SOL_10K_A:2,paxg:16;doge:13;btc:5;quiet:4;xrp:4;stress:2;sol:2,0.293626,0.108068,0.118584,0.443679
dio_mcm_episode_0g2f7e4,nebenrolle,nebenrolle,34,40,6,17,19,2,BTC_FIELD_QUIET_02,0.075,BTC_FIELD_QUIET_02:3;BTC_FIELD_QUIET_04:3;BTC_FIELD_QUIET_05:3;BTC_LONG_2024_5M_QUIET:3;BTC_STRESS_2025_5M:3;FOLLOW_EQ10K_DOGE_2024_5M:3;FOLLOW_EQ10K_XRP_2024_5M:3;REAL_FOLLOW_XRP_6000:3;BTC_10K_A:2;BTC_1H_B:2,quiet:16;xrp:7;btc:4;stress:4;doge:4;paxg:4;shift:1,0.306886,0.175734,0.130262,0.44231
dio_mcm_episode_0he6atw,nebenrolle,nebenrolle,26,32,6,10,12,2,BTC_LONG_2024_5M_QUIET,0.21875,BTC_LONG_2024_5M_QUIET:7;FOLLOW_EQ10K_DOGE_2024_5M:5;DOGE_1H_B:4;PAXG_1846_A:4;DOGE_1H_A:3;REAL_FOLLOW_BTC_6000:3;FOLLOW_DOGE_2024_5M_2000:1;FOLLOW_EQ10K_PAXG_2024_5M:1;PAXG_1H_A:1;REAL_FOLLOW_DOGE_6000:1,doge:14;quiet:7;paxg:7;btc:3;sol:1,0.227631,0.056862,0.138658,0.504466
dio_mcm_episode_0zm713b,nebenrolle,nebenrolle,16,21,5,10,13,3,REAL_FOLLOW_XRP_6000,0.190476,REAL_FOLLOW_XRP_6000:4;FOLLOW_EQ10K_XRP_2024_5M:3;REAL_FOLLOW_DOGE_6000:3;REAL_TIME_2023_SOL_ALTSEQ_A:2;BTC_1H_B:1;BTC_FIELD_QUIET_03:1;BTC_SHIFT_2025_15M_16000_17000:1;BTC_STRESS_2024_5M:1;FOLLOW_EQ10K_DOGE_2024_5M:1;FOLLOW_EQ10K_PAXG_2024_5M:1,xrp:7;doge:4;sol:3;btc:2;paxg:2;quiet:1;shift:1;stress:1,0.214043,0.110119,0.092245,0.526109
dio_mcm_episode_0xsyn4p,nebenrolle,nebenrolle,13,18,5,8,11,3,SOL_10K_A,0.166667,SOL_10K_A:3;BTC_10K_A:2;FOLLOW_DOGE_2024_5M_2000:2;FOLLOW_EQ10K_DOGE_2024_5M:2;FOLLOW_EQ10K_XRP_2024_5M:2;REAL_FOLLOW_SOL_6000:2;BTC_1H_A:1;FOLLOW_EQ10K_PAXG_2024_5M:1;REAL_FOLLOW_DOGE_6000:1;REAL_TIME_2024_BTC_5M:1,sol:6;doge:5;btc:4;xrp:2;paxg:1,0.194087,0.049274,0.088683,0.553858
dio_mcm_episode_13e4mrt,nebenrolle,nebenrolle,11,16,5,9,12,3,REAL_FOLLOW_SOL_6000,0.1875,REAL_FOLLOW_SOL_6000:3;FOLLOW_EQ10K_DOGE_2024_5M:2;FOLLOW_EQ10K_XRP_2024_5M:2;BTC_1H_A:1;BTC_1H_B:1;FOLLOW_DOGE_2024_5M_2000:1;FOLLOW_EQ10K_PAXG_2024_5M:1;FOLLOW_XRP_2024_5M_2000:1;QUIET_NEAR_PAXG2024_1H:1;REAL_TIME_2024_SOL_ALTSEQ_A:1,xrp:5;sol:4;doge:3;btc:2;paxg:1;quiet:1,0.191685,0.049101,0.079233,0.553383
dio_mcm_episode_0usdsrp,nebenrolle,nebenrolle,24,29,5,18,20,2,FOLLOW_EQ10K_XRP_2024_5M,0.103448,FOLLOW_EQ10K_XRP_2024_5M:3;REAL_FOLLOW_BTC_6000:3;DOGE_1H_B:2;FOLLOW_DOGE_2024_5M_2000:2;FOLLOW_EQ10K_DOGE_2024_5M:2;REAL_FOLLOW_DOGE_6000:2;REAL_FOLLOW_XRP_6000:2;BTC_10K_A:1;BTC_LONG_2025_5M_QUIET:1;BTC_STRESS_2024_5M:1,doge:9;xrp:7;btc:5;quiet:2;stress:2;sol:2;other:1;paxg:1,0.281646,0.120497,0.091885,0.459825
dio_mcm_episode_084fgkp,nebenrolle,nebenrolle,21,26,5,13,15,2,BTC_FIELD_QUIET_03,0.115385,BTC_FIELD_QUIET_03:3;FOLLOW_EQ10K_XRP_2024_5M:3;QUIET_NEAR_BTC_FIELD_01:3;BTC_FIELD_QUIET_05:2;FOLLOW_EQ10K_DOGE_2024_5M:2;REAL_FOLLOW_DOGE_6000:2;REAL_FOLLOW_PAXG_6000:2;REAL_TIME_2023_SOL_ALTSEQ_A:2;BTC_10K_A:1;BTC_1H_C:1,quiet:8;btc:4;doge:4;xrp:4;paxg:2;sol:2;shift:1;stress:1,0.250678,0.113231,0.090133,0.496584
dio_mcm_episode_0vnrnvb,nebenrolle,nebenrolle,17,22,5,12,14,2,BTC_STRESS_2025_5M,0.181818,BTC_STRESS_2025_5M:4;FOLLOW_EQ10K_XRP_2024_5M:3;REAL_FOLLOW_XRP_6000:3;FOLLOW_EQ10K_DOGE_2024_5M:2;BTC_10K_A:1;BTC_1H_A:1;BTC_LONG_2025_5M_QUIET:1;DOGE_1H_B:1;FOLLOW_DOGE_2024_5M_2000:1;PAXG_1H_A:1,xrp:6;stress:4;doge:4;quiet:3;btc:2;sol:2;paxg:1,0.23094,0.171349,0.076196,0.515341
dio_mcm_episode_0v3gsdo,nebenrolle,nebenrolle,18,22,4,13,15,2,REAL_TIME_2023_SOL_ALTSEQ_A,0.136364,REAL_TIME_2023_SOL_ALTSEQ_A:3;BTC_STRESS_2025_5M:2;FOLLOW_EQ10K_DOGE_2024_5M:2;FOLLOW_EQ10K_XRP_2024_5M:2;REAL_FOLLOW_XRP_6000:2;REAL_TIME_2024_BTC_5M:2;BTC_10K_A:1;BTC_FIELD_QUIET_02:1;FOLLOW_XRP_2024_5M_2000:1;PAXG_1H_A:1,xrp:6;sol:5;btc:4;quiet:2;stress:2;doge:2;paxg:1,0.239103,0.117706,0.075795,0.508374
dio_mcm_episode_1r085q1,nebenrolle,nebenrolle,13,17,4,10,12,2,FOLLOW_EQ10K_DOGE_2024_5M,0.117647,FOLLOW_EQ10K_DOGE_2024_5M:2;FOLLOW_EQ10K_XRP_2024_5M:2;REAL_TIME_2023_SOL_ALTSEQ_A:2;REAL_TIME_2024_BTC_5M:2;REAL_TIME_2024_SOL_ALTSEQ_A:2;BTC_STRESS_2024_5M:1;FOLLOW_XRP_2024_5M_2000:1;QUIET_NEAR_PAXG2024_1H:1;REAL_FOLLOW_BTC_6000:1;REAL_FOLLOW_DOGE_6000:1,xrp:5;sol:4;doge:3;btc:3;stress:1;quiet:1,0.202007,0.081788,0.076203,0.549105
dio_mcm_episode_12fuh1y,nebenrolle,nebenrolle,24,27,3,15,17,2,SOL_10K_A,0.111111,SOL_10K_A:3;BTC_FIELD_QUIET_02:2;BTC_LONG_2024_5M_QUIET:2;BTC_STRESS_2025_5M:2;FOLLOW_DOGE_2024_5M_2000:2;FOLLOW_EQ10K_XRP_2024_5M:2;PAXG_1846_A:2;QUIET_NEAR_PAXG2025_1H:2;REAL_FOLLOW_PAXG_6000:2;BTC_10K_A:1,quiet:8;paxg:7;xrp:3;sol:3;btc:2;stress:2;doge:2,0.267737,0.118792,0.086958,0.481281
dio_mcm_episode_0iiwvci,nebenrolle,nebenrolle,18,21,3,13,15,2,BTC_10K_A,0.142857,BTC_10K_A:3;BTC_FIELD_QUIET_03:2;DOGE_1H_A:2;FOLLOW_EQ10K_DOGE_2024_5M:2;XRP_1H_A:2;BTC_FIELD_QUIET_05:1;FOLLOW_DOGE_2024_5M_2000:1;FOLLOW_EQ10K_PAXG_2024_5M:1;FOLLOW_PAXG_2024_5M_2000:1;FOLLOW_XRP_2024_5M_2000:1,doge:6;quiet:5;xrp:4;btc:3;paxg:3,0.242188,0.063048,0.078209,0.511657
dio_mcm_episode_1f9nms9,nebenrolle,nebenrolle,16,19,3,9,11,2,BTC_10K_A,0.157895,BTC_10K_A:3;BTC_FIELD_QUIET_03:2;BTC_STRESS_2024_5M:2;FOLLOW_DOGE_2024_5M_2000:2;FOLLOW_EQ10K_XRP_2024_5M:2;FOLLOW_XRP_2024_5M_2000:2;REAL_TIME_2024_XRP:2;BTC_LONG_2024_5M_QUIET:1;DOGE_1H_B:1;FOLLOW_EQ10K_DOGE_2024_5M:1,xrp:6;quiet:4;doge:4;btc:3;stress:2,0.204612,0.109082,0.085587,0.550042
