asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,row_type,worlds,avg_kernfamilien,avg_oberflaechen,avg_source_family_overlap,avg_source_kern_overlap,states,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_06er,261,3,field_stabil,71,0.012533097969991174,0.7735715915492958,0.14150728169014085,0.7447666619718311,0.8868020985915493,68,0.012003530450132392,0.7780980735294117,0.1461398382352941,0.8835527794117647,0.9553719999999999,122,0.02153954802259887,0.7802756311475411,0.14354089344262294,0.8681413360655738,0.9545043114754099,0.009006450052607695,0.1233746740937427,0.06770221288386058,0.002033611752482095,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_17ct,259,3,field_stabil,93,0.01641659311562224,0.7568804623655914,0.1660916129032258,0.7790406774193549,0.9003278924731182,87,0.015357458075904678,0.7596407356321839,0.16969467816091954,0.8931169999999999,0.9545789655172414,79,0.01394774011299435,0.7577684303797468,0.17127607594936708,0.8986353037974683,0.9613742025316455,-0.002468853002627891,0.11959462637811336,0.06104631005852734,0.0051844630461412855,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0dd2,246,3,field_stabil,90,0.01588702559576346,0.7637956444444445,0.15408715555555555,0.7625029,0.8979755111111112,58,0.010238305383936452,0.7713092068965517,0.1586830172413793,0.8857951034482759,0.9565554310344828,98,0.01730225988700565,0.771514306122449,0.1562159387755102,0.8668793775510204,0.9541911224489795,0.0014152342912421914,0.10437647755102042,0.05621561133786834,0.002128783219954661,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0pz6,235,3,field_stabil,78,0.013768755516328331,0.7668844102564102,0.15115556410256412,0.7663912692307693,0.8933333974358973,87,0.015357458075904678,0.7704353448275861,0.15536496551724138,0.8905585747126437,0.956270183908046,70,0.012358757062146893,0.7719448857142857,0.15435074285714284,0.9071597285714286,0.9640660857142858,-0.001409998454181438,0.1407684593406593,0.07073268827838841,0.003195178754578726,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_06s7,217,3,field_stabil,71,0.012533097969991174,0.7690645774647887,0.14374204225352114,0.7584317042253521,0.888848352112676,88,0.015533980582524271,0.775041534090909,0.14737061363636364,0.8882275113636364,0.9561818068181818,58,0.010240112994350282,0.7719861206896551,0.14890167241379312,0.9126923965517242,0.9663523620689655,-0.0022929849756408924,0.15426069232637207,0.07750400995628948,0.0051596301602719885,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1ewh,214,3,field_stabil,89,0.015710503089143867,0.7477222921348315,0.1681216629213483,0.7706932022471911,0.898543,70,0.01235657546337158,0.7491250142857143,0.1745344,0.8944778142857143,0.9589696857142856,55,0.00971045197740113,0.752836090909091,0.17315374545454545,0.9189186,0.9669751090909091,-0.006000051111742736,0.14822539775280896,0.06843210909090913,0.005032082533197146,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0obq,213,3,field_stabil,72,0.012709620476610768,0.7444606527777777,0.1767422638888889,0.7514575555555556,0.886525625,63,0.011120917917034422,0.7484297142857143,0.18161114285714286,0.8961362857142857,0.9563011587301586,78,0.013771186440677966,0.7489508846153846,0.17951748717948718,0.8876545128205129,0.9586756794871795,0.001061565964067198,0.13619695726495729,0.07215005448717948,0.0027752232905982888,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_00ja,204,3,field_stabil,67,0.011827007943512798,0.7352085074626865,0.17919,0.7428362835820896,0.8819770149253732,76,0.013415710503089144,0.7361565,0.1866472105263158,0.8904391842105263,0.9545636184210526,61,0.010769774011299435,0.7390516721311475,0.1854831475409836,0.8988087049180328,0.9610407213114753,-0.0010572339322133632,0.15597242133594313,0.07906370638610216,0.006293147540983618,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0oc3,204,3,field_stabil,71,0.012533097969991174,0.7354328169014085,0.1884608309859155,0.7616592816901409,0.8895133098591549,58,0.010238305383936452,0.7392137068965517,0.1946041551724138,0.896544051724138,0.9563095172413794,75,0.013241525423728813,0.73860596,0.19263448,0.8974269733333333,0.9617320666666666,0.0007084274537376388,0.13576769164319247,0.07221875680751166,0.004173649014084485,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1kpz,178,3,field_stabil,59,0.010414827890556045,0.7689447457627119,0.14229354237288136,0.7372287118644067,0.8777512033898305,69,0.012180052956751985,0.7719010144927536,0.14815079710144927,0.8974294782608696,0.9565826521739131,50,0.00882768361581921,0.77404018,0.14909758,0.9177100199999999,0.96466358,-0.0015871442747368361,0.18048130813559315,0.08691237661016948,0.006804037627118648,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1q85,177,3,field_stabil,68,0.012003530450132392,0.7449440147058823,0.17772067647058823,0.7488313676470588,0.8835045588235294,49,0.008649602824360106,0.7455504489795919,0.18562544897959182,0.9070708367346939,0.9555795714285714,60,0.01059322033898305,0.7476197166666666,0.18302003333333333,0.9062134000000001,0.9613147333333334,-0.0014103101111493412,0.15738203235294124,0.07781017450980399,0.005299356862745103,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1r55,170,3,field_stabil,45,0.00794351279788173,0.7550502000000001,0.1631002888888889,0.673641,0.8513123333333333,36,0.006354810238305384,0.7572423333333334,0.16999299999999998,0.8714555833333333,0.9451716111111111,89,0.015713276836158193,0.7586829999999999,0.16839816853932585,0.8617861348314606,0.9489303258426965,0.007769764038276464,0.18814513483146056,0.0976179925093632,0.00529787965043696,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0tay,159,3,field_stabil,62,0.010944395410414828,0.7576546129032259,0.16244888709677419,0.7417072741935483,0.8810625806451613,45,0.00794351279788173,0.7621534222222222,0.16782926666666667,0.9066418222222222,0.9577444444444445,52,0.009180790960451978,0.7618439423076923,0.16508551923076925,0.8980825961538461,0.959653423076923,-0.0017636044499628502,0.1563753219602978,0.07859084243176173,0.002636632133995065,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_09bn,155,3,field_stabil,34,0.006001765225066196,0.7659817352941177,0.14698764705882353,0.6560755294117646,0.8340505882352941,58,0.010238305383936452,0.7704193793103448,0.15484701724137934,0.8959368965517241,0.9501404482758621,63,0.011122881355932203,0.7725379365079366,0.15197850793650794,0.8935152539682539,0.957728253968254,0.0051211161308660075,0.23743972455648932,0.12367766573295991,0.004990860877684411,kernfamilie_mit_feldzeitverdichtung
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0nlj,145,3,field_stabil,46,0.008120035304501325,0.7785061521739131,0.13536576086956523,0.7045699347826088,0.8608107173913043,44,0.007766990291262136,0.7803289318181819,0.14231109090909091,0.9054204090909092,0.9548147954545455,55,0.00971045197740113,0.7824062181818182,0.1426481818181818,0.9099598,0.9623013636363636,0.001590416672899806,0.20538986521739122,0.10149064624505932,0.007282420948616586,kernfamilie_mit_feldzeitverdichtung
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0g2r,136,3,field_stabil,36,0.006354810238305384,0.74444875,0.16545308333333333,0.6558762222222222,0.8367776388888889,56,0.009885260370697264,0.751230125,0.1714540892857143,0.8868561607142856,0.9477003392857143,44,0.007768361581920904,0.7477237954545455,0.17393372727272727,0.8932231590909091,0.9564593863636364,0.0014135513436155205,0.2373469368686869,0.11968174747474747,0.008480643939393934,kernfamilie_mit_feldzeitverdichtung
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1492,135,3,field_stabil,52,0.009179170344218888,0.7763335769230769,0.13611882692307692,0.7155604038461539,0.8692509038461539,37,0.0065313327449249775,0.7773225135135136,0.14471654054054053,0.9140650810810811,0.9582066216216216,46,0.008121468926553672,0.7769645217391306,0.14440810869565218,0.9061305652173913,0.9608583913043478,-0.001057701417665216,0.1905701613712374,0.09160748745819391,0.008289281772575263,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0z9t,134,3,field_stabil,44,0.007766990291262136,0.7565717045454545,0.1625803409090909,0.6770701136363636,0.8521836818181818,34,0.006001765225066196,0.7556244705882352,0.1739285882352941,0.889054205882353,0.9496723235294118,56,0.009887005649717515,0.7583139642857143,0.17193351785714286,0.894763,0.9567244107142857,0.0021200153584553794,0.21769288636363637,0.10454072889610388,0.009353176948051961,kernfamilie_mit_feldzeitverdichtung
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1gp2,130,3,field_stabil,42,0.007413945278022948,0.7427467142857143,0.16921295238095238,0.6930118333333334,0.8521653333333334,52,0.009179170344218888,0.7494603076923076,0.17130615384615386,0.8846074038461539,0.9476528461538462,36,0.006355932203389831,0.7503139166666667,0.17233722222222222,0.8890758055555555,0.9559020833333334,-0.0010580130746331174,0.19606397222222216,0.10373674999999993,0.0031242698412698444,kernfamilie_mit_feldzeitverdichtung
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0kx9,122,3,field_stabil,34,0.006001765225066196,0.7745147647058823,0.1298086176470588,0.6463911176470588,0.8308910294117647,49,0.008649602824360106,0.7807868571428571,0.1384733469387755,0.8934209591836735,0.9510761836734694,39,0.006885593220338983,0.7812136923076923,0.14027941025641025,0.9109461282051282,0.9615248461538461,0.0008838279952727872,0.2645550105580694,0.1306338167420814,0.010470792609351437,kernfamilie_mit_feldzeitverdichtung
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_19pg,121,3,field_stabil,37,0.0065313327449249775,0.7356972972972973,0.17866675675675675,0.6800864594594594,0.8433652702702703,46,0.008120035304501325,0.7435531086956522,0.18337265217391305,0.8896361956521739,0.9494858260869564,38,0.006709039548022599,0.7416676578947369,0.18323155263157895,0.8926239210526316,0.9549850789473685,0.0001777068030976211,0.2125374615931721,0.1116198086770982,0.004564795874822197,kernfamilie_mit_feldzeitverdichtung
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_03uk,120,3,field_stabil,33,0.005825242718446602,0.7661368181818182,0.14291566666666666,0.6480659393939394,0.8334007272727272,30,0.00529567519858782,0.7727083333333333,0.15094366666666667,0.9029317333333334,0.9526454999999999,57,0.010063559322033898,0.7720086491228071,0.14968335087719298,0.8950312631578947,0.9577589824561403,0.004238316603587295,0.2469653237639553,0.12435825518341315,0.006767684210526315,kernfamilie_mit_feldzeitverdichtung
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_10dv,119,3,field_stabil,48,0.008473080317740512,0.7670500625000001,0.15425970833333333,0.7029955,0.8600472708333333,22,0.003883495145631068,0.767630909090909,0.16338309090909092,0.9059114090909091,0.9519435,49,0.008651129943502825,0.7682574285714285,0.16243883673469386,0.8981105918367347,0.9563935510204081,0.00017804962576231306,0.1951150918367347,0.0963462801870748,0.008179128401360536,anschlussfaehige_oberflaeche
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1u5i,116,3,field_stabil,36,0.006354810238305384,0.7584818611111112,0.14805380555555556,0.6768562777777778,0.8436384722222222,45,0.00794351279788173,0.7642944666666667,0.15429304444444444,0.8996133333333333,0.9532452222222222,35,0.006179378531073447,0.7657342571428571,0.15449648571428573,0.9248223142857143,0.9645942000000001,-0.00017543170723193727,0.24796603650793647,0.12095572777777786,0.006442680158730174,kernfamilie_mit_feldzeitverdichtung
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1jc2,113,3,field_stabil,40,0.00706090026478376,0.774282275,0.131828,0.6751786,0.84669205,40,0.00706090026478376,0.77921125,0.1403795,0.90728625,0.9547703249999999,33,0.005826271186440678,0.7769614545454546,0.1421618484848485,0.9215947575757576,0.9641724545454545,-0.0012346290783430821,0.24641615757575763,0.1174804045454545,0.010333848484848501,kernfamilie_mit_feldzeitverdichtung
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1tiu,110,3,field_stabil,38,0.006707855251544572,0.7672291052631579,0.14402413157894736,0.6740343421052631,0.8459978157894736,32,0.005648720211827008,0.7753405625,0.15059665625,0.907787625,0.952788125,40,0.007062146892655367,0.775802075,0.15148545,0.909493475,0.96082975,0.00035429164111079516,0.23545913289473686,0.1148319342105264,0.007461318421052632,kernfamilie_mit_feldzeitverdichtung
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_06jk,103,3,field_stabil,38,0.006707855251544572,0.7498946052631579,0.16872336842105265,0.6800613157894737,0.8445486052631579,26,0.004589585172109444,0.7532972692307692,0.17573407692307694,0.8997996153846154,0.9464624230769231,39,0.006885593220338983,0.7545896923076924,0.17590610256410255,0.9010445384615385,0.9561281794871794,0.00017773796879441087,0.22098322267206483,0.11157957422402154,0.007182734143049901,kernfamilie_mit_feldzeitverdichtung
BTC,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1cic,102,3,field_stabil,31,0.005472197705207414,0.7556098064516129,0.1552214193548387,0.6491617419354838,0.8315408064516129,33,0.005825242718446602,0.7589712727272727,0.16288969696969696,0.9048643939393939,0.9529276363636364,38,0.006709039548022599,0.758743605263158,0.1632139736842105,0.9198312631578949,0.9636159473684212,0.0012368418428151846,0.27066952122241106,0.13207514091680828,0.007992554329371793,kernfamilie_mit_feldzeitverdichtung
BTC,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_104t,1138,3,field_stabil,385,0.06796116504854369,0.7555108129870131,0.16342804935064933,0.8001015948051947,0.9295713922077923,377,0.06654898499558694,0.7571429151193634,0.1646619867374005,0.8366684403183023,0.9488978912466843,376,0.06638418079096045,0.7570586914893617,0.16449863563829786,0.8418716914893616,0.9504197872340426,-0.001576984257583236,0.04177009668416687,0.020848395026250355,0.0010705862876485284,anschlussfaehige_oberflaeche
BTC,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_155c,820,3,field_stabil,274,0.04836716681376876,0.7517582080291971,0.17125062408759126,0.7985422554744526,0.9244598905109489,258,0.04554280670785525,0.7521657403100775,0.17380053875968993,0.848934488372093,0.9497093178294573,288,0.05084745762711865,0.7529124722222222,0.17288487847222223,0.8406033472222222,0.9483166041666666,0.0024802908133498905,0.04206109174776962,0.02385671365571773,0.0016342543846309676,anschlussfaehige_oberflaeche
BTC,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0m9z,663,3,field_stabil,203,0.03583406884377758,0.7424769655172414,0.1807112709359606,0.8012762610837437,0.9207394581280788,221,0.039011473962930275,0.742923592760181,0.18369219457013575,0.855363588235294,0.9505464705882354,239,0.04219632768361582,0.7438363933054393,0.18281843933054392,0.8516648033472803,0.9508268033472803,0.006362258839838243,0.05038854226353662,0.030087345219201533,0.002107168394583331,anschlussfaehige_oberflaeche
BTC,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0l7p,630,3,field_stabil,203,0.03583406884377758,0.7642195418719212,0.15305218719211822,0.8055309802955665,0.9242833399014778,201,0.035481023830538395,0.7657151940298507,0.15348539800995026,0.8587057014925373,0.9536292189054727,226,0.039901129943502825,0.7647368407079645,0.15396203982300885,0.8597245309734513,0.9556998761061947,0.004067061099725246,0.05419355067788478,0.03141653620471685,0.0009098526308906341,anschlussfaehige_oberflaeche
BTC,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0h9h,527,3,field_stabil,190,0.03353927625772286,0.7596255578947368,0.1574005894736842,0.8040836789473684,0.9220394000000001,173,0.030538393645189763,0.7646441907514451,0.15770361849710982,0.8675007861271677,0.9543349999999999,164,0.028954802259887006,0.7629572134146342,0.1589817195121951,0.8697014146341464,0.9561730792682928,-0.004584473997835851,0.06561773568677798,0.034133679268292694,0.0015811300385109028,anschlussfaehige_oberflaeche
BTC,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_17ct,358,3,field_stabil,111,0.019593998234774933,0.7565318198198198,0.1655312072072072,0.7856608198198197,0.9052400990990991,124,0.021888790820829656,0.7584159112903225,0.17000236290322582,0.8769440645161289,0.9531733225806452,123,0.021716101694915255,0.7604958211382115,0.16853773170731706,0.8856718292682927,0.9573539349593496,0.002122103460140322,0.10001100944847297,0.052113835860250535,0.003006524500109853,anschlussfaehige_oberflaeche
BTC,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0pz6,346,3,field_stabil,113,0.01994704324801412,0.7680170353982302,0.1526791681415929,0.799449389380531,0.9110640796460178,110,0.019417475728155338,0.7729867272727273,0.1541189181818182,0.8818536272727273,0.9567491272727272,123,0.021716101694915255,0.7720668292682926,0.15562556910569106,0.8910154390243902,0.9608437886178861,0.0017690584469011346,0.09156604964385917,0.04977970897186834,0.0029464009640981503,anschlussfaehige_oberflaeche
BTC,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_14wj,331,3,field_stabil,110,0.019417475728155338,0.7691228272727273,0.14422643636363636,0.7875235181818182,0.9081580454545455,117,0.0206531332744925,0.7709634358974359,0.14797288888888888,0.8872044615384616,0.9583041196581197,104,0.018361581920903956,0.7691401730769231,0.14847290384615383,0.8865277788461537,0.9608645673076922,-0.0010558938072513825,0.09900426066433554,0.052706521853146726,0.004246467482517474,anschlussfaehige_oberflaeche
BTC,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1q85,259,3,field_stabil,99,0.017475728155339806,0.7434251818181817,0.18039322222222223,0.7839932222222222,0.9030021616161616,72,0.012709620476610768,0.7469790555555555,0.185622375,0.9042224305555556,0.9585154027777778,88,0.015536723163841809,0.7472333295454546,0.18636923863636365,0.9045522954545454,0.9619167386363636,-0.0019390049914979977,0.12055907323232318,0.058914577020201975,0.005976016414141416,anschlussfaehige_oberflaeche
BTC,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_00ly,258,3,field_stabil,93,0.01641659311562224,0.7605768494623656,0.1553699569892473,0.7837207204301075,0.9019887849462366,81,0.014298323036187114,0.7613269012345679,0.16097066666666668,0.8898479135802468,0.9566058271604938,84,0.014830508474576272,0.7628658095238094,0.15865915476190479,0.8972737738095239,0.9607409404761905,-0.0015860846410459695,0.11355305337941635,0.05875215552995394,0.0032891977726574873,anschlussfaehige_oberflaeche
BTC,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_00ja,222,3,field_stabil,67,0.011827007943512798,0.7323815820895523,0.18100326865671643,0.7473279552238806,0.8831808358208956,75,0.01323918799646955,0.7394664533333333,0.18403058666666666,0.9007431866666668,0.9574208266666666,80,0.014124293785310734,0.73845355,0.1849912875,0.9019395250000001,0.9614032,0.0022972858417979365,0.15461156977611945,0.07822236417910444,0.003988018843283564,anschlussfaehige_oberflaeche
