asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,row_type,worlds,avg_kernfamilien,avg_oberflaechen,avg_source_family_overlap,avg_source_kern_overlap,states,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
SOL,real_2025_17k,,,,,,,,,,,real,detail,,,,,,,2025,dio_1pij,117,3,field_stabil,48,0.008473080317740512,0.7254865625,0.1964201875,0.7224625208333334,0.8676235625,33,0.005825242718446602,0.7247849090909091,0.2086340303030303,0.9218390303030303,0.9582607575757576,36,0.006355932203389831,0.7288218333333334,0.20609722222222224,0.9283358888888888,0.9646382777777779,-0.002117148114350681,0.20587336805555545,0.09701471527777794,0.009677034722222227,anschlussfaehige_oberflaeche
SOL,real_2025_17k,,,,,,,,,,,real,detail,,,,,,,2025,dio_1r55,113,3,field_stabil,67,0.011827007943512798,0.7528326119402985,0.16400859701492537,0.7353164179104478,0.8797190149253732,18,0.003177405119152692,0.7534551111111111,0.17484788888888889,0.9201621111111111,0.9589596666666667,28,0.0049435028248587575,0.7581774285714287,0.16838892857142856,0.9035706785714286,0.9566458928571429,-0.00688350511865404,0.16825426066098081,0.07692687793176967,0.004380331556503192,anschlussfaehige_oberflaeche
SOL,real_2025_17k,,,,,,,,,,,real,detail,,,,,,,2025,dio_17db,112,3,field_stabil,43,0.007590467784642542,0.716409,0.2011066511627907,0.6878441162790698,0.8527043255813953,27,0.004766107678729038,0.7242282592592593,0.2096115925925926,0.9186713333333333,0.9546386296296296,42,0.007415254237288136,0.7245154761904762,0.21016119047619047,0.9243935952380953,0.9619749999999999,-0.00017521354735440618,0.23654947895902545,0.10927067441860461,0.009054539313399779,kernfamilie_mit_feldzeitverdichtung
SOL,real_2025_17k,,,,,,,,,,,real,detail,,,,,,,2025,dio_0nlj,111,3,field_stabil,33,0.005825242718446602,0.7665961212121212,0.1359648181818182,0.6517935757575758,0.8328345151515152,44,0.007766990291262136,0.7766820454545456,0.14247970454545456,0.9007646363636362,0.9523393636363636,34,0.006002824858757062,0.7788545588235295,0.14238270588235294,0.9273801470588235,0.9654224117647059,0.0001775821403104602,0.27558657130124775,0.1325878966131907,0.006417887700534752,kernfamilie_mit_feldzeitverdichtung
SOL,real_2025_17k,,,,,,,,,,,real,detail,,,,,,,2025,dio_1jc2,109,3,field_stabil,22,0.003883495145631068,0.766906590909091,0.12891645454545453,0.5536915909090909,0.787115,40,0.00706090026478376,0.774762275,0.1389872,0.8857796,0.9419428999999999,47,0.008298022598870056,0.7763409787234042,0.14115006382978723,0.9169210212765957,0.9617529574468086,0.0044145274532389886,0.36322943036750477,0.17463795744680854,0.012233609284332703,kernfamilie_mit_feldzeitverdichtung
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_104t,1211,3,field_stabil,416,0.0734333627537511,0.7567685192307692,0.16122288461538462,0.8012107692307692,0.9313544663461539,349,0.0616063548102383,0.7578299598853869,0.1650311375358166,0.8369913266475646,0.9486425071633238,446,0.07874293785310735,0.7582188497757848,0.163136932735426,0.835412739910314,0.9492381793721973,0.005309575099356242,0.03420197067954478,0.017883713026043413,0.001914048120041395,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_155c,736,3,field_stabil,258,0.04554280670785525,0.7509534883720931,0.17048736434108527,0.7957923837209302,0.9232275271317829,226,0.03989408649602824,0.7538187389380531,0.1726415221238938,0.8510562522123895,0.949488349557522,252,0.04449152542372881,0.7531435634920636,0.17284744841269842,0.8493076031746032,0.9506670515873016,-0.0010512812841264388,0.05351521945367299,0.02743952445551867,0.0023600840716131444,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0l7p,735,3,field_stabil,292,0.051544571932921446,0.7638263561643835,0.1508242397260274,0.7947477568493151,0.9274301952054794,210,0.037069726390114736,0.7662355095238096,0.15470126666666667,0.8597616761904762,0.9548366095238096,233,0.04113700564971751,0.7666607167381974,0.1532687381974249,0.8557323304721031,0.9551667467811159,-0.010407566283203933,0.060984573622787974,0.02773655157563648,0.0024444984713974938,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0m9z,693,3,field_stabil,232,0.04095322153574581,0.7433623836206896,0.17893071120689655,0.7991693793103448,0.9223365301724138,193,0.03406884377758164,0.7427497512953368,0.18452979274611397,0.8597832331606218,0.9516085388601037,268,0.04731638418079096,0.7454188208955224,0.18229112313432838,0.8484061977611941,0.9502664925373134,0.006363162645045155,0.04923681845084926,0.02792996236489964,0.0033604119274318334,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0h9h,463,3,field_stabil,126,0.022241835834068843,0.7606554523809523,0.15717071428571427,0.7922175317460317,0.9125558492063492,174,0.030714916151809355,0.7636277183908046,0.15815235057471264,0.8634628045977011,0.9522103850574712,163,0.02877824858757062,0.7640023742331289,0.1586748773006135,0.8739367668711657,0.9573526503067485,0.006536412753501777,0.08171923512513402,0.0447968011003993,0.0015041630148992235,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_14wj,455,3,field_stabil,150,0.0264783759929391,0.7694381066666667,0.14315217333333335,0.78983182,0.9156867666666667,132,0.02330097087378641,0.77346375,0.1475239393939394,0.8778756212121213,0.9572379090909091,173,0.030543785310734463,0.7718955433526011,0.14645543352601156,0.871999739884393,0.9580339999999999,0.004065409317795362,0.08216791988439309,0.042347233333333234,0.003303260192678209,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_00ly,306,3,field_stabil,97,0.01712268314210062,0.758594,0.15639619587628867,0.7806682680412371,0.9026161443298969,109,0.019240953221535746,0.7647018990825688,0.15932698165137615,0.8818728532110092,0.9553279724770641,100,0.01765536723163842,0.7645684799999999,0.15860719,0.88711859,0.9583146100000001,0.0005326840895377993,0.10645032195876292,0.05569846567010317,0.0022109941237113406,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0pz6,282,3,field_stabil,68,0.012003530450132392,0.7631624558823529,0.15254066176470588,0.7500646911764706,0.8847989411764706,105,0.018534863195057368,0.7694043142857143,0.1546498,0.8859068857142858,0.9549257142857143,109,0.019244350282485875,0.7694912385321101,0.15392250458715598,0.8818656513761468,0.9585537431192661,0.007240819832353484,0.13180096019967624,0.07375480194279549,0.0013818428224501023,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_17ct,275,3,field_stabil,86,0.015180935569285084,0.7541569186046512,0.16687676744186047,0.769117441860465,0.8937287093023256,72,0.012709620476610768,0.7604918888888889,0.17010044444444444,0.8951971944444446,0.9555457500000001,117,0.02065677966101695,0.7588712051282052,0.1689147948717949,0.8770642820512821,0.9546355555555555,0.005475844091731866,0.10794684019081702,0.06090684625322984,0.002038027429934419,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1lsu,272,3,field_stabil,126,0.022241835834068843,0.7497825634920635,0.1708724603174603,0.7912423730158731,0.9094109126984127,59,0.010414827890556045,0.7542444576271186,0.17690644067796613,0.9064258474576272,0.9589635084745763,87,0.015360169491525424,0.7523122988505747,0.17641206896551723,0.8949832413793103,0.9590888390804598,-0.006881666342543419,0.10374086836343721,0.049677926382047155,0.005539608648056915,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0oc3,231,3,field_stabil,89,0.015710503089143867,0.7332416966292135,0.18786114606741575,0.7740986966292135,0.9002155955056179,68,0.012003530450132392,0.7381470147058824,0.19464066176470587,0.8968183676470588,0.9583026029411764,74,0.013064971751412429,0.7380170810810811,0.19386166216216216,0.9004814594594595,0.9617199054054053,-0.002645531337731438,0.12638276283024596,0.06150430989978739,0.0060005160947464165,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_06s7,218,3,field_stabil,55,0.009708737864077669,0.7613515090909091,0.14225663636363636,0.7151884727272727,0.8703881454545455,82,0.014474845542806708,0.7716655,0.1481905731707317,0.8931155609756098,0.9564354512195121,81,0.014300847457627119,0.7713306913580247,0.1491082962962963,0.8999310740740741,0.9613597407407407,0.00459210959354945,0.18474260134680143,0.09097159528619525,0.0068516599326599315,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1kpz,213,3,field_stabil,55,0.009708737864077669,0.7689348727272727,0.14246974545454544,0.7341463090909092,0.8750984727272727,87,0.015357458075904678,0.7731264482758621,0.14774842528735632,0.8851026321839081,0.954380724137931,71,0.012535310734463278,0.7738518309859155,0.14756287323943662,0.9018111126760563,0.9630961549295776,0.0028265728703856085,0.16766480358514713,0.08799768220230486,0.005093127784891183,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0obq,213,3,field_stabil,80,0.01412180052956752,0.7413543125000001,0.1767724,0.7682725875,0.894697625,67,0.011827007943512798,0.7474561194029851,0.18156276119402984,0.8995285074626866,0.9573283880597016,66,0.011652542372881356,0.7476070757575758,0.18224048484848485,0.9054274545454546,0.963289090909091,-0.0024692581566861643,0.13715486704545454,0.06859146590909093,0.00546808484848485,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_06er,209,3,field_stabil,110,0.019417475728155338,0.7755916545454545,0.1406997090909091,0.7640406818181819,0.9023341181818182,39,0.006884377758164166,0.7778534358974358,0.14762220512820515,0.9128404102564104,0.9640775128205129,60,0.01059322033898305,0.7760705833333332,0.14749056666666668,0.8960620166666666,0.9614955,-0.008824255389172288,0.13202133484848477,0.05916138181818176,0.006790857575757592,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1ewh,205,3,field_stabil,60,0.01059135039717564,0.7475389333333333,0.16789405000000002,0.7495854666666666,0.8807121333333333,68,0.012003530450132392,0.7509703382352941,0.1739865294117647,0.8962771176470588,0.9568748235294118,77,0.013594632768361582,0.7530559350649351,0.17087394805194805,0.894953038961039,0.9604013246753247,0.003003282371185941,0.14536757229437236,0.07968919134199137,0.002979898051948038,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0dd2,193,3,field_stabil,99,0.017475728155339806,0.7657400707070707,0.15350832323232325,0.774923494949495,0.9033760707070707,43,0.007590467784642542,0.7685236976744185,0.16004811627906976,0.9109300232558141,0.9622282325581395,51,0.009004237288135594,0.7695181372549019,0.15988650980392155,0.907206411764706,0.9641459411764707,-0.008471490867204213,0.13228291681521098,0.06076987046939997,0.006378186571598304,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1q85,192,3,field_stabil,57,0.010061782877316858,0.7431260701754385,0.17687096491228071,0.7311930877192983,0.8741848070175439,63,0.011120917917034422,0.7454880317460318,0.18505996825396825,0.8886966190476191,0.9525885714285715,72,0.012711864406779662,0.7494241388888888,0.1828897638888889,0.8966313749999999,0.957839125,0.0026500815294628038,0.16543828728070165,0.08365431798245615,0.006018798976608175,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_00ja,173,3,field_stabil,42,0.007413945278022948,0.7337018095238095,0.17756964285714286,0.6874966666666668,0.8497064047619047,73,0.012886142983230361,0.7413061643835617,0.18410821917808218,0.8799026986301369,0.9487076164383562,58,0.010240112994350282,0.7395611034482757,0.18597422413793102,0.9057435344827586,0.9617590172413794,0.0028261677163273335,0.21824686781609182,0.11205261247947462,0.008404581280788165,kernfamilie_mit_feldzeitverdichtung
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0tay,160,3,field_stabil,69,0.012180052956751985,0.7541701014492753,0.16142069565217393,0.7594461449275363,0.8891241304347826,34,0.006001765225066196,0.7602582058823529,0.16822976470588236,0.9175769411764706,0.9610213529411764,57,0.010063559322033898,0.7612551929824561,0.16860335087719297,0.920493298245614,0.9643123157894736,-0.0021164936347180877,0.16104715331807773,0.07518818535469107,0.007182655225019041,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_09bn,159,3,field_stabil,46,0.008120035304501325,0.7639384565217391,0.14841397826086955,0.7098453695652174,0.8606112173913043,67,0.011827007943512798,0.7698612537313433,0.15404198507462685,0.8967649104477612,0.954453447761194,46,0.008121468926553672,0.7710591086956522,0.15473517391304348,0.9018725652173912,0.9604276956521739,1.433622052347469e-06,0.19202719565217385,0.09981647826086959,0.006321195652173928,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1492,144,3,field_stabil,32,0.005648720211827008,0.77112096875,0.134933625,0.638798375,0.8280795625,59,0.010414827890556045,0.7785646440677966,0.1416061694915254,0.8894531864406781,0.9504237457627118,53,0.009357344632768362,0.7780216226415094,0.1448318113207547,0.9175475471698114,0.9644372264150943,0.0037086244209413545,0.2787491721698113,0.1363576639150943,0.009898186320754704,kernfamilie_mit_feldzeitverdichtung
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1gp2,144,3,field_stabil,36,0.006354810238305384,0.7399876666666666,0.16710380555555554,0.6587824444444444,0.8372813055555555,69,0.012180052956751985,0.7453988840579711,0.17497527536231886,0.8832442028985507,0.9476847971014494,39,0.006885593220338983,0.7479440512820512,0.17518084615384616,0.9081535128205127,0.9595636666666667,0.000530782982033599,0.24937106837606826,0.12228236111111124,0.008077040598290619,kernfamilie_mit_feldzeitverdichtung
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1u5i,143,3,field_stabil,38,0.006707855251544572,0.7569435263157894,0.14848560526315788,0.6845076052631579,0.8498955263157896,64,0.011297440423654015,0.765865,0.154609015625,0.895177015625,0.95458340625,41,0.0072387005649717515,0.7668549756097561,0.15607260975609757,0.9328540487804878,0.9687737317073171,0.0005308453134271795,0.24834644351732993,0.11887820539152749,0.007587004492939697,kernfamilie_mit_feldzeitverdichtung
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0nlj,141,3,field_stabil,35,0.00617828773168579,0.7722391142857142,0.13418277142857143,0.6559933428571428,0.8374797142857142,47,0.008296557811120918,0.7809537659574468,0.14131829787234043,0.8920331276595744,0.9508063829787233,59,0.010416666666666666,0.7788624915254236,0.14332125423728814,0.9057705254237288,0.9608886610169491,0.004238378934980876,0.249777182566586,0.12340894673123493,0.009138482808716708,kernfamilie_mit_feldzeitverdichtung
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0g2r,136,3,field_stabil,39,0.006884377758164166,0.7400512307692307,0.16845384615384615,0.6730137179487179,0.8449810512820514,63,0.011120917917034422,0.7471922698412699,0.17444342857142858,0.8796310317460317,0.947935746031746,34,0.006002824858757062,0.748726794117647,0.17421626470588233,0.9250344705882353,0.9626799705882353,-0.0008815528994071033,0.2520207526395174,0.11769891930618392,0.005762418552036186,kernfamilie_mit_feldzeitverdichtung
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1jc2,132,3,field_stabil,27,0.004766107678729038,0.7670811851851852,0.13198533333333334,0.6039845555555556,0.8106770370370371,58,0.010238305383936452,0.777586948275862,0.14037491379310346,0.8856893103448276,0.9480199310344828,47,0.008298022598870056,0.7778391276595744,0.1415427659574468,0.9154799361702128,0.9626105106382978,0.0035319149201410186,0.3114953806146572,0.15193347360126075,0.00955743262411346,kernfamilie_mit_feldzeitverdichtung
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_19pg,129,3,field_stabil,29,0.005119152691968226,0.7309187586206897,0.1774996206896552,0.6159126551724138,0.8160939310344827,61,0.010767872903795234,0.7403631967213115,0.1846620491803279,0.8840557213114755,0.9474002950819672,39,0.006885593220338983,0.7418346153846154,0.18783053846153847,0.9195767948717949,0.9635282820512822,0.001766440528370757,0.3036641396993811,0.14743435101679947,0.010330917771883275,kernfamilie_mit_feldzeitverdichtung
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_04uf,126,3,field_stabil,31,0.005472197705207414,0.7313414838709678,0.18387683870967741,0.6266539032258065,0.8205805806451613,53,0.009355692850838482,0.7388551320754716,0.19022792452830187,0.8954128679245283,0.9474816981132075,42,0.007415254237288136,0.7363093095238095,0.19382614285714286,0.9229260714285714,0.9609513095238095,0.0019430565320807218,0.2962721682027649,0.1403707288786482,0.009949304147465449,kernfamilie_mit_feldzeitverdichtung
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_17db,125,3,field_stabil,33,0.005825242718446602,0.7208535454545455,0.1966819696969697,0.6445565454545454,0.830212303030303,49,0.008649602824360106,0.7275261632653061,0.20850502040816327,0.8964319591836735,0.9486040204081633,43,0.00759180790960452,0.727996465116279,0.2107883953488372,0.912528465116279,0.959989441860465,0.001766565191157918,0.2679719196617336,0.12977713883016195,0.01410642565186751,kernfamilie_mit_feldzeitverdichtung
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0jkk,122,3,field_stabil,31,0.005472197705207414,0.7162272903225807,0.19780103225806453,0.6306362580645162,0.8216635161290322,54,0.009532215357458075,0.7267124814814815,0.20419727777777777,0.878402037037037,0.9442460555555555,37,0.006532485875706214,0.7244694324324324,0.20625005405405406,0.9141495135135135,0.9587852162162163,0.0010602881704988004,0.2835132554489973,0.13712170008718405,0.008449021795989525,kernfamilie_mit_feldzeitverdichtung
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_10dv,121,3,field_stabil,64,0.011297440423654015,0.765964671875,0.1557454375,0.722379015625,0.875151125,23,0.004060017652250662,0.7723355217391304,0.16475078260869563,0.9336820869565218,0.9624489130434782,34,0.006002824858757062,0.768525,0.1643839411764706,0.9245431176470589,0.9631413529411764,-0.005294615564896953,0.20216410202205892,0.08799022794117639,0.008638503676470594,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0z9t,114,3,field_stabil,53,0.009355692850838482,0.7569457358490567,0.16668683018867925,0.727070037735849,0.872045283018868,26,0.004589585172109444,0.7566863846153846,0.173651,0.8986402692307693,0.9537467692307692,35,0.006179378531073447,0.7584075714285714,0.17514054285714287,0.9168024285714286,0.9612606285714287,-0.003176314319765035,0.18973239083557958,0.08921534555256072,0.00845371266846362,anschlussfaehige_oberflaeche
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_0kx9,113,3,field_stabil,35,0.00617828773168579,0.7705999714285714,0.13309114285714285,0.6614132285714286,0.8371951142857144,44,0.007766990291262136,0.7794475227272727,0.13905268181818184,0.8936164545454546,0.9495865681818182,34,0.006002824858757062,0.7747202647058824,0.14182961764705881,0.9227722647058824,0.9643218529411764,-0.00017546287292872793,0.26135903613445377,0.1271267386554621,0.008738474789915962,kernfamilie_mit_feldzeitverdichtung
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_1cic,112,3,field_stabil,32,0.005648720211827008,0.7492000625,0.1519074375,0.6398175,0.8306444375,33,0.005825242718446602,0.7599734242424242,0.16169245454545456,0.8942056363636364,0.9502653636363636,47,0.008298022598870056,0.7587178085106383,0.1636748085106383,0.916985914893617,0.9633240425531915,0.0026493023870430487,0.277168414893617,0.13267960505319143,0.011767371010638294,kernfamilie_mit_feldzeitverdichtung
SOL,random_2025_17k,,,,,,,,,,,null_random,detail,,,,,,,2025,dio_169a,107,3,field_stabil,37,0.0065313327449249775,0.7287462702702703,0.1888262972972973,0.6800477027027026,0.8435815945945946,28,0.004942630185348632,0.7347623214285715,0.19819521428571427,0.9115186071428572,0.9496165714285715,42,0.007415254237288136,0.7386007142857143,0.19560533333333335,0.9178681904761904,0.9602289047619047,0.0008839214923631582,0.23782048777348774,0.11664731016731011,0.006779036036036051,kernfamilie_mit_feldzeitverdichtung
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_104t,1135,3,field_stabil,381,0.06725507502206532,0.7561408713910761,0.1629578005249344,0.8039473385826772,0.9306908215223098,350,0.0617828773168579,0.7576206,0.16431286571428572,0.8391539600000001,0.9495379514285714,404,0.0713276836158192,0.7561940272277228,0.16453271534653463,0.8395356237623762,0.9498770445544554,0.004072608593753885,0.03558828517969903,0.019186223032145677,0.0015749148216002429,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_155c,682,3,field_stabil,218,0.03848190644307149,0.7507222155963302,0.17188091743119266,0.7991640504587155,0.9209865688073394,237,0.04183583406884378,0.7527094514767932,0.17278881012658226,0.8512356455696203,0.949792776371308,227,0.04007768361581921,0.7525906299559472,0.17298377973568282,0.8542123744493392,0.9511986167400881,0.0015957771727477185,0.05504832399062365,0.030212047932748676,0.0011028623044901653,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0l7p,678,3,field_stabil,227,0.04007060900264784,0.7643512246696035,0.15191278414096918,0.8052474625550662,0.9262302114537445,262,0.046248896734333626,0.7647028816793894,0.15455717557251908,0.8477007328244275,0.9514098664122137,189,0.03336864406779661,0.7650201164021163,0.15470568253968256,0.866595164021164,0.9569512592592593,-0.006701964934851229,0.061347701466097804,0.030721047805514767,0.0027928983987133837,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0m9z,660,3,field_stabil,210,0.037069726390114736,0.7437804476190476,0.18059289523809524,0.8028261523809523,0.9214903952380952,208,0.03671668137687555,0.7455339903846153,0.1822041153846154,0.8575966778846154,0.9513567884615385,242,0.042725988700564974,0.7439166115702479,0.1835352561983471,0.8549617066115702,0.9516705082644628,0.005656262310450237,0.052135554230617887,0.030180113026367583,0.0029423609602518552,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0h9h,594,3,field_stabil,205,0.03618711385701677,0.7620074487804878,0.1564129463414634,0.8048236097560976,0.9230599804878049,204,0.03601059135039718,0.7627526029411764,0.1583307205882353,0.8616773088235294,0.9534102647058824,185,0.032662429378531074,0.7639255621621622,0.15813995675675677,0.8673254918918919,0.9569772540540541,-0.0035246844784856957,0.06250188213579433,0.033917273566249184,0.0017270104152933563,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_14wj,403,3,field_stabil,125,0.02206531332744925,0.769145936,0.144292464,0.7985155039999999,0.913503848,142,0.02506619593998235,0.7706048943661972,0.1476635985915493,0.8727076408450705,0.9554945563380282,136,0.02401129943502825,0.7713241764705883,0.14669785294117646,0.8770172132352941,0.9585317279411764,0.001945986107578998,0.0785017092352942,0.04502787994117641,0.0024053889411764506,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0pz6,363,3,field_stabil,110,0.019417475728155338,0.7678910727272727,0.14905391818181818,0.7884218636363637,0.9076180727272727,123,0.02171226831421006,0.7709376910569105,0.1530971382113821,0.880632162601626,0.9562139349593496,130,0.022951977401129944,0.7694280384615384,0.1542753153846154,0.8841895076923078,0.9591078076923077,0.0035345016729746055,0.09576764405594407,0.05148973496503506,0.005221397202797212,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_17ct,361,3,field_stabil,122,0.02153574580759047,0.7571773360655738,0.16713291803278688,0.8002272377049181,0.9105339098360656,118,0.02082965578111209,0.7570705593220339,0.16926607627118642,0.8757469237288136,0.9537216864406779,121,0.021362994350282487,0.7572856115702479,0.16902862809917354,0.8794777438016529,0.956707041322314,-0.00017275145730798191,0.07925050609673479,0.04617313148624835,0.0018957100663866688,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_06s7,319,3,field_stabil,115,0.02030008826125331,0.7707945130434782,0.14424727826086955,0.7915070086956523,0.9102307130434782,109,0.019240953221535746,0.7723224403669724,0.14702422018348624,0.8827787155963303,0.9575280733944954,95,0.0167725988700565,0.7719585789473685,0.14683427368421054,0.8899215157894738,0.9617262842105263,-0.0035274893911968128,0.09841450709382149,0.05149557116704806,0.002586995423340982,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_00ly,251,3,field_stabil,69,0.012180052956751985,0.7588611884057971,0.15690356521739132,0.7543984637681159,0.8861784927536231,93,0.01641659311562224,0.762200247311828,0.15825697849462367,0.8755157956989247,0.9517061397849463,89,0.015713276836158193,0.7624681910112359,0.1601528202247191,0.8957845617977527,0.9606558651685394,0.003533223879406208,0.14138609802963675,0.07447737241491625,0.0032492550073277837,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_00ja,240,3,field_stabil,85,0.01500441306266549,0.7357026470588236,0.18159257647058824,0.7776128,0.897766811764706,72,0.012709620476610768,0.737883638888889,0.18556425,0.8961716527777779,0.9573970694444446,83,0.014653954802259887,0.7387698072289157,0.18453885542168674,0.8982119638554217,0.9604657831325302,-0.000350458260405603,0.12059916385542169,0.06269897136782421,0.002946278951098502,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1q85,232,3,field_stabil,79,0.013945278022947925,0.7440413164556962,0.1794576329113924,0.7675454936708861,0.8924472658227848,83,0.014651368049426301,0.7458974819277109,0.18420907228915662,0.901436638554217,0.9577113493975904,70,0.012358757062146893,0.7450298285714285,0.18562951428571428,0.9058684142857143,0.9615815428571429,-0.0015865209608010317,0.1383229206148282,0.06913427703435815,0.006171881374321869,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1kpz,227,3,field_stabil,78,0.013768755516328331,0.7701722435897437,0.14315571794871795,0.7734752051282051,0.8953111282051281,75,0.01323918799646955,0.77314308,0.14744316,0.8884873066666668,0.95551108,74,0.013064971751412429,0.7717581756756756,0.14895216216216217,0.9039061891891893,0.9637297972972974,-0.0007037837649159027,0.1304309840609842,0.0684186690921692,0.0057964442134442185,anschlussfaehige_oberflaeche
