short_token,status,reason,trend,read_state,class_sequence,weight_sequence,world_span_sequence,L923_class,L923_weight,rank_delta_from_max
0dxi31r,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
0ej0lhx,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,stabile_rolle,stabil_bestaetigt,schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,1 -> 1 -> 1 -> 1,1 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
0fljihc,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,stabile_rolle,stabil_bestaetigt,schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,1 -> 2 -> 1 -> 1,1 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
0jkg1dk,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
0jwgafx,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,rollendrift,verdichtung_gehalten,- -> schwacher_anschluss -> - -> schwacher_anschluss,0 -> 1 -> 0 -> 1,0 -> 1 -> 0 -> 1,schwacher_anschluss,1,0
0jzhgzp,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
0k7ekcr,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,rollendrift,verdichtung_gehalten,- -> schwacher_anschluss -> - -> schwacher_anschluss,0 -> 1 -> 0 -> 1,0 -> 1 -> 0 -> 1,schwacher_anschluss,1,0
0l3i7ey,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,rollendrift,stabil_bestaetigt,schwacher_anschluss -> schwacher_anschluss -> brueckenkern -> schwacher_anschluss,1 -> 1 -> 11 -> 1,1 -> 1 -> 3 -> 1,schwacher_anschluss,1,0
0ldht3x,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 4 -> 1,0 -> 1 -> 3 -> 1,schwacher_anschluss,1,0
0lfde2c,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,stabile_rolle,stabil_bestaetigt,schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,3 -> 1 -> 1 -> 1,1 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
0sv0ru8,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
0t7i6fh,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
0u69u6w,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
0xsq19y,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
0zh3u1j,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
10mbxau,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
13cw75j,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
15cyz2v,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,rollendrift,verdichtung_gehalten,- -> schwacher_anschluss -> - -> schwacher_anschluss,0 -> 1 -> 0 -> 1,0 -> 1 -> 0 -> 1,schwacher_anschluss,1,0
17c7qwp,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,rollendrift,stabil_bestaetigt,schwacher_anschluss -> schwacher_anschluss -> brueckenkern -> schwacher_anschluss,1 -> 1 -> 9 -> 1,1 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
17eveju,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
19dxnmz,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,stabile_rolle,stabil_bestaetigt,schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,1 -> 1 -> 1 -> 1,1 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
19w9kxc,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,stabile_rolle,stabil_bestaetigt,schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,2 -> 1 -> 1 -> 1,1 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
1a9sbfi,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
1aurt3q,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
1f4jh6c,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,stabile_rolle,stabil_bestaetigt,schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,2 -> 1 -> 1 -> 1,1 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
1hdvp5m,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
1jaecfa,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
1jansx7,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 1 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
1n2f96o,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,rollendrift,verdichtung_gehalten,- -> schwacher_anschluss -> - -> schwacher_anschluss,0 -> 1 -> 0 -> 1,0 -> 1 -> 0 -> 1,schwacher_anschluss,1,0
1n9f8vr,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,aufsteigende_verdichtung,verdichtung_gehalten,- -> schwacher_anschluss -> schwacher_anschluss -> schwacher_anschluss,0 -> 2 -> 1 -> 1,0 -> 1 -> 1 -> 1,schwacher_anschluss,1,0
1xm3b1l,memory_getragen,Die aus 894->901 gebildete Memory wird in der vierten Landschaft erneut getragen.,rollendrift,verdichtung_gehalten,- -> schwacher_anschluss -> - -> schwacher_anschluss,0 -> 1 -> 0 -> 1,0 -> 1 -> 0 -> 1,schwacher_anschluss,1,0
0ultars,neue_oder_fortgesetzte_verdichtung,Die Rolle gewinnt Sichtbarkeit oder Anschluss.,aufsteigende_verdichtung,-,- -> - -> schwacher_anschluss -> schwacher_anschluss,0 -> 0 -> 3 -> 8,0 -> 0 -> 2 -> 2,schwacher_anschluss,8,-
0htnihj,neue_oder_fortgesetzte_verdichtung,Die Rolle gewinnt Sichtbarkeit oder Anschluss.,aufsteigende_verdichtung,-,- -> - -> schwacher_anschluss -> schwacher_anschluss,0 -> 0 -> 1 -> 1,0 -> 0 -> 1 -> 1,schwacher_anschluss,1,-
0i7gfxw,neue_oder_fortgesetzte_verdichtung,Die Rolle gewinnt Sichtbarkeit oder Anschluss.,aufsteigende_verdichtung,-,- -> - -> schwacher_anschluss -> schwacher_anschluss,0 -> 0 -> 1 -> 1,0 -> 0 -> 1 -> 1,schwacher_anschluss,1,-
00yl137,neue_vierte_welt_insel,Token wird erst in der vierten Landschaft sichtbar.,aufsteigende_verdichtung,-,- -> - -> - -> schwacher_anschluss,0 -> 0 -> 0 -> 2,0 -> 0 -> 0 -> 1,schwacher_anschluss,2,-
00dz86x,neue_vierte_welt_insel,Token wird erst in der vierten Landschaft sichtbar.,aufsteigende_verdichtung,-,- -> - -> - -> schwacher_anschluss,0 -> 0 -> 0 -> 1,0 -> 0 -> 0 -> 1,schwacher_anschluss,1,-
0z748ck,reorganisation_oder_drift,Gespeicherte Rollenqualitaet wird sichtbar umgebaut oder verliert Bindung.,rollendrift,verdichtung_entlastet_oder_driftet,lokaler_anschlussanker -> brueckenkern -> lokaler_anschlussanker -> lokaler_anschlussanker,22 -> 26 -> 12 -> 12,5 -> 5 -> 5 -> 5,lokaler_anschlussanker,12,-2
0db07p4,reorganisation_oder_drift,Gespeicherte Rollenqualitaet wird sichtbar umgebaut oder verliert Bindung.,absteigende_entlastung,kernnaehe_verloren,brueckenkern -> brueckenkern -> brueckenkern -> schwacher_anschluss,47 -> 23 -> 23 -> 9,5 -> 3 -> 3 -> 3,schwacher_anschluss,9,-3
1ahj81f,reorganisation_oder_drift,Gespeicherte Rollenqualitaet wird sichtbar umgebaut oder verliert Bindung.,rollendrift,verdichtung_entlastet_oder_driftet,schwacher_anschluss -> starker_anschlussanker -> schwacher_anschluss -> schwacher_anschluss,1 -> 30 -> 3 -> 3,1 -> 5 -> 2 -> 2,schwacher_anschluss,3,-2
0om13wf,rollendrift,"Die Klassenfolge wechselt, ohne vollstaendig zu verschwinden.",rollendrift,-,- -> - -> lokaler_anschlussanker -> schwacher_anschluss,0 -> 0 -> 12 -> 3,0 -> 0 -> 2 -> 2,schwacher_anschluss,3,-
