preview_symbol,shift_label,real_origin,shuffle_origin,random_sign_origin,real_state,shuffle_state,random_sign_state,real_function,shuffle_function,random_sign_function,real_depth,shuffle_depth,random_sign_depth,real_null_share,shuffle_null_share,random_sign_null_share,real_mixed_share,shuffle_mixed_share,random_sign_mixed_share,real_count,shuffle_count,random_sign_count
dio_mcm_episode_0iwh9d2,kippt_zu_gemischt,realwelt_getragen,realwelt_getragen,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,milieu_island,milieu_island,0.764748,0.830692,0.819789,0.0,0.17215189873417722,0.40219378427787933,0.0,0.0,0.010968921389396709,327,395,547
dio_mcm_episode_1aejc9m,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,realwelt_getragen,stable_crossworld_field_phase,stable_crossworld_field_phase,stable_crossworld_field_phase,active_recoupling,active_recoupling,active_recoupling,0.761695,0.79109,0.780835,0.0,0.4444444444444444,0.2261904761904762,0.0,0.0,0.0,65,117,84
dio_mcm_episode_05upp98,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,milieu_island,milieu_island,0.742449,0.823773,0.812739,0.0,0.5227272727272727,0.43243243243243246,0.0,0.20454545454545456,0.10810810810810811,21,44,37
dio_mcm_episode_0vig3jz,kippt_zu_gemischt,realwelt_getragen,realwelt_getragen,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,milieu_island,milieu_island,0.729193,0.77091,0.771836,0.0,0.07434944237918216,0.6016,0.0,0.0,0.36,249,269,625
dio_mcm_episode_17i3weh,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,realwelt_getragen,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.72428,0.767415,0.755599,0.0,0.4,0.2,0.0,0.0,0.0,12,20,15
dio_mcm_episode_0bygq81,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,milieu_island,milieu_island,0.723534,0.80615,0.810913,0.0,0.5161290322580645,0.5161290322580645,0.0,0.1935483870967742,0.22580645161290322,15,31,31
dio_mcm_episode_0ca57t8,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,realwelt_getragen,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,milieu_island,milieu_island,0.714981,0.78049,0.714981,0.0,0.578125,0.0,0.0,0.28125,0.0,27,64,27
dio_mcm_episode_0rbjarj,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,realwelt_getragen,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,milieu_island,milieu_island,0.710842,0.748304,0.749381,0.0,0.6860795454545454,0.12301587301587301,0.0,0.3068181818181818,0.0,221,704,252
dio_mcm_episode_0n6m7si,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,active_recoupling,milieu_island,0.69374,0.809423,0.760316,0.0,0.6666666666666666,0.35294117647058826,0.0,0.3333333333333333,0.0,11,33,17
dio_mcm_episode_0whyn34,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,realwelt_getragen,positive_recoupling_field_phase,stable_crossworld_field_phase,stable_crossworld_field_phase,active_recoupling,active_recoupling,active_recoupling,0.681351,0.740728,0.711453,0.0,0.4375,0.18181818181818182,0.0,0.0,0.0,9,16,11
dio_mcm_episode_12fuh1y,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.680569,0.729257,0.730749,0.0,0.45454545454545453,0.3333333333333333,0.0,0.0,0.0,6,11,9
dio_mcm_episode_16rq8r1,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,realwelt_getragen,positive_recoupling_field_phase,stable_crossworld_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.677609,0.719851,0.690661,0.0,0.36363636363636365,0.125,0.0,0.0,0.0,7,11,8
dio_mcm_episode_1rzvh02,kippt_zu_gemischt,realwelt_getragen,realwelt_getragen,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,milieu_island,milieu_island,0.674499,0.674499,0.786459,0.0,0.0,0.3181818181818182,0.0,0.0,0.0,45,45,66
dio_mcm_episode_0he6atw,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,active_recoupling,active_recoupling,0.673306,0.753402,0.733439,0.0,0.5,0.3333333333333333,0.0,0.125,0.0,8,16,12
dio_mcm_episode_0tnueiv,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.668485,0.745216,0.748243,0.0,0.42105263157894735,0.42105263157894735,0.0,0.10526315789473684,0.10526315789473684,11,19,19
dio_mcm_episode_1foqdcq,kippt_zu_gemischt,realwelt_getragen,realwelt_getragen,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.664436,0.664436,0.726737,0.0,0.0,0.4,0.0,0.0,0.0,6,6,10
dio_mcm_episode_0xg0gjh,kippt_zu_gemischt,realwelt_getragen,realwelt_getragen,gemischte_bindung,stable_crossworld_field_phase,stable_crossworld_field_phase,stable_crossworld_field_phase,active_recoupling,active_recoupling,active_recoupling,0.661977,0.678598,0.715325,0.0,0.18181818181818182,0.5,0.0,0.0,0.1111111111111111,9,11,18
dio_mcm_episode_0m8cxz1,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.654171,0.739562,0.724857,0.0,0.6037735849056604,0.34375,0.0,0.32075471698113206,0.0,21,53,32
dio_mcm_episode_0usdsrp,kippt_zu_gemischt,realwelt_getragen,realwelt_getragen,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,stable_crossworld_field_phase,active_recoupling,active_recoupling,active_recoupling,0.631508,0.665684,0.678529,0.0,0.25,0.4,0.0,0.0,0.0,6,8,10
dio_mcm_episode_16nc9gj,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,realwelt_getragen,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.630979,0.689849,0.660937,0.0,0.42857142857142855,0.2727272727272727,0.0,0.0,0.0,8,14,11
dio_mcm_episode_0x60uui,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,stable_crossworld_field_phase,stable_crossworld_field_phase,stable_crossworld_field_phase,open_surface,active_recoupling,active_recoupling,0.628007,0.68057,0.711595,0.0,0.46153846153846156,0.631578947368421,0.0,0.0,0.3157894736842105,7,13,19
dio_mcm_episode_1rf1k15,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,milieu_island,milieu_island,0.627397,0.740509,0.7026,0.0,0.5555555555555556,0.42857142857142855,0.0,0.3333333333333333,0.14285714285714285,4,9,7
dio_mcm_episode_1qeor08,kippt_zu_gemischt,realwelt_getragen,realwelt_getragen,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.618869,0.660615,0.687559,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,6,8,9
dio_mcm_episode_0uie72q,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,realwelt_getragen,positive_recoupling_field_phase,stable_crossworld_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.617226,0.669087,0.638309,0.0,0.4,0.14285714285714285,0.0,0.0,0.0,6,10,7
dio_mcm_episode_09ugoh7,kippt_zu_gemischt,realwelt_getragen,realwelt_getragen,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.60309,0.60309,0.682522,0.0,0.0,0.4444444444444444,0.0,0.0,0.1111111111111111,5,5,9
dio_mcm_episode_16yidit,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,realwelt_getragen,positive_recoupling_field_phase,stable_crossworld_field_phase,stable_crossworld_field_phase,open_surface,active_recoupling,active_recoupling,0.601437,0.675286,0.624179,0.0,0.5454545454545454,0.16666666666666666,0.0,0.18181818181818182,0.0,5,11,6
dio_mcm_episode_13e4mrt,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,realwelt_getragen,positive_recoupling_field_phase,stable_crossworld_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.598498,0.66758,0.598498,0.0,0.5,0.0,0.0,0.125,0.0,4,8,4
dio_mcm_episode_0op9h66,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.591934,0.653212,0.648685,0.0,0.375,0.375,0.0,0.0,0.0,5,8,8
dio_mcm_episode_1dpkuqy,kippt_zu_gemischt,realwelt_getragen,realwelt_getragen,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.590665,0.629064,0.659559,0.0,0.2,0.42857142857142855,0.0,0.0,0.14285714285714285,4,5,7
dio_mcm_episode_1416rrs,kippt_zu_gemischt,realwelt_getragen,realwelt_getragen,gemischte_bindung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.588995,0.588995,0.653041,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,6,6,9
dio_mcm_episode_0uq3m48,kippt_zu_gemischt,realwelt_getragen,realwelt_getragen,gemischte_bindung,young_field_phase,young_field_phase,positive_recoupling_field_phase,milieu_island,milieu_island,active_recoupling,0.587044,0.587044,0.669108,0.0,0.0,0.6,0.0,0.0,0.4,2,2,5
dio_mcm_episode_06eyd53,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,realwelt_getragen,young_field_phase,young_field_phase,young_field_phase,milieu_island,milieu_island,milieu_island,0.584029,0.633035,0.584029,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2,3,2
dio_mcm_episode_0iiwvci,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,realwelt_getragen,young_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.58311,0.638313,0.617353,0.0,0.5,0.25,0.0,0.16666666666666666,0.0,3,6,4
dio_mcm_episode_0o47ti3,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,realwelt_getragen,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,milieu_island,milieu_island,0.581153,0.650278,0.581153,0.0,0.375,0.0,0.0,0.0,0.0,5,8,5
dio_mcm_episode_0ww122h,kippt_zu_gemischt,realwelt_getragen,realwelt_getragen,gemischte_bindung,young_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.575742,0.614498,0.651973,0.0,0.25,0.5,0.0,0.0,0.16666666666666666,3,4,6
dio_mcm_episode_08op00s,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,young_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,milieu_island,milieu_island,0.573418,0.677476,0.635515,0.0,0.5714285714285714,0.4,0.0,0.42857142857142855,0.2,3,7,5
dio_mcm_episode_1u5i0pf,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,realwelt_getragen,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.570594,0.617091,0.61045,0.0,0.3333333333333333,0.2,0.0,0.0,0.0,4,6,5
dio_mcm_episode_0m6y6bs,kippt_zu_gemischt,realwelt_getragen,-,gemischte_bindung,positive_recoupling_field_phase,-,positive_recoupling_field_phase,active_recoupling,-,active_recoupling,0.56331,0.0,0.611183,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,4,0,6
dio_mcm_episode_1avuyqc,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,-,young_field_phase,young_field_phase,-,milieu_island,milieu_island,-,0.558452,0.598713,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2,3,0
dio_mcm_episode_1xol2nw,kippt_zu_gemischt,realwelt_getragen,-,gemischte_bindung,young_field_phase,-,positive_recoupling_field_phase,milieu_island,-,active_recoupling,0.556441,0.0,0.624777,0.0,0.0,0.5,0.0,0.0,0.25,2,0,4
dio_mcm_episode_0wyfujk,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,young_field_phase,positive_recoupling_field_phase,young_field_phase,active_recoupling,active_recoupling,active_recoupling,0.555413,0.623062,0.599743,0.0,0.5,0.3333333333333333,0.0,0.25,0.0,2,4,3
dio_mcm_episode_0bb4ews,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,-,young_field_phase,positive_recoupling_field_phase,-,milieu_island,active_recoupling,-,0.553812,0.670842,0.0,0.0,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,3,7,0
dio_mcm_episode_00fgo5z,kippt_zu_gemischt,realwelt_getragen,-,gemischte_bindung,young_field_phase,-,positive_recoupling_field_phase,milieu_island,-,active_recoupling,0.553391,0.0,0.637214,0.0,0.0,0.6,0.0,0.0,0.4,2,0,5
dio_mcm_episode_01x8qw1,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,young_field_phase,young_field_phase,young_field_phase,active_recoupling,active_recoupling,active_recoupling,0.553228,0.59862,0.596297,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,2,3,3
dio_mcm_episode_1y7uo9c,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,young_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,open_surface,active_recoupling,active_recoupling,0.552232,0.625006,0.646181,0.0,0.5,0.6666666666666666,0.0,0.25,0.16666666666666666,2,4,6
dio_mcm_episode_13yo8ly,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,young_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,open_surface,active_recoupling,active_recoupling,0.551776,0.669413,0.650064,0.0,0.5714285714285714,0.5714285714285714,0.0,0.42857142857142855,0.2857142857142857,3,7,7
dio_mcm_episode_0j53akt,kippt_zu_gemischt,realwelt_getragen,-,gemischte_bindung,young_field_phase,-,young_field_phase,active_recoupling,-,active_recoupling,0.547573,0.0,0.585702,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,2,0,3
dio_mcm_episode_0r0u3sv,kippt_zu_gemischt,realwelt_getragen,-,gemischte_bindung,positive_recoupling_field_phase,-,positive_recoupling_field_phase,open_surface,-,open_surface,0.54533,0.0,0.606252,0.0,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,4,0,7
dio_mcm_episode_0ys880e,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,young_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,open_surface,active_recoupling,active_recoupling,0.543652,0.600113,0.599049,0.0,0.4,0.4,0.0,0.0,0.0,3,5,5
dio_mcm_episode_159zeqh,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,young_field_phase,young_field_phase,young_field_phase,milieu_island,milieu_island,milieu_island,0.54267,0.589145,0.589453,0.0,0.6666666666666666,0.5,0.0,0.3333333333333333,0.5,1,3,2
dio_mcm_episode_0z9bokp,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,-,young_field_phase,young_field_phase,-,milieu_island,milieu_island,-,0.540251,0.614005,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1,3,0
dio_mcm_episode_0zlfibm,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,-,young_field_phase,young_field_phase,-,milieu_island,milieu_island,-,0.539912,0.6177,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1,3,0
dio_mcm_episode_0zm713b,kippt_zu_gemischt,realwelt_getragen,gemischte_bindung,gemischte_bindung,young_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.538714,0.620811,0.63698,0.0,0.4,0.5714285714285714,0.0,0.2,0.2857142857142857,3,5,7
dio_mcm_episode_01u58q5,kippt_zu_feldintern,realwelt_getragen,realwelt_getragen,feldinterne_nullordnung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.68059,0.68059,0.789868,0.0,0.0,0.7912087912087912,0.0,0.0,0.18681318681318682,19,19,91
dio_mcm_episode_1qv5i56,kippt_zu_feldintern,realwelt_getragen,gemischte_bindung,feldinterne_nullordnung,young_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,milieu_island,milieu_island,0.613271,0.713525,0.738698,0.0,0.5714285714285714,0.7,0.0,0.2857142857142857,0.4,3,7,10
dio_mcm_episode_094f7up,kippt_zu_feldintern,realwelt_getragen,feldinterne_nullordnung,gemischte_bindung,young_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,milieu_island,milieu_island,0.607367,0.779865,0.690247,0.0,0.8421052631578947,0.625,0.0,0.15789473684210525,0.375,3,19,8
dio_mcm_episode_16hqn22,kippt_zu_feldintern,realwelt_getragen,gemischte_bindung,feldinterne_nullordnung,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,milieu_island,active_recoupling,active_recoupling,0.595121,0.718528,0.739436,0.0,0.6,0.75,0.0,0.3,0.1875,4,10,16
dio_mcm_episode_0izppf1,kippt_zu_feldintern,realwelt_getragen,feldinterne_nullordnung,realwelt_getragen,positive_recoupling_field_phase,positive_recoupling_field_phase,positive_recoupling_field_phase,active_recoupling,active_recoupling,active_recoupling,0.583706,0.769834,0.655298,0.0,0.782608695652174,0.2857142857142857,0.0,0.21739130434782608,0.0,5,23,7
