preview_symbol,shift_class,state_shift,function_shift,variant_shift,state_path,origin_path,function_path,variant_path,binding_path,depth_path,drift_path,count_path,world_count_path,depth_range,max_depth,min_depth,old_real_state,old_real_origin,old_real_function,old_real_variant,old_real_depth,old_real_drift,old_real_count,old_real_world_count,long_btc_sol_state,long_btc_sol_origin,long_btc_sol_function,long_btc_sol_variant,long_btc_sol_depth,long_btc_sol_drift,long_btc_sol_count,long_btc_sol_world_count,multiasset_state,multiasset_origin,multiasset_function,multiasset_variant,multiasset_depth,multiasset_drift,multiasset_count,multiasset_world_count
dio_mcm_episode_171moy1,zustand_reift_oder_kippt,1,0,0,positive_recoupling_field_phase -> stable_crossworld_field_phase -> stable_crossworld_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,distributed_active_recoupling -> distributed_active_recoupling -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.745621 -> 0.796715 -> 0.793435,0.041658 -> 0.059861 -> 0.052199,19 -> 96 -> 78,6 -> 6 -> 6,0.05109399999999997,0.796715,0.745621,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.745621,0.041658,19,6,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.796715,0.059861,96,6,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.793435,0.052199,78,6
dio_mcm_episode_0whyn34,zustand_reift_oder_kippt,1,0,0,positive_recoupling_field_phase -> stable_crossworld_field_phase -> stable_crossworld_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,distributed_active_recoupling -> distributed_active_recoupling -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.681351 -> 0.792699 -> 0.774372,0.034615 -> 0.051160 -> 0.041889,9 -> 77 -> 40,5 -> 6 -> 6,0.111348,0.792699,0.681351,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.681351,0.034615,9,5,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.792699,0.05116,77,6,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.774372,0.041889,40,6
dio_mcm_episode_13e4mrt,zustand_reift_oder_kippt,1,0,0,positive_recoupling_field_phase -> stable_crossworld_field_phase -> stable_crossworld_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,distributed_active_recoupling -> distributed_active_recoupling -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.598498 -> 0.724479 -> 0.703484,0.037178 -> 0.050938 -> 0.042135,4 -> 29 -> 17,4 -> 6 -> 6,0.125981,0.724479,0.598498,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.598498,0.037178,4,4,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.724479,0.050938,29,6,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.703484,0.042135,17,6
dio_mcm_episode_0uie72q,zustand_reift_oder_kippt,1,0,0,positive_recoupling_field_phase -> stable_crossworld_field_phase -> stable_crossworld_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,distributed_active_recoupling -> distributed_active_recoupling -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.617226 -> 0.716760 -> 0.709364,0.045719 -> 0.055430 -> 0.046408,6 -> 25 -> 21,4 -> 6 -> 6,0.0995339999999999,0.71676,0.617226,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.617226,0.045719,6,4,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.71676,0.05543,25,6,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.709364,0.046408,21,6
dio_mcm_episode_0usdsrp,zustand_reift_oder_kippt,1,0,0,positive_recoupling_field_phase -> stable_crossworld_field_phase -> stable_crossworld_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,distributed_active_recoupling -> distributed_active_recoupling -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.631508 -> 0.695988 -> 0.705472,0.047751 -> 0.069962 -> 0.066564,6 -> 21 -> 20,5 -> 5 -> 6,0.07396400000000003,0.705472,0.631508,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.631508,0.047751,6,5,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.695988,0.069962,21,5,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.705472,0.066564,20,6
dio_mcm_episode_0icnf2v,funktion_stabil,0,0,0,stable_crossworld_field_phase -> stable_crossworld_field_phase -> stable_crossworld_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,milieu_island -> milieu_island -> milieu_island,quiet_deep_recoupling -> quiet_deep_recoupling -> quiet_deep_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.847206 -> 0.847505 -> 0.848468,0.042285 -> 0.046268 -> 0.048092,12360 -> 3241 -> 7963,6 -> 6 -> 6,0.0012619999999999854,0.848468,0.847206,stable_crossworld_field_phase,realwelt_getragen,milieu_island,quiet_deep_recoupling,0.847206,0.042285,12360,6,stable_crossworld_field_phase,realwelt_getragen,milieu_island,quiet_deep_recoupling,0.847505,0.046268,3241,6,stable_crossworld_field_phase,realwelt_getragen,milieu_island,quiet_deep_recoupling,0.848468,0.048092,7963,6
dio_mcm_episode_1rj8742,funktion_stabil,0,0,0,stable_crossworld_field_phase -> stable_crossworld_field_phase -> stable_crossworld_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,distributed_active_recoupling -> distributed_active_recoupling -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.842520 -> 0.825458 -> 0.830190,0.045490 -> 0.049337 -> 0.048249,3453 -> 598 -> 1817,8 -> 6 -> 6,0.01706200000000002,0.84252,0.825458,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.84252,0.04549,3453,8,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.825458,0.049337,598,6,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.83019,0.048249,1817,6
dio_mcm_episode_02ixe4y,tiefe_deutlich_bewegt,0,0,0,positive_recoupling_field_phase -> positive_recoupling_field_phase -> positive_recoupling_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,milieu_island -> milieu_island -> milieu_island,quiet_deep_recoupling -> quiet_deep_recoupling -> quiet_deep_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.639739 -> 0.832638 -> 0.795170,0.042780 -> 0.036606 -> 0.038866,6 -> 82 -> 25,2 -> 6 -> 6,0.19289900000000004,0.832638,0.639739,positive_recoupling_field_phase,realwelt_getragen,milieu_island,quiet_deep_recoupling,0.639739,0.04278,6,2,positive_recoupling_field_phase,realwelt_getragen,milieu_island,quiet_deep_recoupling,0.832638,0.036606,82,6,positive_recoupling_field_phase,realwelt_getragen,milieu_island,quiet_deep_recoupling,0.79517,0.038866,25,6
dio_mcm_episode_1eav7xq,variante_verschoben,0,0,1,stable_crossworld_field_phase -> stable_crossworld_field_phase -> stable_crossworld_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,distributed_active_recoupling -> local_milieu_seed -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.809676 -> 0.825483 -> 0.817268,0.050098 -> 0.056034 -> 0.063344,54 -> 410 -> 321,8 -> 6 -> 6,0.015807000000000015,0.825483,0.809676,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.809676,0.050098,54,8,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,local_milieu_seed,0.825483,0.056034,410,6,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.817268,0.063344,321,6
dio_mcm_episode_0n6m7si,variante_verschoben,0,0,1,positive_recoupling_field_phase -> positive_recoupling_field_phase -> positive_recoupling_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,milieu_island -> milieu_island -> milieu_island,local_milieu_seed -> quiet_deep_recoupling -> quiet_deep_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.693740 -> 0.823177 -> 0.708644,0.049956 -> 0.034188 -> 0.060349,11 -> 47 -> 13,3 -> 6 -> 3,0.12943700000000002,0.823177,0.69374,positive_recoupling_field_phase,realwelt_getragen,milieu_island,local_milieu_seed,0.69374,0.049956,11,3,positive_recoupling_field_phase,realwelt_getragen,milieu_island,quiet_deep_recoupling,0.823177,0.034188,47,6,positive_recoupling_field_phase,realwelt_getragen,milieu_island,quiet_deep_recoupling,0.708644,0.060349,13,3
dio_mcm_episode_0bsaqu1,funktion_stabil,0,0,0,stable_crossworld_field_phase -> stable_crossworld_field_phase -> stable_crossworld_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,distributed_active_recoupling -> distributed_active_recoupling -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.809338 -> 0.821206 -> 0.817310,0.041893 -> 0.060607 -> 0.060942,50 -> 387 -> 317,8 -> 6 -> 6,0.01186799999999999,0.821206,0.809338,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.809338,0.041893,50,8,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.821206,0.060607,387,6,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.81731,0.060942,317,6
dio_mcm_episode_0vcr3lw,funktion_stabil,0,0,0,stable_crossworld_field_phase -> stable_crossworld_field_phase -> stable_crossworld_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,distributed_active_recoupling -> distributed_active_recoupling -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.811692 -> 0.817113 -> 0.819619,0.047498 -> 0.063823 -> 0.057735,57 -> 371 -> 325,8 -> 6 -> 6,0.007927000000000017,0.819619,0.811692,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.811692,0.047498,57,8,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.817113,0.063823,371,6,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.819619,0.057735,325,6
dio_mcm_episode_0hvxln3,funktion_stabil,0,0,0,stable_crossworld_field_phase -> stable_crossworld_field_phase -> stable_crossworld_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,distributed_active_recoupling -> distributed_active_recoupling -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.800860 -> 0.817478 -> 0.817481,0.051182 -> 0.060294 -> 0.056324,47 -> 283 -> 237,8 -> 6 -> 6,0.016620999999999997,0.817481,0.80086,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.80086,0.051182,47,8,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.817478,0.060294,283,6,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.817481,0.056324,237,6
dio_mcm_episode_08g1nk4,funktion_stabil,0,0,0,stable_crossworld_field_phase -> stable_crossworld_field_phase -> stable_crossworld_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,distributed_active_recoupling -> distributed_active_recoupling -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.784989 -> 0.816539 -> 0.814029,0.057141 -> 0.060768 -> 0.059046,51 -> 387 -> 287,6 -> 6 -> 6,0.03154999999999997,0.816539,0.784989,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.784989,0.057141,51,6,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.816539,0.060768,387,6,stable_crossworld_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.814029,0.059046,287,6
dio_mcm_episode_0u7qgeu,variante_verschoben,0,0,1,positive_recoupling_field_phase -> positive_recoupling_field_phase -> positive_recoupling_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,compact_carried_recoupling -> distributed_active_recoupling -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.595904 -> 0.741677 -> 0.771208,0.056188 -> 0.066692 -> 0.060094,6 -> 21 -> 30,2 -> 5 -> 6,0.17530400000000002,0.771208,0.595904,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,compact_carried_recoupling,0.595904,0.056188,6,2,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.741677,0.066692,21,5,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.771208,0.060094,30,6
dio_mcm_episode_0a6jsal,variante_verschoben,0,0,1,positive_recoupling_field_phase -> positive_recoupling_field_phase -> positive_recoupling_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,compact_carried_recoupling -> distributed_active_recoupling -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.649818 -> 0.770228 -> 0.755224,0.042258 -> 0.050058 -> 0.061305,7 -> 25 -> 23,3 -> 6 -> 6,0.12041000000000002,0.770228,0.649818,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,compact_carried_recoupling,0.649818,0.042258,7,3,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.770228,0.050058,25,6,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.755224,0.061305,23,6
dio_mcm_episode_17i3weh,variante_verschoben,0,0,1,positive_recoupling_field_phase -> positive_recoupling_field_phase -> positive_recoupling_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,distributed_active_recoupling -> distributed_active_recoupling -> compact_carried_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.724280 -> 0.729106 -> 0.707659,0.041295 -> 0.054855 -> 0.047716,12 -> 11 -> 13,5 -> 6 -> 4,0.021446999999999994,0.729106,0.707659,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.72428,0.041295,12,5,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.729106,0.054855,11,6,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,compact_carried_recoupling,0.707659,0.047716,13,4
dio_mcm_episode_09ugoh7,variante_verschoben,0,0,1,positive_recoupling_field_phase -> positive_recoupling_field_phase -> positive_recoupling_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,compact_carried_recoupling -> distributed_active_recoupling -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.603090 -> 0.705877 -> 0.673645,0.043833 -> 0.082221 -> 0.088578,5 -> 17 -> 12,2 -> 4 -> 5,0.10278699999999996,0.705877,0.60309,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,compact_carried_recoupling,0.60309,0.043833,5,2,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.705877,0.082221,17,4,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.673645,0.088578,12,5
dio_mcm_episode_1f9nms9,funktion_stabil,0,0,0,positive_recoupling_field_phase -> positive_recoupling_field_phase -> positive_recoupling_field_phase,realwelt_getragen -> realwelt_getragen -> realwelt_getragen,active_recoupling -> active_recoupling -> active_recoupling,distributed_active_recoupling -> distributed_active_recoupling -> distributed_active_recoupling,realworld_bound -> realworld_bound -> realworld_bound,0.660881 -> 0.698252 -> 0.679626,0.028542 -> 0.065588 -> 0.059190,7 -> 10 -> 9,4 -> 6 -> 5,0.03737099999999993,0.698252,0.660881,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.660881,0.028542,7,4,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.698252,0.065588,10,6,positive_recoupling_field_phase,realwelt_getragen,active_recoupling,distributed_active_recoupling,0.679626,0.05919,9,5
