symbol_family,candidate_class,present_in,same_field,same_reifung,xrp_events,multi_events,xrp_field,multi_field,xrp_reifung,multi_reifung,xrp_mcm,multi_mcm
dio_1s2n,robuste_feldsyntax,xrp_and_multi,1,1,12,54,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.484/0.137/0.691,0.545/0.147/0.712
dio_0rgc,robuste_feldsyntax,xrp_and_multi,1,1,20,53,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.500/0.132/0.699,0.545/0.148/0.712
dio_01q0,robuste_feldsyntax,xrp_and_multi,1,1,52,36,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.526/0.124/0.714,0.539/0.136/0.714
dio_0c76,robuste_feldsyntax,xrp_and_multi,1,1,50,32,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.452/0.213/0.652,0.486/0.207/0.666
dio_0d03,robuste_feldsyntax,xrp_and_multi,1,1,28,50,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.502/0.130/0.703,0.543/0.143/0.713
dio_0qup,robuste_feldsyntax,xrp_and_multi,1,1,50,11,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.532/0.117/0.719,0.493/0.128/0.709
dio_1izp,robuste_feldsyntax,xrp_and_multi,1,1,50,4,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.488/0.180/0.676,0.444/0.186/0.654
dio_1p59,robuste_feldsyntax,xrp_and_multi,1,1,8,50,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.441/0.176/0.665,0.480/0.166/0.684
dio_0u1o,robuste_feldsyntax,xrp_and_multi,1,1,42,48,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.484/0.186/0.670,0.507/0.198/0.676
dio_05gr,robuste_feldsyntax,xrp_and_multi,1,1,36,47,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.475/0.185/0.668,0.504/0.200/0.673
dio_14l0,robuste_feldsyntax,xrp_and_multi,1,1,46,15,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.445/0.208/0.643,0.484/0.194/0.661
dio_1qyl,robuste_feldsyntax,xrp_and_multi,1,1,30,46,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.520/0.112/0.716,0.548/0.129/0.719
dio_1vdo,robuste_feldsyntax,xrp_and_multi,1,1,24,44,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.500/0.130/0.701,0.537/0.142/0.711
dio_04q7,robuste_feldsyntax,xrp_and_multi,1,1,42,43,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.535/0.106/0.725,0.554/0.121/0.729
dio_1yt8,robuste_feldsyntax,xrp_and_multi,1,1,36,43,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.511/0.135/0.700,0.536/0.150/0.704
dio_0byp,robuste_feldsyntax,xrp_and_multi,1,1,42,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.487/0.182/0.674,0.418/0.210/0.632
dio_1er2,robuste_feldsyntax,xrp_and_multi,1,1,42,21,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.486/0.175/0.681,0.476/0.183/0.675
dio_1rx4,robuste_feldsyntax,xrp_and_multi,1,1,42,10,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.526/0.124/0.715,0.501/0.130/0.706
dio_1e0y,robuste_feldsyntax,xrp_and_multi,1,1,12,39,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.459/0.173/0.670,0.513/0.178/0.689
dio_0fc4,robuste_feldsyntax,xrp_and_multi,1,1,38,14,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.431/0.208/0.648,0.440/0.204/0.653
dio_0uuz,robuste_feldsyntax,xrp_and_multi,1,1,38,20,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.492/0.168/0.686,0.495/0.172/0.681
dio_1fe0,robuste_feldsyntax,xrp_and_multi,1,1,38,12,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.521/0.129/0.709,0.503/0.136/0.698
dio_1kue,robuste_feldsyntax,xrp_and_multi,1,1,38,25,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.498/0.157/0.682,0.503/0.166/0.679
dio_1waj,robuste_feldsyntax,xrp_and_multi,1,1,38,18,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.490/0.176/0.681,0.485/0.185/0.673
dio_0if9,robuste_feldsyntax,xrp_and_multi,1,1,36,11,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.495/0.155/0.687,0.476/0.162/0.674
dio_1gsb,robuste_feldsyntax,xrp_and_multi,1,1,36,22,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.519/0.124/0.711,0.521/0.132/0.709
dio_0cky,robuste_feldsyntax,xrp_and_multi,1,1,30,35,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.465/0.199/0.657,0.488/0.209/0.659
dio_01kh,robuste_feldsyntax,xrp_and_multi,1,1,34,25,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.480/0.184/0.667,0.477/0.191/0.673
dio_0sxm,robuste_feldsyntax,xrp_and_multi,1,1,24,34,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.462/0.198/0.659,0.458/0.215/0.652
dio_0wvk,robuste_feldsyntax,xrp_and_multi,1,1,34,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.508/0.148/0.699,0.464/0.156/0.677
dio_12dx,robuste_feldsyntax,xrp_and_multi,1,1,34,8,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.485/0.169/0.673,0.455/0.181/0.653
dio_1yme,robuste_feldsyntax,xrp_and_multi,1,1,34,25,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.510/0.140/0.704,0.524/0.144/0.707
dio_00sp,robuste_feldsyntax,xrp_and_multi,1,1,32,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.463/0.190/0.665,0.410/0.205/0.636
dio_0lr0,robuste_feldsyntax,xrp_and_multi,1,1,32,11,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.487/0.169/0.677,0.464/0.177/0.661
dio_0p44,robuste_feldsyntax,xrp_and_multi,1,1,32,25,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.439/0.207/0.652,0.452/0.199/0.667
dio_1198,robuste_feldsyntax,xrp_and_multi,1,1,32,21,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.484/0.168/0.676,0.494/0.171/0.674
dio_126s,robuste_feldsyntax,xrp_and_multi,1,1,32,6,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.480/0.185/0.665,0.463/0.186/0.657
dio_14ks,robuste_feldsyntax,xrp_and_multi,1,1,32,23,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.474/0.176/0.676,0.480/0.180/0.678
dio_16l9,robuste_feldsyntax,xrp_and_multi,1,1,32,16,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.502/0.146/0.695,0.502/0.144/0.694
dio_1nv4,robuste_feldsyntax,xrp_and_multi,1,1,32,16,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.451/0.213/0.650,0.460/0.207/0.651
dio_1vsy,robuste_feldsyntax,xrp_and_multi,1,1,14,31,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.489/0.122/0.703,0.533/0.125/0.713
dio_0xnz,robuste_feldsyntax,xrp_and_multi,1,1,30,16,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.508/0.141/0.699,0.499/0.147/0.691
dio_1j1f,robuste_feldsyntax,xrp_and_multi,1,1,30,7,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.483/0.170/0.672,0.456/0.175/0.658
dio_1ydr,robuste_feldsyntax,xrp_and_multi,1,1,30,18,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.482/0.178/0.671,0.480/0.182/0.666
dio_0p8i,robuste_feldsyntax,xrp_and_multi,1,1,28,29,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.514/0.120/0.711,0.533/0.129/0.715
dio_18im,robuste_feldsyntax,xrp_and_multi,1,1,26,29,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.485/0.160/0.686,0.503/0.167/0.691
dio_04k7,robuste_feldsyntax,xrp_and_multi,1,1,14,28,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.498/0.116/0.708,0.535/0.124/0.717
dio_068s,robuste_feldsyntax,xrp_and_multi,1,1,28,17,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.456/0.199/0.661,0.445/0.210/0.652
dio_0u0b,robuste_feldsyntax,xrp_and_multi,1,1,28,13,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.432/0.211/0.645,0.460/0.194/0.657
dio_0zbu,robuste_feldsyntax,xrp_and_multi,1,1,28,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.476/0.177/0.675,0.434/0.192/0.650
dio_11at,robuste_feldsyntax,xrp_and_multi,1,1,28,11,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.472/0.187/0.657,0.442/0.205/0.644
dio_18by,robuste_feldsyntax,xrp_and_multi,1,1,28,10,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.504/0.142/0.700,0.487/0.145/0.689
dio_1hyc,robuste_feldsyntax,xrp_and_multi,1,1,28,9,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.467/0.189/0.656,0.445/0.198/0.640
dio_1lhs,robuste_feldsyntax,xrp_and_multi,1,1,28,20,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.470/0.189/0.667,0.483/0.186/0.671
dio_0u24,robuste_feldsyntax,xrp_and_multi,1,1,22,27,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.506/0.121/0.705,0.531/0.124/0.713
dio_00cy,robuste_feldsyntax,xrp_and_multi,1,1,26,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.518/0.118/0.714,0.476/0.133/0.690
dio_0ef6,robuste_feldsyntax,xrp_and_multi,1,1,26,25,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.461/0.196/0.664,0.484/0.194/0.671
dio_0hg1,robuste_feldsyntax,xrp_and_multi,1,1,26,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.474/0.174/0.678,0.441/0.187/0.661
dio_0jkx,robuste_feldsyntax,xrp_and_multi,1,1,18,26,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.497/0.124/0.701,0.523/0.131/0.707
dio_0xz6,robuste_feldsyntax,xrp_and_multi,1,1,26,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.509/0.130/0.708,0.469/0.143/0.686
dio_1ap6,robuste_feldsyntax,xrp_and_multi,1,1,26,11,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.470/0.188/0.664,0.453/0.198/0.651
dio_0z35,robuste_feldsyntax,xrp_and_multi,1,1,18,25,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.482/0.134/0.693,0.523/0.130/0.707
dio_01qc,robuste_feldsyntax,xrp_and_multi,1,1,24,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.492/0.143/0.689,0.451/0.162/0.662
dio_083d,robuste_feldsyntax,xrp_and_multi,1,1,24,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.464/0.193/0.656,0.424/0.206/0.632
dio_0bgx,robuste_feldsyntax,xrp_and_multi,1,1,24,16,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.464/0.189/0.661,0.468/0.197/0.656
dio_0c9j,robuste_feldsyntax,xrp_and_multi,1,1,24,8,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.440/0.207/0.649,0.437/0.201/0.645
dio_0d46,robuste_feldsyntax,xrp_and_multi,1,1,24,21,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.488/0.158/0.692,0.501/0.166/0.690
dio_0rog,robuste_feldsyntax,xrp_and_multi,1,1,24,6,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.475/0.181/0.673,0.451/0.196/0.652
dio_0zvt,robuste_feldsyntax,xrp_and_multi,1,1,24,6,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.503/0.131/0.705,0.478/0.140/0.687
dio_1fxw,robuste_feldsyntax,xrp_and_multi,1,1,24,21,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.506/0.130/0.702,0.518/0.135/0.706
dio_1l8i,robuste_feldsyntax,xrp_and_multi,1,1,24,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.484/0.157/0.682,0.439/0.172/0.656
dio_1mif,robuste_feldsyntax,xrp_and_multi,1,1,18,24,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.466/0.174/0.674,0.492/0.179/0.680
dio_06fh,robuste_feldsyntax,xrp_and_multi,1,1,22,17,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.435/0.224/0.637,0.441/0.226/0.634
dio_19zk,robuste_feldsyntax,xrp_and_multi,1,1,22,8,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.488/0.150/0.684,0.471/0.156/0.673
dio_1rg9,robuste_feldsyntax,xrp_and_multi,1,1,22,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.505/0.125/0.705,0.470/0.139/0.683
dio_0zad,robuste_feldsyntax,xrp_and_multi,1,1,18,21,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.498/0.130/0.699,0.520/0.133/0.706
dio_1jsj,robuste_feldsyntax,xrp_and_multi,1,1,14,21,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.503/0.114/0.711,0.531/0.117/0.718
dio_10ef,robuste_feldsyntax,xrp_and_multi,1,1,16,20,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.507/0.112/0.712,0.524/0.115/0.717
dio_13s0,robuste_feldsyntax,xrp_and_multi,1,1,20,9,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.513/0.108/0.716,0.495/0.119/0.703
dio_1c85,robuste_feldsyntax,xrp_and_multi,1,1,20,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.492/0.134/0.694,0.479/0.136/0.687
dio_1oy8,robuste_feldsyntax,xrp_and_multi,1,1,20,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.497/0.142/0.696,0.463/0.157/0.674
dio_1sgm,robuste_feldsyntax,xrp_and_multi,1,1,20,7,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.476/0.171/0.677,0.452/0.183/0.665
dio_00v0,robuste_feldsyntax,xrp_and_multi,1,1,18,14,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.485/0.149/0.693,0.498/0.146/0.698
dio_05lz,robuste_feldsyntax,xrp_and_multi,1,1,18,8,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.496/0.139/0.699,0.480/0.147/0.687
dio_092h,robuste_feldsyntax,xrp_and_multi,1,1,18,15,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.434/0.215/0.648,0.466/0.199/0.659
dio_0gfm,robuste_feldsyntax,xrp_and_multi,1,1,18,9,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.509/0.113/0.711,0.499/0.120/0.702
dio_0jt7,robuste_feldsyntax,xrp_and_multi,1,1,18,14,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.511/0.107/0.716,0.515/0.114/0.714
dio_0u2x,robuste_feldsyntax,xrp_and_multi,1,1,12,18,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.444/0.194/0.653,0.482/0.182/0.672
dio_11g7,robuste_feldsyntax,xrp_and_multi,1,1,18,8,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.465/0.172/0.667,0.483/0.166/0.673
dio_1tyd,robuste_feldsyntax,xrp_and_multi,1,1,18,13,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.480/0.153/0.681,0.484/0.155/0.678
dio_031e,robuste_feldsyntax,xrp_and_multi,1,1,16,16,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.475/0.166/0.673,0.487/0.172/0.672
dio_047z,robuste_feldsyntax,xrp_and_multi,1,1,16,2,offene_rekopplung,offene_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.402/0.266/0.604,0.383/0.262/0.592
dio_092o,robuste_feldsyntax,xrp_and_multi,1,1,16,7,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.465/0.182/0.659,0.449/0.190/0.647
dio_0dzc,robuste_feldsyntax,xrp_and_multi,1,1,16,6,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.499/0.125/0.707,0.498/0.130/0.701
dio_19g0,robuste_feldsyntax,xrp_and_multi,1,1,16,8,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.472/0.174/0.673,0.466/0.171/0.668
dio_1c38,robuste_feldsyntax,xrp_and_multi,1,1,16,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.454/0.186/0.660,0.446/0.195/0.648
dio_1mlu,robuste_feldsyntax,xrp_and_multi,1,1,16,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.448/0.204/0.653,0.438/0.208/0.651
dio_1n80,robuste_feldsyntax,xrp_and_multi,1,1,16,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.485/0.145/0.690,0.443/0.166/0.663
dio_1vsj,robuste_feldsyntax,xrp_and_multi,1,1,4,15,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.429/0.188/0.654,0.486/0.169/0.677
dio_0dsl,robuste_feldsyntax,xrp_and_multi,1,1,14,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.477/0.137/0.689,0.481/0.139/0.685
dio_0h0h,robuste_feldsyntax,xrp_and_multi,1,1,14,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.480/0.152/0.684,0.469/0.161/0.674
dio_0i80,robuste_feldsyntax,xrp_and_multi,1,1,14,4,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.476/0.160/0.678,0.465/0.159/0.672
dio_0kmz,robuste_feldsyntax,xrp_and_multi,1,1,14,4,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.471/0.159/0.676,0.461/0.155/0.671
dio_11z2,robuste_feldsyntax,xrp_and_multi,1,1,14,13,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.476/0.156/0.676,0.488/0.155/0.678
dio_1f41,robuste_feldsyntax,xrp_and_multi,1,1,14,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.435/0.222/0.639,0.436/0.210/0.637
dio_1nqd,robuste_feldsyntax,xrp_and_multi,1,1,14,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.445/0.206/0.650,0.427/0.217/0.631
dio_0ilg,robuste_feldsyntax,xrp_and_multi,1,1,10,13,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.474/0.151/0.681,0.489/0.159/0.680
dio_0oiz,robuste_feldsyntax,xrp_and_multi,1,1,4,13,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.459/0.137/0.687,0.499/0.127/0.701
dio_084i,robuste_feldsyntax,xrp_and_multi,1,1,12,12,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.427/0.214/0.646,0.438/0.202/0.659
dio_0bzn,robuste_feldsyntax,xrp_and_multi,1,1,12,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.443/0.193/0.657,0.426/0.195/0.645
dio_0gzn,robuste_feldsyntax,xrp_and_multi,1,1,12,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.498/0.118/0.711,0.479/0.129/0.696
dio_0kf8,robuste_feldsyntax,xrp_and_multi,1,1,12,4,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.477/0.149/0.686,0.470/0.147/0.680
dio_0mpw,robuste_feldsyntax,xrp_and_multi,1,1,12,11,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.491/0.124/0.703,0.480/0.139/0.691
dio_112r,robuste_feldsyntax,xrp_and_multi,1,1,12,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.461/0.179/0.663,0.447/0.177/0.656
dio_13df,robuste_feldsyntax,xrp_and_multi,1,1,12,10,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.492/0.122/0.704,0.509/0.126/0.706
dio_1q8v,robuste_feldsyntax,xrp_and_multi,1,1,12,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.463/0.181/0.665,0.451/0.180/0.657
dio_137l,robuste_feldsyntax,xrp_and_multi,1,1,10,11,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.445/0.184/0.651,0.481/0.176/0.664
dio_04si,robuste_feldsyntax,xrp_and_multi,1,1,10,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.430/0.219/0.631,0.444/0.208/0.636
dio_0lqe,robuste_feldsyntax,xrp_and_multi,1,1,10,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.470/0.143/0.681,0.459/0.146/0.675
dio_15vu,robuste_feldsyntax,xrp_and_multi,1,1,10,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.497/0.112/0.710,0.484/0.117/0.701
dio_177f,robuste_feldsyntax,xrp_and_multi,1,1,10,6,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.470/0.163/0.678,0.486/0.150/0.684
dio_1fxb,robuste_feldsyntax,xrp_and_multi,1,1,8,10,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.461/0.156/0.683,0.484/0.150/0.688
dio_1hq9,robuste_feldsyntax,xrp_and_multi,1,1,10,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.434/0.209/0.640,0.450/0.200/0.644
dio_1pdp,robuste_feldsyntax,xrp_and_multi,1,1,10,4,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.434/0.197/0.646,0.438/0.191/0.643
dio_03za,robuste_feldsyntax,xrp_and_multi,1,1,8,4,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.443/0.201/0.647,0.439/0.209/0.634
dio_04tr,robuste_feldsyntax,xrp_and_multi,1,1,6,8,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.432/0.197/0.644,0.464/0.194/0.650
dio_05qa,robuste_feldsyntax,xrp_and_multi,1,1,8,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.452/0.184/0.662,0.432/0.191/0.647
