role_family,asset,timeframe,window_start,component,lag,control_kind,real_member_coverage,control_member_coverage,real_minus_control_member_coverage,real_family_event_share,control_family_event_share,real_minus_control_family_event_share,real_phase_complete_ratio,control_phase_complete_ratio,real_minus_control_phase_complete_ratio,real_mean_afterimage_delta,control_mean_afterimage_delta,real_minus_control_mean_afterimage_delta,real_mean_temporal_delta,control_mean_temporal_delta,real_minus_control_mean_temporal_delta,real_joint_coverage_event_advantage
rf_17,BTC,15m,24000,volume,83,volume_phase_083,1.0,0.5,0.5,0.004024144869215292,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.09621066666666667,0.09996,-0.0037493333333333267,0.4255613333333333,0.622508,-0.19694666666666666,1
rf_17,BTC,15m,24000,volume,251,volume_phase_251,1.0,0.0,1.0,0.004024144869215292,0.0,0.004024144869215292,0.0,0.0,0.0,0.09621066666666667,0.0,0.09621066666666667,0.4255613333333333,0.0,0.4255613333333333,1
rf_17,BTC,1h,0,sign,17,sign_phase_017,1.0,0.0,1.0,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,BTC,1h,0,sign,83,sign_phase_083,1.0,0.0,1.0,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,BTC,1h,0,sign,251,sign_phase_251,1.0,0.0,1.0,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,BTC,1h,0,magnitude,17,magnitude_phase_017,1.0,0.5,0.5,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,-0.048741,0.048741,0.0,-0.3142365,0.3142365,0
rf_17,BTC,1h,0,magnitude,83,magnitude_phase_083,1.0,1.0,0.0,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,0,magnitude,251,magnitude_phase_251,1.0,0.5,0.5,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,BTC,1h,0,wick,17,wick_phase_017,1.0,1.0,0.0,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,0,wick,83,wick_phase_083,1.0,0.5,0.5,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,BTC,1h,0,wick,251,wick_phase_251,1.0,0.5,0.5,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,-0.036587,0.036587,0.0,-0.309742,0.309742,0
rf_17,BTC,1h,0,volume,17,volume_phase_017,1.0,0.0,1.0,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,BTC,1h,0,volume,83,volume_phase_083,1.0,0.0,1.0,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,BTC,1h,0,volume,251,volume_phase_251,1.0,0.0,1.0,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,BTC,1h,3000,sign,17,sign_phase_017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,3000,sign,83,sign_phase_083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,3000,sign,251,sign_phase_251,0.0,1.0,-1.0,0.0,0.002012072434607646,-0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,3000,magnitude,17,magnitude_phase_017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,3000,magnitude,83,magnitude_phase_083,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,3000,magnitude,251,magnitude_phase_251,0.0,1.0,-1.0,0.0,0.002012072434607646,-0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,3000,wick,17,wick_phase_017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,3000,wick,83,wick_phase_083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,3000,wick,251,wick_phase_251,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,3000,volume,17,volume_phase_017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,3000,volume,83,volume_phase_083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,3000,volume,251,volume_phase_251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,6000,sign,17,sign_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,BTC,1h,6000,sign,83,sign_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,6000,sign,251,sign_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,BTC,1h,6000,magnitude,17,magnitude_phase_017,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,6000,magnitude,83,magnitude_phase_083,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,BTC,1h,6000,magnitude,251,magnitude_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,BTC,1h,6000,wick,17,wick_phase_017,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,6000,wick,83,wick_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,6000,wick,251,wick_phase_251,0.5,1.0,-0.5,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.100182,-0.100182,0.0,0.619606,-0.619606,0
rf_17,BTC,1h,6000,volume,17,volume_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,BTC,1h,6000,volume,83,volume_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,BTC,1h,6000,volume,251,volume_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,SOL,15m,0,sign,17,sign_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,SOL,15m,0,sign,83,sign_phase_083,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,SOL,15m,0,sign,251,sign_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,SOL,15m,0,magnitude,17,magnitude_phase_017,0.5,1.0,-0.5,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,0,magnitude,83,magnitude_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,0,magnitude,251,magnitude_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,SOL,15m,0,wick,17,wick_phase_017,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,0,wick,83,wick_phase_083,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,SOL,15m,0,wick,251,wick_phase_251,0.5,1.0,-0.5,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,0,volume,17,volume_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,SOL,15m,0,volume,83,volume_phase_083,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,SOL,15m,0,volume,251,volume_phase_251,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,12000,sign,17,sign_phase_017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,12000,sign,83,sign_phase_083,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,12000,sign,251,sign_phase_251,0.0,0.5,-0.5,0.0,0.002012072434607646,-0.002012072434607646,0.0,0.0,0.0,0.0,0.099931,-0.099931,0.0,0.618059,-0.618059,0
rf_17,SOL,15m,12000,magnitude,17,magnitude_phase_017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,12000,magnitude,83,magnitude_phase_083,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,12000,magnitude,251,magnitude_phase_251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,12000,wick,17,wick_phase_017,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,12000,wick,83,wick_phase_083,0.0,1.0,-1.0,0.0,0.0030181086519114686,-0.0030181086519114686,0.0,0.0,0.0,0.0,0.044243,-0.044243,0.0,0.312051,-0.312051,0
rf_17,SOL,15m,12000,wick,251,wick_phase_251,0.0,1.0,-1.0,0.0,0.0030181086519114686,-0.0030181086519114686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,12000,volume,17,volume_phase_017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,12000,volume,83,volume_phase_083,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,12000,volume,251,volume_phase_251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,15m,24000,sign,17,sign_phase_017,1.0,0.5,0.5,0.0030181086519114686,0.001006036217303823,0.0020120724346076456,0.0,0.0,0.0,0.099891,0.0,0.099891,0.625051,0.0,0.625051,1
rf_17,SOL,15m,24000,sign,83,sign_phase_083,1.0,0.5,0.5,0.0030181086519114686,0.001006036217303823,0.0020120724346076456,0.0,0.0,0.0,0.099891,0.0,0.099891,0.625051,0.0,0.625051,1
rf_17,SOL,15m,24000,sign,251,sign_phase_251,1.0,0.5,0.5,0.0030181086519114686,0.001006036217303823,0.0020120724346076456,0.0,0.0,0.0,0.099891,0.0,0.099891,0.625051,0.0,0.625051,1
rf_17,SOL,15m,24000,magnitude,17,magnitude_phase_017,1.0,0.5,0.5,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.099891,0.0479445,0.05194649999999999,0.625051,0.315169,0.30988200000000005,1
rf_17,SOL,15m,24000,magnitude,83,magnitude_phase_083,1.0,0.5,0.5,0.0030181086519114686,0.001006036217303823,0.0020120724346076456,0.0,0.0,0.0,0.099891,0.0,0.099891,0.625051,0.0,0.625051,1
rf_17,SOL,15m,24000,magnitude,251,magnitude_phase_251,1.0,1.0,0.0,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,0.0,0.099891,0.0500825,0.04980849999999999,0.625051,0.3139265,0.3111245,0
rf_17,SOL,15m,24000,wick,17,wick_phase_017,1.0,0.5,0.5,0.0030181086519114686,0.001006036217303823,0.0020120724346076456,0.0,0.0,0.0,0.099891,0.0,0.099891,0.625051,0.0,0.625051,1
rf_17,SOL,15m,24000,wick,83,wick_phase_083,1.0,1.0,0.0,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,0.0,0.099891,0.100355,-0.0004640000000000061,0.625051,0.613168,0.011882999999999977,0
rf_17,SOL,15m,24000,wick,251,wick_phase_251,1.0,0.0,1.0,0.0030181086519114686,0.0,0.0030181086519114686,0.0,0.0,0.0,0.099891,0.0,0.099891,0.625051,0.0,0.625051,1
rf_17,SOL,15m,24000,volume,17,volume_phase_017,1.0,0.5,0.5,0.0030181086519114686,0.001006036217303823,0.0020120724346076456,0.0,0.0,0.0,0.099891,0.0,0.099891,0.625051,0.0,0.625051,1
rf_17,SOL,15m,24000,volume,83,volume_phase_083,1.0,0.0,1.0,0.0030181086519114686,0.0,0.0030181086519114686,0.0,0.0,0.0,0.099891,0.0,0.099891,0.625051,0.0,0.625051,1
rf_17,SOL,15m,24000,volume,251,volume_phase_251,1.0,0.5,0.5,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.099891,0.099891,0.0,0.625051,0.62542,-0.0003689999999999527,1
rf_17,SOL,1h,0,sign,17,sign_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,SOL,1h,0,sign,83,sign_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,0,sign,251,sign_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,SOL,1h,0,magnitude,17,magnitude_phase_017,0.5,1.0,-0.5,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,0,magnitude,83,magnitude_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,0,magnitude,251,magnitude_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,SOL,1h,0,wick,17,wick_phase_017,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,0,wick,83,wick_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,0,wick,251,wick_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_17,SOL,1h,0,volume,17,volume_phase_017,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,0,volume,83,volume_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,0,volume,251,volume_phase_251,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,3000,sign,17,sign_phase_017,0.5,0.5,0.0,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,-0.0482255,-0.0479665,-0.00025899999999999535,-0.308459,-0.310802,0.0023430000000000395,0
rf_17,SOL,1h,3000,sign,83,sign_phase_083,0.5,0.0,0.5,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,-0.0482255,0.0,-0.0482255,-0.308459,0.0,-0.308459,1
rf_17,SOL,1h,3000,sign,251,sign_phase_251,0.5,0.5,0.0,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,-0.0482255,0.0,-0.0482255,-0.308459,0.0,-0.308459,0
rf_17,SOL,1h,3000,magnitude,17,magnitude_phase_017,0.5,1.0,-0.5,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,-0.0482255,0.0,-0.0482255,-0.308459,0.0,-0.308459,0
rf_17,SOL,1h,3000,magnitude,83,magnitude_phase_083,0.5,0.0,0.5,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,-0.0482255,0.0,-0.0482255,-0.308459,0.0,-0.308459,1
rf_17,SOL,1h,3000,magnitude,251,magnitude_phase_251,0.5,0.0,0.5,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,-0.0482255,0.0,-0.0482255,-0.308459,0.0,-0.308459,1
rf_17,SOL,1h,3000,wick,17,wick_phase_017,0.5,0.0,0.5,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,-0.0482255,0.0,-0.0482255,-0.308459,0.0,-0.308459,1
rf_17,SOL,1h,3000,wick,83,wick_phase_083,0.5,0.5,0.0,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,-0.0482255,0.0,-0.0482255,-0.308459,0.0,-0.308459,0
rf_17,SOL,1h,3000,wick,251,wick_phase_251,0.5,0.5,0.0,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,-0.0482255,0.0,-0.0482255,-0.308459,0.0,-0.308459,0
rf_17,SOL,1h,3000,volume,17,volume_phase_017,0.5,0.0,0.5,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,-0.0482255,0.0,-0.0482255,-0.308459,0.0,-0.308459,1
rf_17,SOL,1h,3000,volume,83,volume_phase_083,0.5,0.0,0.5,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,-0.0482255,0.0,-0.0482255,-0.308459,0.0,-0.308459,1
rf_17,SOL,1h,3000,volume,251,volume_phase_251,0.5,0.0,0.5,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,-0.0482255,0.0,-0.0482255,-0.308459,0.0,-0.308459,1
rf_17,SOL,1h,6000,sign,17,sign_phase_017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,6000,sign,83,sign_phase_083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,6000,sign,251,sign_phase_251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,6000,magnitude,17,magnitude_phase_017,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,6000,magnitude,83,magnitude_phase_083,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,6000,magnitude,251,magnitude_phase_251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,6000,wick,17,wick_phase_017,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,6000,wick,83,wick_phase_083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,6000,wick,251,wick_phase_251,0.0,0.5,-0.5,0.0,0.002012072434607646,-0.002012072434607646,0.0,0.0,0.0,0.0,0.098866,-0.098866,0.0,0.626084,-0.626084,0
rf_17,SOL,1h,6000,volume,17,volume_phase_017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,6000,volume,83,volume_phase_083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_17,SOL,1h,6000,volume,251,volume_phase_251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_21,BTC,15m,0,sign,17,sign_phase_017,0.5,1.0,-0.5,0.0030181086519114686,0.009054325955734407,-0.006036217303822938,0.0,1.0,-1.0,0.14095,0.1954155,-0.0544655,0.3623625,0.31968559999999996,0.04267690000000002,0
rf_21,BTC,15m,0,sign,83,sign_phase_083,0.5,1.0,-0.5,0.0030181086519114686,0.006036217303822937,-0.0030181086519114686,0.0,0.0,0.0,0.14095,0.19053075,-0.04958075000000001,0.3623625,0.66709175,-0.30472925,0
rf_21,BTC,15m,0,sign,251,sign_phase_251,0.5,0.5,0.0,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.14095,0.0,0.14095,0.3623625,0.0,0.3623625,0
rf_21,BTC,15m,0,magnitude,17,magnitude_phase_017,0.5,1.0,-0.5,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.14095,0.0,0.14095,0.3623625,0.0,0.3623625,0
rf_21,BTC,15m,0,magnitude,83,magnitude_phase_083,0.5,1.0,-0.5,0.0030181086519114686,0.006036217303822937,-0.0030181086519114686,0.0,0.0,0.0,0.14095,-0.08458033333333333,0.22553033333333333,0.3623625,-0.42590966666666663,0.7882721666666666,0
rf_21,BTC,15m,0,magnitude,251,magnitude_phase_251,0.5,1.0,-0.5,0.0030181086519114686,0.004024144869215292,-0.0010060362173038235,0.0,0.0,0.0,0.14095,-0.021389000000000002,0.16233899999999998,0.3623625,-0.203357,0.5657194999999999,0
rf_21,BTC,15m,0,wick,17,wick_phase_017,0.5,0.5,0.0,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.5,-0.5,0.14095,0.186332,-0.045382000000000006,0.3623625,0.672589,-0.3102265,0
rf_21,BTC,15m,0,wick,83,wick_phase_083,0.5,1.0,-0.5,0.0030181086519114686,0.005030181086519115,-0.002012072434607646,0.0,0.0,0.0,0.14095,0.096082,0.04486799999999999,0.3623625,0.33481,0.02755249999999998,0
rf_21,BTC,15m,0,wick,251,wick_phase_251,0.5,0.5,0.0,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,0.0,0.14095,-0.042778,0.183728,0.3623625,-0.312173,0.6745355,0
rf_21,BTC,15m,0,volume,17,volume_phase_017,0.5,0.5,0.0,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,0.0,0.14095,0.144295,-0.0033450000000000146,0.3623625,0.64287,-0.2805075000000001,0
rf_21,BTC,15m,0,volume,83,volume_phase_083,0.5,1.0,-0.5,0.0030181086519114686,0.005030181086519115,-0.002012072434607646,0.0,0.5,-0.5,0.14095,0.2308015,-0.0898515,0.3623625,0.6873940000000001,-0.3250315000000001,0
rf_21,BTC,15m,0,volume,251,volume_phase_251,0.5,0.5,0.0,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,0.0,0.14095,0.144533,-0.003583000000000003,0.3623625,0.6480364999999999,-0.28567399999999993,0
rf_21,BTC,15m,12000,sign,17,sign_phase_017,1.0,1.0,0.0,0.014084507042253521,0.012072434607645875,0.002012072434607647,0.5,0.5,0.0,0.4108549047619047,0.32179525,0.08905965476190475,0.34252295238095243,0.4298363333333334,-0.08731338095238095,0
rf_21,BTC,15m,12000,sign,83,sign_phase_083,1.0,1.0,0.0,0.014084507042253521,0.013078470824949699,0.0010060362173038226,0.5,0.5,0.0,0.4108549047619047,0.20716949999999998,0.20368540476190475,0.34252295238095243,0.28547599999999995,0.057046952380952476,0
rf_21,BTC,15m,12000,sign,251,sign_phase_251,1.0,1.0,0.0,0.014084507042253521,0.011066398390342052,0.0030181086519114695,0.5,0.0,0.5,0.4108549047619047,0.218279,0.19257590476190473,0.34252295238095243,0.32982216666666675,0.012700785714285678,0
rf_21,BTC,15m,12000,magnitude,17,magnitude_phase_017,1.0,1.0,0.0,0.014084507042253521,0.013078470824949699,0.0010060362173038226,0.5,0.5,0.0,0.4108549047619047,0.30544366666666667,0.10541123809523806,0.34252295238095243,0.3170188333333333,0.025504119047619123,0
rf_21,BTC,15m,12000,magnitude,83,magnitude_phase_083,1.0,1.0,0.0,0.014084507042253521,0.01006036217303823,0.004024144869215292,0.5,0.5,0.0,0.4108549047619047,0.1096587,0.30119620476190473,0.34252295238095243,-0.12906399999999996,0.4715869523809524,0
rf_21,BTC,15m,12000,magnitude,251,magnitude_phase_251,1.0,1.0,0.0,0.014084507042253521,0.013078470824949699,0.0010060362173038226,0.5,1.0,-0.5,0.4108549047619047,0.3328552,0.07799970476190471,0.34252295238095243,0.3776976000000001,-0.03517464761904765,0
rf_21,BTC,15m,12000,wick,17,wick_phase_017,1.0,1.0,0.0,0.014084507042253521,0.012072434607645875,0.002012072434607647,0.5,0.5,0.0,0.4108549047619047,0.15785075,0.25300415476190474,0.34252295238095243,-0.08025074999999998,0.4227737023809524,0
