role_family,asset,timeframe,window_start,component,lag,control_kind,real_member_coverage,control_member_coverage,real_minus_control_member_coverage,real_family_event_share,control_family_event_share,real_minus_control_family_event_share,real_phase_complete_ratio,control_phase_complete_ratio,real_minus_control_phase_complete_ratio,real_mean_afterimage_delta,control_mean_afterimage_delta,real_minus_control_mean_afterimage_delta,real_mean_temporal_delta,control_mean_temporal_delta,real_minus_control_mean_temporal_delta,real_joint_coverage_event_advantage
rf_08,SOL,15m,12000,volume,17,volume_phase_017,1.0,1.0,0.0,0.006036217303822937,0.01006036217303823,-0.004024144869215292,0.0,0.5,-0.5,0.21229425,0.31385075,-0.10155650000000002,0.67730675,0.5269383333333333,0.15036841666666667,0
rf_08,SOL,15m,12000,volume,83,volume_phase_083,1.0,1.0,0.0,0.006036217303822937,0.005030181086519115,0.0010060362173038226,0.0,0.0,0.0,0.21229425,0.09538200000000001,0.11691224999999998,0.67730675,0.33455850000000004,0.3427482499999999,0
rf_08,SOL,15m,12000,volume,251,volume_phase_251,1.0,1.0,0.0,0.006036217303822937,0.007042253521126761,-0.0010060362173038235,0.0,0.5,-0.5,0.21229425,0.22334175,-0.011047500000000016,0.67730675,0.6796960000000001,-0.0023892500000001204,0
rf_08,SOL,15m,24000,sign,17,sign_phase_017,0.5,1.0,-0.5,0.004024144869215292,0.006036217303822937,-0.002012072434607645,0.0,0.0,0.0,0.0,0.100142,-0.100142,0.0,0.628978,-0.628978,0
rf_08,SOL,15m,24000,sign,83,sign_phase_083,0.5,0.5,0.0,0.004024144869215292,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,-0.037222,0.037222,0.0,-0.308807,0.308807,0
rf_08,SOL,15m,24000,sign,251,sign_phase_251,0.5,0.5,0.0,0.004024144869215292,0.0030181086519114686,0.0010060362173038235,0.0,0.0,0.0,0.0,-0.031288,0.031288,0.0,-0.3050335,0.3050335,0
rf_08,SOL,15m,24000,magnitude,17,magnitude_phase_017,0.5,1.0,-0.5,0.004024144869215292,0.004024144869215292,0.0,0.0,0.0,0.0,0.0,-0.046102,0.046102,0.0,-0.309739,0.309739,0
rf_08,SOL,15m,24000,magnitude,83,magnitude_phase_083,0.5,1.0,-0.5,0.004024144869215292,0.009054325955734407,-0.005030181086519115,0.0,0.5,-0.5,0.0,0.270406,-0.270406,0.0,0.702974,-0.702974,0
rf_08,SOL,15m,24000,magnitude,251,magnitude_phase_251,0.5,0.5,0.0,0.004024144869215292,0.004024144869215292,0.0,0.0,0.5,-0.5,0.0,0.21307299999999998,-0.21307299999999998,0.0,0.3871905,-0.3871905,0
rf_08,SOL,15m,24000,wick,17,wick_phase_017,0.5,1.0,-0.5,0.004024144869215292,0.004024144869215292,0.0,0.0,0.0,0.0,0.0,0.12765500000000002,-0.12765500000000002,0.0,0.643734,-0.643734,0
rf_08,SOL,15m,24000,wick,83,wick_phase_083,0.5,1.0,-0.5,0.004024144869215292,0.005030181086519115,-0.0010060362173038226,0.0,0.0,0.0,0.0,0.100213,-0.100213,0.0,0.620695,-0.620695,0
rf_08,SOL,15m,24000,wick,251,wick_phase_251,0.5,1.0,-0.5,0.004024144869215292,0.005030181086519115,-0.0010060362173038226,0.0,0.0,0.0,0.0,0.09992,-0.09992,0.0,0.620946,-0.620946,0
rf_08,SOL,15m,24000,volume,17,volume_phase_017,0.5,1.0,-0.5,0.004024144869215292,0.007042253521126761,-0.0030181086519114686,0.0,0.0,0.0,0.0,0.08741233333333333,-0.08741233333333333,0.0,0.42464433333333335,-0.42464433333333335,0
rf_08,SOL,15m,24000,volume,83,volume_phase_083,0.5,1.0,-0.5,0.004024144869215292,0.006036217303822937,-0.002012072434607645,0.0,0.0,0.0,0.0,0.099274,-0.099274,0.0,0.626024,-0.626024,0
rf_08,SOL,15m,24000,volume,251,volume_phase_251,0.5,1.0,-0.5,0.004024144869215292,0.009054325955734407,-0.005030181086519115,0.0,0.5,-0.5,0.0,0.263965,-0.263965,0.0,0.6982023333333333,-0.6982023333333333,0
rf_08,SOL,1h,0,sign,17,sign_phase_017,1.0,1.0,0.0,0.004024144869215292,0.0030181086519114686,0.0010060362173038235,0.0,0.0,0.0,-0.029110999999999998,0.0,-0.029110999999999998,-0.20672333333333334,0.0,-0.20672333333333334,0
rf_08,SOL,1h,0,sign,83,sign_phase_083,1.0,1.0,0.0,0.004024144869215292,0.005030181086519115,-0.0010060362173038226,0.0,0.0,0.0,-0.029110999999999998,-0.031081666666666664,0.0019706666666666657,-0.20672333333333334,-0.20721166666666668,0.0004883333333333406,0
rf_08,SOL,1h,0,sign,251,sign_phase_251,1.0,0.5,0.5,0.004024144869215292,0.001006036217303823,0.003018108651911469,0.0,0.0,0.0,-0.029110999999999998,0.0,-0.029110999999999998,-0.20672333333333334,0.0,-0.20672333333333334,1
rf_08,SOL,1h,0,magnitude,17,magnitude_phase_017,1.0,1.0,0.0,0.004024144869215292,0.006036217303822937,-0.002012072434607645,0.0,0.0,0.0,-0.029110999999999998,-0.0472635,0.018152500000000002,-0.20672333333333334,-0.3109015,0.10417816666666666,0
rf_08,SOL,1h,0,magnitude,83,magnitude_phase_083,1.0,1.0,0.0,0.004024144869215292,0.007042253521126761,-0.0030181086519114686,0.0,0.0,0.0,-0.029110999999999998,-0.099603,0.070492,-0.20672333333333334,-0.3931432,0.18641986666666668,0
rf_08,SOL,1h,0,magnitude,251,magnitude_phase_251,1.0,1.0,0.0,0.004024144869215292,0.007042253521126761,-0.0030181086519114686,0.0,0.5,-0.5,-0.029110999999999998,0.260699,-0.28981,-0.20672333333333334,0.6989306666666667,-0.9056540000000001,0
rf_08,SOL,1h,0,wick,17,wick_phase_017,1.0,1.0,0.0,0.004024144869215292,0.004024144869215292,0.0,0.0,0.0,0.0,-0.029110999999999998,-0.06789075,0.03877975,-0.20672333333333334,-0.31957175000000004,0.1128484166666667,0
rf_08,SOL,1h,0,wick,83,wick_phase_083,1.0,1.0,0.0,0.004024144869215292,0.005030181086519115,-0.0010060362173038226,0.0,0.5,-0.5,-0.029110999999999998,0.184027,-0.213138,-0.20672333333333334,0.670901,-0.8776243333333333,0
rf_08,SOL,1h,0,wick,251,wick_phase_251,1.0,1.0,0.0,0.004024144869215292,0.005030181086519115,-0.0010060362173038226,0.0,0.0,0.0,-0.029110999999999998,-0.0702015,0.0410905,-0.20672333333333334,-0.32147775,0.11475441666666666,0
rf_08,SOL,1h,0,volume,17,volume_phase_017,1.0,0.5,0.5,0.004024144869215292,0.0030181086519114686,0.0010060362173038235,0.0,0.0,0.0,-0.029110999999999998,-0.090689,0.06157800000000001,-0.20672333333333334,-0.43084666666666666,0.2241233333333333,1
rf_08,SOL,1h,0,volume,83,volume_phase_083,1.0,1.0,0.0,0.004024144869215292,0.005030181086519115,-0.0010060362173038226,0.0,0.5,-0.5,-0.029110999999999998,0.22916966666666666,-0.25828066666666666,-0.20672333333333334,0.4994303333333334,-0.7061536666666668,0
rf_08,SOL,1h,0,volume,251,volume_phase_251,1.0,1.0,0.0,0.004024144869215292,0.0030181086519114686,0.0010060362173038235,0.0,0.0,0.0,-0.029110999999999998,0.0,-0.029110999999999998,-0.20672333333333334,0.0,-0.20672333333333334,0
rf_08,SOL,1h,3000,sign,17,sign_phase_017,1.0,1.0,0.0,0.006036217303822937,0.006036217303822937,0.0,0.0,0.0,0.0,-0.0632,-0.05297149999999999,-0.010228500000000015,-0.318974,-0.31897925000000005,5.2500000000677005e-06,0
rf_08,SOL,1h,3000,sign,83,sign_phase_083,1.0,1.0,0.0,0.006036217303822937,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,-0.0632,-0.03111533333333333,-0.03208466666666668,-0.318974,-0.2088283333333333,-0.11014566666666667,0
rf_08,SOL,1h,3000,sign,251,sign_phase_251,1.0,1.0,0.0,0.006036217303822937,0.005030181086519115,0.0010060362173038226,0.0,0.0,0.0,-0.0632,-0.0493855,-0.013814500000000007,-0.318974,-0.3116015,-0.007372500000000004,0
rf_08,SOL,1h,3000,magnitude,17,magnitude_phase_017,1.0,1.0,0.0,0.006036217303822937,0.008048289738430584,-0.002012072434607647,0.0,0.5,-0.5,-0.0632,0.12231975,-0.18551975,-0.318974,0.33825325,-0.65722725,0
rf_08,SOL,1h,3000,magnitude,83,magnitude_phase_083,1.0,1.0,0.0,0.006036217303822937,0.004024144869215292,0.002012072434607645,0.0,0.0,0.0,-0.0632,0.0,-0.0632,-0.318974,0.0,-0.318974,0
rf_08,SOL,1h,3000,magnitude,251,magnitude_phase_251,1.0,1.0,0.0,0.006036217303822937,0.01006036217303823,-0.004024144869215292,0.0,0.5,-0.5,-0.0632,0.18068033333333333,-0.24388033333333334,-0.318974,0.3712796666666668,-0.6902536666666668,0
rf_08,SOL,1h,3000,wick,17,wick_phase_017,1.0,0.5,0.5,0.006036217303822937,0.002012072434607646,0.004024144869215291,0.0,0.0,0.0,-0.0632,0.0,-0.0632,-0.318974,0.0,-0.318974,1
rf_08,SOL,1h,3000,wick,83,wick_phase_083,1.0,1.0,0.0,0.006036217303822937,0.009054325955734407,-0.0030181086519114695,0.0,0.0,0.0,-0.0632,-0.156907,0.09370699999999998,-0.318974,-0.49253500000000006,0.17356100000000008,0
rf_08,SOL,1h,3000,wick,251,wick_phase_251,1.0,0.5,0.5,0.006036217303822937,0.005030181086519115,0.0010060362173038226,0.0,0.0,0.0,-0.0632,-0.09092666666666667,0.027726666666666663,-0.318974,-0.42862266666666665,0.10964866666666667,1
rf_08,SOL,1h,3000,volume,17,volume_phase_017,1.0,1.0,0.0,0.006036217303822937,0.005030181086519115,0.0010060362173038226,0.0,0.0,0.0,-0.0632,-0.07435433333333334,0.011154333333333336,-0.318974,-0.4257926666666667,0.10681866666666673,0
rf_08,SOL,1h,3000,volume,83,volume_phase_083,1.0,1.0,0.0,0.006036217303822937,0.007042253521126761,-0.0010060362173038235,0.0,0.0,0.0,-0.0632,-0.0632,0.0,-0.318974,-0.319519,0.0005450000000000177,0
rf_08,SOL,1h,3000,volume,251,volume_phase_251,1.0,1.0,0.0,0.006036217303822937,0.005030181086519115,0.0010060362173038226,0.0,0.0,0.0,-0.0632,-0.08856633333333334,0.025366333333333338,-0.318974,-0.42841866666666667,0.10944466666666669,0
rf_08,SOL,1h,6000,sign,17,sign_phase_017,0.5,1.0,-0.5,0.0030181086519114686,0.005030181086519115,-0.002012072434607646,0.0,0.0,0.0,0.177542,0.099879,0.07766300000000001,0.664413,0.627601,0.03681200000000007,0
rf_08,SOL,1h,6000,sign,83,sign_phase_083,0.5,1.0,-0.5,0.0030181086519114686,0.005030181086519115,-0.002012072434607646,0.0,0.0,0.0,0.177542,0.0,0.177542,0.664413,0.0,0.664413,0
rf_08,SOL,1h,6000,sign,251,sign_phase_251,0.5,1.0,-0.5,0.0030181086519114686,0.005030181086519115,-0.002012072434607646,0.0,0.5,-0.5,0.177542,0.144227,0.03331500000000001,0.664413,0.454108,0.21030500000000002,0
rf_08,SOL,1h,6000,magnitude,17,magnitude_phase_017,0.5,1.0,-0.5,0.0030181086519114686,0.009054325955734407,-0.006036217303822938,0.0,1.0,-1.0,0.177542,0.26538,-0.087838,0.664413,0.5093486666666667,0.15506433333333336,0
rf_08,SOL,1h,6000,magnitude,83,magnitude_phase_083,0.5,1.0,-0.5,0.0030181086519114686,0.007042253521126761,-0.004024144869215292,0.0,0.5,-0.5,0.177542,0.326416,-0.14887399999999998,0.664413,0.7286246666666667,-0.06421166666666667,0
rf_08,SOL,1h,6000,magnitude,251,magnitude_phase_251,0.5,1.0,-0.5,0.0030181086519114686,0.005030181086519115,-0.002012072434607646,0.0,0.0,0.0,0.177542,0.12906499999999999,0.04847700000000002,0.664413,0.6389243333333333,0.025488666666666715,0
rf_08,SOL,1h,6000,wick,17,wick_phase_017,0.5,1.0,-0.5,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,0.0,0.177542,0.0,0.177542,0.664413,0.0,0.664413,0
rf_08,SOL,1h,6000,wick,83,wick_phase_083,0.5,1.0,-0.5,0.0030181086519114686,0.004024144869215292,-0.0010060362173038235,0.0,0.0,0.0,0.177542,0.095889,0.081653,0.664413,0.62498,0.03943300000000005,0
rf_08,SOL,1h,6000,wick,251,wick_phase_251,0.5,1.0,-0.5,0.0030181086519114686,0.004024144869215292,-0.0010060362173038235,0.0,0.5,-0.5,0.177542,0.09505,0.08249200000000001,0.664413,0.335118,0.329295,0
rf_08,SOL,1h,6000,volume,17,volume_phase_017,0.5,1.0,-0.5,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,0.0,0.177542,0.096752,0.08079,0.664413,0.623743,0.040669999999999984,0
rf_08,SOL,1h,6000,volume,83,volume_phase_083,0.5,1.0,-0.5,0.0030181086519114686,0.005030181086519115,-0.002012072434607646,0.0,0.0,0.0,0.177542,0.1380845,0.039457500000000006,0.664413,0.6459215,0.018491499999999994,0
rf_08,SOL,1h,6000,volume,251,volume_phase_251,0.5,0.5,0.0,0.0030181086519114686,0.001006036217303823,0.0020120724346076456,0.0,0.0,0.0,0.177542,0.0,0.177542,0.664413,0.0,0.664413,0
rf_10,BTC,15m,0,sign,17,sign_phase_017,0.5,1.0,-0.5,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.0338335,0.0,0.0338335,0.30831,0.0,0.30831,0
rf_10,BTC,15m,0,sign,83,sign_phase_083,0.5,0.5,0.0,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.0338335,0.0,0.0338335,0.30831,0.0,0.30831,0
rf_10,BTC,15m,0,sign,251,sign_phase_251,0.5,1.0,-0.5,0.002012072434607646,0.0030181086519114686,-0.0010060362173038226,0.0,0.0,0.0,0.0338335,0.0,0.0338335,0.30831,0.0,0.30831,0
rf_10,BTC,15m,0,magnitude,17,magnitude_phase_017,0.5,0.5,0.0,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0338335,0.0,0.0338335,0.30831,0.0,0.30831,0
rf_10,BTC,15m,0,magnitude,83,magnitude_phase_083,0.5,1.0,-0.5,0.002012072434607646,0.005030181086519115,-0.0030181086519114686,0.0,0.5,-0.5,0.0338335,0.149582,-0.11574849999999999,0.30831,0.4566396666666666,-0.14832966666666664,0
rf_10,BTC,15m,0,magnitude,251,magnitude_phase_251,0.5,0.5,0.0,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0338335,0.0,0.0338335,0.30831,0.0,0.30831,0
rf_10,BTC,15m,0,wick,17,wick_phase_017,0.5,0.5,0.0,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0338335,0.0,0.0338335,0.30831,0.0,0.30831,0
rf_10,BTC,15m,0,wick,83,wick_phase_083,0.5,0.5,0.0,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.0338335,0.100362,-0.0665285,0.30831,0.620842,-0.31253200000000003,0
rf_10,BTC,15m,0,wick,251,wick_phase_251,0.5,0.5,0.0,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0338335,0.0,0.0338335,0.30831,0.0,0.30831,0
rf_10,BTC,15m,0,volume,17,volume_phase_017,0.5,0.5,0.0,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.0338335,0.097955,-0.0641215,0.30831,0.627109,-0.31879900000000005,0
rf_10,BTC,15m,0,volume,83,volume_phase_083,0.5,0.5,0.0,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0338335,0.0,0.0338335,0.30831,0.0,0.30831,0
rf_10,BTC,15m,0,volume,251,volume_phase_251,0.5,0.5,0.0,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0338335,0.0,0.0338335,0.30831,0.0,0.30831,0
rf_10,BTC,15m,12000,sign,17,sign_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,15m,12000,sign,83,sign_phase_083,0.5,0.5,0.0,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.100275,-0.100275,0.0,0.625943,-0.625943,0
rf_10,BTC,15m,12000,sign,251,sign_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,15m,12000,magnitude,17,magnitude_phase_017,0.5,1.0,-0.5,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.100395,-0.100395,0.0,0.629689,-0.629689,0
rf_10,BTC,15m,12000,magnitude,83,magnitude_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,15m,12000,magnitude,251,magnitude_phase_251,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,15m,12000,wick,17,wick_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,15m,12000,wick,83,wick_phase_083,0.5,1.0,-0.5,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.099752,-0.099752,0.0,0.622582,-0.622582,0
rf_10,BTC,15m,12000,wick,251,wick_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,15m,12000,volume,17,volume_phase_017,0.5,1.0,-0.5,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,15m,12000,volume,83,volume_phase_083,0.5,1.0,-0.5,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.099639,-0.099639,0.0,0.626229,-0.626229,0
rf_10,BTC,15m,12000,volume,251,volume_phase_251,0.5,1.0,-0.5,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,15m,24000,sign,17,sign_phase_017,0.5,1.0,-0.5,0.002012072434607646,0.004024144869215292,-0.002012072434607646,0.0,0.0,0.0,0.0,-0.039033,0.039033,0.0,-0.30989575,0.30989575,0
rf_10,BTC,15m,24000,sign,83,sign_phase_083,0.5,0.0,0.5,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,15m,24000,sign,251,sign_phase_251,0.5,0.5,0.0,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.100297,-0.100297,0.0,0.628385,-0.628385,0
rf_10,BTC,15m,24000,magnitude,17,magnitude_phase_017,0.5,0.0,0.5,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,15m,24000,magnitude,83,magnitude_phase_083,0.5,0.0,0.5,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,15m,24000,magnitude,251,magnitude_phase_251,0.5,0.5,0.0,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,15m,24000,wick,17,wick_phase_017,0.5,0.0,0.5,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,15m,24000,wick,83,wick_phase_083,0.5,0.0,0.5,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,15m,24000,wick,251,wick_phase_251,0.5,1.0,-0.5,0.002012072434607646,0.0030181086519114686,-0.0010060362173038226,0.0,0.0,0.0,0.0,-0.03146033333333333,0.03146033333333333,0.0,-0.20837666666666665,0.20837666666666665,0
rf_10,BTC,15m,24000,volume,17,volume_phase_017,0.5,0.5,0.0,0.002012072434607646,0.0030181086519114686,-0.0010060362173038226,0.0,0.0,0.0,0.0,0.140788,-0.140788,0.0,0.354763,-0.354763,0
rf_10,BTC,15m,24000,volume,83,volume_phase_083,0.5,0.0,0.5,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,15m,24000,volume,251,volume_phase_251,0.5,0.0,0.5,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,1h,0,sign,17,sign_phase_017,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,0,sign,83,sign_phase_083,0.5,1.0,-0.5,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,0,sign,251,sign_phase_251,0.5,1.0,-0.5,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,0,magnitude,17,magnitude_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,1h,0,magnitude,83,magnitude_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,0,magnitude,251,magnitude_phase_251,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,0,wick,17,wick_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,1h,0,wick,83,wick_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,0,wick,251,wick_phase_251,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,0,volume,17,volume_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,1h,0,volume,83,volume_phase_083,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,1h,0,volume,251,volume_phase_251,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,3000,sign,17,sign_phase_017,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,3000,sign,83,sign_phase_083,0.5,0.5,0.0,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,3000,sign,251,sign_phase_251,0.5,0.5,0.0,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.047851,-0.047851,0.0,0.3134085,-0.3134085,0
rf_10,BTC,1h,3000,magnitude,17,magnitude_phase_017,0.5,1.0,-0.5,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,3000,magnitude,83,magnitude_phase_083,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,1h,3000,magnitude,251,magnitude_phase_251,0.5,1.0,-0.5,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,3000,wick,17,wick_phase_017,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,3000,wick,83,wick_phase_083,0.5,1.0,-0.5,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,3000,wick,251,wick_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,1h,3000,volume,17,volume_phase_017,0.5,1.0,-0.5,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,3000,volume,83,volume_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,3000,volume,251,volume_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,1h,6000,sign,17,sign_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,1h,6000,sign,83,sign_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,6000,sign,251,sign_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,1h,6000,magnitude,17,magnitude_phase_017,0.5,1.0,-0.5,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,6000,magnitude,83,magnitude_phase_083,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,1h,6000,magnitude,251,magnitude_phase_251,0.5,0.5,0.0,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.100191,-0.100191,0.0,0.629114,-0.629114,0
rf_10,BTC,1h,6000,wick,17,wick_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,1h,6000,wick,83,wick_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,6000,wick,251,wick_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
