symbol_family,origin_present_in,origin_xrp_events,origin_multi_events,origin_xrp_field,origin_multi_field,follow_events,follow_labels,follow_field,follow_reifung,follow_status,follow_mcm
dio_1da3,xrp_only,12,0,offene_rekopplung,-,6,xrp2025_1h:2;xrp2024_1h:2,spannungsnahe_oeffnung,weltuebergreifend_feldoffen,wiedergefunden_jung,0.359/0.284/0.593
dio_1jxo,xrp_only,4,0,offener_feldkontakt,-,6,xrp2024_1h:2;xrp2025_1h:1,spannungsnahe_oeffnung,weltuebergreifend_feldoffen,wiedergefunden_jung,0.362/0.302/0.584
dio_1l99,xrp_only,30,0,tragende_rekopplung,-,6,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.470/0.152/0.677
dio_1rdd,xrp_only,8,0,spannungsnahe_oeffnung,-,6,xrp2024_1h:2;xrp2025_1h:1,spannungsnahe_oeffnung,weltuebergreifend_feldoffen,wiedergefunden_jung,0.375/0.279/0.593
dio_1wat,xrp_only,4,0,offene_rekopplung,-,6,xrp2025_1h:2,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.389/0.273/0.602
dio_1yfb,xrp_only,4,0,offene_rekopplung,-,6,xrp2024_1h:2,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.415/0.224/0.636
dio_1ypi,xrp_only,2,0,spannungsnahe_oeffnung,-,6,xrp2025_1h:2;xrp2024_1h:1,spannungsnahe_oeffnung,weltuebergreifend_feldoffen,wiedergefunden_jung,0.354/0.302/0.583
dio_02zg,xrp_only,2,0,tragende_rekopplung,-,4,xrp2024_1h:1;xrp2025_1h:1,offene_rekopplung,weltuebergreifend_feldstabil,wiedergefunden_jung,0.389/0.258/0.600
dio_03ia,xrp_only,2,0,tragende_rekopplung,-,4,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.447/0.196/0.654
dio_05x1,xrp_only,2,0,tragende_rekopplung,-,4,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.461/0.152/0.694
dio_07jt,xrp_only,6,0,tragende_rekopplung,-,4,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.441/0.189/0.645
dio_098o,xrp_only,2,0,offene_rekopplung,-,4,sol2023:1;xrp2025_1h:1,tragende_rekopplung,weltuebergreifend_feldoffen,wiedergefunden_jung,0.407/0.209/0.633
dio_0cfm,xrp_only,2,0,spannungsnahe_oeffnung,-,4,xrp2024_1h:1;xrp2025_1h:1,offene_rekopplung,weltuebergreifend_feldstabil,wiedergefunden_jung,0.372/0.274/0.591
dio_0cns,xrp_only,8,0,offene_rekopplung,-,4,xrp2024_1h:1;xrp2025_1h:1,spannungsnahe_oeffnung,weltuebergreifend_feldoffen,wiedergefunden_jung,0.346/0.292/0.585
dio_0dck,xrp_only,6,0,tragende_rekopplung,-,4,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.438/0.198/0.651
dio_0hjw,xrp_only,4,0,tragende_rekopplung,-,4,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.463/0.152/0.677
dio_0hnu,xrp_only,6,0,spannungsnahe_oeffnung,-,4,xrp2024_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.346/0.331/0.560
dio_0r7k,xrp_only,12,0,tragende_rekopplung,-,4,xrp2024_1h:2,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.419/0.230/0.618
dio_0t8y,xrp_only,6,0,offene_rekopplung,-,4,xrp2024_1h:1;xrp2025_1h:1,offener_feldkontakt,weltuebergreifend_feldoffen,wiedergefunden_jung,0.361/0.278/0.611
dio_0tbt,xrp_only,6,0,tragende_rekopplung,-,4,xrp2024_1h:2,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.412/0.219/0.639
dio_0v6d,xrp_only,14,0,tragende_rekopplung,-,4,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.441/0.201/0.650
dio_0wvj,xrp_only,2,0,offene_rekopplung,-,4,xrp2024_1h:2,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.420/0.238/0.616
dio_11vw,xrp_only,8,0,tragende_rekopplung,-,4,xrp2024_1h:1;xrp2025_1h:1,offene_rekopplung,weltuebergreifend_feldstabil,wiedergefunden_jung,0.397/0.246/0.610
dio_12yl,xrp_only,2,0,offene_rekopplung,-,4,xrp2024_1h:2,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.420/0.233/0.622
dio_13q8,xrp_only,6,0,offene_rekopplung,-,4,xrp2025_1h:2,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.408/0.248/0.615
dio_14e7,xrp_only,8,0,offene_rekopplung,-,4,xrp2025_1h:2,offener_feldkontakt,junge_syntaxinsel,wiedergefunden_jung,0.364/0.301/0.601
dio_1eua,xrp_only,6,0,offene_rekopplung,-,4,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,weltuebergreifend_feldstabil,wiedergefunden_jung,0.409/0.227/0.625
dio_1hn4,multi_only,0,2,-,tragende_rekopplung,4,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.450/0.173/0.658
dio_1hsu,xrp_only,6,0,spannungsnahe_oeffnung,-,4,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.350/0.352/0.553
dio_1jzs,xrp_only,10,0,tragende_rekopplung,-,4,xrp2024_1h:1;xrp2025_1h:1,offene_rekopplung,weltuebergreifend_feldstabil,wiedergefunden_jung,0.382/0.247/0.616
dio_1l9q,xrp_only,6,0,spannungsnahe_oeffnung,-,4,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.344/0.320/0.568
dio_1ld1,xrp_only,2,0,offene_rekopplung,-,4,xrp2024_1h:2,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.407/0.238/0.617
dio_1lid,xrp_only,2,0,spannungsnahe_oeffnung,-,4,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.363/0.305/0.574
dio_1nfb,multi_only,0,3,-,tragende_rekopplung,4,xrp2025_1h:2;xrp2024_1h:1,tragende_rekopplung,weltuebergreifend_feldoffen,wiedergefunden_jung,0.403/0.233/0.620
dio_1pbi,xrp_only,2,0,offene_rekopplung,-,4,xrp2025_1h:2,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.408/0.245/0.609
dio_1stg,xrp_only,2,0,tragende_rekopplung,-,4,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.457/0.154/0.671
dio_1v25,xrp_only,2,0,tragende_rekopplung,-,4,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.463/0.150/0.675
dio_1wbd,xrp_only,14,0,offene_rekopplung,-,4,xrp2024_1h:1;xrp2025_1h:1,offene_rekopplung,weltuebergreifend_feldoffen,wiedergefunden_jung,0.363/0.288/0.584
dio_001s,xrp_only,2,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,offener_feldkontakt,junge_syntaxinsel,wiedergefunden_jung,0.349/0.293/0.610
dio_00dp,multi_only,0,1,-,offene_rekopplung,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.412/0.221/0.623
dio_00tg,xrp_only,2,0,spannungsnahe_oeffnung,-,2,xrp2024_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.347/0.316/0.551
dio_00wi,xrp_only,2,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.431/0.189/0.651
dio_0145,multi_only,0,3,-,tragende_rekopplung,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.433/0.191/0.653
dio_01gr,xrp_only,2,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.455/0.136/0.681
dio_01m7,xrp_only,6,0,offene_rekopplung,-,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.387/0.244/0.619
dio_021l,xrp_only,2,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.422/0.191/0.651
dio_0278,xrp_only,4,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.375/0.275/0.594
dio_03l0,xrp_only,6,0,offene_rekopplung,-,2,xrp2024_1h:1,offener_feldkontakt,junge_syntaxinsel,wiedergefunden_jung,0.373/0.276/0.579
dio_04u3,xrp_only,8,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.329/0.343/0.556
dio_05xt,xrp_only,2,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.420/0.207/0.635
dio_05y9,xrp_only,4,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.432/0.184/0.648
dio_065r,multi_only,0,1,-,offene_rekopplung,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.399/0.239/0.615
dio_06xt,xrp_only,4,0,spannungsnahe_oeffnung,-,2,xrp2024_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.361/0.294/0.581
dio_099n,xrp_only,10,0,offene_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.380/0.247/0.616
dio_09t9,xrp_only,2,0,offene_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.400/0.228/0.611
dio_0afu,xrp_only,2,0,offene_rekopplung,-,2,xrp2024_1h:2,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.402/0.222/0.620
dio_0agh,xrp_only,2,0,offene_rekopplung,-,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.385/0.240/0.621
dio_0cdj,xrp_only,4,0,spannungsnahe_oeffnung,-,2,xrp2024_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.354/0.311/0.576
dio_0dw6,xrp_only,2,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.428/0.192/0.655
dio_0ejm,xrp_only,8,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.427/0.198/0.649
dio_0fni,xrp_only,2,0,spannungsnahe_oeffnung,-,2,xrp2024_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.309/0.368/0.531
dio_0g0b,xrp_only,8,0,offene_rekopplung,-,2,xrp2025_1h:1,offener_feldkontakt,junge_syntaxinsel,wiedergefunden_jung,0.361/0.281/0.592
dio_0g5s,xrp_only,2,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.362/0.293/0.582
dio_0h4d,xrp_only,2,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.424/0.188/0.645
dio_0hjm,multi_only,0,14,-,tragende_rekopplung,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.392/0.223/0.630
dio_0hta,xrp_only,2,0,offene_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.376/0.266/0.589
dio_0hv9,xrp_only,12,0,tragende_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.395/0.250/0.607
dio_0i1a,xrp_only,2,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.412/0.228/0.632
dio_0i49,xrp_only,6,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.443/0.158/0.665
dio_0idv,xrp_only,2,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.444/0.153/0.670
dio_0ieh,xrp_only,2,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.462/0.131/0.689
dio_0iv1,xrp_only,2,0,offene_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.387/0.244/0.615
dio_0izs,xrp_only,6,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.421/0.199/0.643
dio_0j0k,xrp_only,4,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.409/0.217/0.630
dio_0j53,xrp_only,2,0,offene_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.406/0.226/0.625
dio_0jy4,xrp_only,6,0,tragende_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.404/0.223/0.617
dio_0kiw,xrp_only,8,0,spannungsnahe_oeffnung,-,2,xrp2024_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.317/0.353/0.549
dio_0mds,xrp_only,2,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.411/0.226/0.628
dio_0mf0,xrp_only,2,0,offene_rekopplung,-,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.391/0.249/0.600
dio_0nhx,multi_only,0,1,-,offene_rekopplung,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.399/0.231/0.618
dio_0okv,xrp_only,2,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.434/0.186/0.649
dio_0ouw,xrp_only,2,0,offene_rekopplung,-,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.385/0.251/0.616
dio_0qj7,xrp_only,4,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.325/0.338/0.551
dio_0qjk,xrp_only,2,0,tragende_rekopplung,-,2,sol2023:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.392/0.181/0.642
dio_0qm0,xrp_only,6,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.331/0.337/0.552
dio_0rgs,xrp_only,8,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.311/0.365/0.533
dio_0sdo,xrp_only,2,0,offene_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.383/0.253/0.599
dio_0sva,xrp_only,2,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.429/0.183/0.661
dio_0v3b,multi_only,0,1,-,tragende_rekopplung,2,sol2023:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.399/0.168/0.651
dio_0vj6,xrp_only,8,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.407/0.217/0.622
dio_0vm8,xrp_only,2,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.416/0.200/0.639
dio_0wk4,xrp_only,2,0,offene_rekopplung,-,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.389/0.256/0.594
dio_0x53,xrp_only,2,0,offene_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.394/0.254/0.601
dio_0x74,xrp_only,4,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.456/0.148/0.680
dio_0xai,xrp_only,4,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.402/0.222/0.632
dio_0xqm,xrp_only,2,0,offene_rekopplung,-,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.383/0.237/0.622
dio_0xw8,xrp_only,4,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.409/0.221/0.633
dio_0z03,xrp_only,4,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.467/0.132/0.695
dio_0z13,xrp_only,2,0,offene_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.384/0.250/0.612
dio_100l,xrp_only,2,0,offene_rekopplung,-,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.383/0.255/0.588
dio_105x,xrp_only,2,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.454/0.139/0.680
dio_11nu,xrp_only,6,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.310/0.363/0.535
dio_11qu,xrp_only,2,0,offene_rekopplung,-,2,sol2024:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.432/0.183/0.662
dio_12ee,xrp_only,2,0,spannungsnahe_oeffnung,-,2,xrp2024_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.334/0.311/0.571
dio_13np,xrp_only,8,0,offene_rekopplung,-,2,xrp2024_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.343/0.291/0.586
dio_13th,xrp_only,4,0,spannungsnahe_oeffnung,-,2,xrp2024_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.343/0.308/0.577
dio_13y1,xrp_only,6,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.436/0.170/0.659
dio_14de,xrp_only,2,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.420/0.220/0.637
dio_14r5,xrp_only,2,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.429/0.203/0.647
dio_151z,xrp_only,6,0,offene_rekopplung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.364/0.283/0.587
dio_15ot,multi_only,0,4,-,tragende_rekopplung,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.416/0.194/0.651
dio_15qu,xrp_only,2,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.348/0.294/0.586
dio_15ze,xrp_only,4,0,offene_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.370/0.269/0.599
dio_16vd,xrp_only,2,0,offene_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.359/0.273/0.600
dio_173f,xrp_only,2,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.361/0.283/0.588
dio_17gs,multi_only,0,1,-,tragende_rekopplung,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.469/0.126/0.695
dio_17m8,xrp_only,2,0,offene_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.409/0.214/0.625
dio_17zf,xrp_only,2,0,offene_rekopplung,-,2,xrp2024_1h:1,offener_feldkontakt,junge_syntaxinsel,wiedergefunden_jung,0.352/0.283/0.594
dio_18hd,multi_only,0,1,-,tragende_rekopplung,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.444/0.171/0.669
dio_18lc,xrp_only,8,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.411/0.214/0.641
dio_18n4,xrp_only,6,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.454/0.153/0.682
dio_19qe,xrp_only,4,0,spannungsnahe_oeffnung,-,2,sol2024:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.368/0.129/0.654
dio_1a0q,xrp_only,2,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.344/0.325/0.565
dio_1b4r,xrp_only,2,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.341/0.323/0.566
dio_1bgf,xrp_only,4,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.420/0.209/0.641
dio_1bii,multi_only,0,3,-,tragende_rekopplung,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.427/0.195/0.652
dio_1bsn,xrp_only,2,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.432/0.191/0.657
dio_1cks,xrp_only,10,0,tragende_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.394/0.242/0.605
dio_1d48,xrp_only,2,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,offener_feldkontakt,junge_syntaxinsel,wiedergefunden_jung,0.363/0.288/0.591
dio_1d9m,xrp_only,2,0,offene_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.390/0.257/0.596
dio_1d9z,xrp_only,2,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.447/0.145/0.672
dio_1dcc,xrp_only,4,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.351/0.304/0.576
dio_1ehl,xrp_only,4,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.434/0.170/0.659
dio_1ev2,xrp_only,2,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.426/0.200/0.645
dio_1fjx,xrp_only,2,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.447/0.149/0.673
dio_1fs0,xrp_only,4,0,offene_rekopplung,-,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.383/0.253/0.601
dio_1g7b,xrp_only,2,0,tragende_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.404/0.241/0.619
dio_1gkv,xrp_only,2,0,offene_rekopplung,-,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.388/0.248/0.595
dio_1gos,xrp_only,4,0,spannungsnahe_oeffnung,-,2,xrp2024_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.324/0.365/0.541
dio_1ii5,xrp_only,2,0,offene_rekopplung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.362/0.285/0.587
dio_1isv,multi_only,0,1,-,tragende_rekopplung,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.460/0.136/0.689
dio_1k5k,xrp_only,2,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.432/0.174/0.654
dio_1kyi,xrp_only,2,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.347/0.328/0.564
dio_1l8u,multi_only,0,1,-,tragende_rekopplung,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.415/0.217/0.630
dio_1ld4,multi_only,0,9,-,tragende_rekopplung,2,sol2024:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.415/0.244/0.633
dio_1lwn,xrp_only,4,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.409/0.233/0.625
dio_1lwv,xrp_only,4,0,spannungsnahe_oeffnung,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.348/0.313/0.552
dio_1n78,xrp_only,2,0,offene_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.392/0.254/0.600
dio_1ndp,xrp_only,6,0,tragende_rekopplung,-,2,xrp2025_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.388/0.247/0.604
dio_1pnw,xrp_only,4,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.435/0.179/0.660
dio_1q21,xrp_only,8,0,offener_feldkontakt,-,2,xrp2025_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.331/0.324/0.560
dio_1q3p,xrp_only,2,0,tragende_rekopplung,-,2,xrp2024_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.418/0.210/0.644
dio_1r8l,xrp_only,4,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.436/0.186/0.660
dio_1ra1,xrp_only,2,0,offene_rekopplung,-,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.394/0.237/0.613
dio_1rpm,xrp_only,6,0,offener_feldkontakt,-,2,xrp2024_1h:1,spannungsnahe_oeffnung,junge_syntaxinsel,wiedergefunden_jung,0.345/0.289/0.588
dio_1rre,xrp_only,2,0,tragende_rekopplung,-,2,xrp2025_1h:1,tragende_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.441/0.161/0.668
dio_1sxt,xrp_only,4,0,offene_rekopplung,-,2,xrp2024_1h:1,offene_rekopplung,junge_syntaxinsel,wiedergefunden_jung,0.390/0.253/0.607
