family,late_role_reading,repro_reading,source_count,sources,token_count,tokens,world_count,worlds,record_count,observations_total,neighbor_count_total,avg_rekopplung,avg_strain,avg_center_share,avg_open_share,avg_rand_share
dio_0jtg,spaete_rekopplung,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0jtg,1,SOL2025_15M,1,2,4,0.688331,0.175741,1.0,0.0,0.0
dio_0jxo,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0jxo,1,SOL2025_15M,1,2,4,0.644472,0.176009,0.5,0.5,0.0
dio_0k6e,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0k6e,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.621891,0.265806,0.0,1.0,0.0
dio_0k9t,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0k9t,2,"SOL2024_30M,SOL2025_30M",1,2,4,0.64563,0.178332,1.0,0.0,0.0
dio_0ka2,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0ka2,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.636372,0.205477,1.0,0.0,0.0
dio_0ke1,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0ke1,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.656451,0.150079,1.0,0.0,0.0
dio_0kjc,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0kjc,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.695878,0.143875,1.0,0.0,0.0
dio_0kph,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0kph,2,"SOL2024_15M,SOL2025_30M",1,2,4,0.626242,0.175884,0.5,0.5,0.0
dio_0l0m,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0l0m,2,"SOL2024_15M,SOL2025_30M",1,2,4,0.596838,0.238079,0.0,1.0,0.0
dio_0laj,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0laj,2,"SOL2024_30M,SOL2025_30M",1,2,4,0.608702,0.169513,0.0,1.0,0.0
dio_0lbg,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0lbg,2,"SOL2024_30M,SOL2025_30M",1,2,4,0.626549,0.139371,0.0,1.0,0.0
dio_0lg2,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0lg2,2,"SOL2024_30M,SOL2025_15M",1,2,4,0.616502,0.172494,0.0,1.0,0.0
dio_0lmu,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0lmu,2,"SOL2024_15M,SOL2025_30M",1,2,4,0.615805,0.252916,0.0,1.0,0.0
dio_0lo0,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0lo0,2,"SOL2024_15M,SOL2025_30M",1,2,4,0.638344,0.192414,1.0,0.0,0.0
dio_0lvh,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0lvh,2,"SOL2024_30M,SOL2025_30M",1,2,4,0.605201,0.203958,0.0,1.0,0.0
dio_0lxv,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0lxv,1,SOL2024_30M,1,2,4,0.59655,0.308666,0.0,0.0,1.0
dio_0m0a,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_mcm_episode_1u4yynp,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.601392,0.260699,0.0,0.5,0.5
dio_0m0c,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0m0c,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.564536,0.331074,0.0,0.0,1.0
dio_0m2l,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0m2l,2,"SOL2024_30M,SOL2025_15M",1,2,4,0.638095,0.20379,1.0,0.0,0.0
dio_0m39,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0m39,1,SOL2024_15M,1,2,4,0.608202,0.182918,0.0,1.0,0.0
dio_0m7m,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0m7m,2,"SOL2024_30M,SOL2025_30M",1,2,4,0.673649,0.205745,1.0,0.0,0.0
dio_0ma5,spaete_rekopplung,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0ma5,1,SOL2024_30M,1,2,4,0.637337,0.201986,1.0,0.0,0.0
dio_0mck,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0mck,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.614519,0.225442,0.0,1.0,0.0
dio_0mlp,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0mlp,1,SOL2025_30M,1,2,4,0.620816,0.166108,0.5,0.5,0.0
dio_0mop,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0mop,2,"SOL2024_15M,SOL2025_15M",1,2,4,0.609838,0.232523,0.0,1.0,0.0
dio_0mp0,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0mp0,1,SOL2024_15M,1,2,4,0.625562,0.238521,0.0,1.0,0.0
dio_0msc,spaete_rekopplung,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0msc,1,SOL2025_30M,1,2,4,0.656335,0.156358,1.0,0.0,0.0
dio_0n1h,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0n1h,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.655574,0.155328,1.0,0.0,0.0
dio_0n2i,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0n2i,2,"SOL2024_15M,SOL2025_15M",1,2,4,0.650322,0.16971,1.0,0.0,0.0
dio_0n41,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0n41,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.618974,0.150485,0.0,1.0,0.0
dio_0n46,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0n46,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.596147,0.194225,0.0,1.0,0.0
dio_0n48,spaete_rekopplung,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0n48,1,SOL2025_15M,1,2,4,0.666996,0.137462,1.0,0.0,0.0
dio_0ndn,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_mcm_episode_10zqa8q,1,SOL2025_30M,1,2,4,0.539435,0.370891,0.0,0.0,1.0
dio_0nf5,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0nf5,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.617128,0.22714,0.0,1.0,0.0
dio_0niv,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0niv,2,"SOL2024_30M,SOL2025_30M",1,2,4,0.611077,0.253455,0.0,1.0,0.0
dio_0nss,spaete_rekopplung,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0nss,1,SOL2025_15M,1,2,4,0.659419,0.153846,1.0,0.0,0.0
dio_0nv8,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0nv8,1,SOL2024_30M,1,2,4,0.639634,0.127211,0.5,0.5,0.0
dio_0nyz,spaete_rekopplung,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0nyz,1,SOL2025_30M,1,2,4,0.661191,0.155876,1.0,0.0,0.0
dio_0o8l,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0o8l,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.607592,0.197945,0.0,1.0,0.0
dio_0obr,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0obr,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.527851,0.372188,0.0,0.0,1.0
dio_0oh0,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0oh0,2,"SOL2024_15M,SOL2025_15M",1,2,4,0.649692,0.204904,1.0,0.0,0.0
dio_0oh8,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0oh8,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.629579,0.205829,1.0,0.0,0.0
dio_0op6,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0op6,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.620791,0.305661,0.0,0.0,1.0
dio_0opi,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0opi,2,"SOL2024_15M,SOL2025_15M",1,2,4,0.646279,0.172248,1.0,0.0,0.0
dio_0osi,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0osi,2,"SOL2024_15M,SOL2025_15M",1,2,4,0.558515,0.307986,0.0,0.0,1.0
dio_0p24,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0p24,1,SOL2024_15M,1,2,4,0.608564,0.190971,0.0,1.0,0.0
dio_0p7m,spaete_rekopplung,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0p7m,1,SOL2025_15M,1,2,4,0.672351,0.139408,1.0,0.0,0.0
dio_0p85,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0p85,2,"SOL2024_30M,SOL2025_30M",1,2,4,0.586946,0.24425,0.0,1.0,0.0
dio_0pch,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0pch,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.613097,0.183105,0.0,1.0,0.0
dio_0pj2,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0pj2,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.620019,0.160021,0.0,1.0,0.0
dio_0pl3,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_mcm_episode_12sbby1,2,"SOL2024_30M,SOL2025_30M",1,2,4,0.602167,0.218855,0.5,0.5,0.0
dio_0pqv,spaete_rekopplung,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0pqv,1,SOL2024_15M,1,2,4,0.646977,0.181913,1.0,0.0,0.0
dio_0prb,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_mcm_episode_1qs9yv0,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.566083,0.312134,0.0,0.0,1.0
dio_0pre,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0pre,1,SOL2024_30M,1,2,4,0.630215,0.148762,0.5,0.5,0.0
dio_0ps5,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0ps5,2,"SOL2024_30M,SOL2025_30M",1,2,4,0.616083,0.218317,0.5,0.5,0.0
dio_0psq,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0psq,2,"SOL2024_15M,SOL2025_30M",1,2,4,0.586915,0.221059,0.0,1.0,0.0
dio_0ptg,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0ptg,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.592388,0.35056,0.0,0.0,1.0
dio_0pzs,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0pzs,1,SOL2025_15M,1,2,4,0.620202,0.168632,0.5,0.5,0.0
dio_0q31,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0q31,2,"SOL2024_30M,SOL2025_30M",1,2,4,0.672978,0.184596,1.0,0.0,0.0
dio_0q3p,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0q3p,2,"SOL2024_15M,SOL2025_30M",1,2,4,0.619517,0.147857,0.0,1.0,0.0
dio_0q4i,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,2,"dio_0q4i,dio_mcm_episode_0vvh13h",1,SOL2025_30M,2,2,4,0.546849,0.347457,0.0,0.0,1.0
dio_0q5n,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0q5n,1,SOL2025_30M,1,2,4,0.635444,0.194223,0.5,0.5,0.0
dio_0q6x,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0q6x,2,"SOL2024_30M,SOL2025_15M",1,2,4,0.648742,0.180297,1.0,0.0,0.0
dio_0qhp,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0qhp,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.637647,0.225664,0.5,0.5,0.0
dio_0qj5,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0qj5,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.596333,0.270787,0.0,1.0,0.0
dio_0qjf,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0qjf,2,"SOL2024_15M,SOL2025_15M",1,2,4,0.626335,0.210066,0.5,0.5,0.0
dio_0qnw,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0qnw,2,"SOL2024_15M,SOL2025_15M",1,2,4,0.613607,0.165128,0.0,1.0,0.0
dio_0qnx,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_mcm_episode_00mcsle,2,"SOL2024_15M,SOL2025_30M",1,2,4,0.556313,0.343114,0.0,0.0,1.0
dio_0qvt,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0qvt,1,SOL2024_30M,1,2,4,0.633442,0.131279,0.5,0.5,0.0
dio_0qy1,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0qy1,2,"SOL2024_30M,SOL2025_30M",1,2,4,0.595912,0.254877,0.0,0.5,0.5
dio_0r0t,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0r0t,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.650449,0.160459,1.0,0.0,0.0
dio_0r3x,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0r3x,1,SOL2025_30M,1,2,4,0.618831,0.171198,0.5,0.5,0.0
dio_0r8b,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0r8b,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.533932,0.365412,0.0,0.0,1.0
dio_0rhx,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0rhx,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.656275,0.156973,1.0,0.0,0.0
dio_0rr6,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0rr6,1,SOL2025_15M,1,2,4,0.616902,0.179908,0.5,0.5,0.0
dio_0rsj,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0rsj,2,"SOL2024_30M,SOL2025_15M",1,2,4,0.537885,0.361721,0.0,0.0,1.0
dio_0s2n,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0s2n,2,"SOL2024_15M,SOL2025_15M",1,2,4,0.61288,0.211599,0.0,0.5,0.5
dio_0s6i,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0s6i,1,SOL2024_30M,1,2,4,0.644455,0.214544,0.5,0.5,0.0
dio_0s74,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,2,"dio_0s74,dio_mcm_episode_02cvghk",2,"SOL2024_15M,SOL2024_30M",2,2,4,0.564446,0.371424,0.0,0.0,1.0
dio_0saw,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0saw,2,"SOL2024_15M,SOL2025_30M",1,2,4,0.577973,0.295051,0.0,0.5,0.5
dio_0sij,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0sij,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.610827,0.245568,0.0,1.0,0.0
dio_0skh,spaete_offene_varianz,spaet_lokal,1,977_MCM_VERDICHTUNGSZONEN_ZEHNTE_STRESSWELT.csv,1,dio_mcm_episode_044ad06,1,STRESS10K_REPRO,1,2,4,0.64393,0.231268,0.5,0.5,0.0
dio_0t0k,spaete_rekopplung,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0t0k,1,SOL2025_15M,1,2,4,0.663299,0.145581,1.0,0.0,0.0
dio_0t35,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0t35,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.60458,0.174501,0.0,1.0,0.0
dio_0t5k,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0t5k,1,SOL2024_15M,1,2,4,0.609155,0.192157,0.0,1.0,0.0
dio_0tkg,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0tkg,2,"SOL2024_30M,SOL2025_15M",1,2,4,0.609511,0.229444,0.0,1.0,0.0
dio_0tku,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0tku,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.626741,0.212631,1.0,0.0,0.0
dio_0tme,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,2,"dio_0tme,dio_mcm_episode_05q0gyp",1,SOL2024_15M,2,2,4,0.582357,0.24931,0.0,1.0,0.0
dio_0tqh,spaete_offene_varianz,spaet_lokal,1,973_MCM_VERDICHTUNGSZONEN_NEUNTE_WELTGRUPPE.csv,1,dio_mcm_episode_0ifxej6,1,STABLE10K_REPRO,1,2,4,0.631954,0.192905,0.5,0.5,0.0
dio_0tqr,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0tqr,2,"SOL2024_30M,SOL2025_15M",1,2,4,0.639691,0.250938,0.0,1.0,0.0
dio_0tsr,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0tsr,2,"SOL2024_15M,SOL2025_30M",1,2,4,0.640216,0.259271,0.5,0.0,0.5
dio_0tt6,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0tt6,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.603954,0.195338,0.0,1.0,0.0
dio_0u0s,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0u0s,2,"SOL2024_15M,SOL2025_30M",1,2,4,0.566707,0.408076,0.0,0.0,1.0
dio_0u52,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0u52,1,SOL2024_15M,1,2,4,0.627671,0.172694,0.5,0.5,0.0
dio_0u5h,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0u5h,2,"SOL2024_30M,SOL2025_15M",1,2,4,0.604369,0.191013,0.0,1.0,0.0
dio_0u7o,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0u7o,2,"SOL2024_15M,SOL2025_15M",1,2,4,0.611666,0.196433,0.0,1.0,0.0
dio_0ucf,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0ucf,2,"SOL2024_30M,SOL2025_15M",1,2,4,0.592936,0.257297,0.0,0.5,0.5
dio_0uem,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0uem,2,"SOL2024_15M,SOL2025_30M",1,2,4,0.623674,0.230673,0.0,1.0,0.0
dio_0ufb,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0ufb,2,"SOL2024_30M,SOL2025_30M",1,2,4,0.615927,0.252953,0.0,1.0,0.0
dio_0uku,spaete_rekopplung,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0uku,1,SOL2024_15M,1,2,4,0.654092,0.172964,1.0,0.0,0.0
dio_0uxx,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0uxx,2,"SOL2024_30M,SOL2025_15M",1,2,4,0.64769,0.161443,1.0,0.0,0.0
dio_0v1j,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0v1j,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.643211,0.190151,1.0,0.0,0.0
dio_0v4h,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0v4h,1,SOL2025_15M,1,2,4,0.612334,0.169351,0.0,1.0,0.0
dio_0v5l,spaete_rekopplung,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0v5l,1,SOL2024_30M,1,2,4,0.672895,0.120273,1.0,0.0,0.0
dio_0ve8,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0ve8,2,"SOL2024_15M,SOL2025_30M",1,2,4,0.583767,0.338729,0.0,0.0,1.0
dio_0vio,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,2,"dio_0vio,dio_mcm_episode_1vktxia",2,"SOL2024_15M,SOL2025_15M",2,2,4,0.604977,0.230656,0.0,1.0,0.0
dio_0vog,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0vog,2,"SOL2025_15M,SOL2025_30M",1,2,4,0.646131,0.16807,1.0,0.0,0.0
dio_0vxb,spaeter_uebergangsraum,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0vxb,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.636472,0.179557,1.0,0.0,0.0
dio_0w1k,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0w1k,2,"SOL2024_15M,SOL2024_30M",1,2,4,0.62207,0.299782,0.0,0.0,1.0
dio_0w7v,spaete_rekopplung,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_0w7v,1,SOL2025_30M,1,2,4,0.646173,0.182867,1.0,0.0,0.0
