symbol_family,contrast_class,real_events,null_events,real_share,null_share,real_null_ratio,real_field,null_field,same_field,real_reifung,null_reifung,real_mcm,null_mcm,boundary
dio_0v65,real_deutlich_staerker,364,211,0.003035,0.001955,1.552848,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.546/0.137/0.714,0.549/0.146/0.714,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0om4,real_leicht_staerker,359,237,0.002993,0.002195,1.363503,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.551/0.137/0.718,0.559/0.148/0.718,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0lsd,balanciert,346,271,0.002885,0.002510,1.149256,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.522/0.171/0.690,0.526/0.180/0.691,passive_multi_family_real_null_contrast_no_action_no_direction
dio_161t,real_leicht_staerker,346,225,0.002885,0.002084,1.384215,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.536/0.154/0.711,0.545/0.164/0.712,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0ein,real_deutlich_staerker,344,199,0.002868,0.001843,1.556021,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.546/0.137/0.715,0.544/0.145/0.712,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1sa0,null_leicht_staerker,254,305,0.002118,0.002825,0.749625,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.533/0.157/0.702,0.558/0.171/0.710,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1mjc,balanciert,302,303,0.002518,0.002807,0.897169,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.554/0.124/0.727,0.571/0.135/0.732,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0jsd,real_deutlich_staerker,328,136,0.002735,0.001260,2.170926,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.489/0.199/0.668,0.491/0.212/0.669,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0f4r,null_leicht_staerker,228,289,0.001901,0.002677,0.710145,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.533/0.142/0.712,0.562/0.157/0.720,passive_multi_family_real_null_contrast_no_action_no_direction
dio_18po,real_deutlich_staerker,310,150,0.002585,0.001390,1.860290,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.476/0.185/0.672,0.497/0.193/0.681,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1rqi,balanciert,272,278,0.002268,0.002575,0.880713,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.552/0.127/0.726,0.571/0.139/0.729,passive_multi_family_real_null_contrast_no_action_no_direction
dio_18kx,balanciert,308,269,0.002568,0.002492,1.030644,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.547/0.138/0.716,0.560/0.148/0.718,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0sxm,null_deutlich_staerker,138,271,0.001151,0.002510,0.458374,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.470/0.207/0.658,0.526/0.224/0.671,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0ioc,real_deutlich_staerker,298,71,0.002485,0.000658,3.778053,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.476/0.189/0.668,0.454/0.205/0.662,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0jmo,real_leicht_staerker,290,191,0.002418,0.001769,1.366705,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.457/0.215/0.652,0.490/0.221/0.664,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0z3k,null_deutlich_staerker,190,261,0.001584,0.002418,0.655274,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.534/0.139/0.714,0.565/0.151/0.725,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1nmh,null_deutlich_staerker,174,261,0.001451,0.002418,0.600093,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.505/0.169/0.695,0.525/0.173/0.702,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1sub,real_deutlich_staerker,277,78,0.002310,0.000723,3.196651,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.486/0.201/0.665,0.459/0.213/0.655,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1wdi,real_leicht_staerker,276,168,0.002301,0.001556,1.478802,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.546/0.130/0.719,0.550/0.138/0.719,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1oc2,real_leicht_staerker,273,207,0.002276,0.001918,1.187141,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.530/0.156/0.702,0.533/0.168/0.701,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1yme,null_deutlich_staerker,143,244,0.001192,0.002260,0.527541,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.527/0.141/0.710,0.559/0.155/0.719,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0klp,real_leicht_staerker,268,197,0.002235,0.001825,1.224556,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.473/0.209/0.651,0.487/0.219/0.658,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1aeg,null_deutlich_staerker,163,241,0.001359,0.002232,0.608808,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.518/0.164/0.698,0.546/0.176/0.707,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1yoi,balanciert,260,225,0.002168,0.002084,1.040162,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0.456/0.233/0.642,0.491/0.235/0.657,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0ahb,real_leicht_staerker,256,158,0.002135,0.001464,1.458455,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.518/0.170/0.687,0.524/0.180/0.686,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0dzv,null_leicht_staerker,176,228,0.001468,0.002112,0.694845,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.527/0.125/0.718,0.561/0.136/0.731,passive_multi_family_real_null_contrast_no_action_no_direction
