token,short_token,anchor_class,total_weight,max_world_span,weighted_duration,edge_count,outside_bridge_edges,bridge_to_bridge_edges,bidirectional_neighbors,incoming_neighbors,outgoing_neighbors,path_class,movement,base_zone,follow_zone,base_role,follow_role,dominant_edge_kind,edge_kind_profile,dominant_exit_phase,phase_profile,relation_profile,in_known_core_pair,known_core_pairs
dio_mcm_episode_1k7xap1,1k7xap1,schwacher_anschluss,1,1,2.000000,1,1,0,0,0,1,junge_oberflaeche,stabil,junge_spur,junge_spur,offene_variante,offene_variante,aussen_zu_bruecke,aussen_zu_bruecke:1,rekoppelnder_austritt,rekoppelnder_austritt:1,eintritt:1,0,0
dio_mcm_episode_1n9f8vr,1n9f8vr,schwacher_anschluss,1,1,2.000000,1,1,0,0,0,1,-,-,-,-,-,-,aussen_zu_bruecke,aussen_zu_bruecke:1,gemischter_austritt,gemischter_austritt:1,eintritt:1,0,0
dio_mcm_episode_00er6t0,00er6t0,schwacher_anschluss,1,1,1.000000,1,1,0,0,0,1,-,-,-,-,-,-,aussen_zu_bruecke,aussen_zu_bruecke:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,eintritt:1,0,0
dio_mcm_episode_0dsrwv5,0dsrwv5,schwacher_anschluss,1,1,1.000000,1,1,0,0,0,1,junge_oberflaeche,stabil,junge_spur,junge_spur,zentrum_stabil,zentrum_stabil,aussen_zu_bruecke,aussen_zu_bruecke:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,eintritt:1,0,0
dio_mcm_episode_0jkg1dk,0jkg1dk,schwacher_anschluss,1,1,1.000000,1,1,0,0,0,1,-,-,-,-,-,-,aussen_zu_bruecke,aussen_zu_bruecke:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,eintritt:1,0,0
dio_mcm_episode_0oc1i7g,0oc1i7g,schwacher_anschluss,1,1,1.000000,1,1,0,0,0,1,junge_oberflaeche,stabil,junge_spur,junge_spur,zentrum_stabil,offene_variante,aussen_zu_bruecke,aussen_zu_bruecke:1,gemischter_austritt,gemischter_austritt:1,eintritt:1,0,0
dio_mcm_episode_0qhiq5e,0qhiq5e,schwacher_anschluss,1,1,1.000000,1,1,0,0,0,1,junge_oberflaeche,stabil,junge_spur,junge_spur,offene_variante,offene_variante,aussen_zu_bruecke,aussen_zu_bruecke:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,eintritt:1,0,0
dio_mcm_episode_0u69u6w,0u69u6w,schwacher_anschluss,1,1,1.000000,1,1,0,0,0,1,junge_oberflaeche,verjuengung_oberflaeche,driftzone,junge_spur,zentrum_stabil,zentrum_stabil,aussen_zu_bruecke,aussen_zu_bruecke:1,rekoppelnder_austritt,rekoppelnder_austritt:1,eintritt:1,0,0
dio_mcm_episode_1i31hl0,1i31hl0,schwacher_anschluss,1,1,1.000000,1,1,0,0,0,1,offener_driftpfad,oeffnung_oder_drift,offene_bedeutungszone,driftzone,offene_variante,offene_variante,aussen_zu_bruecke,aussen_zu_bruecke:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,eintritt:1,0,0
dio_mcm_episode_1morx8x,1morx8x,schwacher_anschluss,1,1,1.000000,1,1,0,0,0,1,offener_driftpfad,oeffnung_oder_drift,junge_spur,driftzone,offene_variante,offene_variante,aussen_zu_bruecke,aussen_zu_bruecke:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,eintritt:1,0,0
dio_mcm_episode_0tv1tha,0tv1tha,schwacher_anschluss,1,1,1.000000,1,1,0,0,1,0,rekoppelnder_pfad,stabil,driftzone,driftzone,offene_variante,zentrum_stabil,bruecke_zu_aussen,bruecke_zu_aussen:1,rekoppelnder_austritt,rekoppelnder_austritt:1,austritt:1,0,0
dio_mcm_episode_0apubpm,0apubpm,schwacher_anschluss,1,1,1.000000,1,1,0,0,1,0,-,-,-,-,-,-,bruecke_zu_aussen,bruecke_zu_aussen:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,austritt:1,0,0
dio_mcm_episode_0n5sqpn,0n5sqpn,schwacher_anschluss,1,1,1.000000,1,1,0,0,1,0,-,-,-,-,-,-,bruecke_zu_aussen,bruecke_zu_aussen:1,rekoppelnder_austritt,rekoppelnder_austritt:1,austritt:1,0,0
dio_mcm_episode_0vj3fzh,0vj3fzh,schwacher_anschluss,1,1,1.000000,1,1,0,0,1,0,junge_oberflaeche,stabil,junge_spur,junge_spur,zentrum_stabil,zentrum_stabil,bruecke_zu_aussen,bruecke_zu_aussen:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,austritt:1,0,0
dio_mcm_episode_10mbxau,10mbxau,schwacher_anschluss,1,1,1.000000,1,1,0,0,1,0,-,-,-,-,-,-,bruecke_zu_aussen,bruecke_zu_aussen:1,rekoppelnder_austritt,rekoppelnder_austritt:1,austritt:1,0,0
