pair,total_count,source_profile,dominant_role_shift,dominant_role_shift_count,dominant_role_shift_share,role_shift_profile,movement_effect,avg_pressure_delta,avg_sharpness_delta,avg_focus_delta,avg_rekopplung_delta,avg_loudness_delta
dio_mcm_episode_0l3i7ey->dio_mcm_episode_06zvueu,1,BTC_5M_10K:1,zentrum_stabil->offene_variante,1,1.0,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.059662,0.095667,-0.015593,-0.040923,0.155964
dio_mcm_episode_0dbqs19->dio_mcm_episode_062iou2,1,BTC_5M_10K:1,spannungsrand_kippnaehe->offene_variante,1,1.0,spannungsrand_kippnaehe->offene_variante:1,rekoppelnd_entlastend,-0.15203,-0.36121,-0.196532,0.042593,-0.523987
dio_mcm_episode_062iou2->dio_mcm_episode_1uqjjv3,1,BTC_5M_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.055087,-0.105398,0.004218,0.051181,-0.191492
dio_mcm_episode_0tf9fq3->dio_mcm_episode_0y1i8dq,1,BTC_5M_10K:1,zentrum_stabil->offene_variante,1,1.0,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.175124,-0.832143,0.196875,-0.106567,0.518595
dio_mcm_episode_0y1i8dq->dio_mcm_episode_0ne8zu9,1,BTC_5M_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.097194,0.369744,-0.181215,0.027202,-0.320588
dio_mcm_episode_19a388p->dio_mcm_episode_06ciaj1,1,BTC_5M_10K:1,spannungsrand_kippnaehe->spannungsrand_kippnaehe,1,1.0,spannungsrand_kippnaehe->spannungsrand_kippnaehe:1,rekoppelnd_entlastend,-0.113762,-0.201421,0.073937,0.040741,-0.399884
dio_mcm_episode_06ciaj1->dio_mcm_episode_1teq7yv,1,BTC_5M_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,bewegung_offen,-0.003441,-0.201866,-0.105489,-0.022715,-0.121709
dio_mcm_episode_00er6t0->dio_mcm_episode_0ultars,1,BTC_5M_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,oeffnend_belastend,0.037461,0.23231,0.07403,-0.010821,0.155728
dio_mcm_episode_0s3bynh->dio_mcm_episode_0u4438h,1,BTC_5M_10K:1,zentrum_stabil->offene_variante,1,1.0,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.112986,-0.066516,0.06583,-0.103804,0.218746
dio_mcm_episode_0u4438h->dio_mcm_episode_10b8y4e,1,BTC_5M_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.074573,-0.210395,-0.015125,0.084402,-0.14168
dio_mcm_episode_10b8y4e->dio_mcm_episode_0d40zcv,1,BTC_5M_10K:1,zentrum_stabil->offene_variante,1,1.0,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.144037,-0.206886,0.175358,-0.081744,0.535462
dio_mcm_episode_0kvu3mb->dio_mcm_episode_1mrdw5a,1,BTC_5M_10K:1,spannungsrand_kippnaehe->offene_variante,1,1.0,spannungsrand_kippnaehe->offene_variante:1,rekoppelnd_entlastend,-0.161799,-0.278913,-0.083768,0.05323,-0.564875
dio_mcm_episode_1mrdw5a->dio_mcm_episode_0tf9fq3,1,BTC_5M_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.07009,-0.060899,-0.041823,0.053071,-0.280309
dio_mcm_episode_0dbqs19->dio_mcm_episode_06ciaj1,1,BTC_5M_10K:1,spannungsrand_kippnaehe->spannungsrand_kippnaehe,1,1.0,spannungsrand_kippnaehe->spannungsrand_kippnaehe:1,rekoppelnd_entlastend,-0.111949,-0.374376,-0.09397,0.02379,-0.483838
dio_mcm_episode_1n1dhu9->dio_mcm_episode_0y1i8dq,1,BTC_5M_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.043716,0.116036,-0.021593,0.044849,-0.086017
dio_mcm_episode_0om13wf->dio_mcm_episode_0i7gfxw,1,BTC_5M_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.003695,-0.018517,-0.013032,0.02082,0.020747
dio_mcm_episode_0dbqs19->dio_mcm_episode_1mrdw5a,1,BTC_5M_10K:1,spannungsrand_kippnaehe->offene_variante,1,1.0,spannungsrand_kippnaehe->offene_variante:1,rekoppelnd_entlastend,-0.178638,0.40321,-0.241453,0.092625,-0.470196
dio_mcm_episode_1mrdw5a->dio_mcm_episode_1mesbjy,1,BTC_5M_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,bewegung_offen,-0.020841,-0.458638,-0.019144,-0.029417,-0.337514
dio_mcm_episode_1mesbjy->dio_mcm_episode_1s5ilya,1,BTC_5M_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,oeffnend_belastend,0.014361,-0.163025,0.020692,-0.009263,0.046224
dio_mcm_episode_1s5ilya->dio_mcm_episode_1iq1hgz,1,BTC_5M_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.05211,0.072396,0.017093,0.090257,0.015607
dio_mcm_episode_0tre8bg->dio_mcm_episode_1uizm2j,1,BTC_5M_10K:1,spannungsrand_kippnaehe->offene_variante,1,1.0,spannungsrand_kippnaehe->offene_variante:1,rekoppelnd_entlastend,-0.149601,-0.103893,-0.096121,0.054221,-0.452886
dio_mcm_episode_1uizm2j->dio_mcm_episode_0n5sqpn,1,BTC_5M_10K:1,offene_variante->zentrum_stabil,1,1.0,offene_variante->zentrum_stabil:1,rekoppelnd_entlastend,-0.100627,0.078078,-0.053923,0.108151,-0.292403
dio_mcm_episode_19a388p->dio_mcm_episode_06meqq1,1,BTC_5M_10K:1,spannungsrand_kippnaehe->spannungsrand_kippnaehe,1,1.0,spannungsrand_kippnaehe->spannungsrand_kippnaehe:1,rekoppelnd_entlastend,-0.122896,-0.229865,-0.039106,0.044069,-0.479637
dio_mcm_episode_06meqq1->dio_mcm_episode_1mrdw5a,1,BTC_5M_10K:1,spannungsrand_kippnaehe->zentrum_stabil,1,1.0,spannungsrand_kippnaehe->zentrum_stabil:1,rekoppelnd_entlastend,-0.051728,0.1839,0.029612,0.064162,-0.003652
dio_mcm_episode_1mrdw5a->dio_mcm_episode_1i31hl0,1,BTC_5M_10K:1,zentrum_stabil->offene_variante,1,1.0,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.017118,-0.1839,-0.075889,-0.041874,-0.151032
dio_mcm_episode_0om13wf->dio_mcm_episode_0clehbn,1,BTC_5M_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,oeffnend_belastend,0.023274,0.016418,0.01735,-0.025255,0.058925
dio_mcm_episode_0clehbn->dio_mcm_episode_0i7gfxw,1,BTC_5M_10K:1,offene_variante->zentrum_stabil,1,1.0,offene_variante->zentrum_stabil:1,rekoppelnd_entlastend,-0.010892,0.161203,0.014995,0.029273,0.050702
dio_mcm_episode_04g6nc4->dio_mcm_episode_19cadje,1,BTC_5M_10K:1,spannungsrand_kippnaehe->spannungsrand_kippnaehe,1,1.0,spannungsrand_kippnaehe->spannungsrand_kippnaehe:1,bewegung_offen,-0.031637,-0.49785,-0.072861,-0.008497,-0.210818
dio_mcm_episode_19cadje->dio_mcm_episode_0np9yzy,1,BTC_5M_10K:1,spannungsrand_kippnaehe->zentrum_stabil,1,1.0,spannungsrand_kippnaehe->zentrum_stabil:1,rekoppelnd_entlastend,-0.161072,0.0,0.011469,0.136504,-0.272586
dio_mcm_episode_0np9yzy->dio_mcm_episode_0pxjirg,1,BTC_5M_10K:1,zentrum_stabil->offene_variante,1,1.0,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.003415,0.194559,-0.195646,-0.049606,-0.18271
dio_mcm_episode_0pxjirg->dio_mcm_episode_0y1i8dq,1,BTC_5M_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,oeffnend_belastend,0.030312,0.306345,0.104111,-0.018676,0.078885
dio_mcm_episode_0y1i8dq->dio_mcm_episode_1i31hl0,1,BTC_5M_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,bewegung_offen,-0.007005,-0.500904,-0.05246,-0.014254,-0.138613
dio_mcm_episode_07llqq8->dio_mcm_episode_1rkfb77,1,BTC_5M_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,bewegung_offen,-0.03346,0.205263,-0.122556,-0.018363,-0.222315
dio_mcm_episode_1rkfb77->dio_mcm_episode_1rviit8,1,BTC_5M_10K:1,offene_variante->zentrum_stabil,1,1.0,offene_variante->zentrum_stabil:1,rekoppelnd_entlastend,-0.054627,0.010254,-0.003782,0.050406,-0.049416
dio_mcm_episode_1rviit8->dio_mcm_episode_0mji3u6,1,BTC_5M_10K:1,zentrum_stabil->offene_variante,1,1.0,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.047176,0.459369,-0.010145,-0.028951,0.172866
dio_mcm_episode_0e7qvj1->dio_mcm_episode_0zb84bd,1,BTC_5M_10K:1,zentrum_stabil->spannungsrand_kippnaehe,1,1.0,zentrum_stabil->spannungsrand_kippnaehe:1,oeffnend_belastend,0.299537,-0.231711,0.187818,-0.182368,0.881643
dio_mcm_episode_0zb84bd->dio_mcm_episode_1jxxp02,1,BTC_5M_10K:1,spannungsrand_kippnaehe->offene_variante,1,1.0,spannungsrand_kippnaehe->offene_variante:1,rekoppelnd_entlastend,-0.194221,0.045091,-0.083248,0.113724,-0.515708
dio_mcm_episode_1jxxp02->dio_mcm_episode_0n5sqpn,1,BTC_5M_10K:1,offene_variante->zentrum_stabil,1,1.0,offene_variante->zentrum_stabil:1,rekoppelnd_entlastend,-0.091144,0.146291,-0.092836,0.058635,-0.315025
dio_mcm_episode_0mji3u6->dio_mcm_episode_0l5wut9,1,BTC_5M_10K:1,zentrum_stabil->spannungsrand_kippnaehe,1,1.0,zentrum_stabil->spannungsrand_kippnaehe:1,oeffnend_belastend,0.254134,-0.742467,0.156406,-0.160472,0.653064
dio_mcm_episode_0l5wut9->dio_mcm_episode_1w4ufr0,1,BTC_5M_10K:1,spannungsrand_kippnaehe->zentrum_stabil,1,1.0,spannungsrand_kippnaehe->zentrum_stabil:1,rekoppelnd_entlastend,-0.211907,0.323326,-0.056448,0.13973,-0.473236
