row_type,families,base_role_states,enhanced_role_states,assets,attachment_assets,base_counts,enhanced_counts,asset_attachment_dominants,asset,attachment_profile,dominant_attachment_quality,dominant_attachment_share,mean_field_edge_score,mean_kern_edge,mean_afterimage_edge,mean_temporal_edge,family,field_role_state,source_reading,field_role_quality,enhanced_role_key
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_1gp2,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.314041,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_0obq,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.314435,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_1kpz,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.324019,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_07o8,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.332192,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_0g2r,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.314679,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_1q85,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.331381,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_1uof,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.336786,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_10dv,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.383255,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_0tay,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.348517,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_0jkk,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.345087,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_1pij,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.400558,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_04uf,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.357145,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_0fe7,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.371046,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_1492,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.347174,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_1oye,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.386798,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_1xrt,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.387681,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_0jqc,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.377895,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_104t,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.240287,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_0m9z,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.252869,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_155c,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.258507,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_0l7p,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.258183,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_0h9h,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.267737,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_14wj,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.275177,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_00ly,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.294149,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_1q85,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.289799,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_1lsu,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.308899,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_00ja,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.295784,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_17ct,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.295644,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_0pz6,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.305475,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_0oc3,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.302893,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_1ewh,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.314706,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_06s7,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.309721,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_1kpz,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.308835,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_06er,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.335459,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_09bn,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.324188,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_0tay,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.325918,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_0obq,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.325673,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_0dd2,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.342889,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_0nlj,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.323385,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_1492,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.333508,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_05yg,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.319526,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_0g2r,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.327005,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_1u5i,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.340175,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_19pg,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.333652,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_0kx9,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.364119,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_169a,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.389817,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_0jkk,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.334897,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_1gp2,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.34597,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_1jc2,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.341798,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_0z9t,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.359207,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_04uf,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.368424,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_06qi,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.360776,feldrolle_reift_verdichtend::offen_gemischt
family_with_attachment,,,,,,,,,XRP,offen_gemischt:2; kernnah_ohne_feldzeit:2,offen_gemischt,0.5,0.014511,,,,dio_17db,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.363969,feldrolle_reift_verdichtend::offen_gemischt
