world,source,start_tick,end_tick,passive_role_near,rekopplung_level,carry_level,strain_level,sensory_level,visual_gap_level,hearing_gap_level,sensory_delta,rekopplung_delta,strain_delta_next,rekopplung_delta_next,preview_carry_next,preview,family,effect_class,passive_only,influences_action
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5301,5400,keine_naehe,low,low,high,low,high,high,-0.016451,-0.011308,-0.00401,0.006316,1,dio_mcm_episode_0b7nep9,dio_0l7p,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5401,5500,brueckennaehe,mid,mid,high,mid,mid,high,0.008554,0.006316,-0.003558,0.003464,1,dio_mcm_episode_0b7nep9,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5501,5600,brueckennaehe,mid,mid,mid,mid,low,high,0.007785,0.003464,0.000469,0.002155,1,dio_mcm_episode_0b7nep9,dio_1lsu,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5601,5700,keine_naehe,mid,mid,mid,mid,low,high,-0.00474,0.002155,0.002246,0.000102,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5701,5800,brueckennaehe,mid,mid,high,mid,low,high,0.001742,0.000102,-0.009682,0.005433,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5801,5900,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.017043,0.005433,0.003002,-0.002084,1,dio_mcm_episode_0b7nep9,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5901,6000,zentrumsnaehe,high,mid,low,high,low,mid,-0.006302,-0.002084,0.005907,-0.005971,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6001,6100,keine_naehe,mid,mid,mid,mid,mid,high,-0.01151,-0.005971,-0.003202,0.002769,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6101,6200,brueckennaehe,mid,mid,mid,mid,mid,mid,0.000356,0.002769,0.003126,-0.008727,1,dio_mcm_episode_0b7nep9,dio_155c,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6201,6300,keine_naehe,low,low,mid,low,high,mid,-0.009916,-0.008727,-0.007377,0.011927,1,dio_mcm_episode_0b7nep9,dio_0l7p,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6301,6400,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,mid,mid,low,0.013364,0.011927,0.010279,-0.014766,1,dio_mcm_episode_0b7nep9,dio_0l7p,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6401,6500,keine_naehe,low,low,high,low,high,low,-0.0217,-0.014766,-0.004644,0.009001,1,dio_mcm_episode_0b7nep9,dio_0h9h,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6501,6600,keine_naehe,mid,mid,mid,low,high,low,0.010863,0.009001,-0.004397,0.005016,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6601,6700,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.011104,0.005016,0.001042,0.001349,1,dio_mcm_episode_0b7nep9,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6701,6800,zentrumsnaehe,high,high,low,mid,mid,low,-0.000639,0.001349,-0.000405,-0.000372,0,dio_mcm_episode_0b7nep9,dio_155c,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6801,6900,zentrumsnaehe,high,high,low,mid,mid,low,-0.000995,-0.000372,-0.001839,0.00207,1,dio_mcm_episode_0ykar6i,dio_0l7p,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6901,7000,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.008745,0.00207,-0.001182,0.000817,1,dio_mcm_episode_0ykar6i,dio_155c,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7001,7100,zentrumsnaehe,high,high,low,high,mid,low,-0.002077,0.000817,0.004864,-0.004026,1,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7101,7200,zentrumsnaehe,high,high,low,high,low,high,-0.003846,-0.004026,-0.003728,0.001704,1,dio_mcm_episode_0ykar6i,dio_0pz6,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7201,7300,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.003643,0.001704,-0.00247,0.003089,1,dio_mcm_episode_0ykar6i,dio_0l7p,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7301,7400,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.001158,0.003089,0.010393,-0.010489,1,dio_mcm_episode_0ykar6i,dio_14wj,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7401,7500,keine_naehe,mid,mid,mid,low,high,mid,-0.016179,-0.010489,-0.000961,0.005847,1,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7501,7600,brueckennaehe,high,high,mid,high,low,high,0.010353,0.005847,-0.008993,0.004996,0,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7601,7700,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.01354,0.004996,-0.003092,0.002951,1,dio_mcm_episode_0geqqo3,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7701,7800,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.004298,0.002951,0.009163,-0.008356,1,dio_mcm_episode_0geqqo3,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7801,7900,zentrumsnaehe,high,mid,low,high,low,high,-0.012207,-0.008356,0.000444,0.002616,1,dio_mcm_episode_0geqqo3,dio_0l7p,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7901,8000,keine_naehe,high,high,mid,high,low,mid,-0.004221,0.002616,-0.002253,6.5e-05,1,dio_mcm_episode_0geqqo3,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8001,8100,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.000603,6.5e-05,0.003526,-0.001988,0,dio_mcm_episode_0geqqo3,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8101,8200,keine_naehe,high,high,mid,high,low,high,-0.001492,-0.001988,0.002258,-0.005111,0,dio_mcm_episode_077r0df,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8201,8300,keine_naehe,mid,mid,mid,low,high,mid,-0.009896,-0.005111,-0.002887,0.003357,0,dio_mcm_episode_1xx3u1e,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8301,8400,brueckennaehe,mid,high,mid,mid,low,mid,0.007266,0.003357,-0.000282,0.002673,1,dio_mcm_episode_0w4x7xs,dio_0l7p,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8401,8500,brueckennaehe,high,high,mid,high,low,high,0.00466,0.002673,0.011286,-0.014769,1,dio_mcm_episode_0w4x7xs,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8501,8600,keine_naehe,low,mid,high,low,high,high,-0.025781,-0.014769,-0.006083,0.007721,0,dio_mcm_episode_0w4x7xs,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8601,8700,keine_naehe,mid,mid,high,low,high,mid,0.007844,0.007721,-0.013611,0.011391,0,dio_mcm_episode_0b7nep9,dio_0l7p,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8701,8800,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.022619,0.011391,0.027733,-0.028662,0,dio_mcm_episode_0w4x7xs,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8801,8900,keine_naehe,low,low,high,low,high,high,-0.045054,-0.028662,-0.012764,0.014817,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8901,9000,keine_naehe,mid,mid,high,low,high,high,0.022664,0.014817,-0.006544,0.008069,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9001,9100,brueckennaehe,high,high,mid,mid,mid,mid,0.010736,0.008069,0.00646,-0.005897,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9101,9200,keine_naehe,mid,mid,high,low,high,high,-0.012474,-0.005897,-0.004526,0.004718,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9201,9300,brueckennaehe,mid,high,mid,mid,low,high,0.012487,0.004718,0.00254,-0.001552,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9301,9400,keine_naehe,mid,high,high,low,mid,high,-0.006402,-0.001552,-0.006012,0.003446,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9401,9500,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,mid,mid,low,0.007747,0.003446,-0.00154,0.003704,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9501,9600,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,high,0.010299,0.003704,0.010361,-0.013203,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9601,9700,keine_naehe,mid,mid,high,low,high,high,-0.022815,-0.013203,-0.004555,0.005955,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9701,9800,brueckennaehe,mid,high,mid,mid,low,high,0.010618,0.005955,-0.003419,0.005912,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9801,9900,brueckennaehe,high,high,mid,high,low,high,0.007498,0.005912,-0.003692,0.001359,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9901,9994,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.004449,0.001359,0.0,0.0,0,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1,100,randdrucknaehe,low,low,high,high,low,high,0.0,0.0,-0.006217,0.01186,1,dio_mcm_episode_1ahj81f,dio_0h9h,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,101,200,keine_naehe,low,low,mid,mid,low,high,-0.005492,0.01186,0.005126,-0.000763,1,dio_mcm_episode_1ahj81f,dio_155c,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,201,300,keine_naehe,low,low,high,mid,low,high,-0.000655,-0.000763,-0.004092,0.002789,0,dio_mcm_episode_1ahj81f,dio_155c,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,301,400,keine_naehe,low,low,high,mid,mid,low,-0.002208,0.002789,0.004934,-0.003735,0,dio_mcm_episode_1joiyc3,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,401,500,keine_naehe,low,low,high,low,high,high,-0.009574,-0.003735,-0.006962,0.012247,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,501,600,brueckennaehe,low,low,mid,mid,mid,mid,0.008656,0.012247,-0.003519,0.00538,1,dio_mcm_episode_0e7qvj1,dio_0l7p,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,601,700,brueckennaehe,mid,low,low,high,low,high,0.009353,0.00538,0.033026,-0.042287,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,701,800,keine_naehe,low,low,high,low,high,mid,-0.059237,-0.042287,-0.018245,0.022447,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,801,900,keine_naehe,low,low,high,low,high,high,0.033312,0.022447,-0.010799,0.013476,1,dio_mcm_episode_0e7qvj1,dio_00ja,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,901,1000,brueckennaehe,low,low,mid,mid,mid,mid,0.013485,0.013476,0.002953,-0.001481,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1001,1100,keine_naehe,low,low,high,low,high,mid,-0.00849,-0.001481,0.003913,-0.005338,1,dio_mcm_episode_0e7qvj1,dio_0l7p,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1101,1200,keine_naehe,low,low,high,low,high,mid,-0.00231,-0.005338,-0.010472,0.011744,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1201,1300,brueckennaehe,low,low,mid,mid,mid,low,0.015531,0.011744,0.009233,-0.008722,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1301,1400,keine_naehe,low,low,high,low,high,low,-0.01952,-0.008722,-0.009221,0.012202,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1401,1500,brueckennaehe,mid,low,mid,mid,mid,low,0.019443,0.012202,0.007254,-0.009728,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1501,1600,keine_naehe,low,low,high,low,high,mid,-0.013099,-0.009728,-0.00937,0.012485,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1601,1700,brueckennaehe,mid,mid,low,mid,mid,low,0.015254,0.012485,0.002102,2.9e-05,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1701,1800,keine_naehe,mid,mid,mid,mid,mid,low,-0.003493,2.9e-05,-0.002095,0.000242,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1801,1900,brueckennaehe,mid,mid,low,high,mid,low,0.006105,0.000242,0.011783,-0.011038,1,dio_mcm_episode_0e7qvj1,dio_155c,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1901,2000,keine_naehe,low,low,high,low,high,high,-0.014925,-0.011038,0.006208,-0.010569,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2001,2100,keine_naehe,low,low,high,low,high,mid,-0.013347,-0.010569,-0.012935,0.012645,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2101,2200,keine_naehe,low,low,mid,low,high,low,0.016583,0.012645,-0.001044,0.005713,1,dio_mcm_episode_0e7qvj1,dio_0nlj,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2201,2300,brueckennaehe,mid,mid,mid,mid,mid,low,0.006663,0.005713,0.002465,4.3e-05,1,dio_mcm_episode_0e7qvj1,dio_1kpz,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2301,2400,keine_naehe,mid,low,mid,mid,mid,high,-0.00041,4.3e-05,8.8e-05,-0.004702,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2401,2500,keine_naehe,low,low,mid,low,high,low,-0.007322,-0.004702,0.025568,-0.031496,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2501,2600,keine_naehe,low,low,high,low,high,high,-0.044407,-0.031496,-0.028685,0.036379,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2601,2700,brueckennaehe,mid,mid,mid,mid,mid,mid,0.048711,0.036379,0.005574,-0.005719,1,dio_mcm_episode_0e7qvj1,dio_155c,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2701,2800,keine_naehe,low,low,high,low,high,mid,-0.008834,-0.005719,0.009801,-0.017897,1,dio_mcm_episode_0e7qvj1,dio_0h9h,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2801,2900,keine_naehe,low,low,high,low,high,mid,-0.020215,-0.017897,-0.014437,0.023424,1,dio_mcm_episode_0e7qvj1,dio_19pg,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2901,3000,keine_naehe,mid,mid,mid,low,high,low,0.025067,0.023424,0.01542,-0.02193,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3001,3100,keine_naehe,low,low,high,low,high,high,-0.025512,-0.02193,-0.018315,0.024967,1,dio_mcm_episode_0e7qvj1,dio_0h9h,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3101,3200,brueckennaehe,mid,mid,low,mid,high,low,0.029629,0.024967,0.003001,-0.002078,0,dio_mcm_episode_0e7qvj1,dio_00ja,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3201,3300,keine_naehe,mid,mid,mid,mid,high,low,-0.002915,-0.002078,0.008392,-0.012755,0,dio_mcm_episode_0ykar6i,dio_0h9h,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3301,3400,keine_naehe,low,low,high,low,high,low,-0.018248,-0.012755,-0.002473,0.004263,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3401,3500,keine_naehe,low,low,high,low,high,high,0.011827,0.004263,-0.008694,0.012905,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3501,3600,brueckennaehe,mid,mid,low,high,low,mid,0.016206,0.012905,-0.003181,0.004975,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3601,3700,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.003369,0.004975,0.002787,-0.002268,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3701,3800,zentrumsnaehe,high,high,low,mid,mid,low,-0.004265,-0.002268,0.010027,-0.015345,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3801,3900,keine_naehe,low,low,high,low,high,high,-0.015377,-0.015345,-0.004269,0.007657,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3901,4000,keine_naehe,mid,mid,high,low,high,mid,0.002867,0.007657,-0.011029,0.007954,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4001,4100,mischrolle_brueckennaehe_zentrumsnaehe,high,mid,low,high,mid,low,0.016765,0.007954,0.002595,0.000342,1,dio_mcm_episode_0b7nep9,dio_0l7p,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4101,4200,zentrumsnaehe,high,high,low,high,mid,low,-0.001434,0.000342,0.000119,-4.3e-05,1,dio_mcm_episode_0b7nep9,dio_14wj,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4201,4300,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.000887,-4.3e-05,0.001517,-0.001843,1,dio_mcm_episode_0b7nep9,dio_0l7p,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4301,4400,mischrolle_brueckennaehe_zentrumsnaehe,high,mid,low,high,low,mid,0.001046,-0.001843,0.01039,-0.008127,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4401,4500,keine_naehe,mid,mid,high,low,mid,high,-0.015428,-0.008127,-0.01257,0.011593,1,dio_mcm_episode_0b7nep9,dio_0m9z,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4501,4600,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.012349,0.011593,0.002371,-0.0023,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4601,4700,zentrumsnaehe,high,mid,low,high,low,mid,0.006476,-0.0023,0.001349,-0.001496,0,dio_mcm_episode_0b7nep9,dio_0l7p,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4701,4800,keine_naehe,mid,mid,low,high,mid,mid,-0.006384,-0.001496,5.4e-05,0.00171,1,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4801,4900,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.001385,0.00171,0.003248,-0.004225,1,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4901,5000,keine_naehe,mid,mid,mid,high,low,high,-0.001275,-0.004225,0.001912,-0.00249,0,dio_mcm_episode_0ykar6i,dio_155c,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5001,5100,keine_naehe,mid,mid,mid,mid,low,high,-0.004626,-0.00249,0.006064,-0.006521,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5101,5200,keine_naehe,low,mid,high,low,high,high,-0.019983,-0.006521,-0.008562,0.009795,1,dio_mcm_episode_0b7nep9,dio_00ja,stabil,1,0
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5201,5300,brueckennaehe,mid,mid,mid,high,low,high,0.023064,0.009795,0.002004,-0.005177,0,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
