world,start_tick,end_tick,duration,pressure_threshold_p90,alignment_threshold_p10,avg_pressure,avg_alignment,avg_asymmetry,avg_coherence,avg_strain,avg_rekopplung,pre8_pressure,post8_pressure,pre8_alignment,post8_alignment,pre8_rekopplung,post8_rekopplung,pre8_strain,post8_strain,dominant_effect,dominant_family,dominant_mcm_episode_preview,post_state
SOL_2023_NEG_STRESS_10K_RECEPTOR,6439,6439,1,0.301645,0.761854,0.308627,0.750541,0.243900,0.433753,0.251828,0.609278,0.175571,0.198795,0.910640,0.875163,0.660552,0.658429,0.165227,0.179202,tragend_unruhig,dio_115x,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6447,6447,1,0.301645,0.761854,0.348222,0.677358,0.061423,0.379456,0.282059,0.590656,0.193846,0.217280,0.884311,0.903456,0.660756,0.653124,0.175423,0.183206,kippend,dio_13cj,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6473,6473,1,0.301645,0.761854,0.398753,0.717011,0.293097,0.284254,0.288330,0.584267,0.161968,0.215750,0.892204,0.860613,0.666840,0.649073,0.168656,0.187979,kippend,dio_1u2s,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6478,6478,1,0.301645,0.761854,0.398859,0.668166,0.088724,0.313963,0.300888,0.579848,0.211279,0.230786,0.863853,0.842591,0.651694,0.648207,0.190070,0.194034,kippend,dio_1k0x,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6485,6485,1,0.301645,0.761854,0.483070,0.504932,0.060466,0.223986,0.354539,0.553828,0.205958,0.203820,0.864683,0.930484,0.656390,0.666320,0.178099,0.174293,gespannt,dio_1mg4,dio_mcm_episode_02arq13,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6560,6560,1,0.301645,0.761854,0.314091,0.754243,0.065046,0.396414,0.230058,0.627465,0.184048,0.185326,0.915085,0.883336,0.659525,0.664720,0.170152,0.163923,tragend_unruhig,dio_124a,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6605,6605,1,0.301645,0.761854,0.322499,0.628934,-0.062852,0.306718,0.236143,0.618346,0.233682,0.270255,0.850017,0.850082,0.642644,0.643994,0.207616,0.206630,tragend_unruhig,dio_1bov,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6610,6610,1,0.301645,0.761854,0.550922,0.543848,-0.075737,0.245808,0.386061,0.539183,0.233766,0.258302,0.848753,0.856412,0.649908,0.640043,0.195167,0.208387,gespannt,dio_0nbx,dio_mcm_episode_1927mcg,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6612,6612,1,0.301645,0.761854,0.308667,0.707308,-0.109277,0.393555,0.215068,0.636856,0.271873,0.220641,0.829994,0.896096,0.639961,0.650372,0.213102,0.190678,stabil,dio_0zcx,dio_mcm_episode_0igfdmt,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6656,6656,1,0.301645,0.761854,0.362590,0.733313,-0.040499,0.485670,0.285726,0.596052,0.200197,0.173769,0.905906,0.893055,0.659875,0.664379,0.173684,0.165151,kippend,dio_05od,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6687,6687,1,0.301645,0.761854,0.317842,0.717433,0.084497,0.384365,0.262180,0.599304,0.126701,0.251460,0.931909,0.832602,0.677304,0.642020,0.143966,0.200538,tragend_unruhig,dio_0vy9,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6690,6690,1,0.301645,0.761854,0.481519,0.674436,0.484878,0.282486,0.307183,0.588499,0.177439,0.195724,0.890456,0.858319,0.658640,0.654913,0.171720,0.174820,kippend,dio_0o66,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6775,6775,1,0.301645,0.761854,0.405044,0.694890,0.047808,0.340619,0.311182,0.571449,0.194664,0.201338,0.898647,0.926486,0.654834,0.664249,0.176464,0.178690,kippend,dio_1mka,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6796,6796,1,0.301645,0.761854,0.342111,0.739566,0.035095,0.383350,0.280722,0.584773,0.192584,0.212673,0.924083,0.866487,0.664103,0.653013,0.164383,0.186388,kippend,dio_1qxh,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6838,6838,1,0.301645,0.761854,0.317785,0.720242,0.002503,0.452308,0.263536,0.603508,0.161971,0.162693,0.911721,0.891546,0.675983,0.667975,0.152121,0.159322,tragend_unruhig,dio_18xg,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6878,6878,1,0.301645,0.761854,0.312442,0.687082,0.012485,0.485781,0.263180,0.609054,0.150425,0.271926,0.879623,0.822956,0.668198,0.634205,0.153994,0.209000,tragend_unruhig,dio_1has,dio_mcm_episode_183drjy,offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6882,6882,1,0.301645,0.761854,0.319369,0.670546,0.073828,0.342927,0.233674,0.620054,0.215467,0.229572,0.856150,0.841389,0.645753,0.644077,0.192402,0.190093,tragend_unruhig,dio_0tp7,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6937,6937,1,0.301645,0.761854,0.402005,0.639417,-0.114544,0.456022,0.316118,0.579885,0.207424,0.248437,0.877320,0.845795,0.648067,0.659635,0.189223,0.186927,kippend,dio_1aya,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6944,6944,1,0.301645,0.761854,0.381319,0.683353,-0.035237,0.380710,0.270511,0.608172,0.233203,0.219370,0.859840,0.874596,0.656153,0.651934,0.191686,0.183877,tragend_unruhig,dio_1w94,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6956,6956,1,0.301645,0.761854,0.488613,0.553769,-0.083853,0.316935,0.361304,0.551935,0.184722,0.261922,0.875395,0.822763,0.661782,0.639010,0.167848,0.206973,gespannt,dio_0p85,dio_mcm_episode_0tk9nhx,offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,6958,6959,2,0.301645,0.761854,0.327309,0.651492,-0.147004,0.390926,0.231921,0.628988,0.233906,0.212945,0.829971,0.884130,0.643565,0.645407,0.200696,0.187293,tragend_unruhig,dio_17ca,dio_mcm_episode_0ifxej6,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7088,7088,1,0.301645,0.761854,0.348616,0.737624,0.220015,0.346220,0.264232,0.599155,0.167295,0.195962,0.913079,0.883902,0.677187,0.667605,0.152876,0.166469,tragend_unruhig,dio_0gn6,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7170,7170,1,0.301645,0.761854,0.305851,0.665698,-0.009535,0.296979,0.222268,0.624690,0.219092,0.168581,0.917781,0.887952,0.660731,0.671412,0.175301,0.158393,tragend_unruhig,dio_1ege,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7185,7185,1,0.301645,0.761854,0.452091,0.590025,-0.101081,0.377733,0.345340,0.560217,0.151769,0.212495,0.887344,0.869246,0.668596,0.649040,0.161071,0.190533,kippend,dio_17hb,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7229,7229,1,0.301645,0.761854,0.507898,0.606837,0.053113,0.210038,0.359521,0.546880,0.168896,0.206539,0.905505,0.890080,0.672477,0.665971,0.158559,0.173406,gespannt,dio_1j6g,dio_mcm_episode_1903mjq,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7297,7297,1,0.301645,0.761854,0.308238,0.740646,0.082107,0.403046,0.255531,0.603236,0.167951,0.216529,0.896524,0.872237,0.669556,0.658130,0.162017,0.186990,tragend_unruhig,dio_0405,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7311,7311,1,0.301645,0.761854,0.413622,0.683888,0.093435,0.282080,0.277769,0.601259,0.191612,0.202357,0.905188,0.859895,0.667249,0.649469,0.168772,0.184941,tragend_unruhig,dio_1kbp,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7354,7354,1,0.301645,0.761854,0.306019,0.748834,0.142964,0.354874,0.250527,0.602349,0.165405,0.158332,0.898050,0.918118,0.679991,0.684243,0.154170,0.145998,tragend_unruhig,dio_1m16,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7385,7385,1,0.301645,0.761854,0.322412,0.697317,-0.159842,0.288056,0.250875,0.626120,0.246877,0.190255,0.885105,0.890253,0.649558,0.664307,0.193983,0.167596,tragend_unruhig,dio_0n6i,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7432,7432,1,0.301645,0.761854,0.308781,0.726016,0.056620,0.426904,0.256688,0.605711,0.169297,0.208230,0.883308,0.880687,0.673532,0.654762,0.160570,0.181996,tragend_unruhig,dio_0lqn,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7440,7440,1,0.301645,0.761854,0.311200,0.708938,-0.155206,0.303058,0.243431,0.608162,0.207928,0.237195,0.882821,0.876101,0.654455,0.637857,0.183653,0.203410,tragend_unruhig,dio_107y,dio_mcm_episode_183drjy,offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7537,7537,1,0.301645,0.761854,0.436209,0.641895,0.389501,0.268932,0.305102,0.581320,0.196701,0.173954,0.912451,0.928174,0.659317,0.674724,0.180531,0.155663,kippend,dio_0m4a,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7548,7548,1,0.301645,0.761854,0.416222,0.645439,0.384352,0.299193,0.291261,0.592344,0.161622,0.186123,0.929708,0.871465,0.679358,0.656254,0.147973,0.176761,kippend,dio_17su,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7571,7571,1,0.301645,0.761854,0.326513,0.651001,0.110398,0.428984,0.272102,0.602199,0.177238,0.200301,0.880933,0.898095,0.669143,0.663000,0.163056,0.174771,tragend_unruhig,dio_08t3,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7583,7589,7,0.301645,0.761854,0.415090,0.644028,-0.292893,0.490203,0.292096,0.604285,0.205616,0.212993,0.895584,0.832781,0.653276,0.641791,0.181196,0.192961,tragend_unruhig,dio_03s7,dio_mcm_episode_0o8t72k,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7623,7623,1,0.301645,0.761854,0.419785,0.696642,0.398278,0.322503,0.284742,0.596862,0.155201,0.218575,0.897706,0.837304,0.677110,0.652742,0.146032,0.189632,kippend,dio_1n1w,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7640,7640,1,0.301645,0.761854,0.354286,0.730742,0.241129,0.311342,0.263311,0.598793,0.174421,0.196113,0.919070,0.864635,0.678417,0.661698,0.161033,0.172566,tragend_unruhig,dio_1opf,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7664,7664,1,0.301645,0.761854,0.414445,0.637235,0.329399,0.220080,0.293296,0.584015,0.157826,0.166632,0.912345,0.898796,0.680834,0.670638,0.146507,0.157426,kippend,dio_152i,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7697,7697,1,0.301645,0.761854,0.415546,0.623383,0.208578,0.197438,0.310151,0.568644,0.146669,0.187353,0.888620,0.880615,0.668299,0.668418,0.161291,0.160079,kippend,dio_0mzy,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7715,7715,1,0.301645,0.761854,0.320463,0.733368,0.133027,0.360483,0.230294,0.628364,0.164957,0.137756,0.920241,0.929462,0.676247,0.690009,0.153821,0.140829,tragend_unruhig,dio_0vxb,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7733,7733,1,0.301645,0.761854,0.525533,0.518625,0.386431,0.040079,0.346555,0.556557,0.184188,0.253723,0.876861,0.793819,0.675475,0.643724,0.166638,0.206274,gespannt,dio_044m,dio_mcm_episode_0kluhxc,offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7748,7748,1,0.301645,0.761854,0.475482,0.568627,0.091941,0.212730,0.319982,0.579137,0.157119,0.227139,0.869191,0.863444,0.671788,0.648478,0.151786,0.195981,kippend,dio_0w7y,dio_mcm_episode_02xikfk,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7821,7821,1,0.301645,0.761854,0.398395,0.646024,0.049645,0.367194,0.315623,0.601679,0.125339,0.251525,0.918290,0.850617,0.688103,0.648707,0.140646,0.209190,kippend,dio_1574,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7824,7824,1,0.301645,0.761854,0.409542,0.639753,0.249644,0.271462,0.272355,0.612032,0.173350,0.234417,0.889399,0.875919,0.682456,0.641437,0.165115,0.203041,tragend_unruhig,dio_1ba2,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7829,7829,1,0.301645,0.761854,0.430967,0.646044,0.159373,0.214100,0.313372,0.568802,0.247454,0.174352,0.850615,0.919602,0.652817,0.661039,0.209471,0.171535,gespannt,dio_11ps,dio_mcm_episode_0kluhxc,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7869,7869,1,0.301645,0.761854,0.426613,0.590919,0.262940,0.159715,0.315378,0.565658,0.200624,0.164660,0.883264,0.918104,0.646350,0.673912,0.187905,0.157504,gespannt,dio_1ulu,dio_mcm_episode_0kvu3mb,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7923,7923,1,0.301645,0.761854,0.544659,0.427626,0.137955,0.080137,0.383181,0.536783,0.169391,0.201226,0.918617,0.905684,0.673896,0.664378,0.157533,0.167671,gespannt,dio_052q,dio_mcm_episode_19cadje,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,7994,7994,1,0.301645,0.761854,0.375207,0.683533,0.162149,0.269013,0.283083,0.585598,0.191741,0.183546,0.904602,0.898607,0.671578,0.663258,0.158223,0.166380,kippend,dio_058z,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8043,8043,1,0.301645,0.761854,0.472720,0.502009,0.186284,0.116709,0.346940,0.550229,0.184930,0.195574,0.879969,0.870565,0.663898,0.668225,0.167605,0.167525,gespannt,dio_0mba,dio_mcm_episode_14421yj,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8073,8073,1,0.301645,0.761854,0.448777,0.553149,0.072972,0.267380,0.339427,0.560322,0.177254,0.186558,0.877705,0.910140,0.669619,0.671388,0.163610,0.165203,kippend,dio_0rrb,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8086,8086,1,0.301645,0.761854,0.364397,0.715998,0.065468,0.364624,0.274139,0.597546,0.152974,0.306478,0.909665,0.811274,0.690746,0.625087,0.140551,0.235917,tragend_unruhig,dio_1ml7,dio_mcm_episode_183drjy,offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8090,8090,1,0.301645,0.761854,0.530852,0.510143,0.088404,0.167662,0.372842,0.544409,0.206124,0.265984,0.866962,0.839447,0.665058,0.630287,0.173477,0.215937,gespannt,dio_0ssh,dio_mcm_episode_19m9z8d,offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8093,8093,1,0.301645,0.761854,0.406471,0.636109,-0.091560,0.362452,0.304092,0.582387,0.285810,0.220196,0.818567,0.859289,0.633506,0.646983,0.222917,0.185374,kippend,dio_1f2g,dio_mcm_episode_0wu57h0,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8104,8104,1,0.301645,0.761854,0.448734,0.536675,0.018832,0.311856,0.341590,0.563043,0.203452,0.270452,0.864378,0.821833,0.648106,0.638884,0.180806,0.206889,kippend,dio_08vs,dio_mcm_episode_1so7ez5,offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8106,8106,1,0.301645,0.761854,0.356753,0.687342,0.142255,0.265626,0.238500,0.617292,0.230137,0.233183,0.819754,0.854776,0.635713,0.652055,0.204343,0.186467,tragend_unruhig,dio_1lwj,dio_mcm_episode_02xikfk,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8116,8116,1,0.301645,0.761854,0.517155,0.549186,-0.051088,0.246298,0.369272,0.545829,0.212791,0.305648,0.858113,0.885189,0.658346,0.635327,0.175616,0.219378,gespannt,dio_1v2c,dio_mcm_episode_19m9z8d,offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8125,8125,1,0.301645,0.761854,0.396440,0.552708,-0.041011,0.253065,0.297240,0.580196,0.305648,0.238459,0.885189,0.795750,0.635327,0.633738,0.219378,0.209404,kippend,dio_14g3,dio_mcm_episode_0044zlp,offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8152,8153,2,0.301645,0.761854,0.350704,0.630235,0.091244,0.371695,0.240493,0.626594,0.231724,0.339668,0.876348,0.807809,0.648729,0.626015,0.194443,0.230704,tragend_unruhig,dio_1lnl,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8158,8158,1,0.301645,0.761854,0.307066,0.741786,0.048101,0.419806,0.217430,0.634463,0.328504,0.287887,0.800818,0.843190,0.629831,0.634393,0.228108,0.213830,stabil,dio_0kyx,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8160,8161,2,0.301645,0.761854,0.351787,0.697237,-0.151880,0.264124,0.252717,0.602432,0.339398,0.227194,0.791058,0.880713,0.632056,0.646095,0.227648,0.189931,tragend_unruhig,dio_0ull,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8176,8176,1,0.301645,0.761854,0.373739,0.668144,0.090816,0.260650,0.240572,0.619273,0.205823,0.216758,0.849418,0.891139,0.651671,0.656185,0.187114,0.186383,tragend_unruhig,dio_0kyg,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8211,8211,1,0.301645,0.761854,0.379794,0.685577,0.054803,0.353102,0.301714,0.603310,0.197093,0.158202,0.888147,0.922634,0.670655,0.681751,0.163475,0.145613,kippend,dio_0fvo,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8240,8240,1,0.301645,0.761854,0.336479,0.718546,0.143416,0.324981,0.259831,0.600715,0.163961,0.183511,0.920543,0.918685,0.689020,0.665620,0.145242,0.164204,tragend_unruhig,dio_0hwx,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8268,8268,1,0.301645,0.761854,0.435130,0.678661,0.412898,0.309577,0.295136,0.590838,0.161187,0.204138,0.903149,0.901509,0.683690,0.657213,0.145827,0.175820,kippend,dio_11z9,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8359,8359,1,0.301645,0.761854,0.479799,0.491331,0.118008,0.163319,0.351331,0.552007,0.162219,0.193065,0.903337,0.922289,0.664767,0.672943,0.165262,0.164886,gespannt,dio_0jdb,dio_mcm_episode_020s4c4,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8404,8404,1,0.301645,0.761854,0.373249,0.632459,-0.014484,0.430671,0.299625,0.587772,0.200619,0.199910,0.889201,0.889101,0.665243,0.658610,0.171185,0.180235,kippend,dio_1lsi,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8413,8413,1,0.301645,0.761854,0.351821,0.628364,0.110453,0.384075,0.278268,0.601162,0.199910,0.242230,0.889101,0.821209,0.658610,0.652361,0.180235,0.195127,tragend_unruhig,dio_19z3,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8420,8420,1,0.301645,0.761854,0.495473,0.444701,0.138538,0.144014,0.360554,0.549260,0.206307,0.239828,0.853487,0.863969,0.659448,0.653635,0.180142,0.196475,gespannt,dio_17nu,dio_mcm_episode_19a388p,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8435,8435,1,0.301645,0.761854,0.433642,0.580400,0.231184,0.233711,0.318385,0.570850,0.192991,0.211808,0.864236,0.880170,0.652691,0.659235,0.178589,0.179076,kippend,dio_1w3x,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8486,8487,2,0.301645,0.761854,0.311604,0.746034,-0.014373,0.492230,0.266397,0.600486,0.170909,0.214690,0.892576,0.882867,0.667869,0.656471,0.159450,0.182395,tragend_unruhig,dio_049a,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8516,8516,1,0.301645,0.761854,0.343056,0.644341,0.104486,0.355609,0.247185,0.624101,0.189767,0.205195,0.886317,0.887881,0.665816,0.662940,0.168196,0.173848,tragend_unruhig,dio_1a08,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8529,8529,1,0.301645,0.761854,0.313095,0.668071,0.085831,0.444394,0.265311,0.605949,0.168361,0.243566,0.904705,0.846751,0.673442,0.642435,0.158596,0.203691,tragend_unruhig,dio_0sgb,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8531,8531,1,0.301645,0.761854,0.476611,0.446289,0.154014,0.180166,0.352614,0.555690,0.169003,0.208232,0.888258,0.917612,0.666506,0.651707,0.166817,0.183225,gespannt,dio_1n9r,dio_mcm_episode_020s4c4,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8577,8577,1,0.301645,0.761854,0.452486,0.554639,0.080442,0.262898,0.339799,0.560472,0.182699,0.191465,0.879703,0.911814,0.658948,0.665589,0.173241,0.172680,kippend,dio_0yhe,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8606,8606,1,0.301645,0.761854,0.419046,0.566283,0.361046,0.307017,0.307032,0.586638,0.170222,0.175684,0.905281,0.886215,0.674689,0.673864,0.156683,0.158315,kippend,dio_05if,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8622,8622,1,0.301645,0.761854,0.507512,0.730994,0.666747,0.535834,0.309410,0.606988,0.186956,0.223189,0.881444,0.843361,0.662262,0.645509,0.171601,0.196944,kippend,dio_1klg,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8663,8663,1,0.301645,0.761854,0.530893,0.527815,0.080013,0.163767,0.368888,0.546279,0.169620,0.207833,0.906862,0.845202,0.677726,0.650862,0.151650,0.184277,gespannt,dio_1j6d,dio_mcm_episode_19m9z8d,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8683,8683,1,0.301645,0.761854,0.450442,0.601977,0.007232,0.286557,0.308006,0.587572,0.167442,0.255490,0.914158,0.854414,0.670074,0.654679,0.164792,0.203839,kippend,dio_1kvb,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8690,8691,2,0.301645,0.761854,0.357614,0.656099,0.102851,0.406122,0.261199,0.631378,0.247372,0.175609,0.873490,0.913420,0.653488,0.673329,0.196960,0.158882,tragend_unruhig,dio_0fgo,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8725,8725,1,0.301645,0.761854,0.351419,0.607065,0.097343,0.374193,0.254456,0.624238,0.175692,0.217154,0.903555,0.891733,0.665214,0.654803,0.170764,0.182081,tragend_unruhig,dio_0b45,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8779,8779,1,0.301645,0.761854,0.353879,0.735434,0.351988,0.453747,0.232297,0.640838,0.160232,0.148459,0.922973,0.926615,0.675501,0.673323,0.153019,0.153781,tragend_unruhig,dio_1l29,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8804,8804,1,0.301645,0.761854,0.503993,0.388421,0.264571,0.081508,0.362292,0.551214,0.137984,0.189995,0.908894,0.876207,0.677849,0.676798,0.147538,0.159799,gespannt,dio_0k85,dio_mcm_episode_020s4c4,rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8850,8850,1,0.301645,0.761854,0.541861,0.481154,-0.047615,0.248897,0.387888,0.540536,0.172666,0.237578,0.907620,0.867803,0.677575,0.638577,0.156278,0.202600,gespannt,dio_0qz4,dio_mcm_episode_13bix6m,offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8894,8894,1,0.301645,0.761854,0.373860,0.684616,0.264010,0.307457,0.284077,0.587182,0.243965,0.284405,0.863758,0.821490,0.646131,0.629236,0.200764,0.224689,kippend,dio_0hzg,dio_mcm_episode_183drjy,offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR,8900,8900,1,0.301645,0.761854,0.576964,0.503048,-0.019026,0.144383,0.399687,0.527499,0.229957,0.344517,0.871757,0.745928,0.649327,0.615976,0.187860,0.247203,gespannt,dio_0jet,dio_mcm_episode_1927mcg,offen_getragen_nach_kontaktinsel
